,Unnamed: 0,G,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,PF,PTS,Year,STL,BLK,TOV,3P,3PA,3P%,2P,2PA,2P%
5,Opponent/G,,242.1,42.6,87.5,0.487,19.8,26.5,0.747,13.6,32.6,46.2,24.2,22.4,105.8,1985,7.7,4.8,17.9,0.8,2.8,0.284,41.8,84.7,0.493
6,Lg Rank,,2,3,7,8.0,4,4,1.0,8,23,21,3,23,2,1985,3,7,14,8,6,13.0,5,9,8.0
7,Year/Year,,-0.3%,0.8%,1.3%,-0.002,-4.1%,-2.1%,-0.016,7.9%,12.3%,10.9%,-2.5%,-9.3%,0.2%,1985,-10.8%,-19.3%,14.9%,78.4%,34.9%,0.069,0.0%,0.5%,-0.002
0,Team,82.0,19855,3311,7148,0.463,1704,2286,0.745,1066,2432,3498,1748,1796,8442,1986,626,716,1346,116,408,0.284,3195,6740,0.474
1,Team/G,,242.1,40.4,87.2,0.463,20.8,27.9,0.745,13.0,29.7,42.7,21.3,21.9,103.0,1986,7.6,8.7,16.4,1.4,5.0,0.284,39.0,82.2,0.474
2,Lg Rank,,3,22,16,22.0,21,20,17.0,20,11,17,23,3,22,1986,20,1,4,6,3,9.0,22,23,22.0
3,Year/Year,,0.0%,-6.3%,-3.2%,-0.015,15.3%,14.9%,0.002,5.3%,1.5%,2.7%,-16.3%,-3.9%,-2.5%,1986,-11.7%,82.2%,5.0%,6.4%,2.5%,0.01,-6.7%,-3.5%,-0.016
4,Opponent,82.0,19855,3435,7360,0.467,1649,2181,0.756,1249,2591,3840,2014,1907,8590,1986,712,454,1373,71,259,0.274,3364,7101,0.474
5,Opponent/G,,242.1,41.9,89.8,0.467,20.1,26.6,0.756,15.2,31.6,46.8,24.6,23.3,104.8,1986,8.7,5.5,16.7,0.9,3.2,0.274,41.0,86.6,0.474
6,Lg Rank,,3,6,14,3.0,4,4,12.0,21,22,22,6,23,4,1986,12,15,17,8,8,9.0,8,15,2.0
7,Year/Year,,0.0%,-1.7%,2.5%,-0.02,1.6%,0.4%,0.009,11.6%,-3.1%,1.3%,1.3%,4.0%,-1.0%,1986,13.0%,14.4%,-6.4%,7.6%,11.6%,-0.01,-1.9%,2.2%,-0.02
0,Team,82.0,19705,3356,7397,0.454,1935,2531,0.765,1305,2315,3620,1750,1775,8690,1987,755,685,1301,43,218,0.197,3313,7179,0.461
1,Team/G,,240.3,40.9,90.2,0.454,23.6,30.9,0.765,15.9,28.2,44.1,21.3,21.6,106.0,1987,9.2,8.4,15.9,0.5,2.7,0.197,40.4,87.5,0.461
2,Lg Rank,,23,19,7,22.0,13,12,13.0,3,21,13,23,3,19,1987,6,1,8,22,22,23.0,15,2,23.0
3,Year/Year,,-0.8%,1.4%,3.5%,-0.01,13.6%,10.7%,0.019,22.4%,-4.8%,3.5%,0.1%,-1.2%,2.9%,1987,20.6%,-4.3%,-3.3%,-62.9%,-46.6%,-0.087,3.7%,6.5%,-0.013
4,Opponent,82.0,19705,3522,7453,0.473,1654,2183,0.758,1334,2483,3817,2144,1938,8802,1987,699,548,1439,104,358,0.291,3418,7095,0.482
5,Opponent/G,,240.3,43.0,90.9,0.473,20.2,26.6,0.758,16.3,30.3,46.5,26.1,23.6,107.3,1987,8.5,6.7,17.5,1.3,4.4,0.291,41.7,86.5,0.482
6,Lg Rank,,23,13,18,8.0,3,3,9.0,23,19,20,12,18,8,1987,9,22,6,6,7,10.0,12,19,8.0
7,Year/Year,,-0.8%,2.5%,1.3%,0.006,0.3%,0.1%,0.002,6.8%,-4.2%,-0.6%,6.5%,1.6%,2.5%,1987,-1.8%,20.7%,4.8%,46.5%,38.2%,0.016,1.6%,-0.1%,0.008
0,Team,82.0,19880,3355,7164,0.468,1914,2476,0.773,1229,2297,3526,1875,1922,8653,1988,698,502,1384,29,138,0.21,3326,7026,0.473
1,Team/G,,242.4,40.9,87.4,0.468,23.3,30.2,0.773,15.0,28.0,43.0,22.9,23.4,105.5,1988,8.5,6.1,16.9,0.4,1.7,0.21,40.6,85.7,0.473
2,Lg Rank,,2,19,12,19.0,7,7,9.0,7,19,14,22,10,18,1988,13,5,13,23,23,23.0,13,6,22.0
3,Year/Year,,0.9%,-0.0%,-3.1%,0.015,-1.1%,-2.2%,0.009,-5.8%,-0.8%,-2.6%,7.1%,8.3%,-0.4%,1988,-7.5%,-26.7%,6.4%,-32.6%,-36.7%,0.013,0.4%,-2.1%,0.012
4,Opponent,82.0,19880,3459,7235,0.478,1670,2246,0.744,1228,2364,3592,2134,1966,8716,1988,690,527,1384,128,390,0.328,3331,6845,0.487
5,Opponent/G,,242.4,42.2,88.2,0.478,20.4,27.4,0.744,15.0,28.8,43.8,26.0,24.0,106.3,1988,8.4,6.4,16.9,1.6,4.8,0.328,40.6,83.5,0.487
6,Lg Rank,,2,12,11,14.0,5,6,1.0,19,11,16,12,13,10,1988,9,21,12,11,9,18.0,12,14,12.0
7,Year/Year,,0.9%,-1.8%,-2.9%,0.006,1.0%,2.9%,-0.014,-7.9%,-4.8%,-5.9%,-0.5%,1.4%,-1.0%,1988,-1.3%,-3.8%,-3.8%,23.1%,8.9%,0.038,-2.5%,-3.5%,0.005
0,Team,82.0,19855,3519,7591,0.464,1789,2318,0.772,1254,2354,3608,2048,2054,8879,1989,694,325,1291,52,243,0.214,3467,7348,0.472
1,Team/G,,242.1,42.9,92.6,0.464,21.8,28.3,0.772,15.3,28.7,44.0,25.0,25.0,108.3,1989,8.5,4.0,15.7,0.6,3.0,0.214,42.3,89.6,0.472
2,Lg Rank,,3,10,5,21.0,14,16,12.0,8,18,13,15,20,14,1989,18,23,5,25,24,25.0,6,2,22.0
3,Year/Year,,-0.1%,4.9%,6.0%,-0.005,-6.5%,-6.4%,-0.001,2.0%,2.5%,2.3%,9.2%,6.9%,2.6%,1989,-0.6%,-35.3%,-6.7%,79.3%,76.1%,0.004,4.2%,4.6%,-0.002
4,Opponent,82.0,19855,3486,7235,0.482,1929,2510,0.769,1132,2538,3670,2082,1921,9056,1989,655,523,1381,155,510,0.304,3331,6725,0.495
5,Opponent/G,,242.1,42.5,88.2,0.482,23.5,30.6,0.769,13.8,31.0,44.8,25.4,23.4,110.4,1989,8.0,6.4,16.8,1.9,6.2,0.304,40.6,82.0,0.495
6,Lg Rank,,3,13,12,13.0,19,20,12.0,6,20,17,12,16,15,1989,4,22,14,6,7,6.0,13,12,13.0
7,Year/Year,,-0.1%,0.8%,0.0%,0.004,15.5%,11.8%,0.025,-7.8%,7.4%,2.2%,-2.4%,-2.3%,3.9%,1989,-5.1%,-0.8%,-0.2%,21.1%,30.8%,-0.024,0.0%,-1.8%,0.009
0,Team,82.0,19830,3598,7581,0.475,1599,2093,0.764,1198,2450,3648,2214,1929,8832,1990,561,424,1201,37,197,0.188,3561,7384,0.482
1,Team/G,,241.8,43.9,92.5,0.475,19.5,25.5,0.764,14.6,29.9,44.5,27.0,23.5,107.7,1990,6.8,5.2,14.6,0.5,2.4,0.188,43.4,90.0,0.482
2,Lg Rank,,9,2,2,17.0,23,24,11.0,8,11,8,4,15,13,1990,23,12,3,27,27,27.0,1,1,19.0
3,Year/Year,,-0.1%,2.2%,-0.1%,0.011,-10.6%,-9.7%,-0.008,-4.5%,4.1%,1.1%,8.1%,-6.1%,-0.5%,1990,-19.2%,30.5%,-7.0%,-28.8%,-18.9%,-0.026,2.7%,0.5%,0.01
4,Opponent,82.0,19830,3511,7403,0.474,1845,2376,0.777,1198,2503,3701,1952,1780,9009,1990,644,430,1200,142,474,0.3,3369,6929,0.486
5,Opponent/G,,241.8,42.8,90.3,0.474,22.5,29.0,0.777,14.6,30.5,45.1,23.8,21.7,109.9,1990,7.9,5.2,14.6,1.7,5.8,0.3,41.1,84.5,0.486
6,Lg Rank,,9,23,23,12.0,16,14,24.0,24,21,22,7,23,23,1990,7,18,23,4,5,3.0,24,24,12.0
7,Year/Year,,-0.1%,0.7%,2.3%,-0.008,-4.4%,-5.3%,0.008,5.8%,-1.4%,0.8%,-6.2%,-7.3%,-0.5%,1990,-1.7%,-17.8%,-13.1%,-8.4%,-7.1%,-0.004,1.1%,3.0%,-0.009
0,Team,82.0,19855,3390,7268,0.466,1478,2028,0.729,1173,2390,3563,2081,1927,8313,1991,588,468,1359,55,284,0.194,3335,6984,0.478
1,Team/G,,242.1,41.3,88.6,0.466,18.0,24.7,0.729,14.3,29.1,43.5,25.4,23.5,101.4,1991,7.2,5.7,16.6,0.7,3.5,0.194,40.7,85.2,0.478
2,Lg Rank,,6,12,8,18.0,27,25,25.0,12,15,12,12,15,23,1991,25,8,18,27,27,27.0,6,2,18.0
3,Year/Year,,0.1%,-5.8%,-4.1%,-0.008,-7.6%,-3.1%,-0.035,-2.1%,-2.4%,-2.3%,-6.0%,-0.1%,-5.9%,1991,4.8%,10.4%,13.2%,48.6%,44.2%,0.006,-6.3%,-5.4%,-0.005
4,Opponent,82.0,19855,3396,7280,0.466,1763,2288,0.771,1232,2473,3705,1861,1778,8721,1991,727,492,1254,166,555,0.299,3230,6725,0.48
5,Opponent/G,,242.1,41.4,88.8,0.466,21.5,27.9,0.771,15.0,30.2,45.2,22.7,21.7,106.4,1991,8.9,6.0,15.3,2.0,6.8,0.299,39.4,82.0,0.48
6,Lg Rank,,6,16,19,9.0,16,14,18.0,23,17,23,5,24,17,1991,19,22,17,6,10,3.0,17,22,11.0
7,Year/Year,,0.1%,-3.3%,-1.7%,-0.008,-4.4%,-3.7%,-0.006,2.8%,-1.2%,0.1%,-4.7%,-0.1%,-3.2%,1991,12.9%,14.4%,4.5%,16.9%,17.1%,-0.0,-4.1%,-2.9%,-0.006
0,Team,82.0,19855,3364,7301,0.461,1521,1956,0.778,1069,2345,3414,2011,1852,8395,1992,713,422,1254,146,537,0.272,3218,6764,0.476
1,Team/G,,242.1,41.0,89.0,0.461,18.5,23.9,0.778,13.0,28.6,41.6,24.5,22.6,102.4,1992,8.7,5.1,15.3,1.8,6.5,0.272,39.2,82.5,0.476
2,Lg Rank,,8,15,8,20.0,21,25,7.0,24,21,23,16,15,18,1992,14,15,11,19,17,26.0,11,7,19.0
3,Year/Year,,0.0%,-0.8%,0.5%,-0.006,2.9%,-3.6%,0.049,-8.9%,-1.9%,-4.2%,-3.4%,-3.9%,1.0%,1992,21.3%,-9.8%,-7.7%,165.5%,89.1%,0.078,-3.5%,-3.2%,-0.002
4,Opponent,82.0,19855,3431,7174,0.478,1687,2240,0.753,1197,2636,3833,1902,1689,8761,1992,710,450,1325,212,601,0.353,3219,6573,0.49
5,Opponent/G,,242.1,41.8,87.5,0.478,20.6,27.3,0.753,14.6,32.1,46.7,23.2,20.6,106.8,1992,8.7,5.5,16.2,2.6,7.3,0.353,39.3,80.2,0.49
6,Lg Rank,,8,18,16,16.0,16,14,11.0,17,26,24,9,24,17,1992,15,14,9,17,9,24.0,15,16,16.0
7,Year/Year,,0.0%,1.0%,-1.5%,0.012,-4.3%,-2.1%,-0.017,-2.8%,6.6%,3.5%,2.2%,-5.0%,0.5%,1992,-2.3%,-8.5%,5.7%,27.7%,8.3%,0.054,-0.3%,-2.3%,0.009
0,Team,82.0,19805,3302,7065,0.467,1575,2107,0.748,1031,2317,3348,2110,1795,8353,1993,673,359,1323,174,578,0.301,3128,6487,0.482
1,Team/G,,241.5,40.3,86.2,0.467,19.2,25.7,0.748,12.6,28.3,40.8,25.7,21.9,101.9,1993,8.2,4.4,16.1,2.1,7.0,0.301,38.1,79.1,0.482
2,Lg Rank,,14,17,16,16.0,21,22,17.0,22,19,25,9,8,23,1993,15,21,14,21,20,23.0,10,9,18.0
3,Year/Year,,-0.3%,-1.8%,-3.2%,0.007,3.6%,7.7%,-0.03,-3.6%,-1.2%,-1.9%,4.9%,-3.1%,-0.5%,1993,-5.6%,-14.9%,5.5%,19.2%,7.6%,0.029,-2.8%,-4.1%,0.006
4,Opponent,82.0,19805,3557,7214,0.493,1577,2106,0.749,1135,2555,3690,2062,1818,8930,1993,718,425,1279,239,712,0.336,3318,6502,0.51
5,Opponent/G,,241.5,43.4,88.0,0.493,19.2,25.7,0.749,13.8,31.2,45.0,25.1,22.2,108.9,1993,8.8,5.2,15.6,2.9,8.7,0.336,40.5,79.3,0.51
6,Lg Rank,,14,25,21,25.0,8,11,10.0,16,24,23,16,20,22,1993,17,14,17,11,10,12.0,25,22,25.0
7,Year/Year,,-0.3%,3.7%,0.6%,0.015,-6.5%,-6.0%,-0.004,-5.2%,-3.1%,-3.7%,8.4%,7.6%,1.9%,1993,1.1%,-5.6%,-3.5%,12.7%,18.5%,-0.017,3.1%,-1.1%,0.021
0,Team,82.0,19705,3195,6826,0.468,1618,2162,0.748,1071,2189,3260,1823,1715,8229,1994,701,321,1403,221,744,0.297,2974,6082,0.489
1,Team/G,,240.3,39.0,83.2,0.468,19.7,26.4,0.748,13.1,26.7,39.8,22.2,20.9,100.4,1994,8.5,3.9,17.1,2.7,9.1,0.297,36.3,74.2,0.489
2,Lg Rank,,25,15,16,12.0,13,15,7.0,20,25,27,24,9,18,1994,17,25,22,22,17,25.0,14,15,11.0
3,Year/Year,,-0.5%,-3.2%,-3.4%,0.001,2.7%,2.6%,0.001,3.9%,-5.5%,-2.6%,-13.6%,-4.5%,-1.5%,1994,4.2%,-10.6%,6.0%,27.0%,28.7%,-0.004,-4.9%,-6.2%,0.007
4,Opponent,82.0,19705,3569,7026,0.508,1444,1996,0.723,1119,2362,3481,2113,1823,8834,1994,815,470,1291,252,723,0.349,3317,6303,0.526
5,Opponent/G,,240.3,43.5,85.7,0.508,17.6,24.3,0.723,13.6,28.8,42.5,25.8,22.2,107.7,1994,9.9,5.7,15.7,3.1,8.8,0.349,40.5,76.9,0.526
6,Lg Rank,,25,27,17,27.0,6,7,7.0,14,14,12,21,14,26,1994,23,21,16,7,4,19.0,27,20,27.0
7,Year/Year,,-0.5%,0.3%,-2.6%,0.015,-8.4%,-5.2%,-0.025,-1.4%,-7.6%,-5.7%,2.5%,0.3%,-1.1%,1994,13.5%,10.6%,0.9%,5.4%,1.5%,0.013,-0.0%,-3.1%,0.016
0,Team,82.0,19855,3176,6899,0.46,1457,2013,0.724,1044,2219,3263,1749,1949,8242,1995,648,404,1301,433,1264,0.343,2743,5635,0.487
1,Team/G,,242.1,38.7,84.1,0.46,17.8,24.5,0.724,12.7,27.1,39.8,21.3,23.8,100.5,1995,7.9,4.9,15.9,5.3,15.4,0.343,33.5,68.7,0.487
2,Lg Rank,,9,12,5,18.0,25,24,21.0,18,23,22,24,15,16,1995,19,13,14,16,14,21.0,11,6,17.0
3,Year/Year,,0.8%,-0.6%,1.1%,-0.008,-10.0%,-6.9%,-0.025,-2.5%,1.4%,0.1%,-4.1%,13.6%,0.2%,1995,-7.6%,25.9%,-7.3%,95.9%,69.9%,0.046,-7.8%,-7.3%,-0.002
4,Opponent,82.0,19855,3246,6768,0.48,1771,2315,0.765,1107,2521,3628,1959,1775,8701,1995,701,446,1359,438,1145,0.383,2808,5623,0.499
5,Opponent/G,,242.1,39.6,82.5,0.48,21.6,28.2,0.765,13.5,30.7,44.2,23.9,21.6,106.1,1995,8.5,5.4,16.6,5.3,14.0,0.383,34.2,68.6,0.499
6,Lg Rank,,9,21,17,22.0,19,18,27.0,19,25,25,17,25,25,1995,19,19,6,12,4,26.0,22,19,19.0
7,Year/Year,,0.8%,-9.1%,-3.7%,-0.028,22.6%,16.0%,0.042,-1.1%,6.7%,4.2%,-7.3%,-2.6%,-1.5%,1995,-14.0%,-5.1%,5.3%,73.8%,58.4%,0.034,-15.3%,-10.8%,-0.027
0,Team,82.0,19805,3202,6618,0.484,1511,2076,0.728,930,2327,3257,1815,1981,8408,1996,592,506,1327,493,1212,0.407,2709,5406,0.501
1,Team/G,,241.5,39.0,80.7,0.484,18.4,25.3,0.728,11.3,28.4,39.7,22.1,24.2,102.5,1996,7.2,6.2,16.2,6.0,14.8,0.407,33.0,65.9,0.501
2,Lg Rank,,15,4,13,2.0,21,19,21.0,25,17,22,19,21,10,1996,23,5,17,14,18,1.0,5,10,5.0
3,Year/Year,,-0.3%,0.8%,-4.1%,0.023,3.7%,3.1%,0.004,-10.9%,4.9%,-0.2%,3.8%,1.6%,2.0%,1996,-8.6%,25.2%,2.0%,13.9%,-4.1%,0.064,-1.2%,-4.1%,0.014
4,Opponent,82.0,19805,3061,6650,0.46,1822,2378,0.766,1105,2370,3475,1690,1891,8321,1996,696,390,1362,377,1103,0.342,2684,5547,0.484
5,Opponent/G,,241.5,37.3,81.1,0.46,22.2,29.0,0.766,13.5,28.9,42.4,20.6,23.1,101.5,1996,8.5,4.8,16.6,4.6,13.5,0.342,32.7,67.6,0.484
6,Lg Rank,,15,15,17,15.0,26,24,29.0,24,20,23,6,15,19,1996,20,10,6,1,1,3.0,23,25,15.0
7,Year/Year,,-0.3%,-5.7%,-1.7%,-0.019,2.9%,2.7%,0.001,-0.2%,-6.0%,-4.2%,-13.7%,6.5%,-4.4%,1996,-0.7%,-12.6%,0.2%,-13.9%,-3.7%,-0.041,-4.4%,-1.4%,-0.016
0,Team,82.0,19855,3208,6678,0.48,1400,1979,0.707,1010,2420,3430,1921,1815,8147,1997,712,402,1289,331,1001,0.331,2877,5677,0.507
1,Team/G,,242.1,39.1,81.4,0.48,17.1,24.1,0.707,12.3,29.5,41.8,23.4,22.1,99.4,1997,8.7,4.9,15.7,4.0,12.2,0.331,35.1,69.2,0.507
2,Lg Rank,,7,2,8,2.0,24,22,28.0,17,6,9,7,15,10,1997,8,13,14,28,27,26.0,1,2,3.0
3,Year/Year,,0.3%,0.2%,0.9%,-0.003,-7.3%,-4.7%,-0.02,8.6%,4.0%,5.3%,5.8%,-8.4%,-3.1%,1997,20.3%,-20.6%,-2.9%,-32.9%,-17.4%,-0.076,6.2%,5.0%,0.006
4,Opponent,82.0,19855,3011,6637,0.454,1500,2004,0.749,1022,2336,3358,1671,1769,8014,1997,665,334,1356,492,1327,0.371,2519,5310,0.474
5,Opponent/G,,242.1,36.7,80.9,0.454,18.3,24.4,0.749,12.5,28.5,41.0,20.4,21.6,97.7,1997,8.1,4.1,16.5,6.0,16.2,0.371,30.7,64.8,0.474
6,Lg Rank,,7,20,20,14.0,11,10,22.0,11,16,14,8,20,18,1997,14,5,4,15,8,22.0,19,25,14.0
7,Year/Year,,0.3%,-1.6%,-0.2%,-0.007,-17.7%,-15.7%,-0.018,-7.5%,-1.4%,-3.4%,-1.1%,-6.5%,-3.7%,1997,-4.5%,-14.4%,-0.4%,30.5%,20.3%,0.029,-6.1%,-4.3%,-0.009
0,Team,82.0,19805,3080,6811,0.452,1489,2156,0.691,1121,2341,3462,1900,1839,7969,1998,689,379,1156,320,944,0.339,2760,5867,0.47
1,Team/G,,241.5,37.6,83.1,0.452,18.2,26.3,0.691,13.7,28.5,42.2,23.2,22.4,97.2,1998,8.4,4.6,14.1,3.9,11.5,0.339,33.7,71.5,0.47
2,Lg Rank,,20,4,6,14.0,20,13,26.0,8,14,9,9,14,8,1998,12,18,3,16,15,18.0,2,5,17.0
3,Year/Year,,-0.3%,-4.0%,2.0%,-0.028,6.4%,8.9%,-0.017,11.0%,-3.3%,0.9%,-1.1%,1.3%,-2.2%,1998,-3.2%,-5.7%,-10.3%,-3.3%,-5.7%,0.008,-4.1%,3.3%,-0.036
4,Opponent,82.0,19805,2975,6540,0.455,1623,2172,0.747,1029,2468,3497,1725,1924,7921,1998,632,372,1328,348,977,0.356,2627,5563,0.472
5,Opponent/G,,241.5,36.3,79.8,0.455,19.8,26.5,0.747,12.5,30.1,42.6,21.0,23.5,96.6,1998,7.7,4.5,16.2,4.2,11.9,0.356,32.0,67.8,0.472
6,Lg Rank,,20,17,17,18.0,14,13,24.0,11,24,22,7,4,17,1998,5,7,8,13,9,20.0,20,17,15.0
7,Year/Year,,-0.3%,-1.2%,-1.5%,0.001,8.2%,8.4%,-0.001,0.7%,5.7%,4.1%,3.2%,8.8%,-1.2%,1998,-5.0%,11.4%,-2.1%,-29.3%,-26.4%,-0.015,4.3%,4.8%,-0.002
0,Team,50.0,12050,1768,3969,0.445,845,1198,0.705,595,1403,1998,1064,1151,4560,1999,393,193,736,179,580,0.309,1589,3389,0.469
1,Team/G,,241.0,35.4,79.4,0.445,16.9,24.0,0.705,11.9,28.1,40.0,21.3,23.0,91.2,1999,7.9,3.9,14.7,3.6,11.6,0.309,31.8,67.8,0.469
2,Lg Rank,,19,6,11,11.0,26,23,22.0,20,22,24,13,22,17,1999,21,28,6,22,22,23.0,4,7,10.0
3,Year/Year,,-0.2%,-5.9%,-4.4%,-0.007,-6.9%,-8.9%,0.015,-13.0%,-1.7%,-5.4%,-8.2%,2.6%,-6.2%,1999,-6.5%,-16.5%,4.4%,-8.3%,0.8%,-0.03,-5.6%,-5.3%,-0.002
4,Opponent,50.0,12050,1705,3826,0.446,1044,1418,0.736,617,1517,2134,1079,1087,4672,1999,402,212,792,218,619,0.352,1487,3207,0.464
5,Opponent/G,,241.0,34.1,76.5,0.446,20.9,28.4,0.736,12.3,30.3,42.7,21.6,21.7,93.4,1999,8.0,4.2,15.8,4.4,12.4,0.352,29.7,64.1,0.464
6,Lg Rank,,19,14,9,20.0,24,24,22.0,11,23,21,20,18,20,1999,12,5,9,13,6,23.0,15,13,19.0
7,Year/Year,,-0.2%,-6.0%,-4.1%,-0.009,5.5%,7.1%,-0.011,-1.7%,0.8%,0.1%,2.6%,-7.3%,-3.3%,1999,4.3%,-6.5%,-2.2%,2.7%,3.9%,-0.004,-7.2%,-5.5%,-0.009
0,Team,82.0,19805,3010,6681,0.451,1566,2107,0.743,1064,2438,3502,1771,2149,7921,2000,593,383,1320,335,890,0.376,2675,5791,0.462
1,Team/G,,241.5,36.7,81.5,0.451,19.1,25.7,0.743,13.0,29.7,42.7,21.6,26.2,96.6,2000,7.2,4.7,16.1,4.1,10.9,0.376,32.6,70.6,0.462
2,Lg Rank,,14,14,18,14.0,15,13,20.0,9,21,18,20,27,19,2000,22,19,21,22,23,4.0,9,7,21.0
3,Year/Year,,0.2%,3.8%,2.6%,0.005,13.0%,7.2%,0.038,9.0%,6.0%,6.9%,1.5%,13.8%,5.9%,2000,-8.0%,21.0%,9.4%,14.1%,-6.4%,0.068,2.6%,4.2%,-0.007
4,Opponent,82.0,19805,3005,6547,0.459,1790,2405,0.744,962,2418,3380,1793,1967,8190,2000,686,503,1225,390,1052,0.371,2615,5495,0.476
5,Opponent/G,,241.5,36.6,79.8,0.459,21.8,29.3,0.744,11.7,29.5,41.2,21.9,24.0,99.9,2000,8.4,6.1,14.9,4.8,12.8,0.371,31.9,67.0,0.476
6,Lg Rank,,14,14,5,23.0,27,28,8.0,6,8,7,11,8,19,2000,22,27,19,13,9,25.0,14,10,20.0
7,Year/Year,,0.2%,7.5%,4.3%,0.013,4.5%,3.4%,0.008,-4.9%,-2.8%,-3.4%,1.3%,10.3%,6.9%,2000,4.1%,44.7%,-5.7%,9.1%,3.6%,0.019,7.2%,4.5%,0.012
0,Team,82.0,19680,2833,6453,0.439,1704,2245,0.759,1016,2370,3386,1647,1913,7645,2001,630,383,1391,275,848,0.324,2558,5605,0.456
1,Team/G,,240.0,34.5,78.7,0.439,20.8,27.4,0.759,12.4,28.9,41.3,20.1,23.3,93.2,2001,7.7,4.7,17.0,3.4,10.3,0.324,31.2,68.4,0.456
2,Lg Rank,,29,22,22,16.0,2,5,12.0,10,26,22,22,22,18,2001,18,23,29,27,27,27.0,13,10,17.0
3,Year/Year,,-0.6%,-5.9%,-3.4%,-0.012,8.8%,6.5%,0.016,-4.5%,-2.8%,-3.3%,-7.0%,-11.0%,-3.5%,2001,6.2%,0.0%,5.4%,-17.9%,-4.7%,-0.052,-4.4%,-3.2%,-0.006
4,Opponent,82.0,19680,3100,6596,0.47,1559,2088,0.747,931,2410,3341,1902,1974,8192,2001,688,511,1230,433,1093,0.396,2667,5503,0.485
5,Opponent/G,,240.0,37.8,80.4,0.47,19.0,25.5,0.747,11.4,29.4,40.7,23.2,24.1,99.9,2001,8.4,6.2,15.0,5.3,13.3,0.396,32.5,67.1,0.485
6,Lg Rank,,29,27,13,27.0,15,16,15.0,8,6,5,24,4,28,2001,23,26,14,25,13,29.0,26,15,27.0
7,Year/Year,,-0.6%,3.2%,0.7%,0.011,-12.9%,-13.2%,0.002,-3.2%,-0.3%,-1.2%,6.1%,0.4%,0.0%,2001,0.3%,1.6%,0.4%,11.0%,3.9%,0.025,2.0%,0.1%,0.009
0,Team,82.0,19730,2938,6664,0.441,1428,1866,0.765,1055,2393,3448,1715,1763,7609,2002,570,354,1068,305,786,0.388,2633,5878,0.448
1,Team/G,,240.6,35.8,81.3,0.441,17.4,22.8,0.765,12.9,29.2,42.0,20.9,21.5,92.8,2002,7.0,4.3,13.0,3.7,9.6,0.388,32.1,71.7,0.448
2,Lg Rank,,27,14,15,17.0,17,21,8.0,11,23,18,22,16,21,2002,24,26,3,26,28,1.0,8,2,26.0
3,Year/Year,,0.3%,3.7%,3.3%,0.002,-16.2%,-16.9%,0.006,3.8%,1.0%,1.8%,4.1%,-7.8%,-0.5%,2002,-9.5%,-7.6%,-23.2%,10.9%,-7.3%,0.064,2.9%,4.9%,-0.008
4,Opponent,82.0,19730,2953,6534,0.452,1396,1849,0.755,960,2376,3336,1818,1713,7724,2002,573,414,1095,422,1191,0.354,2531,5343,0.474
5,Opponent/G,,240.6,36.0,79.7,0.452,17.0,22.5,0.755,11.7,29.0,40.7,22.2,20.9,94.2,2002,7.0,5.0,13.4,5.1,14.5,0.354,30.9,65.2,0.474
6,Lg Rank,,27,13,7,20.0,10,10,21.0,9,6,6,13,15,11,2002,3,14,25,15,15,15.0,16,11,19.0
7,Year/Year,,0.3%,-4.7%,-0.9%,-0.018,-10.5%,-11.4%,0.008,3.1%,-1.4%,-0.1%,-4.4%,-13.2%,-5.7%,2002,-16.7%,-19.0%,-11.0%,-2.5%,9.0%,-0.042,-5.1%,-2.9%,-0.011
0,Team,82.0,19830,2816,6394,0.44,1617,2077,0.779,917,2395,3312,1612,1644,7502,2003,621,390,1095,253,811,0.312,2563,5583,0.459
1,Team/G,,241.8,34.3,78.0,0.44,19.7,25.3,0.779,11.2,29.2,40.4,19.7,20.0,91.5,2003,7.6,4.8,13.4,3.1,9.9,0.312,31.3,68.1,0.459
2,Lg Rank,,14,25,26,18.0,7,10,4.0,23,21,27,24,3,24,2003,19,20,4,26,26,27.0,11,10,20.0
3,Year/Year,,0.5%,-4.2%,-4.1%,-0.0,13.2%,11.3%,0.013,-13.1%,0.1%,-3.9%,-6.0%,-6.7%,-1.4%,2003,8.9%,10.2%,2.5%,-17.0%,3.2%,-0.076,-2.7%,-5.0%,0.011
4,Opponent,82.0,19830,2877,6507,0.442,1382,1792,0.771,949,2447,3396,1776,1804,7585,2003,612,358,1171,449,1242,0.362,2428,5265,0.461
5,Opponent/G,,241.8,35.1,79.4,0.442,16.9,21.9,0.771,11.6,29.8,41.4,21.7,22.0,92.5,2003,7.5,4.4,14.3,5.5,15.1,0.362,29.6,64.2,0.461
6,Lg Rank,,14,12,10,16.0,5,3,26.0,12,11,10,16,11,10,2003,7,7,21,21,17,22.0,8,8,14.0
7,Year/Year,,0.5%,-2.6%,-0.4%,-0.01,-1.0%,-3.1%,0.016,-1.1%,3.0%,1.8%,-2.3%,5.3%,-1.8%,2003,6.8%,-13.5%,6.9%,6.4%,4.3%,0.007,-4.1%,-1.5%,-0.013
0,Team,82.0,19830,2758,6556,0.421,1579,2211,0.714,1115,2392,3507,1537,1712,7528,2004,733,406,1439,433,1269,0.341,2325,5287,0.44
