,Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
0,Team,82.0,19730,3076,6817,0.451,441,1259,0.35,2635,5558,0.474,1246,1693,0.736,964,2428,3392,1630,616,306,1188,1885,7839,2008
1,Team/G,,240.6,37.5,83.1,0.451,5.4,15.4,0.35,32.1,67.8,0.474,15.2,20.6,0.736,11.8,29.6,41.4,19.9,7.5,3.7,14.5,23.0,95.6,2008
2,Lg Rank,,25,10,7,18.0,25,25,21.0,7,3,19.0,30,29,21.0,12,24,22,26,12,29,17,28,26,2008
3,Year/Year,,-1.4%,2.6%,4.8%,-0.01,14.8%,15.6%,-0.002,0.8%,2.7%,-0.009,-16.9%,-10.5%,-0.056,17.7%,-1.9%,3.0%,-11.8%,15.8%,-5.8%,-7.0%,7.2%,-0.5%,2008
4,Opponent,82.0,19730,3056,6481,0.472,541,1516,0.357,2515,4965,0.507,1742,2266,0.769,871,2545,3416,1899,610,467,1103,1434,8395,2008
5,Opponent/G,,240.6,37.3,79.0,0.472,6.6,18.5,0.357,30.7,60.5,0.507,21.2,27.6,0.769,10.6,31.0,41.7,23.2,7.4,5.7,13.5,17.5,102.4,2008
6,Lg Rank,,25,16,7,27.0,15,15,12.0,17,6,27.0,26,25,26.0,7,19,15,23,15,29,19,30,21,2008
7,Year/Year,,-1.4%,-0.6%,-3.1%,0.012,4.4%,1.9%,0.009,-1.6%,-4.5%,0.015,15.4%,14.0%,0.009,-9.0%,4.4%,0.6%,6.6%,4.6%,29.7%,-5.2%,-14.6%,2.7%,2008
0,Team,82.0,19805,2986,6766,0.441,543,1539,0.353,2443,5227,0.467,1504,1957,0.769,975,2442,3417,1674,512,322,1165,1785,8019,2009
1,Team/G,,241.5,36.4,82.5,0.441,6.6,18.8,0.353,29.8,63.7,0.467,18.3,23.9,0.769,11.9,29.8,41.7,20.4,6.2,3.9,14.2,21.8,97.8,2009
2,Lg Rank,,14,21,7,29.0,18,13,24.0,18,13,27.0,22,19,15.0,5,18,14,17,28,28,17,22,21,2009
3,Year/Year,,0.4%,-2.9%,-0.7%,-0.01,23.1%,22.2%,0.003,-7.3%,-6.0%,-0.007,20.7%,15.6%,0.033,1.1%,0.6%,0.7%,2.7%,-16.9%,5.2%,-1.9%,-5.3%,2.3%,2009
4,Opponent,82.0,19805,3109,6561,0.474,536,1420,0.377,2573,5141,0.5,1668,2145,0.778,813,2539,3352,1765,610,484,1028,1642,8422,2009
5,Opponent/G,,241.5,37.9,80.0,0.474,6.5,17.3,0.377,31.4,62.7,0.5,20.3,26.2,0.778,9.9,31.0,40.9,21.5,7.4,5.9,12.5,20.0,102.7,2009
6,Lg Rank,,14,20,13,26.0,13,8,22.0,23,17,25.0,23,23,22.0,3,22,13,20,16,29,27,24,22,2009
7,Year/Year,,0.4%,1.7%,1.2%,0.002,-0.9%,-6.3%,0.021,2.3%,3.5%,-0.006,-4.2%,-5.3%,0.009,-6.7%,-0.2%,-1.9%,-7.1%,0.0%,3.6%,-6.8%,14.5%,0.3%,2009
0,Team,82.0,19780,3106,6923,0.449,403,1181,0.341,2703,5742,0.471,1436,1926,0.746,962,2556,3518,1626,597,306,1333,1699,8051,2010
1,Team/G,,241.2,37.9,84.4,0.449,4.9,14.4,0.341,33.0,70.0,0.471,17.5,23.5,0.746,11.7,31.2,42.9,19.8,7.3,3.7,16.3,20.7,98.2,2010
2,Lg Rank,,17,14,3,25.0,26,28,23.0,4,3,27.0,24,22,22.0,9,12,8,24,13,28,30,15,20,2010
3,Year/Year,,-0.1%,4.0%,2.3%,0.007,-25.8%,-23.3%,-0.012,10.6%,9.9%,0.003,-4.5%,-1.6%,-0.023,-1.3%,4.7%,3.0%,-2.9%,16.6%,-5.0%,14.4%,-4.8%,0.4%,2010
4,Opponent,82.0,19780,3343,6961,0.48,618,1690,0.366,2725,5271,0.517,1534,1981,0.774,917,2640,3557,2103,721,442,1173,1686,8838,2010
5,Opponent/G,,241.2,40.8,84.9,0.48,7.5,20.6,0.366,33.2,64.3,0.517,18.7,24.2,0.774,11.2,32.2,43.4,25.6,8.8,5.4,14.3,20.6,107.8,2010
6,Lg Rank,,17,28,28,25.0,30,29,25.0,27,18,27.0,17,15,29.0,19,25,26,30,30,25,16,17,29,2010
7,Year/Year,,-0.1%,7.5%,6.1%,0.006,15.3%,19.0%,-0.012,5.9%,2.5%,0.016,-8.0%,-7.6%,-0.003,12.8%,4.0%,6.1%,19.2%,18.2%,-8.7%,14.1%,2.7%,4.9%,2010
0,Team,82.0,19780,3090,7014,0.441,589,1565,0.376,2501,5449,0.459,1519,1977,0.768,1085,2556,3641,1650,592,422,1398,1825,8288,2011
1,Team/G,,241.2,37.7,85.5,0.441,7.2,19.1,0.376,30.5,66.5,0.459,18.5,24.1,0.768,13.2,31.2,44.4,20.1,7.2,5.1,17.0,22.3,101.1,2011
2,Lg Rank,,20,12,2,27.0,9,10,5.0,15,6,29.0,12,18,13.0,1,11,1,25,17,10,30,27,10,2011
3,Year/Year,,0.0%,-0.5%,1.3%,-0.008,46.2%,32.5%,0.035,-7.5%,-5.1%,-0.012,5.8%,2.6%,0.023,12.8%,0.0%,3.5%,1.5%,-0.8%,37.9%,4.9%,7.4%,2.9%,2011
4,Opponent,82.0,19780,3230,6902,0.468,639,1707,0.374,2591,5195,0.499,1733,2227,0.778,913,2577,3490,2031,777,447,1183,1717,8832,2011
5,Opponent/G,,241.2,39.4,84.2,0.468,7.8,20.8,0.374,31.6,63.4,0.499,21.1,27.2,0.778,11.1,31.4,42.6,24.8,9.5,5.5,14.4,20.9,107.7,2011
6,Lg Rank,,20,25,28,23.0,29,30,27.0,21,15,24.0,28,28,28.0,20,22,23,30,30,21,12,15,30,2011
7,Year/Year,,0.0%,-3.4%,-0.8%,-0.012,3.4%,1.0%,0.009,-4.9%,-1.4%,-0.018,13.0%,12.4%,0.004,-0.4%,-2.4%,-1.9%,-3.4%,7.8%,1.1%,0.9%,1.8%,-0.1%,2011
0,Team,66.0,15940,2355,5434,0.433,473,1423,0.332,1882,4011,0.469,1281,1662,0.771,797,2089,2886,1290,436,293,1001,1212,6464,2012
1,Team/G,,241.5,35.7,82.3,0.433,7.2,21.6,0.332,28.5,60.8,0.469,19.4,25.2,0.771,12.1,31.7,43.7,19.5,6.6,4.4,15.2,18.4,97.9,2012
2,Lg Rank,,16,21,11,27.0,11,6,23.0,26,24,23.0,4,5,10.0,10,8,5,24,26,24,21,7,10,2012
3,Year/Year,,0.1%,-5.3%,-3.7%,-0.007,-0.2%,13.0%,-0.044,-6.5%,-8.5%,0.01,4.8%,4.4%,0.002,-8.7%,1.5%,-1.5%,-2.9%,-8.5%,-13.7%,-11.0%,-17.5%,-3.1%,2012
4,Opponent,66.0,15940,2572,5656,0.455,406,1195,0.34,2166,4461,0.486,1059,1402,0.755,771,2096,2867,1422,549,377,875,1435,6609,2012
5,Opponent/G,,241.5,39.0,85.7,0.455,6.2,18.1,0.34,32.8,67.6,0.486,16.0,21.2,0.755,11.7,31.8,43.4,21.5,8.3,5.7,13.3,21.7,100.1,2012
6,Lg Rank,,16,29,29,22.0,9,12,7.0,29,29,21.0,9,8,17.0,20,24,23,21,26,24,27,3,25,2012
7,Year/Year,,0.1%,-1.1%,1.8%,-0.013,-21.1%,-13.0%,-0.035,3.9%,6.7%,-0.013,-24.1%,-21.8%,-0.023,4.9%,1.1%,2.1%,-13.0%,-12.2%,4.8%,-8.1%,3.8%,-7.0%,2012
0,Team,82.0,19730,2943,6702,0.439,450,1475,0.305,2493,5227,0.477,1515,2042,0.742,973,2473,3446,1836,700,387,1214,1509,7851,2013
1,Team/G,,240.6,35.9,81.7,0.439,5.5,18.0,0.305,30.4,63.7,0.477,18.5,24.9,0.742,11.9,30.2,42.0,22.4,8.5,4.7,14.8,18.4,95.7,2013
2,Lg Rank,,26,25,13,24.0,28,21,30.0,13,12,16.0,5,6,21.0,11,19,14,16,5,19,20,6,20,2013
3,Year/Year,,-0.4%,0.6%,-0.7%,0.006,-23.4%,-16.6%,-0.027,6.6%,4.9%,0.008,-4.8%,-1.1%,-0.029,-1.7%,-4.7%,-3.9%,14.6%,29.2%,6.3%,-2.4%,0.2%,-2.2%,2013
4,Opponent,82.0,19730,3113,6657,0.468,576,1559,0.369,2537,5098,0.498,1243,1652,0.752,871,2583,3454,1832,661,481,1302,1847,8045,2013
5,Opponent/G,,240.6,38.0,81.2,0.468,7.0,19.0,0.369,30.9,62.2,0.498,15.2,20.1,0.752,10.6,31.5,42.1,22.3,8.1,5.9,15.9,22.5,98.1,2013
6,Lg Rank,,26,21,13,24.0,13,11,23.0,22,16,24.0,4,5,14.0,4,18,16,16,20,24,4,2,15,2013
7,Year/Year,,-0.4%,-2.6%,-5.3%,0.013,14.2%,5.0%,0.03,-5.7%,-8.0%,0.012,-5.5%,-5.2%,-0.003,-9.1%,-0.8%,-3.0%,3.7%,-3.1%,2.7%,19.8%,3.6%,-2.0%,2013
0,Team,82.0,19855,3189,7175,0.444,600,1757,0.341,2589,5418,0.478,1790,2301,0.778,1024,2644,3668,1963,718,297,1142,1504,8768,2014
1,Team/G,,242.1,38.9,87.5,0.444,7.3,21.4,0.341,31.6,66.1,0.478,21.8,28.1,0.778,12.5,32.2,44.7,23.9,8.8,3.6,13.9,18.3,106.9,2014
2,Lg Rank,,10,7,1,23.0,17,16,26.0,5,4,20.0,2,3,9.0,2,13,6,5,3,30,8,3,3,2014
3,Year/Year,,0.6%,8.4%,7.1%,0.005,33.3%,19.1%,0.036,3.9%,3.7%,0.001,18.2%,12.7%,0.036,5.2%,6.9%,6.4%,6.9%,2.6%,-23.3%,-5.9%,-0.3%,11.7%,2014
4,Opponent,82.0,19855,3321,7048,0.471,663,1820,0.364,2658,5228,0.508,1244,1645,0.756,908,2717,3625,1875,644,457,1346,1936,8549,2014
5,Opponent/G,,242.1,40.5,86.0,0.471,8.1,22.2,0.364,32.4,63.8,0.508,15.2,20.1,0.756,11.1,33.1,44.2,22.9,7.9,5.6,16.4,23.6,104.3,2014
6,Lg Rank,,10,29,26,29.0,18,18,19.0,28,24,28.0,1,1,14.0,19,26,28,23,21,23,3,2,26,2014
7,Year/Year,,0.6%,6.7%,5.9%,0.004,15.1%,16.7%,-0.005,4.8%,2.6%,0.011,0.1%,-0.4%,0.004,4.2%,5.2%,5.0%,2.3%,-2.6%,-5.0%,3.4%,4.8%,6.3%,2014
0,Team,82.0,19805,2986,6820,0.438,406,1223,0.332,2580,5597,0.461,1638,2110,0.776,949,2406,3355,1771,668,327,1231,1571,8016,2015
1,Team/G,,241.5,36.4,83.2,0.438,5.0,14.9,0.332,31.5,68.3,0.461,20.0,25.7,0.776,11.6,29.3,40.9,21.6,8.1,4.0,15.0,19.2,97.8,2015
2,Lg Rank,,20,25,16,24.0,30,30,25.0,3,1,26.0,2,3,6.0,9,30,27,16,9,27,23,10,23,2015
3,Year/Year,,-0.3%,-6.4%,-4.9%,-0.007,-32.3%,-30.4%,-0.01,-0.3%,3.3%,-0.017,-8.5%,-8.3%,-0.002,-7.3%,-9.0%,-8.5%,-9.8%,-7.0%,10.1%,7.8%,4.5%,-8.6%,2015
4,Opponent,82.0,19805,3373,6933,0.487,697,1897,0.367,2676,5036,0.531,1294,1704,0.759,953,2619,3572,1933,686,449,1243,1751,8737,2015
5,Opponent/G,,241.5,41.1,84.5,0.487,8.5,23.1,0.367,32.6,61.4,0.531,15.8,20.8,0.759,11.6,31.9,43.6,23.6,8.4,5.5,15.2,21.4,106.5,2015
6,Lg Rank,,20,30,22,30.0,26,22,28.0,30,18,30.0,7,6,26.0,26,12,17,25,26,26,9,5,30,2015
7,Year/Year,,-0.3%,1.6%,-1.6%,0.015,5.1%,4.2%,0.003,0.7%,-3.7%,0.023,4.0%,3.6%,0.003,5.0%,-3.6%,-1.5%,3.1%,6.5%,-1.8%,-7.7%,-9.6%,2.2%,2015
0,Team,82.0,19880,3095,6668,0.464,455,1347,0.338,2640,5321,0.496,1753,2213,0.792,821,2587,3408,1916,656,375,1231,1696,8398,2016
1,Team/G,,242.4,37.7,81.3,0.464,5.5,16.4,0.338,32.2,64.9,0.496,21.4,27.0,0.792,10.0,31.5,41.6,23.4,8.0,4.6,15.0,20.7,102.4,2016
2,Lg Rank,,5,19,29,7.0,29,29,25.0,5,5,11.0,1,2,4.0,20,28,29,8,14,19,23,18,15,2016
3,Year/Year,,0.4%,3.7%,-2.2%,0.026,12.1%,10.1%,0.006,2.3%,-4.9%,0.035,7.0%,4.9%,0.016,-13.5%,7.5%,1.6%,8.2%,-1.8%,14.7%,0.0%,8.0%,4.8%,2016
4,Opponent,82.0,19880,3276,6962,0.471,742,2089,0.355,2534,4873,0.52,1394,1842,0.757,877,2558,3435,1857,638,427,1220,1768,8688,2016
5,Opponent/G,,242.4,40.0,84.9,0.471,9.0,25.5,0.355,30.9,59.4,0.52,17.0,22.5,0.757,10.7,31.2,41.9,22.6,7.8,5.2,14.9,21.6,106.0,2016
6,Lg Rank,,5,27,16,28.0,21,24,17.0,24,11,28.0,12,9,18.0,17,3,7,20,17,17,13,7,23,2016
7,Year/Year,,0.4%,-2.9%,0.4%,-0.016,6.5%,10.1%,-0.012,-5.3%,-3.2%,-0.011,7.7%,8.1%,-0.003,-8.0%,-2.3%,-3.8%,-3.9%,-7.0%,-4.9%,-1.9%,1.0%,-0.6%,2016
0,Team,82.0,19805,3235,6922,0.467,601,1723,0.349,2634,5199,0.507,1586,1986,0.799,938,2540,3478,1940,654,370,1150,1646,8657,2017
1,Team/G,,241.5,39.5,84.4,0.467,7.3,21.0,0.349,32.1,63.4,0.507,19.3,24.2,0.799,11.4,31.0,42.4,23.7,8.0,4.5,14.0,20.1,105.6,2017
2,Lg Rank,,13,12,21,8.0,30,30,20.0,3,5,10.0,6,8,5.0,6,29,25,9,12,19,19,16,13,2017
3,Year/Year,,-0.4%,4.5%,3.8%,0.003,32.1%,27.9%,0.011,-0.2%,-2.3%,0.01,-9.5%,-10.3%,0.006,14.3%,-1.8%,2.1%,1.3%,-0.3%,-1.3%,-6.6%,-2.9%,3.1%,2017
4,Opponent,82.0,19805,3246,6829,0.475,811,2213,0.366,2435,4616,0.528,1445,1881,0.768,806,2508,3314,1896,629,413,1169,1681,8748,2017
5,Opponent/G,,241.5,39.6,83.3,0.475,9.9,27.0,0.366,29.7,56.3,0.528,17.6,22.9,0.768,9.8,30.6,40.4,23.1,7.7,5.0,14.3,20.5,106.7,2017
6,Lg Rank,,13,20,7,28.0,18,14,23.0,15,8,29.0,13,13,8.0,10,1,2,18,18,19,14,7,18,2017
7,Year/Year,,-0.4%,-0.9%,-1.9%,0.005,9.3%,5.9%,0.011,-3.9%,-5.3%,0.008,3.7%,2.1%,0.011,-8.1%,-2.0%,-3.5%,2.1%,-1.4%,-3.3%,-4.2%,-4.9%,0.7%,2017
0,Team,82.0,19805,3365,7063,0.476,658,1845,0.357,2707,5218,0.519,1592,1980,0.804,848,2593,3441,1861,689,345,1021,1495,8980,2018
1,Team/G,,241.5,41.0,86.1,0.476,8.0,22.5,0.357,33.0,63.6,0.519,19.4,24.1,0.804,10.3,31.6,42.0,22.7,8.4,4.2,12.5,18.2,109.5,2018
2,Lg Rank,,12,4,15,4.0,30,30,19.0,1,2,10.0,3,5,2.0,7,27,24,18,6,24,2,3,8,2018
3,Year/Year,,0.0%,4.0%,2.0%,0.009,9.5%,7.1%,0.008,2.8%,0.4%,0.012,0.4%,-0.3%,0.005,-9.6%,2.1%,-1.1%,-4.1%,5.4%,-6.8%,-11.2%,-9.2%,3.7%,2018
4,Opponent,82.0,19805,3298,6942,0.475,890,2431,0.366,2408,4511,0.534,1311,1683,0.779,803,2626,3429,1962,529,382,1239,1711,8797,2018
5,Opponent/G,,241.5,40.2,84.7,0.475,10.9,29.6,0.366,29.4,55.0,0.534,16.0,20.5,0.779,9.8,32.0,41.8,23.9,6.5,4.7,15.1,20.9,107.3,2018
6,Lg Rank,,12,19,10,29.0,19,18,18.0,18,8,29.0,11,11,24.0,15,3,3,21,1,12,4,5,17,2018
7,Year/Year,,0.0%,1.6%,1.7%,-0.0,9.7%,9.9%,-0.0,-1.1%,-2.3%,0.006,-9.3%,-10.5%,0.011,-0.4%,4.7%,3.5%,3.5%,-15.9%,-7.5%,6.0%,1.8%,0.6%,2018
0,Team,82.0,19830,3413,7483,0.456,827,2357,0.351,2586,5126,0.504,1570,1995,0.787,923,2750,3673,2018,683,411,1074,1664,9223,2019
1,Team/G,,241.8,41.6,91.3,0.456,10.1,28.7,0.351,31.5,62.5,0.504,19.1,24.3,0.787,11.3,33.5,44.8,24.6,8.3,5.0,13.1,20.3,112.5,2019
2,Lg Rank,,11,13,5,17.0,23,26,20.0,6,3,25.0,4,8,10.0,6,25,19,15,7,17,4,10,13,2019
3,Year/Year,,0.1%,1.4%,5.9%,-0.02,25.7%,27.8%,-0.006,-4.5%,-1.8%,-0.014,-1.4%,0.8%,-0.017,8.8%,6.1%,6.7%,8.4%,-0.9%,19.1%,5.2%,11.3%,2.7%,2019
4,Opponent,82.0,19830,3452,7386,0.467,1041,2752,0.378,2411,4634,0.52,1401,1827,0.767,921,2822,3743,2145,539,455,1209,1795,9346,2019
5,Opponent/G,,241.8,42.1,90.1,0.467,12.7,33.6,0.378,29.4,56.5,0.52,17.1,22.3,0.767,11.2,34.4,45.6,26.2,6.6,5.5,14.7,21.9,114.0,2019
6,Lg Rank,,11,22,20,23.0,29,24,29.0,8,11,16.0,12,11,15.0,26,9,17,27,1,25,11,8,23,2019
7,Year/Year,,0.1%,4.7%,6.4%,-0.008,17.0%,13.2%,0.012,0.1%,2.7%,-0.014,6.9%,8.6%,-0.012,14.7%,7.5%,9.2%,9.3%,1.9%,19.1%,-2.4%,4.9%,6.2%,2019
0,Team,64.0,15560,2586,5865,0.441,853,2540,0.336,1733,3325,0.521,1223,1624,0.753,675,2193,2868,1525,555,362,981,1370,7248,2020
1,Team/G,,243.1,40.4,91.6,0.441,13.3,39.7,0.336,27.1,52.0,0.521,19.1,25.4,0.753,10.5,34.3,44.8,23.8,8.7,5.7,15.3,21.4,113.3,2020
2,Lg Rank,,30,18,1,28.0,8,3,28.0,24,24,19.0,7,3,23.0,10,18,14,20,4,4,26,19,12,2020
3,Year/Year,,0.5%,-2.9%,0.4%,-0.015,32.2%,38.1%,-0.015,-14.1%,-16.9%,0.017,-0.2%,4.3%,-0.034,-6.3%,2.2%,0.0%,-3.2%,4.1%,12.8%,17.0%,5.5%,0.7%,2020
4,Opponent,64.0,15560,2760,5786,0.477,740,2040,0.363,2020,3746,0.539,1263,1613,0.783,647,2383,3030,1560,499,355,992,1383,7523,2020
5,Opponent/G,,243.1,43.1,90.4,0.477,11.6,31.9,0.363,31.6,58.5,0.539,19.7,25.2,0.783,10.1,37.2,47.3,24.4,7.8,5.5,15.5,21.6,117.5,2020
6,Lg Rank,,30,28,23,25.0,7,5,20.0,30,30,23.0,27,26,24.0,14,30,29,13,18,26,8,8,28,2020
7,Year/Year,,0.5%,2.4%,0.4%,0.01,-8.9%,-5.0%,-0.016,7.3%,3.6%,0.019,15.5%,13.1%,0.016,-10.0%,8.2%,3.7%,-6.8%,18.6%,-0.0%,5.1%,-1.3%,3.1%,2020
0,Team,72.0,17405,2932,6546,0.448,944,2706,0.349,1988,3840,0.518,1265,1662,0.761,757,2376,3133,1846,632,398,1027,1507,8073,2021
1,Team/G,,241.7,40.7,90.9,0.448,13.1,37.6,0.349,27.6,53.3,0.518,17.6,23.1,0.761,10.5,33.0,43.5,25.6,8.8,5.5,14.3,20.9,112.1,2021
2,Lg Rank,,11,20,6,27.0,12,7,25.0,18,17,21.0,8,7,22.0,9,27,20,11,3,3,19,27,18,2021
3,Year/Year,,-0.6%,0.8%,-0.8%,0.007,-1.6%,-5.3%,0.013,2.0%,2.7%,-0.003,-8.1%,-9.0%,0.008,-0.3%,-3.7%,-2.9%,7.6%,1.2%,-2.3%,-6.9%,-2.2%,-1.0%,2021
4,Opponent,72.0,17405,3098,6426,0.482,945,2412,0.392,2153,4014,0.536,1332,1695,0.786,718,2579,3297,1932,550,398,1102,1432,8473,2021
5,Opponent/G,,241.7,43.0,89.3,0.482,13.1,33.5,0.392,29.9,55.8,0.536,18.5,23.5,0.786,10.0,35.8,45.8,26.8,7.6,5.5,15.3,19.9,117.7,2021
6,Lg Rank,,11,27,20,28.0,21,12,30.0,23,25,19.0,27,26,23.0,20,23,22,29,16,26,3,8,29,2021
7,Year/Year,,-0.6%,-0.2%,-1.3%,0.005,13.5%,5.1%,0.029,-5.3%,-4.8%,-0.003,-6.3%,-6.6%,0.003,-1.4%,-3.8%,-3.3%,10.1%,-2.0%,-0.3%,-1.3%,-8.0%,0.1%,2021
0,Team,82.0,19780,3411,7458,0.457,1211,3386,0.358,2200,4072,0.54,1474,1894,0.778,921,2700,3621,2106,721,460,1175,1786,9507,2022
1,Team/G,,241.2,41.6,91.0,0.457,14.8,41.3,0.358,26.8,49.7,0.54,18.0,23.1,0.778,11.2,32.9,44.2,25.7,8.8,5.6,14.3,21.8,115.9,2022
2,Lg Rank,,13,10,5,22.0,1,1,12.0,21,24,14.0,4,8,14.0,6,25,16,7,3,3,21,29,1,2022
3,Year/Year,,-0.2%,2.1%,0.0%,0.009,12.6%,9.9%,0.009,-2.8%,-6.9%,0.023,2.3%,0.1%,0.017,6.8%,-0.2%,1.5%,0.2%,0.2%,1.5%,0.5%,4.1%,3.4%,2022
4,Opponent,82.0,19780,3298,7163,0.46,1071,3062,0.35,2227,4101,0.543,1624,2081,0.78,904,2858,3762,2149,593,397,1339,1715,9291,2022
5,Opponent/G,,241.2,40.2,87.4,0.46,13.1,37.3,0.35,27.2,50.0,0.543,19.8,25.4,0.78,11.0,34.9,45.9,26.2,7.2,4.8,16.3,20.9,113.3,2022
6,Lg Rank,,13,10,11,16.0,25,26,12.0,7,6,22.0,30,30,21.0,24,21,23,27,8,19,1,2,24,2022
7,Year/Year,,-0.2%,-6.5%,-2.1%,-0.022,-0.5%,11.5%,-0.042,-9.2%,-10.3%,0.007,7.1%,7.8%,-0.005,10.6%,-2.7%,0.2%,-2.3%,-5.3%,-12.4%,6.7%,5.2%,-3.7%,2022
0,Team,82.0,19830,3515,7167,0.49,997,2731,0.365,2518,4436,0.568,1467,1942,0.755,749,2686,3435,2145,657,444,1258,1768,9494,2023
1,Team/G,,241.8,42.9,87.4,0.49,12.2,33.3,0.365,30.7,54.1,0.568,17.9,23.7,0.755,9.1,32.8,41.9,26.2,8.0,5.4,15.3,21.6,115.8,2023
2,Lg Rank,,12,9,18,3.0,14,15,13.0,11,16,4.0,18,16,24.0,26,18,23,8,5,4,27,29,13,2023
3,Year/Year,,0.3%,3.0%,-3.9%,0.033,-17.7%,-19.3%,0.007,14.5%,8.9%,0.027,-0.5%,2.5%,-0.023,-18.7%,-0.5%,-5.1%,1.9%,-8.9%,-3.5%,7.1%,-1.0%,-0.1%,2023
4,Opponent,82.0,19830,3428,7277,0.471,1007,2728,0.369,2421,4549,0.532,1634,2133,0.766,928,2734,3662,2051,674,336,1262,1654,9497,2023
5,Opponent/G,,241.8,41.8,88.7,0.471,12.3,33.3,0.369,29.5,55.5,0.532,19.9,26.0,0.766,11.3,33.3,44.7,25.0,8.2,4.1,15.4,20.2,115.8,2023
6,Lg Rank,,12,15,18,11.0,16,10,24.0,15,20,6.0,27,29,1.0,27,18,22,12,29,8,5,15,18,2023
7,Year/Year,,0.3%,3.9%,1.6%,0.011,-6.0%,-10.9%,0.019,8.7%,10.9%,-0.011,0.6%,2.5%,-0.014,2.7%,-4.3%,-2.7%,-4.6%,13.7%,-15.4%,-5.8%,-3.6%,2.2%,2023
