,Unnamed: 0,G,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,PF,PTS,Year,STL,BLK,TOV,3P,3PA,3P%,2P,2PA,2P%
1,Team/G,,242.1,42.7,92.1,0.463,23.7,30.9,0.768,16.2,26.1,42.3,21.5,26.0,110.4,1985,9.8,3.5,17.8,1.4,4.8,0.282,41.3,87.3,0.473
2,Lg Rank,,2,15,3,23.0,7,6,11.0,3,22,17,23,16,12,1985,4,22,10,2,3,11.0,17,7,23.0
3,Year/Year,,0.1%,-0.6%,0.3%,-0.004,1.5%,-1.8%,0.025,-4.5%,-1.5%,-2.7%,-4.2%,1.3%,0.5%,1985,-3.3%,-18.4%,-3.8%,103.6%,75.7%,0.039,-2.3%,-2.1%,-0.001
4,Opponent,82.0,19855,3839,7165,0.536,1919,2530,0.758,1101,2521,3622,2336,2180,9654,1985,650,469,1583,57,220,0.259,3782,6945,0.545
5,Opponent/G,,242.1,46.8,87.4,0.536,23.4,30.9,0.758,13.4,30.7,44.2,28.5,26.6,117.7,1985,7.9,5.7,19.3,0.7,2.7,0.259,46.1,84.7,0.545
6,Lg Rank,,2,23,6,23.0,16,16,7.0,4,18,16,22,3,23,1985,7,18,5,2,3,7.0,23,8,23.0
7,Year/Year,,0.1%,3.1%,-0.6%,0.019,6.6%,6.4%,0.001,-9.1%,0.3%,-2.7%,8.7%,-2.9%,4.0%,1985,-5.9%,-5.1%,-6.6%,58.3%,28.7%,0.049,2.5%,-1.3%,0.02
0,Team,82.0,19780,3650,7567,0.482,1912,2517,0.76,1271,2344,3615,2018,2032,9299,1986,751,354,1400,87,278,0.313,3563,7289,0.489
1,Team/G,,241.2,44.5,92.3,0.482,23.3,30.7,0.76,15.5,28.6,44.1,24.6,24.8,113.4,1986,9.2,4.3,17.1,1.1,3.4,0.313,43.5,88.9,0.489
2,Lg Rank,,15,6,4,15.0,11,10,12.0,5,17,9,17,8,9,1986,7,19,8,8,11,7.0,6,4,15.0
3,Year/Year,,-0.4%,4.3%,0.2%,0.019,-1.6%,-0.6%,-0.008,-4.2%,9.6%,4.3%,14.7%,-4.9%,2.7%,1986,-6.5%,24.6%,-4.1%,-22.3%,-30.0%,0.031,5.2%,1.8%,0.016
4,Opponent,82.0,19780,3863,7432,0.52,1791,2401,0.746,1170,2519,3689,2325,2069,9582,1986,692,442,1487,65,229,0.284,3798,7203,0.527
5,Opponent/G,,241.2,47.1,90.6,0.52,21.8,29.3,0.746,14.3,30.7,45.0,28.4,25.2,116.9,1986,8.4,5.4,18.1,0.8,2.8,0.284,46.3,87.8,0.527
6,Lg Rank,,15,22,19,23.0,7,7,3.0,13,19,17,21,12,23,1986,8,11,12,4,2,12.0,23,20,23.0
7,Year/Year,,-0.4%,0.6%,3.7%,-0.016,-6.7%,-5.1%,-0.013,6.3%,-0.1%,1.8%,-0.5%,-5.1%,-0.7%,1986,6.5%,-5.8%,-6.1%,14.0%,4.1%,0.025,0.4%,3.7%,-0.017
0,Team,82.0,19905,3551,7412,0.479,1970,2526,0.78,1193,2351,3544,2083,2138,9188,1987,715,321,1354,116,364,0.319,3435,7048,0.487
1,Team/G,,242.7,43.3,90.4,0.479,24.0,30.8,0.78,14.5,28.7,43.2,25.4,26.1,112.0,1987,8.7,3.9,16.5,1.4,4.4,0.319,41.9,86.0,0.487
2,Lg Rank,,2,8,6,10.0,10,13,6.0,13,17,17,13,18,7,1987,10,22,9,11,12,8.0,8,7,11.0
3,Year/Year,,0.6%,-2.7%,-2.0%,-0.003,3.0%,0.4%,0.02,-6.1%,0.3%,-2.0%,3.2%,5.2%,-1.2%,1987,-4.8%,-9.3%,-3.3%,33.3%,30.9%,0.006,-3.6%,-3.3%,-0.001
4,Opponent,82.0,19905,3615,7339,0.493,1995,2665,0.749,1249,2481,3730,2174,2052,9380,1987,688,450,1412,155,460,0.337,3460,6879,0.503
5,Opponent/G,,242.7,44.1,89.5,0.493,24.3,32.5,0.749,15.2,30.3,45.5,26.5,25.0,114.4,1987,8.4,5.5,17.2,1.9,5.6,0.337,42.2,83.9,0.503
6,Lg Rank,,2,17,15,19.0,18,19,3.0,17,18,18,15,8,20,1987,8,10,11,23,23,21.0,16,9,18.0
7,Year/Year,,0.6%,-6.4%,-1.3%,-0.027,11.4%,11.0%,0.003,6.8%,-1.5%,1.1%,-6.5%,-0.8%,-2.1%,1987,-0.6%,1.8%,-5.0%,138.5%,100.9%,0.053,-8.9%,-4.5%,-0.024
0,Team,82.0,19780,3463,7404,0.468,1754,2204,0.796,1140,2252,3392,2005,2155,8771,1988,741,283,1395,91,312,0.292,3372,7092,0.475
1,Team/G,,241.2,42.2,90.3,0.468,21.4,26.9,0.796,13.9,27.5,41.4,24.5,26.3,107.0,1988,9.0,3.5,17.0,1.1,3.8,0.292,41.1,86.5,0.475
2,Lg Rank,,9,10,5,21.0,17,21,3.0,15,22,20,16,21,14,1988,5,23,14,17,18,18.0,9,3,21.0
3,Year/Year,,-0.6%,-2.5%,-0.1%,-0.011,-11.0%,-12.7%,0.016,-4.4%,-4.2%,-4.3%,-3.7%,0.8%,-4.5%,1988,3.6%,-11.8%,3.0%,-21.6%,-14.3%,-0.027,-1.8%,0.6%,-0.012
4,Opponent,82.0,19780,3627,7244,0.501,2047,2700,0.758,1209,2509,3718,2271,1811,9453,1988,747,432,1413,152,470,0.323,3475,6774,0.513
5,Opponent/G,,241.2,44.2,88.3,0.501,25.0,32.9,0.758,14.7,30.6,45.3,27.7,22.1,115.3,1988,9.1,5.3,17.2,1.9,5.7,0.323,42.4,82.6,0.513
6,Lg Rank,,9,21,12,22.0,21,21,4.0,18,20,18,21,23,22,1988,19,10,10,21,22,15.0,19,11,23.0
7,Year/Year,,-0.6%,0.3%,-1.3%,0.008,2.6%,1.3%,0.01,-3.2%,1.1%,-0.3%,4.5%,-11.7%,0.8%,1988,8.6%,-4.0%,0.1%,-1.9%,2.2%,-0.014,0.4%,-1.5%,0.01
0,Team,82.0,19905,3730,7977,0.468,1904,2384,0.799,1323,2561,3884,2009,1946,9558,1989,831,643,1488,194,629,0.308,3536,7348,0.481
1,Team/G,,242.7,45.5,97.3,0.468,23.2,29.1,0.799,16.1,31.2,47.4,24.5,23.7,116.6,1989,10.1,7.8,18.1,2.4,7.7,0.308,43.1,89.6,0.481
2,Lg Rank,,1,3,2,20.0,8,9,4.0,4,4,1,20,13,4,1989,4,1,18,10,9,18.0,3,2,18.0
3,Year/Year,,0.6%,7.7%,7.7%,-0.0,8.6%,8.2%,0.003,16.1%,13.7%,14.5%,0.2%,-9.7%,9.0%,1989,12.1%,127.2%,6.7%,113.2%,101.6%,0.017,4.9%,3.6%,0.006
4,Opponent,82.0,19905,3693,8000,0.462,1916,2501,0.766,1437,2639,4076,2215,1935,9583,1989,861,485,1554,281,821,0.342,3412,7179,0.475
5,Opponent/G,,242.7,45.0,97.6,0.462,23.4,30.5,0.766,17.5,32.2,49.7,27.0,23.6,116.9,1989,10.5,5.9,19.0,3.4,10.0,0.342,41.6,87.5,0.475
6,Lg Rank,,1,23,25,4.0,18,18,10.0,25,24,25,22,14,25,1989,22,18,5,25,25,19.0,20,25,4.0
7,Year/Year,,0.6%,1.8%,10.4%,-0.039,-6.4%,-7.4%,0.008,18.9%,5.2%,9.6%,-2.5%,6.8%,1.4%,1989,15.3%,12.3%,10.0%,84.9%,74.7%,0.019,-1.8%,6.0%,-0.038
0,Team,82.0,19705,3489,7208,0.484,2313,2858,0.809,915,2385,3300,1978,2010,9534,1990,756,488,1415,243,750,0.324,3246,6458,0.503
1,Team/G,,240.3,42.5,87.9,0.484,28.2,34.9,0.809,11.2,29.1,40.2,24.1,24.5,116.3,1990,9.2,6.0,17.3,3.0,9.1,0.324,39.6,78.8,0.503
2,Lg Rank,,25,7,9,12.0,1,1,3.0,27,16,25,19,21,1,1990,10,8,24,5,4,15.0,14,18,7.0
3,Year/Year,,-1.0%,-6.5%,-9.6%,0.016,21.5%,19.9%,0.011,-30.8%,-6.9%,-15.0%,-1.5%,3.3%,-0.3%,1990,-9.0%,-24.1%,-4.9%,25.3%,19.2%,0.016,-8.2%,-12.1%,0.021
4,Opponent,82.0,19705,3766,7885,0.478,1998,2633,0.759,1495,2594,4089,2331,2219,9791,1990,817,430,1422,261,733,0.356,3505,7152,0.49
5,Opponent/G,,240.3,45.9,96.2,0.478,24.4,32.1,0.759,18.2,31.6,49.9,28.4,27.1,119.4,1990,10.0,5.2,17.3,3.2,8.9,0.356,42.7,87.2,0.49
6,Lg Rank,,25,26,27,14.0,26,26,9.0,27,25,27,26,1,26,1990,25,18,6,27,27,25.0,26,26,15.0
7,Year/Year,,-1.0%,2.0%,-1.4%,0.016,4.3%,5.3%,-0.007,4.0%,-1.7%,0.3%,5.2%,14.7%,2.2%,1990,-5.1%,-11.3%,-8.5%,-7.1%,-10.7%,0.014,2.7%,-0.4%,0.015
0,Team,82.0,19805,3566,7346,0.485,2162,2761,0.783,1113,2306,3419,1954,2207,9564,1991,803,378,1359,270,801,0.337,3296,6545,0.504
1,Team/G,,241.5,43.5,89.6,0.485,26.4,33.7,0.783,13.6,28.1,41.7,23.8,26.9,116.6,1991,9.8,4.6,16.6,3.3,9.8,0.337,40.2,79.8,0.504
2,Lg Rank,,13,6,4,8.0,1,1,8.0,16,21,18,18,26,2,1991,5,21,18,5,5,6.0,8,13,7.0
3,Year/Year,,0.5%,2.2%,1.9%,0.001,-6.5%,-3.4%,-0.026,21.6%,-3.3%,3.6%,-1.2%,9.8%,0.3%,1991,6.2%,-22.5%,-4.0%,11.1%,6.8%,0.013,1.5%,1.3%,0.001
4,Opponent,82.0,19805,3544,7349,0.482,2121,2797,0.758,1292,2480,3772,2164,2206,9430,1991,726,437,1534,221,686,0.322,3323,6663,0.499
5,Opponent/G,,241.5,43.2,89.6,0.482,25.9,34.1,0.758,15.8,30.2,46.0,26.4,26.9,115.0,1991,8.9,5.3,18.7,2.7,8.4,0.322,40.5,81.3,0.499
6,Lg Rank,,13,24,23,19.0,26,26,6.0,27,18,25,24,1,26,1991,18,14,1,25,25,16.0,23,18,20.0
7,Year/Year,,0.5%,-5.9%,-6.8%,0.005,6.2%,6.2%,-0.001,-13.6%,-4.4%,-7.8%,-7.2%,-0.6%,-3.7%,1991,-11.1%,1.6%,7.9%,-15.3%,-6.4%,-0.034,-5.2%,-6.8%,0.009
0,Team,82.0,19880,3767,7427,0.507,1944,2606,0.746,1137,2376,3513,2064,2049,9732,1992,854,375,1353,254,763,0.333,3513,6664,0.527
1,Team/G,,242.4,45.9,90.6,0.507,23.7,31.8,0.746,13.9,29.0,42.8,25.2,25.0,118.7,1992,10.4,4.6,16.5,3.1,9.3,0.333,42.8,81.3,0.527
2,Lg Rank,,3,1,4,2.0,2,1,17.0,17,16,18,11,26,1,1992,2,20,20,7,6,13.0,1,10,1.0
3,Year/Year,,0.4%,5.6%,1.1%,0.022,-10.1%,-5.6%,-0.037,2.2%,3.0%,2.7%,5.6%,-7.2%,1.8%,1992,6.4%,-0.8%,-0.4%,-5.9%,-4.7%,-0.004,6.6%,1.8%,0.024
4,Opponent,82.0,19880,3616,7507,0.482,1923,2563,0.75,1324,2436,3760,2122,2021,9412,1992,794,435,1512,257,776,0.331,3359,6731,0.499
5,Opponent/G,,242.4,44.1,91.5,0.482,23.5,31.3,0.75,16.1,29.7,45.9,25.9,24.6,114.8,1992,9.7,5.3,18.4,3.1,9.5,0.331,41.0,82.1,0.499
6,Lg Rank,,3,26,27,21.0,25,26,5.0,27,18,22,19,1,27,1992,24,12,1,27,26,11.0,26,22,23.0
7,Year/Year,,0.4%,2.0%,2.1%,-0.001,-9.3%,-8.4%,-0.008,2.5%,-1.8%,-0.3%,-1.9%,-8.4%,-0.2%,1992,9.4%,-0.5%,-1.4%,16.3%,13.1%,0.009,1.1%,1.0%,0.0
0,Team,82.0,19905,3474,7212,0.482,1768,2465,0.717,1219,2384,3603,2010,2056,9014,1993,693,383,1451,298,852,0.35,3176,6360,0.499
1,Team/G,,242.7,42.4,88.0,0.482,21.6,30.1,0.717,14.9,29.1,43.9,24.5,25.1,109.9,1993,8.5,4.7,17.7,3.6,10.4,0.35,38.7,77.6,0.499
2,Lg Rank,,4,5,7,12.0,13,6,26.0,10,15,10,17,24,3,1993,11,19,26,8,9,10.0,8,14,9.0
3,Year/Year,,0.1%,-7.8%,-2.9%,-0.026,-9.1%,-5.4%,-0.029,7.2%,0.3%,2.6%,-2.6%,0.3%,-7.4%,1993,-18.9%,2.1%,7.2%,17.3%,11.7%,0.017,-9.6%,-4.6%,-0.028
4,Opponent,82.0,19905,3471,7197,0.482,1881,2492,0.755,1174,2345,3519,2098,1993,9095,1993,824,457,1350,272,794,0.343,3199,6403,0.5
5,Opponent/G,,242.7,42.3,87.8,0.482,22.9,30.4,0.755,14.3,28.6,42.9,25.6,24.3,110.9,1993,10.0,5.6,16.5,3.3,9.7,0.343,39.0,78.1,0.5
6,Lg Rank,,4,22,20,19.0,22,22,13.0,22,9,15,20,7,25,1993,27,20,9,21,23,19.0,21,19,20.0
7,Year/Year,,0.1%,-4.0%,-4.1%,0.001,-2.2%,-2.8%,0.005,-11.3%,-3.7%,-6.4%,-1.1%,-1.4%,-3.4%,1993,3.8%,5.1%,-10.7%,5.8%,2.3%,0.011,-4.8%,-4.9%,0.001
0,Team,82.0,19780,3512,7145,0.492,1529,2304,0.664,1183,2396,3579,2198,1789,8844,1994,804,511,1433,291,859,0.339,3221,6286,0.512
1,Team/G,,241.2,42.8,87.1,0.492,18.6,28.1,0.664,14.4,29.2,43.6,26.8,21.8,107.9,1994,9.8,6.2,17.5,3.5,10.5,0.339,39.3,76.7,0.512
2,Lg Rank,,8,1,4,1.0,19,8,27.0,9,13,9,3,13,2,1994,4,4,24,11,10,11.0,1,8,2.0
3,Year/Year,,-0.6%,1.1%,-0.9%,0.01,-13.5%,-6.5%,-0.054,-3.0%,0.5%,-0.7%,9.4%,-13.0%,-1.9%,1994,16.0%,33.4%,-1.2%,-2.3%,0.8%,-0.011,1.4%,-1.2%,0.013
4,Opponent,82.0,19780,3428,7332,0.468,1540,2108,0.731,1324,2408,3732,2184,1870,8701,1994,842,408,1426,305,869,0.351,3123,6463,0.483
5,Opponent/G,,241.2,41.8,89.4,0.468,18.8,25.7,0.731,16.1,29.4,45.5,26.6,22.8,106.1,1994,10.3,5.0,17.4,3.7,10.6,0.351,38.1,78.8,0.483
6,Lg Rank,,8,23,24,14.0,12,12,11.0,26,15,22,25,10,23,1994,26,10,4,24,20,22.0,22,25,14.0
7,Year/Year,,-0.6%,-1.2%,1.9%,-0.015,-18.1%,-15.4%,-0.024,12.8%,2.7%,6.1%,4.1%,-6.2%,-4.3%,1994,2.2%,-10.7%,5.6%,12.1%,9.4%,0.008,-2.4%,0.9%,-0.016
0,Team,82.0,19905,3217,6873,0.468,1687,2395,0.704,1101,2371,3472,2017,1804,8667,1995,649,391,1497,546,1602,0.341,2671,5271,0.507
1,Team/G,,242.7,39.2,83.8,0.468,20.6,29.2,0.704,13.4,28.9,42.3,24.6,22.0,105.7,1995,7.9,4.8,18.3,6.7,19.5,0.341,32.6,64.3,0.507
2,Lg Rank,,5,8,8,11.0,10,5,25.0,10,12,7,9,5,6,1995,18,18,27,4,2,23.0,15,18,7.0
3,Year/Year,,0.6%,-8.4%,-3.8%,-0.023,10.3%,3.9%,0.041,-6.9%,-1.0%,-3.0%,-8.2%,0.8%,-2.0%,1995,-19.3%,-23.5%,4.5%,87.6%,86.5%,0.002,-17.1%,-16.1%,-0.006
4,Opponent,82.0,19905,3527,7233,0.488,1565,2175,0.72,1196,2527,3723,2345,2133,9111,1995,865,412,1326,492,1384,0.355,3035,5849,0.519
5,Opponent/G,,242.7,43.0,88.2,0.488,19.1,26.5,0.72,14.6,30.8,45.4,28.6,26.0,111.1,1995,10.5,5.0,16.2,6.0,16.9,0.355,37.0,71.3,0.519
6,Lg Rank,,5,27,27,24.0,11,13,3.0,26,26,26,27,1,27,1995,27,12,12,22,23,11.0,27,26,26.0
7,Year/Year,,0.6%,2.9%,-1.4%,0.02,1.6%,3.2%,-0.011,-9.7%,4.9%,-0.2%,7.4%,14.1%,4.7%,1995,2.7%,1.0%,-7.0%,61.3%,59.3%,0.005,-2.8%,-9.5%,0.036
0,Team,82.0,19755,3056,6700,0.456,1775,2340,0.759,1173,2285,3458,1889,1835,8334,1996,706,470,1343,447,1199,0.373,2609,5501,0.474
1,Team/G,,240.9,37.3,81.7,0.456,21.6,28.5,0.759,14.3,27.9,42.2,23.0,22.4,101.6,1996,8.6,5.7,16.4,5.5,14.6,0.373,31.8,67.1,0.474
2,Lg Rank,,21,16,6,22.0,5,5,8.0,5,19,11,13,11,13,1996,7,9,19,20,19,12.0,14,6,23.0
3,Year/Year,,-0.8%,-5.0%,-2.5%,-0.012,5.2%,-2.3%,0.054,6.5%,-3.6%,-0.4%,-6.3%,1.7%,-3.8%,1996,8.8%,20.2%,-10.3%,-18.1%,-25.2%,0.032,-2.3%,4.4%,-0.032
4,Opponent,82.0,19755,3206,6753,0.475,1564,2097,0.746,1114,2292,3406,2098,1959,8453,1996,698,385,1375,477,1308,0.365,2729,5445,0.501
5,Opponent/G,,240.9,39.1,82.4,0.475,19.1,25.6,0.746,13.6,28.0,41.5,25.6,23.9,103.1,1996,8.5,4.7,16.8,5.8,16.0,0.365,33.3,66.4,0.501
6,Lg Rank,,21,24,22,21.0,15,13,20.0,26,8,19,28,10,22,1996,21,8,5,14,12,12.0,26,22,21.0
7,Year/Year,,-0.8%,-9.1%,-6.6%,-0.013,-0.1%,-3.6%,0.026,-6.9%,-9.3%,-8.5%,-10.5%,-8.2%,-7.2%,1996,-19.3%,-6.6%,3.7%,-3.0%,-5.5%,0.009,-10.1%,-6.9%,-0.018
0,Team,82.0,19905,2997,6567,0.456,1696,2180,0.778,1086,2259,3345,1822,1787,8171,1997,611,359,1410,481,1363,0.353,2516,5204,0.483
1,Team/G,,242.7,36.5,80.1,0.456,20.7,26.6,0.778,13.2,27.5,40.8,22.2,21.8,99.6,1997,7.5,4.4,17.2,5.9,16.6,0.353,30.7,63.5,0.483
2,Lg Rank,,5,11,12,12.0,4,8,1.0,10,22,15,12,12,9,1997,25,20,27,16,15,20.0,10,13,12.0
3,Year/Year,,0.8%,-1.9%,-2.0%,0.0,-4.5%,-6.8%,0.019,-7.4%,-1.1%,-3.3%,-3.5%,-2.6%,-2.0%,1997,-13.5%,-23.6%,5.0%,7.6%,13.7%,-0.02,-3.6%,-5.4%,0.009
4,Opponent,82.0,19905,3199,6735,0.475,1578,2103,0.75,1089,2272,3361,2159,1886,8557,1997,824,395,1288,581,1558,0.373,2618,5177,0.506
5,Opponent/G,,242.7,39.0,82.1,0.475,19.2,25.6,0.75,13.3,27.7,41.0,26.3,23.0,104.4,1997,10.0,4.8,15.7,7.1,19.0,0.373,31.9,63.1,0.506
6,Lg Rank,,5,26,25,28.0,17,14,26.0,25,12,15,29,7,27,1997,29,14,15,28,28,26.0,24,15,28.0
7,Year/Year,,0.8%,-0.2%,-0.3%,0.0,0.9%,0.3%,0.005,-2.2%,-0.9%,-1.3%,2.9%,-3.7%,1.2%,1997,18.1%,2.6%,-6.3%,21.8%,19.1%,0.008,-4.1%,-4.9%,0.005
0,Team,82.0,19830,2845,6883,0.413,1358,1912,0.71,1288,2473,3761,1708,1859,7237,1998,621,448,1369,189,696,0.272,2656,6187,0.429
1,Team/G,,241.8,34.7,83.9,0.413,16.6,23.3,0.71,15.7,30.2,45.9,20.8,22.7,88.3,1998,7.6,5.5,16.7,2.3,8.5,0.272,32.4,75.5,0.429
2,Lg Rank,,10,25,3,29.0,28,27,25.0,2,3,1,21,16,29,1998,25,9,24,29,28,29.0,10,1,29.0
3,Year/Year,,-0.4%,-5.1%,4.8%,-0.043,-19.9%,-12.3%,-0.068,18.6%,9.5%,12.4%,-6.3%,4.0%,-11.4%,1998,1.6%,24.8%,-2.9%,-60.7%,-48.9%,-0.081,5.6%,18.9%,-0.054
4,Opponent,82.0,19830,2992,6742,0.444,1667,2286,0.729,1134,2535,3669,2011,1638,7985,1998,757,478,1154,334,962,0.347,2658,5780,0.46
5,Opponent/G,,241.8,36.5,82.2,0.444,20.3,27.9,0.729,13.8,30.9,44.7,24.5,20.0,97.4,1998,9.2,5.8,14.1,4.1,11.7,0.347,32.4,70.5,0.46
6,Lg Rank,,10,20,21,12.0,23,24,7.0,23,28,26,27,28,18,1998,25,24,27,8,6,18.0,22,26,11.0
7,Year/Year,,-0.4%,-6.5%,0.1%,-0.031,5.6%,8.7%,-0.021,4.1%,11.6%,9.2%,-6.9%,-13.1%,-6.7%,1998,-8.1%,21.0%,-10.4%,-42.5%,-38.3%,-0.026,1.5%,11.6%,-0.046
0,Team,50.0,12125,1730,4173,0.415,794,1175,0.676,816,1559,2375,1037,1270,4416,1999,414,221,768,162,565,0.287,1568,3608,0.435
1,Team/G,,242.5,34.6,83.5,0.415,15.9,23.5,0.676,16.3,31.2,47.5,20.7,25.4,88.3,1999,8.3,4.4,15.4,3.2,11.3,0.287,31.4,72.2,0.435
2,Lg Rank,,8,14,3,26.0,28,26,29.0,1,4,1,15,29,25,1999,17,20,14,25,23,28.0,5,2,26.0
3,Year/Year,,0.3%,-0.3%,-0.6%,0.001,-4.1%,0.8%,-0.035,3.9%,3.4%,3.6%,-0.4%,12.0%,0.1%,1999,9.3%,-19.1%,-8.0%,40.6%,33.1%,0.015,-3.2%,-4.4%,0.005
4,Opponent,50.0,12125,1617,3848,0.42,1114,1531,0.728,656,1503,2159,1023,1027,4541,1999,400,304,735,193,575,0.336,1424,3273,0.435
5,Opponent/G,,242.5,32.3,77.0,0.42,22.3,30.6,0.728,13.1,30.1,43.2,20.5,20.5,90.8,1999,8.0,6.1,14.7,3.9,11.5,0.336,28.5,65.5,0.435
6,Lg Rank,,8,9,10,7.0,28,29,13.0,23,20,25,12,26,12,1999,11,27,21,4,3,12.0,9,19,6.0
7,Year/Year,,0.3%,-11.4%,-6.4%,-0.024,9.6%,9.8%,-0.002,-5.1%,-2.8%,-3.5%,-16.6%,2.8%,-6.7%,1999,-13.3%,4.3%,4.5%,-5.2%,-2.0%,-0.012,-12.1%,-7.1%,-0.025
0,Team,82.0,19755,2996,7140,0.42,1497,2147,0.697,1300,2438,3738,1851,2043,7834,2000,731,356,1302,345,1069,0.323,2651,6071,0.437
1,Team/G,,240.9,36.5,87.1,0.42,18.3,26.2,0.697,15.9,29.7,45.6,22.6,24.9,95.5,2000,8.9,4.3,15.9,4.2,13.0,0.323,32.3,74.0,0.437
2,Lg Rank,,22,17,2,28.0,20,9,27.0,1,21,2,15,26,22,2000,7,24,20,17,15,27.0,10,4,28.0
3,Year/Year,,-0.7%,5.6%,4.3%,0.005,15.0%,11.4%,0.022,-2.9%,-4.6%,-4.0%,8.8%,-1.9%,8.2%,2000,7.7%,-1.8%,3.4%,29.9%,15.4%,0.036,3.1%,2.6%,0.002
4,Opponent,82.0,19755,3165,6776,0.467,1755,2328,0.754,1091,2691,3782,2036,1887,8512,2000,690,495,1338,427,1163,0.367,2738,5613,0.488
5,Opponent/G,,240.9,38.6,82.6,0.467,21.4,28.4,0.754,13.3,32.8,46.1,24.8,23.0,103.8,2000,8.4,6.0,16.3,5.2,14.2,0.367,33.4,68.5,0.488
6,Lg Rank,,22,24,17,26.0,26,26,22.0,25,26,26,29,16,29,2000,23,25,9,24,20,23.0,21,16,26.0
7,Year/Year,,-0.7%,19.3%,7.4%,0.047,-3.9%,-7.3%,0.026,1.4%,9.2%,6.8%,21.4%,12.0%,14.3%,2000,5.2%,-0.7%,11.0%,34.9%,23.3%,0.032,17.2%,4.6%,0.053
0,Team,82.0,19780,2937,7175,0.409,1428,2024,0.706,1345,2385,3730,1788,1727,7584,2001,742,410,1301,282,964,0.293,2655,6211,0.427
1,Team/G,,241.2,35.8,87.5,0.409,17.4,24.7,0.706,16.4,29.1,45.5,21.8,21.1,92.5,2001,9.0,5.0,15.9,3.4,11.8,0.293,32.4,75.7,0.427
2,Lg Rank,,21,14,1,29.0,24,15,27.0,1,24,2,15,6,20,2001,4,17,25,26,21,29.0,4,1,29.0
3,Year/Year,,0.1%,-2.0%,0.5%,-0.01,-4.6%,-5.7%,0.008,3.5%,-2.2%,-0.2%,-3.4%,-15.5%,-3.2%,2001,1.5%,15.2%,-0.1%,-18.3%,-9.8%,-0.03,0.2%,2.3%,-0.009
4,Opponent,82.0,19780,3179,6740,0.472,1529,2011,0.76,1039,2693,3732,2045,1765,8326,2001,722,493,1348,439,1159,0.379,2740,5581,0.491
5,Opponent/G,,241.2,38.8,82.2,0.472,18.6,24.5,0.76,12.7,32.8,45.5,24.9,21.5,101.5,2001,8.8,6.0,16.4,5.4,14.1,0.379,33.4,68.1,0.491
6,Lg Rank,,21,29,21,28.0,13,12,24.0,22,29,28,29,23,29,2001,29,23,4,26,19,28.0,28,19,28.0
7,Year/Year,,0.1%,0.4%,-0.5%,0.005,-12.9%,-13.6%,0.006,-4.8%,0.1%,-1.3%,0.4%,-6.5%,-2.2%,2001,4.6%,-0.4%,0.7%,2.8%,-0.3%,0.012,0.1%,-0.6%,0.003
0,Team,82.0,19780,2998,6989,0.429,1693,2344,0.722,1334,2493,3827,1706,1884,8009,2002,650,523,1378,320,994,0.322,2678,5995,0.447
1,Team/G,,241.2,36.6,85.2,0.429,20.6,28.6,0.722,16.3,30.4,46.7,20.8,23.0,97.7,2002,7.9,6.4,16.8,3.9,12.1,0.322,32.7,73.1,0.447
2,Lg Rank,,20,11,2,26.0,2,2,26.0,1,13,1,24,28,7,2002,14,4,29,24,23,27.0,4,1,27.0
3,Year/Year,,0.0%,2.1%,-2.6%,0.02,18.6%,15.8%,0.017,-0.8%,4.5%,2.6%,-4.6%,9.1%,5.6%,2002,-12.4%,27.6%,5.9%,13.5%,3.1%,0.029,0.9%,-3.5%,0.019
4,Opponent,82.0,19780,3213,6993,0.459,1622,2125,0.763,1100,2450,3550,2002,1949,8452,2002,706,512,1176,404,1162,0.348,2809,5831,0.482
5,Opponent/G,,241.2,39.2,85.3,0.459,19.8,25.9,0.763,13.4,29.9,43.3,24.4,23.8,103.1,2002,8.6,6.2,14.3,4.9,14.2,0.348,34.3,71.1,0.482
6,Lg Rank,,20,29,28,26.0,27,25,25.0,28,13,22,28,2,29,2002,27,27,16,9,11,9.0,28,27,26.0
7,Year/Year,,0.0%,1.1%,3.8%,-0.012,6.1%,5.7%,0.003,5.9%,-9.0%,-4.9%,-2.1%,10.4%,1.5%,2002,-2.2%,3.9%,-12.8%,-8.0%,0.3%,-0.031,2.5%,4.5%,-0.009
0,Team,82.0,19755,3061,6941,0.441,1853,2382,0.778,1284,2546,3830,1712,1786,8400,2003,594,506,1295,425,1235,0.344,2636,5706,0.462
1,Team/G,,240.9,37.3,84.6,0.441,22.6,29.0,0.778,15.7,31.0,46.7,20.9,21.8,102.4,2003,7.2,6.2,15.8,5.2,15.1,0.344,32.1,69.6,0.462
2,Lg Rank,,26,5,3,16.0,1,1,5.0,1,8,1,18,17,2,2003,23,3,23,13,13,17.0,6,6,15.0
3,Year/Year,,-0.1%,2.1%,-0.7%,0.012,9.5%,1.6%,0.056,-3.7%,2.1%,0.1%,0.4%,-5.2%,4.9%,2003,-8.6%,-3.3%,-6.0%,32.8%,24.2%,0.022,-1.6%,-4.8%,0.015
4,Opponent,82.0,19755,3240,7175,0.452,1575,2084,0.756,1204,2388,3592,1934,1936,8493,2003,710,491,1121,438,1177,0.372,2802,5998,0.467
5,Opponent/G,,240.9,39.5,87.5,0.452,19.2,25.4,0.756,14.7,29.1,43.8,23.6,23.6,103.6,2003,8.7,6.0,13.7,5.3,14.4,0.372,34.2,73.1,0.467
