,Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
1,Team/G,,241.5,38.1,82.0,0.464,4.9,14.0,0.353,33.1,68.0,0.487,15.1,20.3,0.741,11.6,30.8,42.4,21.9,7.7,4.6,13.7,19.1,96.1,2014
2,Lg Rank,,20,14,22,7.0,30,30,19.0,1,1,11.0,30,29,23.0,9,21,19,14,14,16,4,5,27,2014
3,Year/Year,,0.0%,5.3%,0.7%,0.021,6.0%,3.6%,0.008,5.2%,0.1%,0.024,-8.5%,-4.6%,-0.031,-10.3%,3.3%,-0.8%,4.5%,-10.2%,-14.0%,-1.7%,-5.5%,2.9%,2014
4,Opponent,82.0,19805,2924,6500,0.45,615,1731,0.355,2309,4769,0.484,1292,1686,0.766,809,2403,3212,1632,591,410,1162,1553,7755,2014
5,Opponent/G,,241.5,35.7,79.3,0.45,7.5,21.1,0.355,28.2,58.2,0.484,15.8,20.6,0.766,9.9,29.3,39.2,19.9,7.2,5.0,14.2,18.9,94.6,2014
6,Lg Rank,,20,3,3,9.0,13,11,12.0,4,6,11.0,5,4,27.0,2,1,1,4,7,19,20,29,3,2014
7,Year/Year,,0.0%,6.4%,3.0%,0.014,22.0%,16.3%,0.017,2.9%,-1.1%,0.019,-2.0%,-4.4%,0.018,-4.3%,1.9%,0.2%,2.1%,-1.5%,-8.9%,-8.4%,-5.5%,6.0%,2014
0,Team,82.0,19905,3097,6763,0.458,423,1246,0.339,2674,5517,0.485,1445,1869,0.773,856,2634,3490,1777,700,347,1094,1567,8062,2015
1,Team/G,,242.7,37.8,82.5,0.458,5.2,15.2,0.339,32.6,67.3,0.485,17.6,22.8,0.773,10.4,32.1,42.6,21.7,8.5,4.2,13.3,19.1,98.3,2015
2,Lg Rank,,6,14,23,9.0,29,29,22.0,1,2,19.0,10,14,7.0,21,15,21,15,6,24,7,9,20,2015
3,Year/Year,,0.5%,-0.8%,0.6%,-0.006,4.4%,8.6%,-0.014,-1.6%,-1.1%,-0.003,17.0%,12.2%,0.032,-9.9%,4.3%,0.4%,-0.8%,10.9%,-7.5%,-2.7%,-0.1%,2.3%,2015
4,Opponent,82.0,19905,2954,6684,0.442,663,1889,0.351,2291,4795,0.478,1225,1651,0.742,864,2616,3480,1652,604,424,1257,1662,7796,2015
5,Opponent/G,,242.7,36.0,81.5,0.442,8.1,23.0,0.351,27.9,58.5,0.478,14.9,20.1,0.742,10.5,31.9,42.4,20.1,7.4,5.2,15.3,20.3,95.1,2015
6,Lg Rank,,6,4,5,10.0,18,21,18.0,3,6,10.0,2,2,7.0,8,11,8,4,8,20,8,15,2,2015
7,Year/Year,,0.5%,1.0%,2.8%,-0.008,7.8%,9.1%,-0.004,-0.8%,0.5%,-0.006,-5.2%,-2.1%,-0.024,6.8%,8.9%,8.3%,1.2%,2.2%,3.4%,8.2%,7.0%,0.5%,2015
0,Team,82.0,19830,3019,6859,0.44,504,1521,0.331,2515,5338,0.471,1584,2024,0.783,916,2497,3413,1697,724,350,1090,1783,8126,2016
1,Team/G,,241.8,36.8,83.6,0.44,6.1,18.5,0.331,30.7,65.1,0.471,19.3,24.7,0.783,11.2,30.5,41.6,20.7,8.8,4.3,13.3,21.7,99.1,2016
2,Lg Rank,,11,26,22,23.0,27,25,29.0,10,4,27.0,5,9,9.0,8,30,28,25,6,21,6,27,24,2016
3,Year/Year,,-0.4%,-2.5%,1.4%,-0.018,19.1%,22.1%,-0.008,-5.9%,-3.2%,-0.014,9.6%,8.3%,0.009,7.0%,-5.2%,-2.2%,-4.5%,3.4%,0.9%,-0.4%,13.8%,0.8%,2016
4,Opponent,82.0,19830,2947,6459,0.456,797,2185,0.365,2150,4274,0.503,1619,2107,0.768,830,2711,3541,1792,576,469,1328,1732,8310,2016
5,Opponent/G,,241.8,35.9,78.8,0.456,9.7,26.6,0.365,26.2,52.1,0.503,19.7,25.7,0.768,10.1,33.1,43.2,21.9,7.0,5.7,16.2,21.1,101.3,2016
6,Lg Rank,,11,3,1,18.0,29,28,22.0,1,1,23.0,28,26,24.0,12,12,11,13,3,29,3,9,11,2016
7,Year/Year,,-0.4%,-0.2%,-3.4%,0.014,20.2%,15.7%,0.014,-6.2%,-10.9%,0.025,32.2%,27.6%,0.026,-3.9%,3.6%,1.8%,8.5%,-4.6%,10.6%,5.6%,4.2%,6.6%,2016
0,Team,82.0,19905,2984,6854,0.435,767,2169,0.354,2217,4685,0.473,1504,1918,0.784,886,2621,3507,1744,653,344,1059,1840,8239,2017
1,Team/G,,242.7,36.4,83.6,0.435,9.4,26.5,0.354,27.0,57.1,0.473,18.3,23.4,0.784,10.8,32.0,42.8,21.3,8.0,4.2,12.9,22.4,100.5,2017
2,Lg Rank,,2,29,25,30.0,15,14,17.0,26,20,30.0,12,12,13.0,10,27,24,21,13,22,6,29,29,2017
3,Year/Year,,0.4%,-1.2%,-0.1%,-0.005,52.2%,42.6%,0.022,-11.8%,-12.2%,0.002,-5.1%,-5.2%,0.002,-3.3%,5.0%,2.8%,2.8%,-9.8%,-1.7%,-2.8%,3.2%,1.4%,2017
4,Opponent,82.0,19905,2864,6465,0.443,813,2299,0.354,2051,4166,0.492,1658,2202,0.753,761,2692,3453,1645,574,410,1171,1708,8199,2017
5,Opponent/G,,242.7,34.9,78.8,0.443,9.9,28.0,0.354,25.0,50.8,0.492,20.2,26.9,0.753,9.3,32.8,42.1,20.1,7.0,5.0,14.3,20.8,100.0,2017
6,Lg Rank,,2,1,1,3.0,19,21,11.0,1,1,7.0,28,29,2.0,6,11,7,3,6,18,13,4,3,2017
7,Year/Year,,0.4%,-2.8%,0.1%,-0.013,2.0%,5.2%,-0.011,-4.6%,-2.5%,-0.011,2.4%,4.5%,-0.015,-8.3%,-0.7%,-2.5%,-8.2%,-0.3%,-12.6%,-11.8%,-1.4%,-1.3%,2017
0,Team,82.0,19705,3013,6788,0.444,758,2152,0.352,2255,4636,0.486,1361,1732,0.786,779,2544,3323,1767,613,396,1227,1900,8145,2018
1,Team/G,,240.3,36.7,82.8,0.444,9.2,26.2,0.352,27.5,56.5,0.486,16.6,21.1,0.786,9.5,31.0,40.5,21.5,7.5,4.8,15.0,23.2,99.3,2018
2,Lg Rank,,27,30,30,27.0,24,24,25.0,24,19,28.0,17,16,6.0,18,30,29,26,22,14,23,30,29,2018
3,Year/Year,,-1.0%,1.0%,-1.0%,0.009,-1.2%,-0.8%,-0.001,1.7%,-1.0%,0.013,-9.5%,-9.7%,0.002,-12.1%,-2.9%,-5.2%,1.3%,-6.1%,15.1%,15.9%,3.3%,-1.1%,2018
4,Opponent,82.0,19705,3046,6587,0.462,874,2377,0.368,2172,4210,0.516,1688,2196,0.769,782,2703,3485,1816,662,421,1210,1674,8654,2018
5,Opponent/G,,240.3,37.1,80.3,0.462,10.7,29.0,0.368,26.5,51.3,0.516,20.6,26.8,0.769,9.5,33.0,42.5,22.1,8.1,5.1,14.8,20.4,105.5,2018
6,Lg Rank,,27,1,1,17.0,16,12,21.0,1,2,18.0,30,30,18.0,12,12,8,9,21,23,9,10,13,2018
7,Year/Year,,-1.0%,6.4%,1.9%,0.019,7.5%,3.4%,0.014,5.9%,1.1%,0.024,1.8%,-0.3%,0.016,2.8%,0.4%,0.9%,10.4%,15.3%,2.7%,3.3%,-2.0%,5.5%,2018
0,Team,82.0,19880,3113,6924,0.45,811,2368,0.342,2302,4556,0.505,1453,1882,0.772,723,2703,3426,1963,684,448,1147,1801,8490,2019
1,Team/G,,242.4,38.0,84.4,0.45,9.9,28.9,0.342,28.1,55.6,0.505,17.7,23.0,0.772,8.8,33.0,41.8,23.9,8.3,5.5,14.0,22.0,103.5,2019
2,Lg Rank,,4,30,30,23.0,27,25,25.0,26,21,24.0,15,18,15.0,29,26,29,19,6,4,15,24,30,2019
3,Year/Year,,0.9%,3.3%,2.0%,0.006,7.0%,10.0%,-0.01,2.1%,-1.7%,0.019,6.8%,8.7%,-0.014,-7.2%,6.2%,3.1%,11.1%,11.6%,13.1%,-6.5%,-5.2%,4.2%,2019
4,Opponent,82.0,19880,3083,6836,0.451,951,2639,0.36,2132,4197,0.508,1586,2023,0.784,781,2883,3664,1920,625,402,1249,1758,8703,2019
5,Opponent/G,,242.4,37.6,83.4,0.451,11.6,32.2,0.36,26.0,51.2,0.508,19.3,24.7,0.784,9.5,35.2,44.7,23.4,7.6,4.9,15.2,21.4,106.1,2019
6,Lg Rank,,4,1,1,7.0,16,15,21.0,1,1,8.0,27,27,29.0,5,17,12,6,18,13,6,9,3,2019
7,Year/Year,,0.9%,1.2%,3.8%,-0.011,8.8%,11.0%,-0.007,-1.8%,-0.3%,-0.008,-6.0%,-7.9%,0.015,-0.1%,6.7%,5.1%,5.7%,-5.6%,-4.5%,3.2%,5.0%,0.6%,2019
0,Team,73.0,17570,3106,6634,0.468,798,2297,0.347,2308,4337,0.532,1212,1589,0.763,754,2643,3397,1965,576,398,1113,1546,8222,2020
1,Team/G,,240.7,42.5,90.9,0.468,10.9,31.5,0.347,31.6,59.4,0.532,16.6,21.8,0.763,10.3,36.2,46.5,26.9,7.9,5.5,15.2,21.2,112.6,2020
2,Lg Rank,,9,3,6,7.0,25,24,23.0,2,4,7.0,23,24,19.0,14,5,5,2,12,7,23,18,14,2020
3,Year/Year,,-0.7%,12.1%,7.6%,0.019,10.5%,9.0%,0.005,12.6%,6.9%,0.027,-6.3%,-5.2%,-0.009,17.1%,9.8%,11.4%,12.4%,-5.4%,-0.2%,9.0%,-3.6%,8.8%,2020
4,Opponent,73.0,17570,2964,6592,0.45,942,2580,0.365,2022,4012,0.504,1430,1828,0.782,756,2519,3275,1814,585,386,1080,1474,8300,2020
5,Opponent/G,,240.7,40.6,90.3,0.45,12.9,35.3,0.365,27.7,55.0,0.504,19.6,25.0,0.782,10.4,34.5,44.9,24.8,8.0,5.3,14.8,20.2,113.7,2020
6,Lg Rank,,9,14,22,9.0,23,25,24.0,8,15,6.0,26,25,21.0,19,12,14,18,21,22,12,20,21,2020
7,Year/Year,,-0.7%,8.0%,8.3%,-0.001,11.3%,9.8%,0.005,6.5%,7.4%,-0.004,1.3%,1.5%,-0.002,8.7%,-1.9%,0.4%,6.1%,5.1%,7.9%,-2.9%,-5.8%,7.1%,2020
0,Team,72.0,17405,3085,6608,0.467,803,2258,0.356,2282,4350,0.525,1184,1536,0.771,803,2543,3346,1938,655,364,957,1349,8157,2021
1,Team/G,,241.7,42.8,91.8,0.467,11.2,31.4,0.356,31.7,60.4,0.525,16.4,21.3,0.771,11.2,35.3,46.5,26.9,9.1,5.1,13.3,18.7,113.3,2021
2,Lg Rank,,11,7,2,18.0,24,23,20.0,4,3,20.0,19,17,18.0,2,9,4,4,1,12,10,9,15,2021
3,Year/Year,,0.4%,0.7%,1.0%,-0.001,2.0%,-0.3%,0.008,0.2%,1.7%,-0.008,-1.0%,-2.0%,0.008,8.0%,-2.4%,-0.1%,-0.0%,15.3%,-7.3%,-12.8%,-11.5%,0.6%,2021
4,Opponent,72.0,17405,2953,6387,0.462,926,2526,0.367,2027,3861,0.525,1251,1588,0.788,704,2515,3219,1827,552,377,1068,1318,8083,2021
5,Opponent/G,,241.7,41.0,88.7,0.462,12.9,35.1,0.367,28.2,53.6,0.525,17.4,22.1,0.788,9.8,34.9,44.7,25.4,7.7,5.2,14.8,18.3,112.3,2021
6,Lg Rank,,11,13,16,11.0,18,18,18.0,12,10,11.0,20,15,27.0,12,20,18,19,18,20,7,25,16,2021
7,Year/Year,,0.4%,1.0%,-1.8%,0.013,-0.3%,-0.7%,0.001,1.6%,-2.4%,0.021,-11.3%,-11.9%,0.006,-5.6%,1.2%,-0.3%,2.1%,-4.3%,-1.0%,0.3%,-9.3%,-1.3%,2021
0,Team,82.0,19780,3571,7739,0.461,945,2679,0.353,2626,5060,0.519,1393,1898,0.734,1159,2873,4032,2131,800,533,1082,1620,9480,2022
1,Team/G,,241.2,43.5,94.4,0.461,11.5,32.7,0.353,32.0,61.7,0.519,17.0,23.1,0.734,14.1,35.0,49.2,26.0,9.8,6.5,13.2,19.8,115.6,2022
2,Lg Rank,,13,2,1,19.0,23,23,17.0,2,1,23.0,15,7,28.0,1,8,1,6,1,1,9,17,2,2022
3,Year/Year,,-0.2%,1.6%,2.8%,-0.005,3.3%,4.2%,-0.003,1.0%,2.1%,-0.006,3.3%,8.5%,-0.037,26.7%,-0.8%,5.8%,-3.5%,7.2%,28.6%,-0.7%,5.4%,2.0%,2022
4,Opponent,82.0,19780,3305,7269,0.455,987,2828,0.349,2318,4441,0.522,1417,1837,0.771,821,2706,3527,2047,588,496,1235,1625,9014,2022
5,Opponent/G,,241.2,40.3,88.6,0.455,12.0,34.5,0.349,28.3,54.2,0.522,17.3,22.4,0.771,10.0,33.0,43.0,25.0,7.2,6.0,15.1,19.8,109.9,2022
6,Lg Rank,,13,12,17,10.0,12,12,11.0,17,22,7.0,18,19,13.0,11,9,7,16,7,30,3,14,12,2022
7,Year/Year,,-0.2%,-1.7%,-0.1%,-0.008,-6.4%,-1.7%,-0.018,0.4%,1.0%,-0.003,-0.5%,1.6%,-0.016,2.4%,-5.5%,-3.8%,-1.6%,-6.5%,15.5%,1.5%,8.3%,-2.1%,2022
0,Team,82.0,19780,3585,7551,0.475,985,2807,0.351,2600,4744,0.548,1432,1954,0.733,988,2835,3823,2135,680,473,1116,1643,9587,2023
1,Team/G,,241.2,43.7,92.1,0.475,12.0,34.2,0.351,31.7,57.9,0.548,17.5,23.8,0.733,12.0,34.6,46.6,26.0,8.3,5.8,13.6,20.0,116.9,2023
2,Lg Rank,,22,2,4,16.0,16,11,23.0,6,6,16.0,25,13,30.0,4,4,2,9,3,3,12,14,9,2023
3,Year/Year,,0.0%,0.4%,-2.4%,0.013,4.2%,4.8%,-0.002,-1.0%,-6.2%,0.029,2.8%,3.0%,-0.001,-14.8%,-1.3%,-5.2%,0.2%,-15.0%,-11.3%,3.1%,1.4%,1.1%,2023
4,Opponent,82.0,19780,3340,7365,0.453,1065,2998,0.355,2275,4367,0.521,1519,1931,0.787,902,2738,3640,2167,559,427,1240,1644,9264,2023
5,Opponent/G,,241.2,40.7,89.8,0.453,13.0,36.6,0.355,27.7,53.3,0.521,18.5,23.5,0.787,11.0,33.4,44.4,26.4,6.8,5.2,15.1,20.0,113.0,2023
6,Lg Rank,,22,7,22,1.0,26,27,9.0,3,11,3.0,16,14,22.0,24,19,21,27,7,24,6,16,11,2023
7,Year/Year,,0.0%,1.1%,1.3%,-0.001,7.9%,6.0%,0.006,-1.9%,-1.7%,-0.001,7.2%,5.1%,0.015,9.9%,1.2%,3.2%,5.9%,-4.9%,-13.9%,0.4%,1.2%,2.8%,2023
