,Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
3,Year/Year,,-0.1%,0.4%,0.5%,-0.0,24.9%,15.1%,0.029,-5.4%,-4.4%,-0.005,11.5%,12.2%,-0.005,7.3%,5.2%,5.8%,-1.6%,-3.0%,-12.5%,3.1%,2.5%,4.2%,2014
4,Opponent,82.0,19955,2957,6573,0.45,568,1578,0.36,2389,4995,0.478,1557,2071,0.752,854,2505,3359,1719,596,352,1224,1815,8039,2014
5,Opponent/G,,243.4,36.1,80.2,0.45,6.9,19.2,0.36,29.1,60.9,0.478,19.0,25.3,0.752,10.4,30.5,41.0,21.0,7.3,4.3,14.9,22.1,98.0,2014
6,Lg Rank,,2,5,6,10.0,7,6,16.0,10,14,9.0,24,24,7.0,8,5,4,10,9,11,13,5,7,2014
7,Year/Year,,-0.1%,-0.5%,1.2%,-0.008,4.0%,4.4%,-0.001,-1.5%,0.3%,-0.008,-2.9%,-3.6%,0.005,-2.6%,-1.5%,-1.8%,-4.3%,3.1%,-9.0%,4.7%,10.0%,-0.7%,2014
0,Team,82.0,19855,3108,6829,0.455,726,2060,0.352,2382,4769,0.499,1585,2014,0.787,881,2526,3407,1701,615,357,1057,1712,8527,2015
1,Team/G,,242.1,37.9,83.3,0.455,8.9,25.1,0.352,29.0,58.2,0.499,19.3,24.6,0.787,10.7,30.8,41.5,20.7,7.5,4.4,12.9,20.9,104.0,2015
2,Lg Rank,,13,11,14,12.0,8,9,11.0,20,23,8.0,4,7,2.0,15,27,26,22,18,23,3,18,4,2015
3,Year/Year,,-0.5%,3.9%,1.7%,0.01,1.8%,7.5%,-0.02,4.5%,-0.7%,0.025,-1.4%,-2.0%,0.005,-5.8%,-1.0%,-2.3%,-2.1%,6.6%,4.1%,-8.8%,-9.0%,2.7%,2015
4,Opponent,82.0,19855,3116,6787,0.459,633,1828,0.346,2483,4959,0.501,1410,1923,0.733,922,2559,3481,1870,567,413,1182,1668,8275,2015
5,Opponent/G,,242.1,38.0,82.8,0.459,7.7,22.3,0.346,30.3,60.5,0.501,17.2,23.5,0.733,11.2,31.2,42.5,22.8,6.9,5.0,14.4,20.3,100.9,2015
6,Lg Rank,,13,20,10,26.0,11,14,13.0,18,12,28.0,14,18,3.0,20,6,9,19,4,19,13,13,19,2015
7,Year/Year,,-0.5%,5.4%,3.3%,0.009,11.4%,15.8%,-0.014,3.9%,-0.7%,0.022,-9.4%,-7.1%,-0.019,8.0%,2.2%,3.6%,8.8%,-4.9%,17.3%,-3.4%,-8.1%,2.9%,2015
0,Team,82.0,19780,3006,6669,0.451,708,1915,0.37,2298,4754,0.483,1702,2190,0.777,836,2724,3560,1536,636,449,1073,1610,8422,2016
1,Team/G,,241.2,36.7,81.3,0.451,8.6,23.4,0.37,28.0,58.0,0.483,20.8,26.7,0.777,10.2,33.2,43.4,18.7,7.8,5.5,13.1,19.6,102.7,2016
2,Lg Rank,,23,27,28,15.0,14,19,5.0,23,20,18.0,2,3,12.0,19,18,16,29,15,11,5,9,14,2016
3,Year/Year,,-0.4%,-3.3%,-2.3%,-0.004,-2.5%,-7.0%,0.017,-3.5%,-0.3%,-0.016,7.4%,8.7%,-0.01,-5.1%,7.8%,4.5%,-9.7%,3.4%,25.8%,1.5%,-6.0%,-1.2%,2016
4,Opponent,82.0,19780,2991,6732,0.444,717,1922,0.373,2274,4810,0.473,1354,1809,0.748,782,2561,3343,1781,534,442,1094,1801,8053,2016
5,Opponent/G,,241.2,36.5,82.1,0.444,8.7,23.4,0.373,27.7,58.7,0.473,16.5,22.1,0.748,9.5,31.2,40.8,21.7,6.5,5.4,13.3,22.0,98.2,2016
6,Lg Rank,,23,4,4,11.0,17,12,29.0,3,7,5.0,6,6,8.0,8,4,4,12,1,20,23,3,3,2016
7,Year/Year,,-0.4%,-4.0%,-0.8%,-0.015,13.3%,5.1%,0.027,-8.4%,-3.0%,-0.028,-4.0%,-5.9%,0.015,-15.2%,0.1%,-4.0%,-4.8%,-5.8%,7.0%,-7.4%,8.0%,-2.7%,2016
0,Team,82.0,19780,3211,6918,0.464,725,1996,0.363,2486,4922,0.505,1615,2028,0.796,871,2676,3547,1517,677,400,1041,1708,8762,2017
1,Team/G,,241.2,39.2,84.4,0.464,8.8,24.3,0.363,30.3,60.0,0.505,19.7,24.7,0.796,10.6,32.6,43.3,18.5,8.3,4.9,12.7,20.8,106.9,2017
2,Lg Rank,,18,16,22,11.0,21,22,13.0,12,13,12.0,3,6,8.0,12,23,18,30,4,12,4,23,10,2017
3,Year/Year,,0.0%,6.8%,3.7%,0.013,2.4%,4.2%,-0.006,8.2%,3.5%,0.022,-5.1%,-7.4%,0.019,4.2%,-1.8%,-0.4%,-1.2%,6.4%,-10.9%,-3.0%,6.1%,4.0%,2017
4,Opponent,82.0,19780,3052,6801,0.449,794,2240,0.354,2258,4561,0.495,1519,1948,0.78,831,2619,3450,1786,547,392,1200,1666,8417,2017
5,Opponent/G,,241.2,37.2,82.9,0.449,9.7,27.3,0.354,27.5,55.6,0.495,18.5,23.8,0.78,10.1,31.9,42.1,21.8,6.7,4.8,14.6,20.3,102.6,2017
6,Lg Rank,,18,5,4,6.0,13,18,12.0,4,7,8.0,20,18,24.0,13,7,6,8,3,13,10,10,8,2017
7,Year/Year,,0.0%,2.0%,1.0%,0.004,10.7%,16.5%,-0.019,-0.7%,-5.2%,0.022,12.2%,7.7%,0.031,6.3%,2.3%,3.2%,0.3%,2.4%,-11.3%,9.7%,-7.5%,4.5%,2017
0,Team,82.0,19830,3383,7169,0.472,968,2705,0.358,2415,4464,0.541,1422,1790,0.794,800,2807,3607,1995,626,500,1095,1783,9156,2018
1,Team/G,,241.8,41.3,87.4,0.472,11.8,33.0,0.358,29.5,54.4,0.541,17.3,21.8,0.794,9.8,34.2,44.0,24.3,7.6,6.1,13.4,21.7,111.7,2018
2,Lg Rank,,8,3,6,7.0,4,3,18.0,13,25,3.0,9,13,4.0,14,11,14,6,18,2,6,27,4,2018
3,Year/Year,,0.3%,5.4%,3.6%,0.008,33.5%,35.5%,-0.005,-2.9%,-9.3%,0.036,-12.0%,-11.7%,-0.002,-8.2%,4.9%,1.7%,31.5%,-7.5%,25.0%,5.2%,4.4%,4.5%,2018
4,Opponent,82.0,19830,3149,7017,0.449,731,2046,0.357,2418,4971,0.486,1489,1941,0.767,806,2672,3478,1785,588,401,1176,1633,8518,2018
5,Opponent/G,,241.8,38.4,85.6,0.449,8.9,25.0,0.357,29.5,60.6,0.486,18.2,23.7,0.767,9.8,32.6,42.4,21.8,7.2,4.9,14.3,19.9,103.9,2018
6,Lg Rank,,8,8,14,5.0,1,2,11.0,21,27,3.0,26,27,16.0,17,5,7,7,5,18,12,16,6,2018
7,Year/Year,,0.3%,3.2%,3.2%,0.0,-7.9%,-8.7%,0.003,7.1%,9.0%,-0.009,-2.0%,-0.4%,-0.013,-3.0%,2.0%,0.8%,-0.1%,7.5%,2.3%,-2.0%,-2.0%,1.2%,2018
0,Team,82.0,19880,3460,7305,0.474,1015,2771,0.366,2445,4534,0.539,1449,1803,0.804,786,2920,3706,2085,680,437,1150,1724,9384,2019
1,Team/G,,242.4,42.2,89.1,0.474,12.4,33.8,0.366,29.8,55.3,0.539,17.7,22.0,0.804,9.6,35.6,45.2,25.4,8.3,5.3,14.0,21.0,114.4,2019
2,Lg Rank,,4,9,16,5.0,8,11,6.0,17,23,7.0,16,21,3.0,24,9,17,13,9,9,16,17,8,2019
3,Year/Year,,0.3%,2.3%,1.9%,0.002,4.9%,2.4%,0.008,1.2%,1.6%,-0.002,1.9%,0.7%,0.009,-1.7%,4.0%,2.7%,4.5%,8.6%,-12.6%,5.0%,-3.3%,2.5%,2019
4,Opponent,82.0,19880,3302,7352,0.449,882,2559,0.345,2420,4793,0.505,1399,1829,0.765,867,2804,3671,2012,622,368,1225,1683,8885,2019
5,Opponent/G,,242.4,40.3,89.7,0.449,10.8,31.2,0.345,29.5,58.5,0.505,17.1,22.3,0.765,10.6,34.2,44.8,24.5,7.6,4.5,14.9,20.5,108.4,2019
6,Lg Rank,,4,9,16,5.0,9,10,8.0,10,23,6.0,10,12,13.0,18,8,13,15,17,6,10,19,9,2019
7,Year/Year,,0.3%,4.9%,4.8%,0.0,20.7%,25.1%,-0.013,0.1%,-3.6%,0.018,-6.0%,-5.8%,-0.002,7.6%,4.9%,5.5%,12.7%,5.8%,-8.2%,4.2%,3.1%,4.3%,2019
0,Team,72.0,17380,2897,6331,0.458,995,2663,0.374,1902,3668,0.519,1329,1670,0.796,685,2583,3268,1816,636,358,1067,1559,8118,2020
1,Team/G,,241.4,40.2,87.9,0.458,13.8,37.0,0.374,26.4,50.9,0.519,18.5,23.2,0.796,9.5,35.9,45.4,25.2,8.8,5.0,14.8,21.7,112.8,2020
2,Lg Rank,,16,21,23,20.0,3,6,5.0,27,26,21.0,13,17,6.0,24,7,11,11,2,13,17,21,13,2020
3,Year/Year,,-0.4%,-4.6%,-1.3%,-0.016,11.6%,9.5%,0.007,-11.4%,-7.9%,-0.021,4.5%,5.5%,-0.008,-0.7%,0.7%,0.4%,-0.8%,6.5%,-6.7%,5.7%,3.0%,-1.5%,2020
4,Opponent,72.0,17380,2721,6359,0.428,943,2798,0.337,1778,3561,0.499,1284,1670,0.769,786,2530,3316,1841,520,395,1212,1466,7669,2020
5,Opponent/G,,241.4,37.8,88.3,0.428,13.1,38.9,0.337,24.7,49.5,0.499,17.8,23.2,0.769,10.9,35.1,46.1,25.6,7.2,5.5,16.8,20.4,106.5,2020
6,Lg Rank,,16,1,13,2.0,25,29,1.0,1,2,3.0,14,15,12.0,26,19,24,26,11,23,2,19,1,2020
7,Year/Year,,-0.4%,-6.2%,-1.5%,-0.021,21.8%,24.5%,-0.008,-16.3%,-15.4%,-0.006,4.5%,4.0%,0.004,3.2%,2.8%,2.9%,4.2%,-4.8%,22.2%,12.7%,-0.8%,-1.7%,2020
0,Team,72.0,17305,2859,6383,0.448,1041,2831,0.368,1818,3552,0.512,1252,1536,0.815,680,2314,2994,1735,618,389,952,1526,8011,2021
1,Team/G,,240.3,39.7,88.7,0.448,14.5,39.3,0.368,25.3,49.3,0.512,17.4,21.3,0.815,9.4,32.1,41.6,24.1,8.6,5.4,13.2,21.2,111.3,2021
2,Lg Rank,,24,23,12,26.0,4,4,15.0,29,26,25.0,10,17,4.0,20,29,28,20,4,4,8,28,19,2021
3,Year/Year,,-0.4%,-1.3%,0.8%,-0.01,4.6%,6.3%,-0.006,-4.4%,-3.2%,-0.007,-5.8%,-8.0%,0.019,-0.7%,-10.4%,-8.4%,-4.5%,-2.8%,8.7%,-10.8%,-2.1%,-1.3%,2021
4,Opponent,72.0,17305,2809,6099,0.461,1001,2641,0.379,1808,3458,0.523,1426,1785,0.799,720,2582,3302,1872,477,402,1161,1405,8045,2021
5,Opponent/G,,240.3,39.0,84.7,0.461,13.9,36.7,0.379,25.1,48.0,0.523,19.8,24.8,0.799,10.0,35.9,45.9,26.0,6.6,5.6,16.1,19.5,111.7,2021
6,Lg Rank,,24,2,1,10.0,26,24,24.0,2,2,8.0,28,28,29.0,22,25,23,26,4,27,1,12,15,2021
7,Year/Year,,-0.4%,3.2%,-4.1%,0.033,6.2%,-5.6%,0.042,1.7%,-2.9%,0.024,11.1%,6.9%,0.03,-8.4%,2.1%,-0.4%,1.7%,-8.3%,1.8%,-4.2%,-4.2%,4.9%,2021
0,Team,82.0,19855,3332,7489,0.445,979,2808,0.349,2353,4681,0.503,1327,1749,0.759,1095,2622,3717,1809,738,376,1021,1607,8970,2022
1,Team/G,,242.1,40.6,91.3,0.445,11.9,34.2,0.349,28.7,57.1,0.503,16.2,21.3,0.759,13.4,32.0,45.3,22.1,9.0,4.6,12.5,19.6,109.4,2022
2,Lg Rank,,5,14,4,25.0,19,19,20.0,13,5,28.0,23,21,23.0,2,30,8,29,2,17,2,13,20,2022
3,Year/Year,,0.7%,2.3%,3.0%,-0.003,-17.4%,-12.9%,-0.019,13.6%,15.7%,-0.009,-6.9%,-0.0%,-0.056,41.4%,-0.5%,9.0%,-8.5%,4.9%,-15.1%,-5.8%,-7.5%,-1.7%,2022
4,Opponent,82.0,19855,3197,6919,0.462,1014,2861,0.354,2183,4058,0.538,1374,1742,0.789,847,2764,3611,2076,549,416,1298,1563,8782,2022
5,Opponent/G,,242.1,39.0,84.4,0.462,12.4,34.9,0.354,26.6,49.5,0.538,16.8,21.2,0.789,10.3,33.7,44.0,25.3,6.7,5.1,15.8,19.1,107.1,2022
6,Lg Rank,,5,5,2,17.0,16,15,18.0,5,4,19.0,13,11,26.0,16,12,14,20,2,25,2,23,7,2022
7,Year/Year,,0.7%,-0.1%,-0.4%,0.001,-11.1%,-4.9%,-0.025,6.0%,3.0%,0.015,-15.4%,-14.3%,-0.01,3.3%,-6.0%,-4.0%,-2.6%,1.1%,-9.1%,-1.8%,-2.3%,-4.2%,2022
0,Team,82.0,19805,3434,7489,0.459,880,2626,0.335,2554,4863,0.525,1506,1922,0.784,1043,2485,3528,1961,772,424,956,1641,9254,2023
1,Team/G,,241.5,41.9,91.3,0.459,10.7,32.0,0.335,31.1,59.3,0.525,18.4,23.4,0.784,12.7,30.3,43.0,23.9,9.4,5.2,11.7,20.0,112.9,2023
2,Lg Rank,,18,19,5,27.0,28,21,28.0,7,3,28.0,17,18,17.0,2,30,18,23,1,9,1,13,24,2023
3,Year/Year,,-0.3%,3.1%,0.0%,0.014,-10.1%,-6.5%,-0.014,8.5%,3.9%,0.023,13.5%,9.9%,0.025,-4.7%,-5.2%,-5.1%,8.4%,4.6%,12.8%,-6.4%,2.1%,3.2%,2023
4,Opponent,82.0,19805,3312,6752,0.491,1001,2676,0.374,2311,4076,0.567,1508,1893,0.797,757,2709,3466,2148,492,376,1367,1604,9133,2023
5,Opponent/G,,241.5,40.4,82.3,0.491,12.2,32.6,0.374,28.2,49.7,0.567,18.4,23.1,0.797,9.2,33.0,42.3,26.2,6.0,4.6,16.7,19.6,111.4,2023
6,Lg Rank,,18,4,1,27.0,13,6,28.0,7,3,25.0,14,12,27.0,2,16,10,25,1,15,2,22,4,2023
7,Year/Year,,-0.3%,3.6%,-2.4%,0.028,-1.3%,-6.5%,0.02,5.9%,0.4%,0.029,9.8%,8.7%,0.008,-10.6%,-2.0%,-4.0%,3.5%,-10.4%,-9.6%,5.3%,2.6%,4.0%,2023
