,Unnamed: 0,G,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,PF,PTS,Year,STL,BLK,TOV,3P,3PA,3P%,2P,2PA,2P%
3,Year/Year,,0.9%,-1.5%,-2.1%,0.003,-1.4%,1.8%,-0.024,-2.3%,0.9%,-0.1%,4.1%,8.6%,-0.4%,1989,10.8%,-0.2%,14.8%,137.7%,79.7%,0.076,-4.4%,-5.5%,0.006
4,Opponent,82.0,19855,3413,7290,0.468,1806,2372,0.761,1145,2428,3573,2015,2013,8819,1989,800,439,1455,187,534,0.35,3226,6756,0.478
5,Opponent/G,,242.1,41.6,88.9,0.468,22.0,28.9,0.761,14.0,29.6,43.6,24.6,24.5,107.5,1989,9.8,5.4,17.7,2.3,6.5,0.35,39.3,82.4,0.478
6,Lg Rank,,3,8,13,7.0,11,14,7.0,8,15,14,4,6,9,1989,20,14,10,19,13,22.0,7,13,6.0
7,Year/Year,,0.9%,-1.2%,-1.8%,0.003,0.1%,0.9%,-0.006,-9.2%,-3.1%,-5.1%,3.3%,0.0%,-0.0%,1989,8.5%,20.3%,3.6%,73.1%,35.9%,0.075,-3.6%,-3.9%,0.001
0,Team,82.0,19805,3483,7250,0.48,1633,2267,0.72,1217,2638,3855,2194,1934,8752,1990,809,551,1513,153,491,0.312,3330,6759,0.493
1,Team/G,,241.5,42.5,88.4,0.48,19.9,27.6,0.72,14.8,32.2,47.0,26.8,23.6,106.7,1990,9.9,6.7,18.5,1.9,6.0,0.312,40.6,82.4,0.493
2,Lg Rank,,14,8,7,13.0,21,15,26.0,7,3,2,6,16,16,1990,4,2,25,18,18,18.0,8,8,12.0
3,Year/Year,,-0.3%,2.1%,0.8%,0.006,-14.5%,-10.3%,-0.035,0.5%,3.3%,2.4%,8.8%,-4.5%,-1.6%,1990,2.5%,10.0%,-3.6%,-6.7%,-6.1%,-0.002,2.5%,1.3%,0.006
4,Opponent,82.0,19805,3399,7322,0.464,1671,2256,0.741,1175,2460,3635,2010,1819,8632,1990,790,392,1428,163,556,0.293,3236,6766,0.478
5,Opponent/G,,241.5,41.5,89.3,0.464,20.4,27.5,0.741,14.3,30.0,44.3,24.5,22.2,105.3,1990,9.6,4.8,17.4,2.0,6.8,0.293,39.5,82.5,0.478
6,Lg Rank,,14,12,20,5.0,9,10,2.0,23,19,20,11,20,9,1990,24,11,5,8,16,1.0,13,20,8.0
7,Year/Year,,-0.3%,-0.4%,0.4%,-0.004,-7.5%,-4.9%,-0.021,2.6%,1.3%,1.7%,-0.2%,-9.6%,-2.1%,1990,-1.2%,-10.7%,-1.9%,-12.8%,4.1%,-0.057,0.3%,0.1%,0.001
0,Team,82.0,19855,3403,7287,0.467,1631,2200,0.741,1275,2508,3783,1906,1874,8753,1991,796,409,1402,316,989,0.32,3087,6298,0.49
1,Team/G,,242.1,41.5,88.9,0.467,19.9,26.8,0.741,15.5,30.6,46.1,23.2,22.9,106.7,1991,9.7,5.0,17.1,3.9,12.1,0.32,37.6,76.8,0.49
2,Lg Rank,,6,10,6,17.0,20,18,21.0,3,6,4,19,13,10,1991,6,15,22,2,2,13.0,20,20,14.0
3,Year/Year,,0.3%,-2.3%,0.5%,-0.013,-0.1%,-3.0%,0.021,4.8%,-4.9%,-1.9%,-13.1%,-3.1%,0.0%,1991,-1.6%,-25.8%,-7.3%,106.5%,101.4%,0.008,-7.3%,-6.8%,-0.003
4,Opponent,82.0,19855,3337,7316,0.456,1609,2086,0.771,1242,2431,3673,1965,1786,8466,1991,711,357,1415,183,621,0.295,3154,6695,0.471
5,Opponent/G,,242.1,40.7,89.2,0.456,19.6,25.4,0.771,15.1,29.6,44.8,24.0,21.8,103.2,1991,8.7,4.4,17.3,2.2,7.6,0.295,38.5,81.6,0.471
6,Lg Rank,,6,11,22,4.0,7,8,19.0,24,16,21,8,23,6,1991,16,6,7,12,18,1.0,11,21,4.0
7,Year/Year,,0.3%,-1.8%,-0.1%,-0.008,-3.7%,-7.5%,0.031,5.7%,-1.2%,1.0%,-2.2%,-1.8%,-1.9%,1991,-10.0%,-8.9%,-0.9%,12.3%,11.7%,0.002,-2.5%,-1.0%,-0.007
0,Team,82.0,19880,3273,6894,0.475,1491,2020,0.738,1074,2432,3506,2058,1769,8366,1992,656,571,1378,329,959,0.343,2944,5935,0.496
1,Team/G,,242.4,39.9,84.1,0.475,18.2,24.6,0.738,13.1,29.7,42.8,25.1,21.6,102.0,1992,8.0,7.0,16.8,4.0,11.7,0.343,35.9,72.4,0.496
2,Lg Rank,,3,20,24,11.0,25,22,22.0,23,12,19,12,9,19,1992,20,6,23,3,2,8.0,26,27,8.0
3,Year/Year,,0.1%,-3.8%,-5.4%,0.008,-8.6%,-8.2%,-0.003,-15.8%,-3.0%,-7.3%,8.0%,-5.6%,-4.4%,1992,-17.6%,39.6%,-1.7%,4.1%,-3.0%,0.024,-4.6%,-5.8%,0.006
4,Opponent,82.0,19880,3391,7317,0.463,1529,1985,0.77,1232,2406,3638,2131,1673,8507,1992,743,384,1174,196,574,0.341,3195,6743,0.474
5,Opponent/G,,242.4,41.4,89.2,0.463,18.6,24.2,0.77,15.0,29.3,44.4,26.0,20.4,103.7,1992,9.1,4.7,14.3,2.4,7.0,0.341,39.0,82.2,0.474
6,Lg Rank,,3,12,21,10.0,6,5,25.0,20,16,19,21,26,11,1992,20,3,23,10,4,18.0,12,23,9.0
7,Year/Year,,0.1%,1.6%,0.0%,0.007,-5.0%,-4.8%,-0.001,-0.8%,-1.0%,-1.0%,8.4%,-6.3%,0.5%,1992,4.5%,7.6%,-17.0%,7.1%,-7.6%,0.047,1.3%,0.7%,0.003
0,Team,82.0,19780,3280,6744,0.486,1584,2090,0.758,985,2532,3517,2115,1699,8531,1993,682,543,1295,387,1073,0.361,2893,5671,0.51
1,Team/G,,241.2,40.0,82.2,0.486,19.3,25.5,0.758,12.0,30.9,42.9,25.8,20.7,104.0,1993,8.3,6.6,15.8,4.7,13.1,0.361,35.3,69.2,0.51
2,Lg Rank,,16,18,25,8.0,20,23,13.0,24,5,15,8,3,18,1993,13,3,12,2,3,4.0,24,27,3.0
3,Year/Year,,-0.5%,0.2%,-2.2%,0.012,6.2%,3.5%,0.02,-8.3%,4.1%,0.3%,2.8%,-4.0%,2.0%,1993,4.0%,-4.9%,-6.0%,17.6%,11.9%,0.018,-1.7%,-4.4%,0.014
4,Opponent,82.0,19780,3255,7129,0.457,1432,1877,0.763,1167,2295,3462,1965,1793,8184,1993,717,327,1228,242,730,0.332,3013,6399,0.471
5,Opponent/G,,241.2,39.7,86.9,0.457,17.5,22.9,0.763,14.2,28.0,42.2,24.0,21.9,99.8,1993,8.7,4.0,15.0,3.0,8.9,0.332,36.7,78.0,0.471
6,Lg Rank,,16,7,18,3.0,3,2,20.0,21,4,10,8,23,3,1993,16,1,21,12,12,9.0,6,18,4.0
7,Year/Year,,-0.5%,-4.0%,-2.6%,-0.007,-6.3%,-5.4%,-0.007,-5.3%,-4.6%,-4.8%,-7.8%,7.2%,-3.8%,1993,-3.5%,-14.8%,4.6%,23.5%,27.2%,-0.01,-5.7%,-5.1%,-0.003
0,Team,82.0,19780,3197,6733,0.475,1469,1978,0.743,926,2619,3545,2087,1646,8292,1994,717,485,1338,429,1285,0.334,2768,5448,0.508
1,Team/G,,241.2,39.0,82.1,0.475,17.9,24.1,0.743,11.3,31.9,43.2,25.5,20.1,101.1,1994,8.7,5.9,16.3,5.2,15.7,0.334,33.8,66.4,0.508
2,Lg Rank,,8,13,22,10.0,22,23,12.0,27,1,10,8,4,13,1994,14,5,17,1,1,15.0,26,27,4.0
3,Year/Year,,0.0%,-2.5%,-0.2%,-0.012,-7.3%,-5.4%,-0.015,-6.0%,3.4%,0.8%,-1.3%,-3.1%,-2.8%,1994,5.1%,-10.7%,3.3%,10.9%,19.8%,-0.027,-4.3%,-3.9%,-0.002
4,Opponent,82.0,19780,3152,7166,0.44,1377,1871,0.736,1138,2434,3572,1901,1743,7938,1994,767,312,1221,257,841,0.306,2895,6325,0.458
5,Opponent/G,,241.2,38.4,87.4,0.44,16.8,22.8,0.736,13.9,29.7,43.6,23.2,21.3,96.8,1994,9.4,3.8,14.9,3.1,10.3,0.306,35.3,77.1,0.458
6,Lg Rank,,8,10,23,3.0,4,3,13.0,17,16,16,9,20,5,1994,19,1,23,10,17,3.0,11,21,3.0
7,Year/Year,,0.0%,-3.2%,0.5%,-0.017,-3.8%,-0.3%,-0.027,-2.5%,6.1%,3.2%,-3.3%,-2.8%,-3.0%,1994,7.0%,-4.6%,-0.6%,6.2%,15.2%,-0.026,-3.9%,-1.2%,-0.013
0,Team,82.0,19730,3159,6579,0.48,1527,2039,0.749,880,2440,3320,2060,1714,8491,1995,721,514,1322,646,1757,0.368,2513,4822,0.521
1,Team/G,,240.6,38.5,80.2,0.48,18.6,24.9,0.749,10.7,29.8,40.5,25.1,20.9,103.5,1995,8.8,6.3,16.1,7.9,21.4,0.368,30.6,58.8,0.521
2,Lg Rank,,25,13,18,6.0,20,23,10.0,25,6,19,7,3,8,1995,7,5,18,1,1,14.0,22,27,3.0
3,Year/Year,,-0.3%,-1.2%,-2.3%,0.005,3.9%,3.1%,0.006,-5.0%,-6.8%,-6.3%,-1.3%,4.1%,2.4%,1995,0.6%,6.0%,-1.2%,50.6%,36.7%,0.034,-9.2%,-11.5%,0.013
4,Opponent,82.0,19730,3202,7061,0.453,1407,1874,0.751,1165,2386,3551,1940,1779,8317,1995,744,365,1274,506,1345,0.376,2696,5716,0.472
5,Opponent/G,,240.6,39.0,86.1,0.453,17.2,22.9,0.751,14.2,29.1,43.3,23.7,21.7,101.4,1995,9.1,4.5,15.5,6.2,16.4,0.376,32.9,69.7,0.472
6,Lg Rank,,25,18,25,5.0,4,3,23.0,24,19,22,16,24,14,1995,24,3,18,23,22,22.0,16,20,2.0
7,Year/Year,,-0.3%,1.6%,-1.5%,0.014,2.2%,0.2%,0.015,2.4%,-2.0%,-0.6%,2.1%,2.1%,4.8%,1995,-3.0%,17.0%,4.3%,96.9%,59.9%,0.071,-6.9%,-9.6%,0.014
0,Team,82.0,19805,3078,6638,0.464,1611,2106,0.765,919,2455,3374,1982,1753,8404,1996,645,476,1245,637,1761,0.362,2441,4877,0.501
1,Team/G,,241.5,37.5,81.0,0.464,19.6,25.7,0.765,11.2,29.9,41.1,24.2,21.4,102.5,1996,7.9,5.8,15.2,7.8,21.5,0.362,29.8,59.5,0.501
2,Lg Rank,,15,13,12,15.0,15,18,5.0,26,7,13,8,5,11,1996,14,8,11,2,2,17.0,22,26,6.0
3,Year/Year,,0.4%,-2.6%,0.9%,-0.016,5.5%,3.3%,0.016,4.4%,0.6%,1.6%,-3.8%,2.3%,-1.0%,1996,-10.5%,-7.4%,-5.8%,-1.4%,0.2%,-0.006,-2.9%,1.1%,-0.021
4,Opponent,82.0,19805,3178,6910,0.46,1423,2012,0.707,1126,2499,3625,1945,1847,8261,1996,670,400,1224,482,1344,0.359,2696,5566,0.484
5,Opponent/G,,241.5,38.8,84.3,0.46,17.4,24.5,0.707,13.7,30.5,44.2,23.7,22.5,100.7,1996,8.2,4.9,14.9,5.9,16.4,0.359,32.9,67.9,0.484
6,Lg Rank,,15,23,28,14.0,4,8,1.0,27,26,25,20,19,17,1996,18,12,23,16,18,8.0,24,26,17.0
7,Year/Year,,0.4%,-0.7%,-2.1%,0.006,1.1%,7.4%,-0.044,-3.3%,4.7%,2.1%,0.3%,3.8%,-0.7%,1996,-9.9%,9.6%,-3.9%,-4.7%,-0.1%,-0.018,0.0%,-2.6%,0.013
0,Team,82.0,19855,3037,6484,0.468,1503,1992,0.755,927,2565,3492,2013,1610,8248,1997,685,347,1365,671,1839,0.365,2366,4645,0.509
1,Team/G,,242.1,37.0,79.1,0.468,18.3,24.3,0.755,11.3,31.3,42.6,24.5,19.6,100.6,1997,8.4,4.2,16.6,8.2,22.4,0.365,28.9,56.6,0.509
2,Lg Rank,,7,6,14,7.0,16,19,7.0,24,1,6,5,2,5,1997,11,24,26,2,2,11.0,22,26,2.0
3,Year/Year,,0.3%,-1.3%,-2.3%,0.005,-6.7%,-5.4%,-0.01,0.9%,4.5%,3.5%,1.6%,-8.2%,-1.9%,1997,6.2%,-27.1%,9.6%,5.3%,4.4%,0.003,-3.1%,-4.8%,0.009
4,Opponent,82.0,19855,3030,6845,0.443,1302,1785,0.729,1029,2332,3361,1835,1735,7881,1997,731,365,1172,519,1547,0.335,2511,5298,0.474
5,Opponent/G,,242.1,37.0,83.5,0.443,15.9,21.8,0.729,12.5,28.4,41.0,22.4,21.2,96.1,1997,8.9,4.5,14.3,6.3,18.9,0.335,30.6,64.6,0.474
6,Lg Rank,,7,21,27,11.0,3,4,5.0,12,15,15,19,24,13,1997,26,8,27,20,27,2.0,17,24,13.0
7,Year/Year,,0.3%,-4.7%,-0.9%,-0.017,-8.5%,-11.3%,0.022,-8.6%,-6.7%,-7.3%,-5.7%,-6.1%,-4.6%,1997,9.1%,-8.8%,-4.2%,7.7%,15.1%,-0.023,-6.9%,-4.8%,-0.01
0,Team,82.0,19830,2946,6513,0.452,1634,2120,0.771,987,2350,3337,1799,1653,8099,1998,686,294,1298,573,1670,0.343,2373,4843,0.49
1,Team/G,,241.8,35.9,79.4,0.452,19.9,25.9,0.771,12.0,28.7,40.7,21.9,20.2,98.8,1998,8.4,3.6,15.8,7.0,20.4,0.343,28.9,59.1,0.49
2,Lg Rank,,10,14,14,13.0,13,18,4.0,22,12,19,15,3,7,1998,13,28,18,2,1,16.0,28,28,5.0
3,Year/Year,,-0.1%,-3.0%,0.4%,-0.016,8.7%,6.4%,0.016,6.5%,-8.4%,-4.4%,-10.6%,2.7%,-1.8%,1998,0.1%,-15.3%,-4.9%,-14.6%,-9.2%,-0.022,0.3%,4.3%,-0.019
4,Opponent,82.0,19830,3173,6769,0.469,1406,1891,0.744,1041,2326,3367,1914,1747,8161,1998,732,365,1170,409,1120,0.365,2764,5649,0.489
5,Opponent/G,,241.8,38.7,82.5,0.469,17.1,23.1,0.744,12.7,28.4,41.1,23.3,21.3,99.5,1998,8.9,4.5,14.3,5.0,13.7,0.365,33.7,68.9,0.489
6,Lg Rank,,10,26,22,23.0,4,4,21.0,12,14,13,24,24,24,1998,22,4,22,25,25,26.0,26,20,23.0
7,Year/Year,,-0.1%,4.7%,-1.1%,0.026,8.0%,5.9%,0.014,1.2%,-0.3%,0.2%,4.3%,0.7%,3.6%,1998,0.1%,0.0%,-0.2%,-21.2%,-27.6%,0.03,10.1%,6.6%,0.015
0,Team,50.0,12075,1755,3798,0.462,865,1187,0.729,536,1540,2076,1058,960,4711,1999,386,260,812,336,914,0.368,1419,2884,0.492
1,Team/G,,241.5,35.1,76.0,0.462,17.3,23.7,0.729,10.7,30.8,41.5,21.2,19.2,94.2,1999,7.7,5.2,16.2,6.7,18.3,0.368,28.4,57.7,0.492
2,Lg Rank,,13,8,22,3.0,23,24,16.0,26,5,15,14,2,7,1999,24,13,24,1,3,4.0,21,28,2.0
3,Year/Year,,-0.1%,-2.3%,-4.4%,0.01,-13.2%,-8.2%,-0.042,-10.9%,7.5%,2.0%,-3.6%,-4.8%,-4.6%,1999,-7.7%,45.0%,2.6%,-3.8%,-10.2%,0.025,-1.9%,-2.3%,0.002
4,Opponent,50.0,12075,1793,4136,0.434,779,1062,0.734,664,1391,2055,1034,1030,4595,1999,441,245,653,230,645,0.357,1563,3491,0.448
5,Opponent/G,,241.5,35.9,82.7,0.434,15.6,21.2,0.734,13.3,27.8,41.1,20.7,20.6,91.9,1999,8.8,4.9,13.1,4.6,12.9,0.357,31.3,69.8,0.448
6,Lg Rank,,13,22,28,10.0,2,2,20.0,26,6,13,13,25,15,1999,22,17,28,19,12,26.0,22,27,9.0
7,Year/Year,,-0.1%,-7.3%,0.2%,-0.035,-9.1%,-7.9%,-0.01,4.6%,-1.9%,0.1%,-11.4%,-3.3%,-7.7%,1999,-1.2%,10.1%,-8.5%,-7.8%,-5.6%,-0.009,-7.3%,1.3%,-0.042
0,Team,82.0,19830,3001,6664,0.45,1573,2145,0.733,1008,2586,3594,1774,1663,8156,2000,613,438,1425,581,1625,0.358,2420,5039,0.48
1,Team/G,,241.8,36.6,81.3,0.45,19.2,26.2,0.733,12.3,31.5,43.8,21.6,20.3,99.5,2000,7.5,5.3,17.4,7.1,19.8,0.358,29.5,61.5,0.48
2,Lg Rank,,7,15,19,15.0,14,10,23.0,18,8,8,19,1,8,2000,19,12,26,2,2,15.0,28,29,8.0
3,Year/Year,,0.1%,4.3%,7.0%,-0.012,10.9%,10.2%,0.005,14.7%,2.4%,5.6%,2.2%,5.6%,5.6%,2000,-3.2%,2.7%,7.0%,5.4%,8.4%,-0.01,4.0%,6.5%,-0.012
4,Opponent,82.0,19830,3226,7074,0.456,1425,1829,0.779,1027,2451,3478,1863,1833,8227,2000,735,433,1126,350,990,0.354,2876,6084,0.473
5,Opponent/G,,241.8,39.3,86.3,0.456,17.4,22.3,0.779,12.5,29.9,42.4,22.7,22.4,100.3,2000,9.0,5.3,13.7,4.3,12.1,0.354,35.1,74.2,0.473
6,Lg Rank,,7,27,28,20.0,7,6,29.0,16,11,13,14,22,21,2000,27,17,27,3,1,15.0,29,28,17.0
7,Year/Year,,0.1%,9.7%,4.3%,0.023,11.5%,5.0%,0.046,-5.7%,7.4%,3.2%,9.9%,8.5%,9.2%,2000,1.6%,7.8%,5.1%,-7.2%,-6.4%,-0.003,12.2%,6.3%,0.025
0,Team,82.0,19830,2943,6494,0.453,1582,2086,0.758,919,2524,3443,1613,1657,7972,2001,587,358,1204,504,1412,0.357,2439,5082,0.48
1,Team/G,,241.8,35.9,79.2,0.453,19.3,25.4,0.758,11.2,30.8,42.0,19.7,20.2,97.2,2001,7.2,4.4,14.7,6.1,17.2,0.357,29.7,62.0,0.48
2,Lg Rank,,13,13,18,9.0,11,10,14.0,22,13,18,25,3,9,2001,22,26,11,5,4,10.0,22,27,4.0
3,Year/Year,,0.0%,-1.9%,-2.6%,0.003,0.6%,-2.8%,0.025,-8.8%,-2.4%,-4.2%,-9.1%,-0.4%,-2.3%,2001,-4.2%,-18.3%,-15.5%,-13.3%,-13.1%,-0.001,0.8%,0.9%,-0.0
4,Opponent,82.0,19830,3020,6733,0.449,1385,1862,0.744,988,2420,3408,1735,1771,7784,2001,605,400,1092,359,1015,0.354,2661,5718,0.465
5,Opponent/G,,241.8,36.8,82.1,0.449,16.9,22.7,0.744,12.0,29.5,41.6,21.2,21.6,94.9,2001,7.4,4.9,13.3,4.4,12.4,0.354,32.5,69.7,0.465
6,Lg Rank,,13,23,20,21.0,7,7,12.0,15,8,10,9,19,10,2001,9,10,26,6,4,16.0,24,25,21.0
7,Year/Year,,0.0%,-6.4%,-4.8%,-0.007,-2.8%,1.8%,-0.035,-3.8%,-1.3%,-2.0%,-6.9%,-3.4%,-5.4%,2001,-17.7%,-7.6%,-3.0%,2.6%,2.5%,0.0,-7.5%,-6.0%,-0.007
0,Team,82.0,19980,2837,6629,0.428,1402,1893,0.741,1025,2411,3436,1482,1476,7572,2002,537,445,1156,496,1480,0.335,2341,5149,0.455
1,Team/G,,243.7,34.6,80.8,0.428,17.1,23.1,0.741,12.5,29.4,41.9,18.1,18.0,92.3,2002,6.5,5.4,14.1,6.0,18.0,0.335,28.5,62.8,0.455
2,Lg Rank,,1,25,16,27.0,20,19,21.0,13,22,20,29,1,22,2002,27,14,10,7,6,23.0,27,26,20.0
3,Year/Year,,0.8%,-3.6%,2.1%,-0.025,-11.4%,-9.3%,-0.018,11.5%,-4.5%,-0.2%,-8.1%,-10.9%,-5.0%,2002,-8.5%,24.3%,-4.0%,-1.6%,4.8%,-0.022,-4.0%,1.3%,-0.025
4,Opponent,82.0,19980,3191,6875,0.464,1221,1623,0.752,1045,2507,3552,1838,1647,7973,2002,576,415,988,370,1028,0.36,2821,5847,0.482
5,Opponent/G,,243.7,38.9,83.8,0.464,14.9,19.8,0.752,12.7,30.6,43.3,22.4,20.1,97.2,2002,7.0,5.1,12.0,4.5,12.5,0.36,34.4,71.3,0.482
6,Lg Rank,,1,28,27,28.0,1,1,16.0,20,16,23,16,22,20,2002,4,15,29,2,2,22.0,29,28,27.0
7,Year/Year,,0.8%,5.7%,2.1%,0.016,-11.8%,-12.8%,0.008,5.8%,3.6%,4.2%,5.9%,-7.0%,2.4%,2002,-4.8%,3.8%,-9.5%,3.1%,1.3%,0.006,6.0%,2.3%,0.017
0,Team,82.0,19930,2840,6461,0.44,1569,2044,0.768,1024,2564,3588,1506,1602,7688,2003,594,493,1276,439,1267,0.346,2401,5194,0.462
1,Team/G,,243.0,34.6,78.8,0.44,19.1,24.9,0.768,12.5,31.3,43.8,18.4,19.5,93.8,2003,7.2,6.0,15.6,5.4,15.5,0.346,29.3,63.3,0.462
2,Lg Rank,,1,23,24,19.0,11,11,12.0,8,4,6,28,1,21,2003,23,5,21,12,12,16.0,24,23,13.0
3,Year/Year,,-0.3%,0.1%,-2.5%,0.012,11.9%,8.0%,0.027,-0.1%,6.3%,4.4%,1.6%,8.5%,1.5%,2003,10.6%,10.8%,10.4%,-11.5%,-14.4%,0.011,2.6%,0.9%,0.008
4,Opponent,82.0,19930,2891,6681,0.433,1399,1805,0.775,979,2353,3332,1683,1794,7567,2003,663,381,1082,386,1113,0.347,2505,5568,0.45
5,Opponent/G,,243.0,35.3,81.5,0.433,17.1,22.0,0.775,11.9,28.7,40.6,20.5,21.9,92.3,2003,8.1,4.6,13.2,4.7,13.6,0.347,30.5,67.9,0.45
6,Lg Rank,,1,13,17,5.0,7,4,29.0,17,4,6,7,14,8,2003,18,9,28,7,6,15.0,14,22,5.0
7,Year/Year,,-0.3%,-9.4%,-2.8%,-0.031,14.6%,11.2%,0.023,-6.3%,-6.1%,-6.2%,-8.4%,8.9%,-5.1%,2003,15.1%,-8.2%,9.5%,4.3%,8.3%,-0.013,-11.2%,-4.8%,-0.033
0,Team,82.0,19930,2738,6195,0.442,1371,1774,0.773,847,2647,3494,1579,1762,7362,2004,560,443,1373,515,1406,0.366,2223,4789,0.464
1,Team/G,,243.0,33.4,75.5,0.442,16.7,21.6,0.773,10.3,32.3,42.6,19.3,21.5,89.8,2004,6.8,5.4,16.7,6.3,17.1,0.366,27.1,58.4,0.464
2,Lg Rank,,3,25,28,13.0,24,25,8.0,28,2,13,26,18,25,2004,27,8,28,5,6,3.0,27,28,12.0
3,Year/Year,,0.0%,-3.6%,-4.1%,0.002,-12.6%,-13.2%,0.005,-17.3%,3.2%,-2.6%,4.8%,10.0%,-4.2%,2004,-5.7%,-10.1%,7.6%,17.3%,11.0%,0.02,-7.4%,-7.8%,0.002
4,Opponent,82.0,19930,2636,6405,0.412,1491,2024,0.737,907,2351,3258,1689,1695,7220,2004,710,359,1103,457,1227,0.372,2179,5178,0.421
5,Opponent/G,,243.0,32.1,78.1,0.412,18.2,24.7,0.737,11.1,28.7,39.7,20.6,20.7,88.0,2004,8.7,4.4,13.5,5.6,15.0,0.372,26.6,63.1,0.421
6,Lg Rank,,3,4,9,2.0,17,18,3.0,5,3,2,10,19,5,2004,26,4,28,23,14,27.0,2,8,1.0
7,Year/Year,,0.0%,-8.8%,-4.1%,-0.021,6.6%,12.1%,-0.038,-7.4%,-0.1%,-2.2%,0.4%,-5.5%,-4.6%,2004,7.1%,-5.8%,1.9%,18.4%,10.2%,0.026,-13.0%,-7.0%,-0.029
0,Team,82.0,19855,2846,6419,0.443,1551,1986,0.781,874,2601,3475,1733,1807,7796,2005,563,378,1135,553,1521,0.364,2293,4898,0.468
1,Team/G,,242.1,34.7,78.3,0.443,18.9,24.2,0.781,10.7,31.7,42.4,21.1,22.0,95.1,2005,6.9,4.6,13.8,6.7,18.5,0.364,28.0,59.7,0.468
2,Lg Rank,,11,25,24,20.0,21,26,7.0,27,3,13,16,9,20,2005,23,16,12,6,7,7.0,26,26,15.0
3,Year/Year,,-0.4%,3.9%,3.6%,0.001,13.1%,12.0%,0.008,3.2%,-1.7%,-0.5%,9.8%,2.6%,5.9%,2005,0.5%,-14.7%,-17.3%,7.4%,8.2%,-0.003,3.1%,2.3%,0.004
4,Opponent,82.0,19855,2720,6423,0.423,1571,2116,0.742,892,2444,3336,1696,1773,7465,2005,607,335,1087,454,1343,0.338,2266,5080,0.446
5,Opponent/G,,242.1,33.2,78.3,0.423,19.2,25.8,0.742,10.9,29.8,40.7,20.7,21.6,91.0,2005,7.4,4.1,13.3,5.5,16.4,0.338,27.6,62.0,0.446
6,Lg Rank,,11,4,9,2.0,12,12,2.0,3,16,8,8,23,3,2005,12,3,25,14,22,5.0,4,7,4.0
7,Year/Year,,-0.4%,3.2%,0.3%,0.012,5.4%,4.5%,0.006,-1.7%,4.0%,2.4%,0.4%,4.6%,3.4%,2005,-14.5%,-6.7%,-1.5%,-0.7%,9.5%,-0.034,4.0%,-1.9%,0.025
0,Team,82.0,19830,2708,6252,0.433,1502,1980,0.759,849,2565,3414,1580,1863,7387,2006,588,320,1193,469,1414,0.332,2239,4838,0.463
1,Team/G,,241.8,33.0,76.2,0.433,18.3,24.1,0.759,10.4,31.3,41.6,19.3,22.7,90.1,2006,7.2,3.9,14.5,5.7,17.2,0.332,27.3,59.0,0.463
2,Lg Rank,,17,30,26,29.0,23,24,8.0,24,5,11,23,13,29,2006,14,23,18,17,13,27.0,29,28,27.0
3,Year/Year,,-0.1%,-4.8%,-2.6%,-0.01,-3.2%,-0.3%,-0.022,-2.9%,-1.4%,-1.8%,-8.8%,3.1%,-5.2%,2006,4.4%,-15.3%,5.1%,-15.2%,-7.0%,-0.032,-2.4%,-1.2%,-0.005
4,Opponent,82.0,19830,2708,6310,0.429,1560,2135,0.731,874,2477,3351,1647,1716,7517,2006,582,373,1094,541,1465,0.369,2167,4845,0.447
5,Opponent/G,,241.8,33.0,77.0,0.429,19.0,26.0,0.731,10.7,30.2,40.9,20.1,20.9,91.7,2006,7.1,4.5,13.3,6.6,17.9,0.369,26.4,59.1,0.447
6,Lg Rank,,17,2,5,2.0,12,14,2.0,9,20,16,13,27,4,2006,13,11,26,27,27,25.0,1,3,2.0
7,Year/Year,,-0.1%,-0.4%,-1.8%,0.006,-0.7%,0.9%,-0.012,-2.0%,1.4%,0.4%,-2.9%,-3.2%,0.7%,2006,-4.1%,11.3%,0.6%,19.2%,9.1%,0.031,-4.4%,-4.6%,0.001
0,Team,82.0,19855,2906,6528,0.445,1436,1906,0.753,880,2673,3553,1704,1710,7953,2007,583,337,1162,705,1893,0.372,2201,4635,0.475
1,Team/G,,242.1,35.4,79.6,0.445,17.5,23.2,0.753,10.7,32.6,43.3,20.8,20.9,97.0,2007,7.1,4.1,14.2,8.6,23.1,0.372,26.8,56.5,0.475
2,Lg Rank,,14,23,15,27.0,27,28,16.0,22,1,4,16,7,17,2007,17,23,6,2,3,5.0,30,30,20.0
3,Year/Year,,0.1%,7.3%,4.4%,0.012,-4.4%,-3.7%,-0.005,3.7%,4.2%,4.1%,7.8%,-8.2%,7.7%,2007,-0.9%,5.3%,-2.6%,50.3%,33.9%,0.041,-1.7%,-4.2%,0.012
4,Opponent,82.0,19855,2793,6503,0.429,1497,2000,0.749,800,2548,3348,1588,1631,7555,2007,571,353,1163,472,1346,0.351,2321,5157,0.45
5,Opponent/G,,242.1,34.1,79.3,0.429,18.3,24.4,0.749,9.8,31.1,40.8,19.4,19.9,92.1,2007,7.0,4.3,14.2,5.8,16.4,0.351,28.3,62.9,0.45
6,Lg Rank,,14,3,15,1.0,8,8,12.0,1,25,12,5,30,3,2007,10,11,25,12,12,8.0,4,20,1.0
