,Unnamed: 0,G,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,PF,PTS,Year,STL,BLK,TOV,3P,3PA,3P%,2P,2PA,2P%
7,Year/Year,,0.1%,3.1%,3.1%,0.0,-4.0%,-6.3%,0.018,-8.5%,2.9%,-0.1%,-3.6%,-5.0%,0.5%,2007,-1.9%,-5.4%,6.3%,-12.8%,-8.1%,-0.019,7.1%,6.4%,0.003
0,Team,82.0,19730,3003,6698,0.448,1342,1848,0.726,1002,2659,3661,1757,1609,7931,2008,598,420,1125,583,1707,0.342,2420,4991,0.485
1,Team/G,,240.6,36.6,81.7,0.448,16.4,22.5,0.726,12.2,32.4,44.6,21.4,19.6,96.7,2008,7.3,5.1,13.7,7.1,20.8,0.342,29.5,60.9,0.485
2,Lg Rank,,25,17,14,21.0,28,25,25.0,9,6,1,15,6,22,2008,15,8,9,10,7,26.0,21,24,14.0
3,Year/Year,,-0.6%,3.3%,2.6%,0.003,-6.5%,-3.0%,-0.027,13.9%,-0.5%,3.0%,3.1%,-5.9%,-0.3%,2008,2.6%,24.6%,-3.2%,-17.3%,-9.8%,-0.031,10.0%,7.7%,0.01
4,Opponent,82.0,19730,2852,6594,0.433,1410,1912,0.737,894,2441,3335,1548,1615,7547,2008,622,379,1094,433,1186,0.365,2419,5408,0.447
5,Opponent/G,,240.6,34.8,80.4,0.433,17.2,23.3,0.737,10.9,29.8,40.7,18.9,19.7,92.0,2008,7.6,4.6,13.3,5.3,14.5,0.365,29.5,66.0,0.447
6,Lg Rank,,25,3,15,2.0,8,9,2.0,10,7,8,4,26,4,2008,19,13,23,4,2,19.0,7,23,1.0
7,Year/Year,,-0.6%,2.1%,1.4%,0.003,-5.8%,-4.4%,-0.011,11.7%,-4.2%,-0.4%,-2.5%,-1.0%,-0.1%,2008,8.9%,7.4%,-5.9%,-8.3%,-11.9%,0.014,4.2%,4.9%,-0.003
0,Team,82.0,19805,2959,6526,0.453,1531,1903,0.805,862,2662,3524,1662,1553,8070,2009,548,355,1158,621,1656,0.375,2338,4870,0.48
1,Team/G,,241.5,36.1,79.6,0.453,18.7,23.2,0.805,10.5,32.5,43.0,20.3,18.9,98.4,2009,6.7,4.3,14.1,7.6,20.2,0.375,28.5,59.4,0.48
2,Lg Rank,,14,23,21,22.0,17,21,5.0,22,2,4,22,2,17,2009,26,24,16,7,6,10.0,27,24,17.0
3,Year/Year,,0.4%,-1.5%,-2.6%,0.005,14.1%,3.0%,0.078,-14.0%,0.1%,-3.7%,-5.4%,-3.5%,1.8%,2009,-8.4%,-15.5%,2.9%,6.5%,-3.0%,0.033,-3.4%,-2.4%,-0.005
4,Opponent,82.0,19805,2991,6735,0.444,1296,1730,0.749,873,2399,3272,1620,1689,7742,2009,588,435,1012,464,1298,0.357,2527,5437,0.465
5,Opponent/G,,241.5,36.5,82.1,0.444,15.8,21.1,0.749,10.6,29.3,39.9,19.8,20.6,94.4,2009,7.2,5.3,12.3,5.7,15.8,0.357,30.8,66.3,0.465
6,Lg Rank,,14,13,17,5.0,2,2,1.0,11,9,6,8,16,7,2009,13,23,28,4,4,11.0,19,27,5.0
7,Year/Year,,0.4%,4.9%,2.1%,0.012,-8.1%,-9.5%,0.012,-2.3%,-1.7%,-1.9%,4.7%,4.6%,2.6%,2009,-5.5%,14.8%,-7.5%,7.2%,9.4%,-0.008,4.5%,0.5%,0.017
0,Team,82.0,19905,3094,6923,0.447,1561,2022,0.772,971,2471,3442,1790,1712,8395,2010,583,318,1188,646,1838,0.351,2448,5085,0.481
1,Team/G,,242.7,37.7,84.4,0.447,19.0,24.7,0.772,11.8,30.1,42.0,21.8,20.9,102.4,2010,7.1,3.9,14.5,7.9,22.4,0.351,29.9,62.0,0.481
2,Lg Rank,,2,16,3,26.0,14,13,10.0,5,21,13,11,17,8,2010,18,26,17,5,4,15.0,24,22,23.0
3,Year/Year,,0.5%,4.6%,6.1%,-0.007,2.0%,6.3%,-0.033,12.6%,-7.2%,-2.3%,7.7%,10.2%,4.0%,2010,6.4%,-10.4%,2.6%,4.0%,11.0%,-0.024,4.7%,4.4%,0.001
4,Opponent,82.0,19905,3236,6810,0.475,1464,1917,0.764,875,2632,3507,1716,1840,8425,2010,597,532,1207,489,1344,0.364,2747,5466,0.503
5,Opponent/G,,242.7,39.5,83.0,0.475,17.9,23.4,0.764,10.7,32.1,42.8,20.9,22.4,102.7,2010,7.3,6.5,14.7,6.0,16.4,0.364,33.5,66.7,0.503
6,Lg Rank,,2,25,20,23.0,14,13,22.0,12,24,23,16,2,22,2010,19,30,9,8,4,24.0,28,26,23.0
7,Year/Year,,0.5%,8.2%,1.1%,0.031,13.0%,10.8%,0.015,0.2%,9.7%,7.2%,5.9%,8.9%,8.8%,2010,1.5%,22.3%,19.3%,5.4%,3.5%,0.006,8.7%,0.5%,0.038
0,Team,82.0,19880,3170,6975,0.454,1668,2083,0.801,962,2549,3511,1955,1641,8685,2011,581,371,1110,677,1843,0.367,2493,5132,0.486
1,Team/G,,242.4,38.7,85.1,0.454,20.3,25.4,0.801,11.7,31.1,42.8,23.8,20.0,105.9,2011,7.1,4.5,13.5,8.3,22.5,0.367,30.4,62.6,0.486
2,Lg Rank,,6,4,4,21.0,5,7,4.0,9,12,7,1,11,3,2011,21,19,8,6,4,9.0,17,18,17.0
3,Year/Year,,-0.1%,2.5%,0.8%,0.008,6.9%,3.0%,0.029,-0.9%,3.2%,2.0%,9.2%,-4.1%,3.5%,2011,-0.3%,16.7%,-6.6%,4.8%,0.3%,0.016,1.8%,0.9%,0.004
4,Opponent,82.0,19880,3266,6979,0.468,1526,1954,0.781,955,2552,3507,1707,1754,8506,2011,588,449,1125,448,1250,0.358,2818,5729,0.492
5,Opponent/G,,242.4,39.8,85.1,0.468,18.6,23.8,0.781,11.6,31.1,42.8,20.8,21.4,103.7,2011,7.2,5.5,13.7,5.5,15.2,0.358,34.4,69.9,0.492
6,Lg Rank,,6,29,29,22.0,17,13,30.0,25,20,24,12,8,22,2011,15,22,21,4,1,15.0,30,30,18.0
7,Year/Year,,-0.1%,0.9%,2.5%,-0.007,4.2%,1.9%,0.017,9.1%,-3.0%,0.0%,-0.5%,-4.7%,1.0%,2011,-1.5%,-15.6%,-6.8%,-8.4%,-7.0%,-0.005,2.6%,4.8%,-0.011
0,Team,66.0,16065,2489,5543,0.449,1018,1301,0.782,769,2014,2783,1404,1347,6474,2012,496,319,955,478,1330,0.359,2011,4213,0.477
1,Team/G,,243.4,37.7,84.0,0.449,15.4,19.7,0.782,11.7,30.5,42.2,21.3,20.4,98.1,2012,7.5,4.8,14.5,7.2,20.2,0.359,30.5,63.8,0.477
2,Lg Rank,,3,7,3,14.0,24,28,4.0,14,17,15,12,22,9,2012,18,20,14,9,10,9.0,14,12,14.0
3,Year/Year,,0.4%,-2.4%,-1.3%,-0.005,-24.2%,-22.4%,-0.018,-0.7%,-1.8%,-1.5%,-10.8%,2.0%,-7.4%,2012,6.1%,6.8%,6.9%,-12.3%,-10.3%,-0.008,0.2%,2.0%,-0.008
4,Opponent,66.0,16065,2474,5427,0.456,1142,1490,0.766,729,2027,2756,1321,1215,6459,2012,495,340,972,369,1136,0.325,2105,4291,0.491
5,Opponent/G,,243.4,37.5,82.2,0.456,17.3,22.6,0.766,11.0,30.7,41.8,20.0,18.4,97.9,2012,7.5,5.2,14.7,5.6,17.2,0.325,31.9,65.0,0.491
6,Lg Rank,,3,20,20,23.0,19,17,27.0,12,13,14,10,25,19,2012,9,19,13,4,6,4.0,26,23,24.0
7,Year/Year,,0.4%,-5.9%,-3.4%,-0.012,-7.0%,-5.3%,-0.015,-5.2%,-1.3%,-2.4%,-3.9%,-13.9%,-5.7%,2012,4.6%,-5.9%,7.3%,2.3%,12.9%,-0.034,-7.2%,-6.9%,-0.001
0,Team,82.0,19780,3124,6782,0.461,1573,2087,0.754,909,2652,3561,1902,1662,8688,2013,679,359,1348,867,2369,0.366,2257,4413,0.511
1,Team/G,,241.2,38.1,82.7,0.461,19.2,25.5,0.754,11.1,32.3,43.4,23.2,20.3,106.0,2013,8.3,4.4,16.4,10.6,28.9,0.366,27.5,53.8,0.511
2,Lg Rank,,21,9,10,9.0,3,4,17.0,17,7,7,6,18,2,2013,9,24,30,2,2,9.0,29,29,6.0
3,Year/Year,,-0.9%,1.0%,-1.5%,0.012,24.4%,29.1%,-0.029,-4.9%,6.0%,3.0%,9.0%,-0.7%,8.0%,2013,10.2%,-9.4%,13.6%,46.0%,43.4%,0.007,-9.7%,-15.7%,0.034
4,Opponent,82.0,19780,3184,7007,0.454,1374,1771,0.776,876,2539,3415,1858,1674,8403,2013,693,498,1210,661,1798,0.368,2523,5209,0.484
5,Opponent/G,,241.2,38.8,85.5,0.454,16.8,21.6,0.776,10.7,31.0,41.6,22.7,20.4,102.5,2013,8.5,6.1,14.8,8.1,21.9,0.368,30.8,63.5,0.484
6,Lg Rank,,21,26,28,17.0,17,12,29.0,5,12,11,18,9,28,2013,28,26,14,28,27,22.0,21,22,16.0
7,Year/Year,,-0.9%,3.6%,3.9%,-0.001,-3.2%,-4.3%,0.009,-3.3%,0.8%,-0.3%,13.2%,10.9%,4.7%,2013,12.7%,17.9%,0.2%,44.2%,27.4%,0.043,-3.5%,-2.3%,-0.006
0,Team,82.0,19830,3118,6603,0.472,1814,2549,0.712,920,2797,3717,1755,1676,8829,2014,621,461,1323,779,2179,0.358,2339,4424,0.529
1,Team/G,,241.8,38.0,80.5,0.472,22.1,31.1,0.712,11.2,34.1,45.3,21.4,20.4,107.7,2014,7.6,5.6,16.1,9.5,26.6,0.358,28.5,54.0,0.529
2,Lg Rank,,15,15,26,5.0,1,1,28.0,15,3,4,18,15,2,2014,17,3,29,1,1,16.0,25,30,2.0
3,Year/Year,,0.3%,-0.2%,-2.6%,0.012,15.3%,22.1%,-0.042,1.2%,5.5%,4.4%,-7.7%,0.8%,1.6%,2014,-8.5%,28.4%,-1.9%,-10.1%,-8.0%,-0.008,3.6%,0.2%,0.017
4,Opponent,82.0,19830,3197,7218,0.443,1395,1844,0.757,977,2439,3416,1821,1993,8455,2014,704,460,1149,666,1889,0.353,2531,5329,0.475
5,Opponent/G,,241.8,39.0,88.0,0.443,17.0,22.5,0.757,11.9,29.7,41.7,22.2,24.3,103.1,2014,8.6,5.6,14.0,8.1,23.0,0.353,30.9,65.0,0.475
6,Lg Rank,,15,24,29,7.0,10,11,15.0,28,3,8,17,1,23,2014,28,26,22,20,25,9.0,21,26,7.0
7,Year/Year,,0.3%,0.4%,3.0%,-0.011,1.5%,4.1%,-0.019,11.5%,-3.9%,0.0%,-2.0%,19.1%,0.6%,2014,1.6%,-7.6%,-5.0%,0.8%,5.1%,-0.015,0.3%,2.3%,-0.009
0,Team,82.0,19805,3032,6832,0.444,1525,2133,0.715,958,2624,3582,1820,1803,8522,2015,777,407,1366,933,2680,0.348,2099,4152,0.506
1,Team/G,,241.5,37.0,83.3,0.444,18.6,26.0,0.715,11.7,32.0,43.7,22.2,22.0,103.9,2015,9.5,5.0,16.7,11.4,32.7,0.348,25.6,50.6,0.506
2,Lg Rank,,20,21,12,20.0,5,2,27.0,7,18,14,9,27,6,2015,3,10,28,1,1,14.0,29,30,5.0
3,Year/Year,,-0.1%,-2.8%,3.5%,-0.028,-15.9%,-16.3%,0.003,4.1%,-6.2%,-3.6%,3.7%,7.6%,-3.5%,2015,25.1%,-11.7%,3.3%,19.8%,23.0%,-0.009,-10.3%,-6.1%,-0.023
4,Opponent,82.0,19805,3092,6983,0.443,1451,1932,0.751,973,2621,3594,1752,1730,8240,2015,726,437,1342,605,1881,0.322,2487,5102,0.487
5,Opponent/G,,241.5,37.7,85.2,0.443,17.7,23.6,0.751,11.9,32.0,43.8,21.4,21.1,100.5,2015,8.9,5.3,16.4,7.4,22.9,0.322,30.3,62.2,0.487
6,Lg Rank,,20,15,25,12.0,20,19,17.0,29,13,19,12,7,17,2015,29,22,3,8,18,1.0,21,23,17.0
7,Year/Year,,-0.1%,-3.3%,-3.3%,-0.0,4.0%,4.8%,-0.005,-0.4%,7.5%,5.2%,-3.8%,-13.2%,-2.5%,2015,3.1%,-5.0%,16.8%,-9.2%,-0.4%,-0.031,-1.7%,-4.3%,0.013
0,Team,82.0,19830,3094,6847,0.452,1671,2407,0.694,930,2601,3531,1821,1790,8737,2016,821,430,1307,878,2533,0.347,2216,4314,0.514
1,Team/G,,241.8,37.7,83.5,0.452,20.4,29.4,0.694,11.3,31.7,43.1,22.2,21.8,106.5,2016,10.0,5.2,15.9,10.7,30.9,0.347,27.0,52.6,0.514
2,Lg Rank,,11,20,23,14.0,3,1,27.0,7,27,20,16,28,4,2016,1,13,27,3,2,19.0,28,30,5.0
3,Year/Year,,0.1%,2.0%,0.2%,0.008,9.6%,12.8%,-0.021,-2.9%,-0.9%,-1.4%,0.1%,-0.7%,2.5%,2016,5.7%,5.7%,-4.3%,-5.9%,-5.5%,-0.002,5.6%,3.9%,0.008
4,Opponent,82.0,19830,3200,6977,0.459,1525,2018,0.756,970,2690,3660,2015,1847,8721,2016,734,404,1360,796,2206,0.361,2404,4771,0.504
5,Opponent/G,,241.8,39.0,85.1,0.459,18.6,24.6,0.756,11.8,32.8,44.6,24.6,22.5,106.4,2016,9.0,4.9,16.6,9.7,26.9,0.361,29.3,58.2,0.504
6,Lg Rank,,11,22,21,19.0,23,24,15.0,30,10,21,29,1,25,2016,29,13,1,28,29,21.0,12,4,24.0
7,Year/Year,,0.1%,3.5%,-0.1%,0.016,5.1%,4.5%,0.005,-0.3%,2.6%,1.8%,15.0%,6.8%,5.8%,2016,1.1%,-7.6%,1.3%,31.6%,17.3%,0.039,-3.3%,-6.5%,0.016
0,Team,82.0,19780,3305,7152,0.462,1667,2177,0.766,892,2746,3638,2070,1634,9458,2017,670,352,1240,1181,3306,0.357,2124,3846,0.552
1,Team/G,,241.2,40.3,87.2,0.462,20.3,26.5,0.766,10.9,33.5,44.4,25.2,19.9,115.3,2017,8.2,4.3,15.1,14.4,40.3,0.357,25.9,46.9,0.552
2,Lg Rank,,18,4,7,12.0,2,1,20.0,9,15,8,3,15,2,2017,8,20,25,1,1,15.0,29,30,2.0
3,Year/Year,,-0.3%,6.8%,4.5%,0.01,-0.2%,-9.6%,0.072,-4.1%,5.6%,3.0%,13.7%,-8.7%,8.3%,2017,-18.4%,-18.1%,-5.1%,34.5%,30.5%,0.011,-4.2%,-10.8%,0.039
4,Opponent,82.0,19780,3375,7286,0.463,1415,1819,0.778,878,2735,3613,1979,1674,8985,2017,697,409,1235,820,2389,0.343,2555,4897,0.522
5,Opponent/G,,241.2,41.2,88.9,0.463,17.3,22.2,0.778,10.7,33.4,44.1,24.1,20.4,109.6,2017,8.5,5.0,15.1,10.0,29.1,0.343,31.2,59.7,0.522
6,Lg Rank,,18,27,27,23.0,11,10,23.0,23,17,19,27,8,26,2017,24,17,5,22,25,4.0,27,18,28.0
7,Year/Year,,-0.3%,5.5%,4.4%,0.005,-7.2%,-9.9%,0.022,-9.5%,1.7%,-1.3%,-1.8%,-9.4%,3.0%,2017,-5.0%,1.2%,-9.2%,3.0%,8.3%,-0.018,6.3%,2.6%,0.018
0,Team,82.0,19755,3174,6906,0.46,1609,2061,0.781,739,2825,3564,1767,1597,9213,2018,699,392,1135,1256,3470,0.362,1918,3436,0.558
1,Team/G,,240.9,38.7,84.2,0.46,19.6,25.1,0.781,9.0,34.5,43.5,21.5,19.5,112.4,2018,8.5,4.8,13.8,15.3,42.3,0.362,23.4,41.9,0.558
2,Lg Rank,,18,22,27,15.0,2,3,9.0,24,10,18,26,12,2,2018,5,15,12,1,1,14.0,30,30,2.0
3,Year/Year,,-0.1%,-4.0%,-3.4%,-0.003,-3.5%,-5.3%,0.015,-17.2%,2.9%,-2.0%,-14.6%,-2.3%,-2.6%,2018,4.3%,11.4%,-8.5%,6.4%,5.0%,0.005,-9.7%,-10.7%,0.006
4,Opponent,82.0,19755,3244,7017,0.462,1201,1610,0.746,710,2738,3448,1837,1670,8518,2018,609,363,1194,829,2365,0.351,2415,4652,0.519
5,Opponent/G,,240.9,39.6,85.6,0.462,14.6,19.6,0.746,8.7,33.4,42.0,22.4,20.4,103.9,2018,7.4,4.4,14.6,10.1,28.8,0.351,29.5,56.7,0.519
6,Lg Rank,,18,17,14,16.0,4,6,3.0,3,15,4,11,11,6,2018,11,5,10,9,11,7.0,19,14,21.0
7,Year/Year,,-0.1%,-3.9%,-3.7%,-0.001,-15.1%,-11.5%,-0.032,-19.1%,0.1%,-4.6%,-7.2%,-0.2%,-5.2%,2018,-12.6%,-11.2%,-3.3%,1.1%,-1.0%,0.007,-5.5%,-5.0%,-0.003
0,Team,82.0,19830,3218,7163,0.449,1582,2001,0.791,836,2613,3449,1741,1803,9341,2019,700,405,1094,1323,3721,0.356,1895,3442,0.551
1,Team/G,,241.8,39.2,87.4,0.449,19.3,24.4,0.791,10.2,31.9,42.1,21.2,22.0,113.9,2019,8.5,4.9,13.3,16.1,45.4,0.356,23.1,42.0,0.551
2,Lg Rank,,11,25,26,24.0,3,7,9.0,14,29,28,28,25,11,2019,5,18,6,1,1,12.0,30,30,3.0
3,Year/Year,,0.4%,1.4%,3.7%,-0.01,-1.7%,-2.9%,0.01,13.1%,-7.5%,-3.2%,-1.5%,12.9%,1.4%,2019,0.1%,3.3%,-3.6%,5.3%,7.2%,-0.006,-1.2%,0.2%,-0.008
4,Opponent,82.0,19830,3313,7106,0.466,1493,1944,0.768,899,2825,3724,1929,1640,8950,2019,607,369,1232,831,2444,0.34,2482,4662,0.532
5,Opponent/G,,241.8,40.4,86.7,0.466,18.2,23.7,0.768,11.0,34.5,45.4,23.5,20.0,109.1,2019,7.4,4.5,15.0,10.1,29.8,0.34,30.3,56.9,0.532
6,Lg Rank,,11,10,5,19.0,21,20,16.0,23,10,16,7,24,10,2019,11,8,9,3,4,2.0,20,13,23.0
7,Year/Year,,0.4%,2.1%,1.3%,0.004,24.3%,20.7%,0.022,26.6%,3.2%,8.0%,5.0%,-1.8%,5.1%,2019,-0.3%,1.7%,3.2%,0.2%,3.3%,-0.011,2.8%,0.2%,0.013
0,Team,72.0,17380,2936,6512,0.451,1484,1876,0.791,704,2484,3188,1557,1566,8482,2020,627,371,1057,1126,3261,0.345,1810,3251,0.557
1,Team/G,,241.4,40.8,90.4,0.451,20.6,26.1,0.791,9.8,34.5,44.3,21.6,21.8,117.8,2020,8.7,5.2,14.7,15.6,45.3,0.345,25.1,45.2,0.557
2,Lg Rank,,16,16,8,22.0,2,2,8.0,20,16,18,29,23,2,2020,3,10,15,1,1,24.0,30,30,2.0
3,Year/Year,,-0.2%,3.9%,3.5%,0.002,6.8%,6.8%,0.0,-4.1%,8.3%,5.3%,1.9%,-1.1%,3.4%,2020,2.0%,4.3%,10.0%,-3.1%,-0.2%,-0.01,8.8%,7.6%,0.006
4,Opponent,72.0,17380,3045,6589,0.462,1299,1706,0.761,803,2645,3448,1819,1515,8269,2020,578,354,1163,880,2522,0.349,2165,4067,0.532
5,Opponent/G,,241.4,42.3,91.5,0.462,18.0,23.7,0.761,11.2,36.7,47.9,25.3,21.0,114.8,2020,8.0,4.9,16.2,12.2,35.0,0.349,30.1,56.5,0.532
6,Lg Rank,,16,24,25,14.0,16,17,8.0,28,29,30,23,12,23,2020,22,15,3,14,22,8.0,24,22,20.0
7,Year/Year,,-0.2%,4.7%,5.6%,-0.004,-0.9%,-0.1%,-0.007,1.7%,6.6%,5.4%,7.4%,5.2%,5.2%,2020,8.4%,9.3%,7.5%,20.6%,17.5%,0.009,-0.7%,-0.6%,-0.0
0,Team,72.0,17305,2826,6372,0.444,1189,1606,0.74,671,2396,3067,1699,1407,7833,2021,546,361,1060,992,2923,0.339,1834,3449,0.532
1,Team/G,,240.3,39.3,88.5,0.444,16.5,22.3,0.74,9.3,33.3,42.6,23.6,19.5,108.8,2021,7.6,5.0,14.7,13.8,40.6,0.339,25.5,47.9,0.532
2,Lg Rank,,24,25,15,28.0,17,10,27.0,23,24,27,24,21,24,2021,14,14,23,9,3,28.0,28,28,15.0
3,Year/Year,,-0.4%,-3.7%,-2.1%,-0.007,-19.9%,-14.4%,-0.051,-4.7%,-3.5%,-3.8%,9.1%,-10.2%,-7.7%,2021,-12.9%,-2.7%,0.3%,-11.9%,-10.4%,-0.006,1.3%,6.1%,-0.025
4,Opponent,72.0,17305,3075,6411,0.48,1286,1642,0.783,713,2713,3426,1855,1388,8402,2021,611,378,1055,966,2532,0.382,2109,3879,0.544
5,Opponent/G,,240.3,42.7,89.0,0.48,17.9,22.8,0.783,9.9,37.7,47.6,25.8,19.3,116.7,2021,8.5,5.3,14.7,13.4,35.2,0.382,29.3,53.9,0.544
6,Lg Rank,,24,25,18,27.0,23,24,21.0,18,30,30,21,14,27,2021,27,21,11,23,19,27.0,19,12,25.0
7,Year/Year,,-0.4%,1.0%,-2.7%,0.018,-1.0%,-3.8%,0.022,-11.2%,2.6%,-0.6%,2.0%,-8.4%,1.6%,2021,5.7%,6.8%,-9.3%,9.8%,0.4%,0.033,-2.6%,-4.6%,0.011
0,Team,82.0,19755,3229,7083,0.456,1434,2010,0.713,786,2660,3446,1932,1692,8997,2022,600,382,1351,1105,3170,0.349,2124,3913,0.543
1,Team/G,,240.9,39.4,86.4,0.456,17.5,24.5,0.713,9.6,32.4,42.0,23.6,20.6,109.7,2022,7.3,4.7,16.5,13.5,38.7,0.349,25.9,47.7,0.543
2,Lg Rank,,19,24,22,24.0,10,1,30.0,21,28,30,23,26,19,2022,17,15,30,7,4,21.0,28,28,10.0
3,Year/Year,,0.2%,0.3%,-2.4%,0.012,5.9%,9.9%,-0.027,2.9%,-2.5%,-1.3%,-0.2%,5.6%,0.9%,2022,-3.5%,-7.1%,11.9%,-2.2%,-4.8%,0.009,1.7%,-0.4%,0.011
4,Opponent,82.0,19755,3562,7374,0.483,1520,1943,0.782,915,2831,3746,2103,1812,9692,2022,776,474,1155,1048,2966,0.353,2514,4408,0.57
5,Opponent/G,,240.9,43.4,89.9,0.483,18.5,23.7,0.782,11.2,34.5,45.7,25.6,22.1,118.2,2022,9.5,5.8,14.1,12.8,36.2,0.353,30.7,53.8,0.57
6,Lg Rank,,19,30,22,29.0,27,27,22.0,26,20,21,24,1,30,2022,30,28,10,20,21,17.0,30,18,30.0
7,Year/Year,,0.2%,1.7%,1.0%,0.003,3.8%,3.9%,-0.001,12.7%,-8.4%,-4.0%,-0.5%,14.6%,1.3%,2022,11.5%,10.1%,-3.9%,-4.7%,2.9%,-0.028,4.7%,-0.2%,0.027
0,Team,82.0,19755,3329,7287,0.457,1567,2078,0.754,1100,2695,3795,1835,1679,9081,2023,600,374,1332,856,2619,0.327,2473,4668,0.53
1,Team/G,,240.9,40.6,88.9,0.457,19.1,25.3,0.754,13.4,32.9,46.3,22.4,20.5,110.7,2023,7.3,4.6,16.2,10.4,31.9,0.327,30.2,56.9,0.53
2,Lg Rank,,25,25,14,28.0,10,4,25.0,1,17,4,30,21,28,2023,13,18,29,29,22,30.0,13,11,24.0
3,Year/Year,,0.0%,3.1%,2.9%,0.001,9.3%,3.4%,0.041,39.9%,1.3%,10.1%,-5.0%,-0.8%,0.9%,2023,0.0%,-2.1%,-1.4%,-22.5%,-17.4%,-0.022,16.4%,19.3%,-0.013
4,Opponent,82.0,19755,3480,7226,0.482,1576,1986,0.794,861,2543,3404,2143,1692,9725,2023,718,509,1079,1189,3183,0.374,2291,4043,0.567
5,Opponent/G,,240.9,42.4,88.1,0.482,19.2,24.2,0.794,10.5,31.0,41.5,26.1,20.6,118.6,2023,8.8,6.2,13.2,14.5,38.8,0.374,27.9,49.3,0.567
6,Lg Rank,,25,19,13,21.0,23,21,24.0,16,2,4,24,6,28,2023,30,30,22,30,30,27.0,6,2,24.0
7,Year/Year,,0.0%,-2.3%,-2.0%,-0.001,3.7%,2.2%,0.011,-5.9%,-10.2%,-9.1%,1.9%,-6.6%,0.3%,2023,-7.5%,7.4%,-6.6%,13.5%,7.3%,0.02,-8.9%,-8.3%,-0.004
