,Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
1,Team/G,,243.0,35.0,76.8,0.455,6.0,16.3,0.366,29.0,60.5,0.479,17.7,24.0,0.74,10.8,28.9,39.7,21.2,7.1,4.8,15.6,21.4,93.6,2009
2,Lg Rank,,2,29,30,18.0,23,22,15.0,23,21,19.0,26,18,27.0,18,25,27,10,19,14,27,20,30,2009
3,Year/Year,,0.3%,-3.2%,-3.9%,0.003,-7.4%,-7.2%,-0.001,-2.3%,-3.0%,0.003,-3.6%,-7.1%,0.027,-0.7%,-3.0%,-2.4%,-0.4%,-5.5%,-1.2%,6.2%,-1.3%,-3.5%,2009
4,Opponent,82.0,19930,2883,6349,0.454,558,1526,0.366,2325,4823,0.482,1457,1928,0.756,877,2310,3187,1604,626,488,1206,1714,7781,2009
5,Opponent/G,,243.0,35.2,77.4,0.454,6.8,18.6,0.366,28.4,58.8,0.482,17.8,23.5,0.756,10.7,28.2,38.9,19.6,7.6,6.0,14.7,20.9,94.9,2009
6,Lg Rank,,2,6,4,10.0,16,20,14.0,5,3,12.0,10,11,4.0,12,4,3,6,19,30,8,13,9,2009
7,Year/Year,,0.3%,-7.4%,-5.0%,-0.012,7.9%,4.8%,0.011,-10.5%,-7.7%,-0.015,-7.3%,-8.3%,0.008,-12.2%,-10.7%,-11.2%,-10.1%,0.2%,2.5%,2.5%,-0.4%,-6.5%,2009
0,Team,82.0,19880,2858,6306,0.453,460,1331,0.346,2398,4975,0.482,1637,2180,0.751,858,2490,3348,1658,632,446,1290,1597,7813,2010
1,Team/G,,242.4,34.9,76.9,0.453,5.6,16.2,0.346,29.2,60.7,0.482,20.0,26.6,0.751,10.5,30.4,40.8,20.2,7.7,5.4,15.7,19.5,95.3,2010
2,Lg Rank,,5,29,29,22.0,22,22,21.0,27,25,22.0,4,5,20.0,21,19,22,22,8,7,29,5,28,2010
3,Year/Year,,-0.3%,-0.3%,0.1%,-0.002,-6.1%,-0.6%,-0.02,0.9%,0.3%,0.003,12.5%,10.9%,0.01,-3.2%,5.2%,3.0%,-4.8%,9.0%,12.3%,0.9%,-9.0%,1.8%,2010
4,Opponent,82.0,19880,2925,6536,0.448,573,1696,0.338,2352,4840,0.486,1270,1710,0.743,868,2382,3250,1666,614,502,1256,1804,7693,2010
5,Opponent/G,,242.4,35.7,79.7,0.448,7.0,20.7,0.338,28.7,59.0,0.486,15.5,20.9,0.743,10.6,29.0,39.6,20.3,7.5,6.1,15.3,22.0,93.8,2010
6,Lg Rank,,5,5,7,6.0,26,30,2.0,2,2,13.0,1,1,1.0,9,5,6,11,20,29,3,6,1,2010
7,Year/Year,,-0.3%,1.5%,2.9%,-0.007,2.7%,11.1%,-0.028,1.2%,0.4%,0.004,-12.8%,-11.3%,-0.013,-1.0%,3.1%,2.0%,3.9%,-1.9%,2.9%,4.1%,5.3%,-1.1%,2010
0,Team,82.0,19805,2873,6365,0.451,393,1203,0.327,2480,5162,0.48,1511,1999,0.756,848,2444,3292,1728,524,433,1192,1637,7650,2011
1,Team/G,,241.5,35.0,77.6,0.451,4.8,14.7,0.327,30.2,63.0,0.48,18.4,24.4,0.756,10.3,29.8,40.1,21.1,6.4,5.3,14.5,20.0,93.3,2011
2,Lg Rank,,18,29,28,22.0,27,26,29.0,20,15,21.0,13,12,21.0,21,22,24,18,28,8,21,8,29,2011
3,Year/Year,,-0.4%,0.5%,0.9%,-0.002,-14.6%,-9.6%,-0.019,3.4%,3.8%,-0.002,-7.7%,-8.3%,0.005,-1.2%,-1.8%,-1.7%,4.2%,-17.1%,-2.9%,-7.6%,2.5%,-2.1%,2011
4,Opponent,82.0,19805,2956,6492,0.455,577,1609,0.359,2379,4883,0.487,1489,1908,0.78,804,2446,3250,1777,601,496,1082,1730,7978,2011
5,Opponent/G,,241.5,36.0,79.2,0.455,7.0,19.6,0.359,29.0,59.5,0.487,18.2,23.3,0.78,9.8,29.8,39.6,21.7,7.3,6.0,13.2,21.1,97.3,2011
6,Lg Rank,,18,8,8,10.0,24,26,16.0,8,3,15.0,13,9,29.0,2,10,5,18,16,29,27,13,11,2011
7,Year/Year,,-0.4%,1.1%,-0.7%,0.008,0.7%,-5.1%,0.021,1.1%,0.9%,0.001,17.2%,11.6%,0.038,-7.4%,2.7%,0.0%,6.7%,-2.1%,-1.2%,-13.9%,-4.1%,3.7%,2011
0,Team,66.0,15890,2193,5293,0.414,263,892,0.295,1930,4401,0.439,1090,1462,0.746,677,1894,2571,1326,397,361,957,1249,5739,2012
1,Team/G,,240.8,33.2,80.2,0.414,4.0,13.5,0.295,29.2,66.7,0.439,16.5,22.2,0.746,10.3,28.7,39.0,20.1,6.0,5.5,14.5,18.9,87.0,2012
2,Lg Rank,,26,30,23,30.0,29,27,30.0,21,5,30.0,16,14,20.0,26,28,29,19,29,8,16,10,30,2012
3,Year/Year,,-0.3%,-5.2%,3.3%,-0.037,-16.9%,-7.9%,-0.032,-3.3%,5.9%,-0.042,-10.4%,-9.1%,-0.01,-0.8%,-3.7%,-3.0%,-4.7%,-5.9%,3.6%,-0.3%,-5.2%,-6.8%,2012
4,Opponent,66.0,15890,2568,5411,0.475,406,1142,0.356,2162,4269,0.506,1115,1486,0.75,778,2193,2971,1537,499,378,890,1341,6657,2012
5,Opponent/G,,240.8,38.9,82.0,0.475,6.2,17.3,0.356,32.8,64.7,0.506,16.9,22.5,0.75,11.8,33.2,45.0,23.3,7.6,5.7,13.5,20.3,100.9,2012
6,Lg Rank,,26,28,18,29.0,9,8,22.0,28,22,29.0,15,15,13.0,21,30,29,28,11,25,25,9,27,2012
7,Year/Year,,-0.3%,7.9%,3.6%,0.019,-12.6%,-11.8%,-0.003,12.9%,8.6%,0.019,-7.0%,-3.2%,-0.03,20.2%,11.4%,13.6%,7.5%,3.2%,-5.3%,2.2%,-3.7%,3.7%,2012
0,Team,82.0,19805,2823,6649,0.425,469,1399,0.335,2354,5250,0.448,1546,2060,0.75,917,2389,3306,1587,591,479,1153,1561,7661,2013
1,Team/G,,241.5,34.4,81.1,0.425,5.7,17.1,0.335,28.7,64.0,0.448,18.9,25.1,0.75,11.2,29.1,40.3,19.4,7.2,5.8,14.1,19.0,93.4,2013
2,Lg Rank,,16,30,20,30.0,27,27,27.0,24,11,30.0,4,5,18.0,16,28,27,29,22,6,8,10,26,2013
3,Year/Year,,0.3%,3.6%,1.1%,0.01,43.5%,26.2%,0.04,-1.8%,-4.0%,0.01,14.2%,13.4%,0.005,9.0%,1.5%,3.5%,-3.7%,19.8%,6.8%,-3.0%,0.6%,7.4%,2013
4,Opponent,82.0,19805,3185,6762,0.471,716,1847,0.388,2469,4915,0.502,1332,1784,0.747,971,2645,3616,2071,569,565,1152,1746,8418,2013
5,Opponent/G,,241.5,38.8,82.5,0.471,8.7,22.5,0.388,30.1,59.9,0.502,16.2,21.8,0.747,11.8,32.3,44.1,25.3,6.9,6.9,14.0,21.3,102.7,2013
6,Lg Rank,,16,27,17,27.0,30,28,29.0,19,7,26.0,11,14,9.0,25,25,27,30,2,30,21,6,29,2013
7,Year/Year,,0.3%,-0.2%,0.6%,-0.004,41.9%,30.2%,0.032,-8.1%,-7.3%,-0.004,-3.8%,-3.4%,-0.004,0.5%,-2.9%,-2.0%,8.5%,-8.2%,20.3%,4.2%,4.8%,1.8%,2013
0,Team,82.0,19905,2976,6730,0.442,516,1471,0.351,2460,5259,0.468,1474,2000,0.737,776,2724,3500,1778,499,421,1010,1493,7942,2014
1,Team/G,,242.7,36.3,82.1,0.442,6.3,17.9,0.351,30.0,64.1,0.468,18.0,24.4,0.737,9.5,33.2,42.7,21.7,6.1,5.1,12.3,18.2,96.9,2014
2,Lg Rank,,6,25,21,25.0,25,27,23.0,14,8,27.0,14,11,24.0,25,7,16,16,29,8,1,1,23,2014
3,Year/Year,,0.5%,5.4%,1.2%,0.018,10.0%,5.1%,0.016,4.5%,0.2%,0.019,-4.7%,-2.9%,-0.013,-15.4%,14.0%,5.9%,12.0%,-15.6%,-12.1%,-12.4%,-4.4%,3.7%,2014
4,Opponent,82.0,19905,3022,6838,0.442,665,1800,0.369,2357,5038,0.468,1251,1649,0.759,785,2766,3551,1718,514,415,1090,1716,7960,2014
5,Opponent/G,,242.7,36.9,83.4,0.442,8.1,22.0,0.369,28.7,61.4,0.468,15.3,20.1,0.759,9.6,33.7,43.3,21.0,6.3,5.1,13.3,20.9,97.1,2014
6,Lg Rank,,6,10,16,6.0,19,16,24.0,9,15,5.0,2,2,18.0,1,28,21,9,2,21,28,9,4,2014
7,Year/Year,,0.5%,-5.1%,1.1%,-0.029,-7.1%,-2.5%,-0.018,-4.5%,2.5%,-0.034,-6.1%,-7.6%,0.012,-19.2%,4.6%,-1.8%,-17.0%,-9.7%,-26.5%,-5.4%,-1.7%,-5.4%,2014
0,Team,82.0,19905,2913,6932,0.42,498,1566,0.318,2415,5366,0.45,1397,1867,0.748,820,2793,3613,1654,499,448,976,1494,7721,2015
1,Team/G,,242.7,35.5,84.5,0.42,6.1,19.1,0.318,29.5,65.4,0.45,17.0,22.8,0.748,10.0,34.1,44.1,20.2,6.1,5.5,11.9,18.2,94.2,2015
2,Lg Rank,,6,26,10,29.0,26,24,30.0,17,5,29.0,13,15,19.0,26,6,10,28,30,7,1,2,28,2015
3,Year/Year,,0.0%,-2.1%,3.0%,-0.022,-3.5%,6.5%,-0.033,-1.8%,2.0%,-0.018,-5.2%,-6.6%,0.011,5.7%,2.5%,3.2%,-7.0%,0.0%,6.4%,-3.4%,0.1%,-2.8%,2015
4,Opponent,82.0,19905,3020,6863,0.44,649,1816,0.357,2371,5047,0.47,1292,1673,0.772,728,2890,3618,1815,502,440,1033,1708,7981,2015
5,Opponent/G,,242.7,36.8,83.7,0.44,7.9,22.1,0.357,28.9,61.5,0.47,15.8,20.4,0.772,8.9,35.2,44.1,22.1,6.1,5.4,12.6,20.8,97.3,2015
6,Lg Rank,,6,9,18,8.0,15,11,22.0,10,20,7.0,6,4,30.0,1,30,21,15,1,23,27,9,7,2015
7,Year/Year,,0.0%,-0.1%,0.4%,-0.002,-2.4%,0.9%,-0.012,0.6%,0.2%,0.002,3.3%,1.5%,0.014,-7.3%,4.5%,1.9%,5.6%,-2.3%,6.0%,-5.2%,-0.5%,0.3%,2015
0,Team,82.0,19855,3036,6922,0.439,873,2410,0.362,2163,4512,0.479,1534,1941,0.79,734,2869,3603,1778,595,438,1030,1487,8479,2016
1,Team/G,,242.1,37.0,84.4,0.439,10.6,29.4,0.362,26.4,55.0,0.479,18.7,23.7,0.79,9.0,35.0,43.9,21.7,7.3,5.3,12.6,18.1,103.4,2016
2,Lg Rank,,9,24,16,27.0,4,4,8.0,30,28,24.0,7,11,5.0,28,4,14,19,22,12,1,3,11,2016
3,Year/Year,,-0.3%,4.2%,-0.1%,0.018,75.3%,53.9%,0.044,-10.4%,-15.9%,0.029,9.8%,4.0%,0.042,-10.5%,2.7%,-0.3%,7.5%,19.2%,-2.2%,5.5%,-0.5%,9.8%,2016
4,Opponent,82.0,19855,3098,6971,0.444,726,2081,0.349,2372,4890,0.485,1334,1735,0.769,726,2936,3662,1901,553,448,1103,1670,8256,2016
5,Opponent/G,,242.1,37.8,85.0,0.444,8.9,25.4,0.349,28.9,59.6,0.485,16.3,21.2,0.769,8.9,35.8,44.7,23.2,6.7,5.5,13.5,20.4,100.7,2016
6,Lg Rank,,9,12,18,12.0,18,23,14.0,7,15,14.0,3,4,25.0,2,29,22,23,2,21,21,14,9,2016
7,Year/Year,,-0.3%,2.6%,1.6%,0.004,11.9%,14.6%,-0.009,0.0%,-3.1%,0.015,3.3%,3.7%,-0.003,-0.3%,1.6%,1.2%,4.7%,10.2%,1.8%,6.8%,-2.2%,3.4%,2016
0,Team,82.0,19830,3093,7000,0.442,824,2347,0.351,2269,4653,0.488,1591,1953,0.815,721,2853,3574,1891,571,390,942,1360,8601,2017
1,Team/G,,241.8,37.7,85.4,0.442,10.0,28.6,0.351,27.7,56.7,0.488,19.4,23.8,0.815,8.8,34.8,43.6,23.1,7.0,4.8,11.5,16.6,104.9,2017
2,Lg Rank,,10,26,15,26.0,11,9,18.0,22,21,27.0,5,10,1.0,26,4,16,11,27,17,1,1,16,2017
3,Year/Year,,-0.1%,1.9%,1.1%,0.003,-5.6%,-2.6%,-0.011,4.9%,3.1%,0.008,3.7%,0.6%,0.024,-1.8%,-0.6%,-0.8%,6.4%,-4.0%,-11.0%,-8.5%,-8.5%,1.4%,2017
4,Opponent,82.0,19830,3237,7092,0.456,950,2576,0.369,2287,4516,0.506,1161,1496,0.776,732,2909,3641,2012,539,450,1071,1631,8585,2017
5,Opponent/G,,241.8,39.5,86.5,0.456,11.6,31.4,0.369,27.9,55.1,0.506,14.2,18.2,0.776,8.9,35.5,44.4,24.5,6.6,5.5,13.1,19.9,104.7,2017
6,Lg Rank,,10,18,21,15.0,30,30,25.0,7,5,21.0,1,1,21.0,3,26,22,28,2,28,23,15,13,2017
7,Year/Year,,-0.1%,4.5%,1.7%,0.012,30.9%,23.8%,0.02,-3.6%,-7.6%,0.021,-13.0%,-13.8%,0.007,0.8%,-0.9%,-0.6%,5.8%,-2.5%,0.4%,-2.9%,-2.3%,4.0%,2017
0,Team,82.0,19780,3197,7106,0.45,824,2233,0.369,2373,4873,0.487,1656,2216,0.747,827,2901,3728,1770,559,373,1041,1409,8874,2018
1,Team/G,,241.2,39.0,86.7,0.45,10.0,27.2,0.369,28.9,59.4,0.487,20.2,27.0,0.747,10.1,35.4,45.5,21.6,6.8,4.5,12.7,17.2,108.2,2018
2,Lg Rank,,16,18,11,24.0,19,21,8.0,18,7,27.0,1,1,24.0,12,4,3,24,28,18,3,2,10,2018
3,Year/Year,,-0.3%,3.4%,1.5%,0.008,0.0%,-4.9%,0.018,4.6%,4.7%,-0.001,4.1%,13.5%,-0.067,14.7%,1.7%,4.3%,-6.4%,-2.1%,-4.4%,10.5%,3.6%,3.2%,2018
4,Opponent,82.0,19780,3370,7199,0.468,926,2467,0.375,2444,4732,0.516,1187,1494,0.795,692,2891,3583,2029,542,404,1112,1839,8853,2018
5,Opponent/G,,241.2,41.1,87.8,0.468,11.3,30.1,0.375,29.8,57.7,0.516,14.5,18.2,0.795,8.4,35.3,43.7,24.7,6.6,4.9,13.6,22.4,108.0,2018
6,Lg Rank,,16,25,24,22.0,26,19,27.0,23,19,19.0,2,1,30.0,2,25,19,26,2,20,24,1,19,2018
7,Year/Year,,-0.3%,4.1%,1.5%,0.012,-2.5%,-4.2%,0.007,6.9%,4.8%,0.01,2.2%,-0.1%,0.018,-5.5%,-0.6%,-1.6%,0.8%,0.6%,-10.2%,3.8%,12.8%,3.1%,2018
0,Team,82.0,19830,3297,7362,0.448,977,2783,0.351,2320,4579,0.507,1510,1895,0.797,814,2778,3592,1905,591,405,1001,1550,9081,2019
1,Team/G,,241.8,40.2,89.8,0.448,11.9,33.9,0.351,28.3,55.8,0.507,18.4,23.1,0.797,9.9,33.9,43.8,23.2,7.2,4.9,12.2,18.9,110.7,2019
2,Lg Rank,,11,21,12,26.0,11,10,18.0,24,19,22.0,9,16,6.0,19,22,23,24,21,18,2,3,19,2019
3,Year/Year,,0.3%,3.1%,3.6%,-0.002,18.6%,24.6%,-0.018,-2.2%,-6.0%,0.02,-8.8%,-14.5%,0.05,-1.6%,-4.2%,-3.6%,7.6%,5.7%,8.6%,-3.8%,10.0%,2.3%,2019
4,Opponent,82.0,19830,3436,7311,0.47,992,2748,0.361,2444,4563,0.536,1307,1660,0.787,825,2931,3756,2133,565,492,1109,1686,9171,2019
5,Opponent/G,,241.8,41.9,89.2,0.47,12.1,33.5,0.361,29.8,55.6,0.536,15.9,20.2,0.787,10.1,35.7,45.8,26.0,6.9,6.0,13.5,20.6,111.8,2019
6,Lg Rank,,11,20,13,25.0,25,22,23.0,14,7,24.0,5,2,30.0,12,25,21,26,4,29,17,18,17,2019
7,Year/Year,,0.3%,2.0%,1.6%,0.002,7.1%,11.4%,-0.014,0.0%,-3.6%,0.019,10.1%,11.1%,-0.007,19.2%,1.4%,4.8%,5.1%,4.2%,21.8%,-0.3%,-8.3%,3.6%,2019
0,Team,65.0,15750,2425,5586,0.434,785,2231,0.352,1640,3355,0.489,1052,1406,0.748,715,2066,2781,1549,428,268,949,1223,6687,2020
1,Team/G,,242.3,37.3,85.9,0.434,12.1,34.3,0.352,25.2,51.6,0.489,16.2,21.6,0.748,11.0,31.8,42.8,23.8,6.6,4.1,14.6,18.8,102.9,2020
2,Lg Rank,,26,30,26,30.0,15,14,19.0,29,25,30.0,26,25,24.0,3,29,26,19,26,25,14,3,30,2020
3,Year/Year,,0.2%,-7.2%,-4.3%,-0.014,1.4%,1.1%,0.001,-10.8%,-7.6%,-0.018,-12.1%,-6.4%,-0.049,10.8%,-6.2%,-2.3%,2.6%,-8.6%,-16.5%,19.6%,-0.5%,-7.1%,2020
4,Opponent,65.0,15750,2708,5690,0.476,803,2279,0.352,1905,3411,0.558,907,1197,0.758,711,2276,2987,1732,523,328,935,1337,7126,2020
5,Opponent/G,,242.3,41.7,87.5,0.476,12.4,35.1,0.352,29.3,52.5,0.558,14.0,18.4,0.758,10.9,35.0,46.0,26.6,8.0,5.0,14.4,20.6,109.6,2020
6,Lg Rank,,26,19,12,23.0,19,23,11.0,18,7,30.0,1,1,4.0,27,18,23,30,23,20,16,16,12,2020
7,Year/Year,,0.2%,-0.6%,-1.8%,0.006,2.1%,4.6%,-0.009,-1.7%,-5.7%,0.023,-12.5%,-9.0%,-0.03,8.7%,-2.0%,0.3%,2.4%,16.8%,-15.9%,6.4%,0.0%,-2.0%,2020
0,Team,72.0,17355,2875,6324,0.455,985,2666,0.369,1890,3658,0.517,1146,1505,0.761,762,2389,3151,1933,565,344,1069,1298,7881,2021
1,Team/G,,241.0,39.9,87.8,0.455,13.7,37.0,0.369,26.3,50.8,0.517,15.9,20.9,0.761,10.6,33.2,43.8,26.8,7.8,4.8,14.8,18.0,109.5,2021
2,Lg Rank,,19,22,20,22.0,10,9,14.0,26,23,22.0,26,24,21.0,6,25,19,5,10,16,24,5,23,2021
3,Year/Year,,-0.5%,7.0%,2.2%,0.02,13.3%,7.9%,0.018,4.0%,-1.6%,0.028,-1.7%,-3.4%,0.013,-3.8%,4.4%,2.3%,12.7%,19.2%,15.9%,1.7%,-4.2%,6.4%,2021
4,Opponent,72.0,17355,2972,6346,0.468,1042,2847,0.366,1930,3499,0.552,1034,1387,0.745,766,2487,3253,1951,582,347,1062,1340,8020,2021
5,Opponent/G,,241.0,41.3,88.1,0.468,14.5,39.5,0.366,26.8,48.6,0.552,14.4,19.3,0.745,10.6,34.5,45.2,27.1,8.1,4.8,14.8,18.6,111.4,2021
6,Lg Rank,,19,15,14,17.0,28,30,17.0,4,3,30.0,1,3,1.0,27,18,19,30,24,14,9,21,13,2021
7,Year/Year,,-0.5%,-0.9%,0.7%,-0.008,17.1%,12.8%,0.014,-8.5%,-7.4%,-0.007,2.9%,4.6%,-0.012,-2.7%,-1.4%,-1.7%,1.7%,0.5%,-4.5%,2.5%,-9.5%,1.6%,2021
0,Team,82.0,19880,3508,7497,0.468,1143,3130,0.365,2365,4367,0.542,1298,1753,0.74,888,2767,3655,2302,707,402,1087,1629,9457,2022
1,Team/G,,242.4,42.8,91.4,0.468,13.9,38.2,0.365,28.8,53.3,0.542,15.8,21.4,0.74,10.8,33.7,44.6,28.1,8.6,4.9,13.3,19.9,115.3,2022
2,Lg Rank,,3,4,3,11.0,5,6,6.0,12,15,11.0,25,19,27.0,9,21,12,1,5,11,10,18,4,2022
3,Year/Year,,0.6%,7.1%,4.1%,0.013,1.9%,3.1%,-0.004,9.9%,4.8%,0.025,-0.5%,2.3%,-0.021,2.3%,1.7%,1.8%,4.6%,9.9%,2.6%,-10.7%,10.2%,5.4%,2022
4,Opponent,82.0,19880,3444,7388,0.466,1148,3170,0.362,2296,4218,0.544,1385,1815,0.763,931,2920,3851,2169,617,377,1229,1609,9421,2022
5,Opponent/G,,242.4,42.0,90.1,0.466,14.0,38.7,0.362,28.0,51.4,0.544,16.9,22.1,0.763,11.4,35.6,47.0,26.5,7.5,4.6,15.0,19.6,114.9,2022
6,Lg Rank,,3,25,23,20.0,29,28,23.0,14,9,23.0,15,16,7.0,28,26,27,29,16,12,4,18,25,2022
7,Year/Year,,0.6%,1.7%,2.2%,-0.002,-3.3%,-2.2%,-0.004,4.5%,5.8%,-0.007,17.6%,14.9%,0.018,6.7%,3.1%,3.9%,-2.4%,-6.9%,-4.6%,1.6%,5.4%,3.1%,2022
0,Team,82.0,19830,3385,7413,0.457,881,2669,0.33,2504,4744,0.528,1447,1933,0.749,901,2751,3652,2062,634,425,1164,1661,9098,2023
1,Team/G,,241.8,41.3,90.4,0.457,10.7,32.5,0.33,30.5,57.9,0.528,17.6,23.6,0.749,11.0,33.5,44.5,25.1,7.7,5.2,14.2,20.3,111.0,2023
2,Lg Rank,,12,22,6,29.0,27,18,29.0,12,6,27.0,20,17,27.0,12,10,9,17,9,8,17,17,27,2023
3,Year/Year,,-0.3%,-3.5%,-1.1%,-0.011,-22.9%,-14.7%,-0.035,5.9%,8.6%,-0.014,11.5%,10.3%,0.008,1.5%,-0.6%,-0.1%,-10.4%,-10.3%,5.7%,7.1%,2.0%,-3.8%,2023
4,Opponent,82.0,19830,3522,7391,0.477,1004,2812,0.357,2518,4579,0.55,1562,1965,0.795,895,2892,3787,2127,573,471,1177,1667,9610,2023
5,Opponent/G,,241.8,43.0,90.1,0.477,12.2,34.3,0.357,30.7,55.8,0.55,19.0,24.0,0.795,10.9,35.3,46.2,25.9,7.0,5.7,14.4,20.3,117.2,2023
6,Lg Rank,,12,22,23,19.0,15,19,14.0,23,21,15.0,22,19,25.0,22,30,29,21,10,29,12,13,22,2023
7,Year/Year,,-0.3%,2.3%,0.0%,0.01,-12.5%,-11.3%,-0.005,9.7%,8.6%,0.006,12.8%,8.3%,0.032,-3.9%,-1.0%,-1.7%,-1.9%,-7.1%,24.9%,-4.2%,3.6%,2.0%,2023
