,Unnamed: 0,G,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,PF,PTS,Year,STL,BLK,TOV,3P,3PA,3P%,2P,2PA,2P%
0,Team,82.0,19755,3952,7254,0.545,1702,2232,0.763,1063,2550,3613,2575,1931,9696,1985,695,481,1537,90,295,0.305,3862,6959,0.555
1,Team/G,,240.9,48.2,88.5,0.545,20.8,27.2,0.763,13.0,31.1,44.1,31.4,23.5,118.2,1985,8.5,5.9,18.7,1.1,3.6,0.305,47.1,84.9,0.555
2,Lg Rank,,17,1,15,1.0,19,21,13.0,20,4,9,1,5,2,1985,11,8,15,7,8,6.0,1,15,1.0
3,Year/Year,,-0.1%,2.5%,0.1%,0.013,-0.6%,-1.8%,0.009,-2.9%,2.0%,0.5%,4.9%,-6.0%,2.3%,1985,-4.3%,0.6%,-2.6%,55.2%,30.5%,0.048,1.7%,-0.9%,0.015
4,Opponent,82.0,19755,3665,7639,0.48,1679,2244,0.748,1248,2078,3326,2313,1905,9093,1985,756,370,1365,84,297,0.283,3581,7342,0.488
5,Opponent/G,,240.9,44.7,93.2,0.48,20.5,27.4,0.748,15.2,25.3,40.6,28.2,23.2,110.9,1985,9.2,4.5,16.6,1.0,3.6,0.283,43.7,89.5,0.488
6,Lg Rank,,17,17,22,5.0,5,6,3.0,19,1,1,21,20,14,1985,17,3,18,20,20,12.0,17,21,6.0
7,Year/Year,,-0.1%,-0.2%,0.5%,-0.003,-4.8%,-4.3%,-0.003,-0.4%,-3.5%,-2.4%,2.3%,-3.4%,-0.8%,1985,-5.1%,-1.6%,-5.4%,33.3%,33.2%,0.0,-0.8%,-0.5%,-0.001
0,Team,82.0,19830,3834,7343,0.522,1812,2329,0.778,1101,2555,3656,2433,2031,9618,1986,693,419,1467,138,409,0.337,3696,6934,0.533
1,Team/G,,241.8,46.8,89.5,0.522,22.1,28.4,0.778,13.4,31.2,44.6,29.7,24.8,117.3,1986,8.5,5.1,17.9,1.7,5.0,0.337,45.1,84.6,0.533
2,Lg Rank,,7,1,5,1.0,15,17,5.0,15,3,7,1,7,1,1986,16,11,13,2,2,4.0,2,10,1.0
3,Year/Year,,0.4%,-3.0%,1.2%,-0.023,6.5%,4.3%,0.015,3.6%,0.2%,1.2%,-5.5%,5.2%,-0.8%,1986,-0.3%,-12.9%,-4.6%,53.3%,38.6%,0.032,-4.3%,-0.4%,-0.022
4,Opponent,82.0,19830,3577,7450,0.48,1778,2369,0.751,1104,2226,3330,2235,1992,8983,1986,792,359,1330,51,247,0.206,3526,7203,0.49
5,Opponent/G,,241.8,43.6,90.9,0.48,21.7,28.9,0.751,13.5,27.1,40.6,27.3,24.3,109.5,1986,9.7,4.4,16.2,0.6,3.0,0.206,43.0,87.8,0.49
6,Lg Rank,,7,13,20,9.0,6,6,7.0,5,1,1,17,17,10,1986,20,2,19,1,4,1.0,13,20,9.0
7,Year/Year,,0.4%,-2.4%,-2.5%,0.0,5.9%,5.6%,0.002,-11.5%,7.1%,0.1%,-3.4%,4.6%,-1.2%,1986,4.8%,-3.0%,-2.6%,-39.3%,-16.8%,-0.076,-1.5%,-1.9%,0.002
0,Team,82.0,19730,3740,7245,0.516,2012,2550,0.789,1127,2515,3642,2428,1853,9656,1987,728,482,1358,164,447,0.367,3576,6798,0.526
1,Team/G,,240.6,45.6,88.4,0.516,24.5,31.1,0.789,13.7,30.7,44.4,29.6,22.6,117.8,1987,8.9,5.9,16.6,2.0,5.5,0.367,43.6,82.9,0.526
2,Lg Rank,,21,2,14,2.0,4,10,4.0,19,3,11,1,4,2,1987,9,8,10,5,7,1.0,2,15,2.0
3,Year/Year,,-0.5%,-2.5%,-1.3%,-0.006,11.0%,9.5%,0.011,2.4%,-1.6%,-0.4%,-0.2%,-8.8%,0.4%,1987,5.1%,15.0%,-7.4%,18.8%,9.3%,0.029,-3.2%,-2.0%,-0.007
4,Opponent,82.0,19730,3520,7531,0.467,1731,2265,0.764,1280,2174,3454,2212,2004,8893,1987,721,404,1370,122,431,0.283,3398,7100,0.479
5,Opponent/G,,240.6,42.9,91.8,0.467,21.1,27.6,0.764,15.6,26.5,42.1,27.0,24.4,108.5,1987,8.8,4.9,16.7,1.5,5.3,0.283,41.4,86.6,0.479
6,Lg Rank,,21,12,23,6.0,5,6,14.0,20,1,3,19,14,12,1987,13,5,14,15,20,6.0,10,22,6.0
7,Year/Year,,-0.5%,-1.6%,1.1%,-0.013,-2.6%,-4.4%,0.014,15.9%,-2.3%,3.7%,-1.0%,0.6%,-1.0%,1987,-9.0%,12.5%,3.0%,139.2%,74.5%,0.077,-3.6%,-1.4%,-0.011
0,Team,82.0,19805,3576,7078,0.505,1956,2480,0.789,1073,2491,3564,2347,1715,9250,1988,672,404,1318,142,478,0.297,3434,6600,0.52
1,Team/G,,241.5,43.6,86.3,0.505,23.9,30.2,0.789,13.1,30.4,43.5,28.6,20.9,112.8,1988,8.2,4.9,16.1,1.7,5.8,0.297,41.9,80.5,0.52
2,Lg Rank,,5,5,17,2.0,5,6,5.0,20,4,11,3,1,5,1988,15,15,7,9,7,16.0,4,19,2.0
3,Year/Year,,0.4%,-4.4%,-2.3%,-0.011,-2.8%,-2.7%,-0.0,-4.8%,-1.0%,-2.1%,-3.3%,-7.4%,-4.2%,1988,-7.7%,-16.2%,-2.9%,-13.4%,6.9%,-0.07,-4.0%,-2.9%,-0.006
4,Opponent,82.0,19805,3551,7467,0.476,1538,2020,0.761,1175,2249,3424,2200,1940,8771,1988,732,390,1246,131,439,0.298,3420,7028,0.487
5,Opponent/G,,241.5,43.3,91.1,0.476,18.8,24.6,0.761,14.3,27.4,41.8,26.8,23.7,107.0,1988,8.9,4.8,15.2,1.6,5.4,0.298,41.7,85.7,0.487
6,Lg Rank,,5,18,22,9.0,2,2,8.0,15,4,6,17,18,11,1988,16,5,19,14,17,4.0,18,21,11.0
7,Year/Year,,0.4%,0.9%,-0.8%,0.008,-11.1%,-10.8%,-0.003,-8.2%,3.4%,-0.9%,-0.5%,-3.2%,-1.4%,1988,1.5%,-3.5%,-9.1%,7.4%,1.9%,0.015,0.6%,-1.0%,0.008
0,Team,82.0,19805,3584,7143,0.502,2011,2508,0.802,1094,2612,3706,2282,1672,9406,1989,724,421,1344,227,667,0.34,3357,6476,0.518
1,Team/G,,241.5,43.7,87.1,0.502,24.5,30.6,0.802,13.3,31.9,45.2,27.8,20.4,114.7,1989,8.8,5.1,16.4,2.8,8.1,0.34,40.9,79.0,0.518
2,Lg Rank,,10,6,17,2.0,4,5,2.0,20,2,6,2,2,5,1989,14,13,13,5,6,5.0,9,19,1.0
3,Year/Year,,0.0%,0.2%,0.9%,-0.003,2.8%,1.1%,0.013,2.0%,4.9%,4.0%,-2.8%,-2.5%,1.7%,1989,7.7%,4.2%,2.0%,59.9%,39.5%,0.043,-2.2%,-1.9%,-0.002
4,Opponent,82.0,19805,3541,7540,0.47,1542,2051,0.752,1178,2222,3400,2157,1941,8818,1989,752,432,1263,194,587,0.33,3347,6953,0.481
5,Opponent/G,,241.5,43.2,92.0,0.47,18.8,25.0,0.752,14.4,27.1,41.5,26.3,23.7,107.5,1989,9.2,5.3,15.4,2.4,7.2,0.33,40.8,84.8,0.481
6,Lg Rank,,10,15,22,9.0,2,3,2.0,12,2,4,20,12,8,1989,15,12,20,21,22,16.0,15,21,9.0
7,Year/Year,,0.0%,-0.3%,1.0%,-0.006,0.3%,1.5%,-0.01,0.3%,-1.2%,-0.7%,-2.0%,0.1%,0.5%,1989,2.7%,10.8%,1.4%,48.1%,33.7%,0.032,-2.1%,-1.1%,-0.005
0,Team,82.0,19855,3434,7010,0.49,1902,2417,0.787,1097,2460,3557,2232,1737,9079,1990,655,445,1226,309,841,0.367,3125,6169,0.507
1,Team/G,,242.1,41.9,85.5,0.49,23.2,29.5,0.787,13.4,30.0,43.4,27.2,21.2,110.7,1990,8.0,5.4,15.0,3.8,10.3,0.367,38.1,75.2,0.507
2,Lg Rank,,5,12,19,6.0,8,10,7.0,17,9,13,3,5,6,1990,20,11,5,2,2,4.0,19,24,6.0
3,Year/Year,,0.3%,-4.2%,-1.9%,-0.012,-5.4%,-3.6%,-0.015,0.3%,-5.8%,-4.0%,-2.2%,3.9%,-3.5%,1990,-9.5%,5.7%,-8.8%,36.1%,26.1%,0.027,-6.9%,-4.7%,-0.012
4,Opponent,82.0,19855,3382,7247,0.467,1584,2111,0.75,1131,2243,3374,2009,1909,8523,1990,669,426,1200,175,519,0.337,3207,6728,0.477
5,Opponent/G,,242.1,41.2,88.4,0.467,19.3,25.7,0.75,13.8,27.4,41.1,24.5,23.3,103.9,1990,8.2,5.2,14.6,2.1,6.3,0.337,39.1,82.0,0.477
6,Lg Rank,,5,10,19,8.0,2,4,4.0,13,5,8,10,13,7,1990,11,16,23,14,9,18.0,11,19,5.0
7,Year/Year,,0.3%,-4.5%,-3.9%,-0.003,2.7%,2.9%,-0.001,-4.0%,0.9%,-0.8%,-6.9%,-1.6%,-3.3%,1990,-11.0%,-1.4%,-5.0%,-9.8%,-11.6%,0.007,-4.2%,-3.2%,-0.005
0,Team,82.0,19830,3343,6911,0.484,1805,2261,0.798,1078,2440,3518,2091,1524,8717,1991,642,384,1203,226,744,0.304,3117,6167,0.505
1,Team/G,,241.8,40.8,84.3,0.484,22.0,27.6,0.798,13.1,29.8,42.9,25.5,18.6,106.3,1991,7.8,4.7,14.7,2.8,9.1,0.304,38.0,75.2,0.505
2,Lg Rank,,9,14,21,11.0,10,13,5.0,19,11,14,11,1,13,1991,21,19,5,9,9,19.0,17,26,5.0
3,Year/Year,,-0.1%,-2.6%,-1.4%,-0.006,-5.1%,-6.5%,0.011,-1.7%,-0.8%,-1.1%,-6.3%,-12.3%,-4.0%,1991,-2.0%,-13.7%,-1.9%,-26.9%,-11.5%,-0.064,-0.3%,-0.0%,-0.001
4,Opponent,82.0,19830,3354,7262,0.462,1278,1700,0.752,1131,2187,3318,1998,1823,8164,1991,668,334,1175,178,573,0.311,3176,6689,0.475
5,Opponent/G,,241.8,40.9,88.6,0.462,15.6,20.7,0.752,13.8,26.7,40.5,24.4,22.2,99.6,1991,8.1,4.1,14.3,2.2,7.0,0.311,38.7,81.6,0.475
6,Lg Rank,,9,14,17,8.0,1,1,4.0,15,3,4,11,20,2,1991,6,2,24,9,11,10.0,14,19,8.0
7,Year/Year,,-0.1%,-0.8%,0.2%,-0.005,-19.3%,-19.5%,0.001,0.0%,-2.5%,-1.7%,-0.5%,-4.5%,-4.2%,1991,-0.1%,-21.6%,-2.1%,1.7%,10.4%,-0.027,-1.0%,-0.6%,-0.002
0,Team,82.0,19830,3183,6977,0.456,1744,2278,0.766,1156,2196,3352,1803,1543,8229,1992,756,400,1089,119,445,0.267,3064,6532,0.469
1,Team/G,,241.8,38.8,85.1,0.456,21.3,27.8,0.766,14.1,26.8,40.9,22.0,18.8,100.4,1992,9.2,4.9,13.3,1.5,5.4,0.267,37.4,79.7,0.469
2,Lg Rank,,11,26,22,24.0,10,7,10.0,16,25,26,22,1,24,1992,8,17,3,24,22,27.0,20,13,23.0
3,Year/Year,,0.0%,-4.8%,1.0%,-0.028,-3.4%,0.8%,-0.033,7.2%,-10.0%,-4.7%,-13.8%,1.2%,-5.6%,1992,17.8%,4.2%,-9.5%,-47.3%,-40.2%,-0.036,-1.7%,5.9%,-0.036
4,Opponent,82.0,19830,3408,7095,0.48,1329,1744,0.762,1234,2384,3618,2173,1831,8319,1992,594,389,1256,174,596,0.292,3234,6499,0.498
5,Opponent/G,,241.8,41.6,86.5,0.48,16.2,21.3,0.762,15.0,29.1,44.1,26.5,22.3,101.5,1992,7.2,4.7,15.3,2.1,7.3,0.292,39.4,79.3,0.498
6,Lg Rank,,11,13,10,20.0,2,2,16.0,21,15,18,25,12,5,1992,1,5,15,3,7,1.0,17,13,21.0
7,Year/Year,,0.0%,1.6%,-2.3%,0.018,4.0%,2.6%,0.01,9.1%,9.0%,9.0%,8.8%,0.4%,1.9%,1992,-11.1%,16.5%,6.9%,-2.2%,4.0%,-0.019,1.8%,-2.8%,0.023
0,Team,82.0,19830,3309,6994,0.473,1741,2304,0.756,1103,2288,3391,2013,1778,8546,1993,782,431,1266,187,626,0.299,3122,6368,0.49
1,Team/G,,241.8,40.4,85.3,0.473,21.2,28.1,0.756,13.5,27.9,41.4,24.5,21.7,104.2,1993,9.5,5.3,15.4,2.3,7.6,0.299,38.1,77.7,0.49
2,Lg Rank,,9,16,18,14.0,14,13,15.0,16,21,24,15,6,17,1993,6,13,8,19,17,24.0,11,13,15.0
3,Year/Year,,0.0%,4.0%,0.2%,0.017,-0.2%,1.1%,-0.01,-4.6%,4.2%,1.2%,11.6%,15.2%,3.9%,1993,3.4%,7.8%,16.3%,57.1%,40.7%,0.031,1.9%,-2.5%,0.021
4,Opponent,82.0,19830,3438,7116,0.483,1529,2050,0.746,1158,2411,3569,2130,1872,8650,1993,686,384,1334,245,726,0.337,3193,6390,0.5
5,Opponent/G,,241.8,41.9,86.8,0.483,18.6,25.0,0.746,14.1,29.4,43.5,26.0,22.8,105.5,1993,8.4,4.7,16.3,3.0,8.9,0.337,38.9,77.9,0.5
6,Lg Rank,,9,21,16,21.0,6,6,8.0,18,17,19,23,16,14,1993,12,7,11,13,11,15.0,20,17,21.0
7,Year/Year,,0.0%,0.9%,0.3%,0.003,15.0%,17.5%,-0.016,-6.2%,1.1%,-1.4%,-2.0%,2.2%,4.0%,1993,15.5%,-1.3%,6.2%,40.8%,21.8%,0.046,-1.3%,-1.7%,0.002
0,Team,82.0,19755,3291,7316,0.45,1410,1967,0.717,1260,2204,3464,1983,1877,8233,1994,751,461,1197,241,803,0.3,3050,6513,0.468
1,Team/G,,240.9,40.1,89.2,0.45,17.2,24.0,0.717,15.4,26.9,42.2,24.2,22.9,100.4,1994,9.2,5.6,14.6,2.9,9.8,0.3,37.2,79.4,0.468
2,Lg Rank,,13,9,2,24.0,25,24,21.0,4,24,17,16,17,17,1994,8,6,4,18,14,24.0,7,3,23.0
3,Year/Year,,-0.4%,-0.5%,4.6%,-0.023,-19.0%,-14.6%,-0.039,14.2%,-3.7%,2.2%,-1.5%,5.6%,-3.7%,1994,-4.0%,7.0%,-5.5%,28.9%,28.3%,0.001,-2.3%,2.3%,-0.022
4,Opponent,82.0,19755,3337,7008,0.476,1683,2346,0.717,1284,2533,3817,2163,1659,8585,1994,664,427,1344,228,723,0.315,3109,6285,0.495
5,Opponent/G,,240.9,40.7,85.5,0.476,20.5,28.6,0.717,15.7,30.9,46.5,26.4,20.2,104.7,1994,8.1,5.2,16.4,2.8,8.8,0.315,37.9,76.6,0.495
6,Lg Rank,,13,19,15,21.0,16,18,2.0,25,23,26,24,25,19,1994,7,14,9,3,4,6.0,21,19,23.0
7,Year/Year,,-0.4%,-2.9%,-1.5%,-0.007,10.1%,14.4%,-0.028,10.9%,5.1%,6.9%,1.5%,-11.4%,-0.8%,1994,-3.2%,11.2%,0.7%,-6.9%,-0.4%,-0.022,-2.6%,-1.6%,-0.005
0,Team,82.0,19905,3284,7088,0.463,1523,2072,0.735,1126,2316,3442,2078,1933,8616,1995,750,563,1243,525,1492,0.352,2759,5596,0.493
1,Team/G,,242.7,40.0,86.4,0.463,18.6,25.3,0.735,13.7,28.2,42.0,25.3,23.6,105.1,1995,9.1,6.9,15.2,6.4,18.2,0.352,33.6,68.2,0.493
2,Lg Rank,,5,4,3,16.0,21,20,16.0,6,16,8,5,13,7,1995,5,3,6,7,5,19.0,8,7,13.0
3,Year/Year,,0.8%,-0.2%,-3.1%,0.013,8.0%,5.3%,0.018,-10.6%,5.1%,-0.6%,4.8%,3.0%,4.7%,1995,-0.1%,22.1%,3.8%,117.8%,85.8%,0.052,-9.5%,-14.1%,0.025
4,Opponent,82.0,19905,3299,7050,0.468,1580,2233,0.708,1283,2474,3757,2203,1807,8634,1995,644,489,1390,456,1294,0.352,2843,5756,0.494
5,Opponent/G,,242.7,40.2,86.0,0.468,19.3,27.2,0.708,15.6,30.2,45.8,26.9,22.0,105.3,1995,7.9,6.0,17.0,5.6,15.8,0.352,34.7,70.2,0.494
6,Lg Rank,,5,23,24,17.0,13,15,1.0,27,24,27,26,23,21,1995,8,23,4,16,20,10.0,24,23,17.0
7,Year/Year,,0.8%,-1.1%,0.6%,-0.008,-6.1%,-4.8%,-0.01,-0.1%,-2.3%,-1.6%,1.8%,8.9%,0.6%,1995,-3.0%,14.5%,3.4%,100.0%,79.0%,0.037,-8.6%,-8.4%,-0.001
0,Team,82.0,19680,3216,6706,0.48,1529,2049,0.746,995,2303,3298,2080,1702,8438,1996,722,516,1163,477,1359,0.351,2739,5347,0.512
1,Team/G,,240.0,39.2,81.8,0.48,18.6,25.0,0.746,12.1,28.1,40.2,25.4,20.8,102.9,1996,8.8,6.3,14.2,5.8,16.6,0.351,33.4,65.2,0.512
2,Lg Rank,,29,2,5,6.0,19,20,13.0,15,18,18,2,2,7,1996,6,4,3,18,12,22.0,4,14,3.0
3,Year/Year,,-1.1%,-2.1%,-5.4%,0.016,0.4%,-1.1%,0.011,-11.6%,-0.6%,-4.2%,0.1%,-12.0%,-2.1%,1996,-3.7%,-8.3%,-6.4%,-9.1%,-8.9%,-0.001,-0.7%,-4.4%,0.019
4,Opponent,82.0,19680,3118,6806,0.458,1395,1891,0.738,1146,2316,3462,2006,1806,8073,1996,588,483,1334,442,1203,0.367,2676,5603,0.478
5,Opponent/G,,240.0,38.0,83.0,0.458,17.0,23.1,0.738,14.0,28.2,42.2,24.5,22.0,98.5,1996,7.2,5.9,16.3,5.4,14.7,0.367,32.6,68.3,0.478
6,Lg Rank,,29,21,24,12.0,2,3,11.0,28,13,22,25,24,13,1996,7,24,11,5,5,17.0,22,27,12.0
7,Year/Year,,-1.1%,-5.5%,-3.5%,-0.01,-11.7%,-15.3%,0.03,-10.7%,-6.4%,-7.9%,-8.9%,-0.1%,-6.5%,1996,-8.7%,-1.2%,-4.0%,-3.1%,-7.0%,0.015,-5.9%,-2.7%,-0.016
0,Team,82.0,19930,3018,6642,0.454,1613,2330,0.692,1092,2414,3506,1845,1818,8200,1997,740,575,1222,551,1500,0.367,2467,5142,0.48
1,Team/G,,243.0,36.8,81.0,0.454,19.7,28.4,0.692,13.3,29.4,42.8,22.5,22.2,100.0,1997,9.0,7.0,14.9,6.7,18.3,0.367,30.1,62.7,0.48
2,Lg Rank,,1,7,9,15.0,9,4,29.0,8,7,5,11,16,8,1997,4,1,6,10,8,10.0,14,15,16.0
3,Year/Year,,1.3%,-6.2%,-1.0%,-0.025,5.5%,13.7%,-0.054,9.7%,4.8%,6.3%,-11.3%,6.8%,-2.8%,1997,2.5%,11.4%,5.1%,15.5%,10.4%,0.016,-9.9%,-3.8%,-0.032
4,Opponent,82.0,19930,2922,6619,0.441,1527,2126,0.718,1110,2368,3478,1880,1934,7850,1997,620,388,1341,479,1379,0.347,2443,5240,0.466
5,Opponent/G,,243.0,35.6,80.7,0.441,18.6,25.9,0.718,13.5,28.9,42.4,22.9,23.6,95.7,1997,7.6,4.7,16.4,5.8,16.8,0.347,29.8,63.9,0.466
6,Lg Rank,,1,11,19,10.0,14,16,1.0,27,20,20,21,4,12,1997,5,11,5,9,15,7.0,12,17,9.0
7,Year/Year,,1.3%,-6.3%,-2.7%,-0.017,9.5%,12.4%,-0.019,-3.1%,2.2%,0.5%,-6.3%,7.1%,-2.8%,1997,5.4%,-19.7%,0.5%,8.4%,14.6%,-0.02,-8.7%,-6.5%,-0.011
0,Team,82.0,19830,3146,6536,0.481,1863,2743,0.679,1079,2471,3550,2009,1859,8652,1998,734,556,1256,497,1415,0.351,2649,5121,0.517
1,Team/G,,241.8,38.4,79.7,0.481,22.7,33.5,0.679,13.2,30.1,43.3,24.5,22.7,105.5,1998,9.0,6.8,15.3,6.1,17.3,0.351,32.3,62.5,0.517
2,Lg Rank,,10,2,13,2.0,2,1,29.0,13,4,5,4,16,1,1998,7,3,14,5,5,12.0,11,26,1.0
3,Year/Year,,-0.5%,4.2%,-1.6%,0.027,15.5%,17.7%,-0.013,-1.2%,2.4%,1.3%,8.9%,2.3%,5.5%,1998,-0.8%,-3.3%,2.8%,-9.8%,-5.7%,-0.016,7.4%,-0.4%,0.038
4,Opponent,82.0,19830,2984,6800,0.439,1669,2281,0.732,1123,2339,3462,1841,2151,8017,1998,660,423,1281,380,1071,0.355,2604,5729,0.455
5,Opponent/G,,241.8,36.4,82.9,0.439,20.4,27.8,0.732,13.7,28.5,42.2,22.5,26.2,97.8,1998,8.0,5.2,15.6,4.6,13.1,0.355,31.8,69.9,0.455
6,Lg Rank,,10,19,25,8.0,24,22,10.0,22,16,20,21,1,20,1998,14,19,10,19,18,19.0,15,25,8.0
7,Year/Year,,-0.5%,2.1%,2.7%,-0.003,9.3%,7.3%,0.013,1.2%,-1.2%,-0.5%,-2.1%,11.2%,2.1%,1998,6.5%,9.0%,-4.5%,-20.7%,-22.3%,0.007,6.6%,9.3%,-0.012
0,Team,50.0,12050,1841,3935,0.468,1027,1503,0.683,619,1482,2101,1095,1231,4950,1999,389,287,754,241,685,0.352,1600,3250,0.492
1,Team/G,,241.0,36.8,78.7,0.468,20.5,30.1,0.683,12.4,29.6,42.0,21.9,24.6,99.0,1999,7.8,5.7,15.1,4.8,13.7,0.352,32.0,65.0,0.492
2,Lg Rank,,19,2,15,1.0,5,2,26.0,16,11,13,7,28,2,1999,23,6,11,12,10,12.0,3,16,1.0
3,Year/Year,,-0.3%,-4.0%,-1.3%,-0.013,-9.6%,-10.1%,0.004,-5.9%,-1.6%,-2.9%,-10.6%,8.6%,-6.2%,1999,-13.1%,-15.3%,-1.5%,-20.5%,-20.6%,0.001,-0.9%,4.1%,-0.025
4,Opponent,50.0,12050,1759,3992,0.441,1064,1501,0.709,628,1403,2031,1062,1271,4799,1999,408,196,716,217,653,0.332,1542,3339,0.462
5,Opponent/G,,241.0,35.2,79.8,0.441,21.3,30.0,0.709,12.6,28.1,40.6,21.2,25.4,96.0,1999,8.2,3.9,14.3,4.3,13.1,0.332,30.8,66.8,0.462
6,Lg Rank,,19,20,22,17.0,26,27,4.0,17,10,10,17,2,25,1999,13,3,23,12,14,9.0,20,23,16.0
7,Year/Year,,-0.3%,-3.3%,-3.7%,0.002,4.6%,7.9%,-0.023,-8.3%,-1.6%,-3.8%,-5.4%,-3.1%,-1.8%,1999,1.4%,-24.0%,-8.3%,-6.3%,-0.0%,-0.022,-2.9%,-4.4%,0.007
0,Team,82.0,19805,3137,6836,0.459,1649,2368,0.696,1117,2738,3855,1921,1841,8267,2000,613,534,1143,344,1047,0.329,2793,5789,0.482
1,Team/G,,241.5,38.3,83.4,0.459,20.1,28.9,0.696,13.6,33.4,47.0,23.4,22.5,100.8,2000,7.5,6.5,13.9,4.2,12.8,0.329,34.1,70.6,0.482
2,Lg Rank,,14,6,11,7.0,6,3,28.0,5,1,1,10,10,6,2000,19,4,5,18,17,25.0,3,8,4.0
3,Year/Year,,0.2%,3.9%,5.9%,-0.009,-2.1%,-3.9%,0.013,10.0%,12.7%,11.9%,7.0%,-8.8%,1.8%,2000,-3.9%,13.5%,-7.6%,-13.0%,-6.8%,-0.023,6.4%,8.6%,-0.01
4,Opponent,82.0,19805,2838,6824,0.416,1518,2045,0.742,1007,2531,3538,1597,2099,7566,2000,627,345,1196,372,1142,0.326,2466,5682,0.434
5,Opponent/G,,241.5,34.6,83.2,0.416,18.5,24.9,0.742,12.3,30.9,43.1,19.5,25.6,92.3,2000,7.6,4.2,14.6,4.5,13.9,0.326,30.1,69.3,0.434
6,Lg Rank,,14,6,20,1.0,14,15,7.0,14,17,18,2,2,6,2000,13,4,20,9,18,1.0,7,19,1.0
7,Year/Year,,0.2%,-1.6%,4.2%,-0.025,-13.0%,-16.9%,0.033,-2.2%,10.0%,6.2%,-8.3%,0.7%,-3.9%,2000,-6.3%,7.3%,1.9%,4.5%,6.6%,-0.007,-2.5%,3.8%,-0.028
0,Team,82.0,19905,3109,6685,0.465,1594,2333,0.683,1085,2583,3668,1888,1872,8251,2001,564,490,1184,439,1275,0.344,2670,5410,0.494
1,Team/G,,242.7,37.9,81.5,0.465,19.4,28.5,0.683,13.2,31.5,44.7,23.0,22.8,100.6,2001,6.9,6.0,14.4,5.4,15.5,0.344,32.6,66.0,0.494
2,Lg Rank,,6,4,11,3.0,10,2,29.0,4,7,5,9,17,3,2001,25,6,9,11,9,20.0,2,19,1.0
3,Year/Year,,0.5%,-0.9%,-2.2%,0.006,-3.3%,-1.5%,-0.013,-2.9%,-5.7%,-4.9%,-1.7%,1.7%,-0.2%,2001,-8.0%,-8.2%,3.6%,27.6%,21.8%,0.016,-4.4%,-6.5%,0.011
4,Opponent,82.0,19905,2983,6815,0.438,1595,2114,0.754,981,2407,3388,1659,2002,7974,2001,619,324,1073,413,1168,0.354,2570,5647,0.455
5,Opponent/G,,242.7,36.4,83.1,0.438,19.5,25.8,0.754,12.0,29.4,41.3,20.2,24.4,97.2,2001,7.5,4.0,13.1,5.0,14.2,0.354,31.3,68.9,0.455
6,Lg Rank,,6,19,26,11.0,18,17,21.0,13,5,7,6,3,23,2001,11,1,28,18,20,15.0,18,22,12.0
7,Year/Year,,0.5%,5.1%,-0.1%,0.022,5.1%,3.4%,0.012,-2.6%,-4.9%,-4.2%,3.9%,-4.6%,5.4%,2001,-1.3%,-6.1%,-10.3%,11.0%,2.3%,0.028,4.2%,-0.6%,0.021
0,Team,82.0,19780,3150,6840,0.461,1494,2138,0.699,1022,2607,3629,1882,1823,8304,2002,625,478,1040,510,1439,0.354,2640,5401,0.489
1,Team/G,,241.2,38.4,83.4,0.461,18.2,26.1,0.699,12.5,31.8,44.3,23.0,22.2,101.3,2002,7.6,5.8,12.7,6.2,17.5,0.354,32.2,65.9,0.489
2,Lg Rank,,20,4,8,6.0,12,6,29.0,14,2,3,9,22,3,2002,18,8,2,6,7,13.0,6,18,3.0
3,Year/Year,,-0.6%,1.3%,2.3%,-0.005,-6.3%,-8.4%,0.016,-5.8%,0.9%,-1.1%,-0.3%,-2.6%,0.6%,2002,10.8%,-2.4%,-12.2%,16.2%,12.9%,0.01,-1.1%,-0.2%,-0.005
4,Opponent,82.0,19780,2872,6777,0.424,1577,2072,0.761,1016,2526,3542,1643,1890,7720,2002,587,354,1148,399,1259,0.317,2473,5518,0.448
5,Opponent/G,,241.2,35.0,82.6,0.424,19.2,25.3,0.761,12.4,30.8,43.2,20.0,23.0,94.1,2002,7.2,4.3,14.0,4.9,15.4,0.317,30.2,67.3,0.448
6,Lg Rank,,20,8,20,1.0,24,22,24.0,18,21,21,8,4,9,2002,5,3,20,8,21,1.0,9,19,5.0
7,Year/Year,,-0.6%,-3.7%,-0.6%,-0.014,-1.1%,-2.0%,0.007,3.6%,4.9%,4.5%,-1.0%,-5.6%,-3.2%,2002,-5.2%,9.3%,7.0%,-3.4%,7.8%,-0.037,-3.8%,-2.3%,-0.007
0,Team,82.0,19930,3091,6856,0.451,1562,2129,0.734,1078,2554,3632,1909,1874,8230,2003,639,470,1192,486,1367,0.356,2605,5489,0.475
1,Team/G,,243.0,37.7,83.6,0.451,19.0,26.0,0.734,13.1,31.1,44.3,23.3,22.9,100.4,2003,7.8,5.7,14.5,5.9,16.7,0.356,31.8,66.9,0.475
2,Lg Rank,,1,4,4,9.0,12,8,25.0,5,7,4,5,25,4,2003,15,7,12,8,7,10.0,9,13,8.0
3,Year/Year,,0.8%,-1.9%,0.2%,-0.01,4.6%,-0.4%,0.035,5.5%,-2.0%,0.1%,1.4%,2.8%,-0.9%,2003,2.2%,-1.7%,14.6%,-4.7%,-5.0%,0.001,-1.3%,1.6%,-0.014
