,Unnamed: 0,G,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,PF,PTS,Year,STL,BLK,TOV,3P,3PA,3P%,2P,2PA,2P%
4,Opponent,82.0,19930,2976,6725,0.443,1622,2133,0.76,957,2495,3452,1753,1916,8039,2003,644,311,1190,465,1223,0.38,2511,5502,0.456
5,Opponent/G,,243.0,36.3,82.0,0.443,19.8,26.0,0.76,11.7,30.4,42.1,21.4,23.4,98.0,2003,7.9,3.8,14.5,5.7,14.9,0.38,30.6,67.1,0.456
6,Lg Rank,,1,18,21,17.0,23,23,18.0,13,18,14,12,4,23,2003,15,2,17,25,16,29.0,16,18,10.0
7,Year/Year,,0.8%,3.6%,-0.8%,0.019,2.9%,2.9%,-0.001,-5.8%,-1.2%,-2.5%,6.7%,1.4%,4.1%,2003,9.7%,-12.1%,3.7%,16.5%,-2.9%,0.063,1.5%,-0.3%,0.008
0,Team,82.0,19855,3028,6676,0.454,1631,2352,0.693,1001,2535,3536,1948,1732,8052,2004,682,379,1132,365,1115,0.327,2663,5561,0.479
1,Team/G,,242.1,36.9,81.4,0.454,19.9,28.7,0.693,12.2,30.9,43.1,23.8,21.1,98.2,2004,8.3,4.6,13.8,4.5,13.6,0.327,32.5,67.8,0.479
2,Lg Rank,,7,4,7,4.0,5,1,28.0,15,7,6,4,14,3,2004,10,21,5,22,20,25.0,4,5,3.0
3,Year/Year,,-0.4%,-2.0%,-2.6%,0.003,4.4%,10.5%,-0.04,-7.1%,-0.7%,-2.6%,2.0%,-7.6%,-2.2%,2004,6.7%,-19.4%,-5.0%,-24.9%,-18.4%,-0.028,2.2%,1.3%,0.004
4,Opponent,82.0,19855,2920,6640,0.44,1472,1964,0.749,922,2558,3480,1708,2024,7732,2004,616,308,1254,420,1247,0.337,2500,5393,0.464
5,Opponent/G,,242.1,35.6,81.0,0.44,18.0,24.0,0.749,11.2,31.2,42.4,20.8,24.7,94.3,2004,7.5,3.8,15.3,5.1,15.2,0.337,30.5,65.8,0.464
6,Lg Rank,,7,16,19,16.0,15,13,16.0,7,25,15,12,1,16,2004,8,2,11,14,18,7.0,19,16,18.0
7,Year/Year,,-0.4%,-1.9%,-1.3%,-0.003,-9.2%,-7.9%,-0.011,-3.7%,2.5%,0.8%,-2.6%,5.6%,-3.8%,2004,-4.3%,-1.0%,5.4%,-9.7%,2.0%,-0.043,-0.4%,-2.0%,0.007
0,Team,82.0,19780,2895,6629,0.437,1661,2137,0.777,1028,2511,3539,1672,1794,8095,2005,508,344,1176,644,1813,0.355,2251,4816,0.467
1,Team/G,,241.2,35.3,80.8,0.437,20.3,26.1,0.777,12.5,30.6,43.2,20.4,21.9,98.7,2005,6.2,4.2,14.3,7.9,22.1,0.355,27.5,58.7,0.467
2,Lg Rank,,19,21,12,23.0,12,14,9.0,10,9,5,22,7,12,2005,29,21,17,4,3,15.0,28,27,16.0
3,Year/Year,,-0.4%,-4.4%,-0.7%,-0.017,1.8%,-9.1%,0.084,2.7%,-0.9%,0.1%,-14.2%,3.6%,0.5%,2005,-25.5%,-9.2%,3.9%,76.4%,62.6%,0.028,-15.5%,-13.4%,-0.011
4,Opponent,82.0,19780,3141,6928,0.453,1507,1931,0.78,1023,2453,3476,2001,1814,8338,2005,627,420,965,549,1522,0.361,2592,5406,0.479
5,Opponent/G,,241.2,38.3,84.5,0.453,18.4,23.5,0.78,12.5,29.9,42.4,24.4,22.1,101.7,2005,7.6,5.1,11.8,6.7,18.6,0.361,31.6,65.9,0.479
6,Lg Rank,,19,28,28,20.0,7,5,30.0,22,18,21,30,19,27,2005,19,22,29,29,29,16.0,23,21,21.0
7,Year/Year,,-0.4%,7.6%,4.3%,0.014,2.4%,-1.7%,0.031,11.0%,-4.1%,-0.1%,17.2%,-10.4%,7.8%,2005,1.8%,36.4%,-23.0%,30.7%,22.1%,0.024,3.7%,0.2%,0.016
0,Team,82.0,19855,2992,6607,0.453,1618,2172,0.745,970,2488,3458,1734,1894,8154,2006,628,350,1143,552,1583,0.349,2440,5024,0.486
1,Team/G,,242.1,36.5,80.6,0.453,19.7,26.5,0.745,11.8,30.3,42.2,21.1,23.1,99.4,2006,7.7,4.3,13.9,6.7,19.3,0.349,29.8,61.3,0.486
2,Lg Rank,,13,10,9,19.0,17,17,15.0,10,10,7,9,18,7,2006,5,20,10,8,5,19.0,20,21,9.0
3,Year/Year,,0.4%,3.4%,-0.3%,0.016,-2.6%,1.6%,-0.032,-5.6%,-0.9%,-2.3%,3.7%,5.6%,0.7%,2006,23.6%,1.7%,-2.8%,-14.3%,-12.7%,-0.007,8.4%,4.3%,0.018
4,Opponent,82.0,19855,2945,6547,0.45,1585,2123,0.747,893,2399,3292,1730,1925,7949,2006,536,354,1158,474,1342,0.353,2471,5205,0.475
5,Opponent/G,,242.1,35.9,79.8,0.45,19.3,25.9,0.747,10.9,29.3,40.1,21.1,23.5,96.9,2006,6.5,4.3,14.1,5.8,16.4,0.353,30.1,63.5,0.475
6,Lg Rank,,13,16,23,12.0,13,13,19.0,13,9,9,17,8,15,2006,4,7,18,15,17,12.0,14,19,12.0
7,Year/Year,,0.4%,-6.2%,-5.5%,-0.004,5.2%,9.9%,-0.034,-12.7%,-2.2%,-5.3%,-13.5%,6.1%,-4.7%,2006,-14.5%,-15.7%,20.0%,-13.7%,-11.8%,-0.008,-4.7%,-3.7%,-0.005
0,Team,82.0,20030,3103,6664,0.466,1660,2221,0.747,886,2495,3381,1850,1889,8474,2007,600,421,1273,608,1724,0.353,2495,4940,0.505
1,Team/G,,244.3,37.8,81.3,0.466,20.2,27.1,0.747,10.8,30.4,41.2,22.6,23.0,103.3,2007,7.3,5.1,15.5,7.4,21.0,0.353,30.4,60.2,0.505
2,Lg Rank,,1,5,7,6.0,11,9,18.0,21,12,11,6,20,5,2007,10,9,19,5,4,16.0,17,25,2.0
3,Year/Year,,0.9%,3.7%,0.9%,0.013,2.6%,2.3%,0.002,-8.7%,0.3%,-2.2%,6.7%,-0.3%,3.9%,2007,-4.5%,20.3%,11.4%,10.1%,8.9%,0.004,2.3%,-1.7%,0.019
4,Opponent,82.0,20030,3097,6719,0.461,1763,2320,0.76,955,2508,3463,1798,1916,8480,2007,649,409,1208,523,1462,0.358,2574,5257,0.49
5,Opponent/G,,244.3,37.8,81.9,0.461,21.5,28.3,0.76,11.6,30.6,42.2,21.9,23.4,103.4,2007,7.9,5.0,14.7,6.4,17.8,0.358,31.4,64.1,0.49
6,Lg Rank,,1,22,26,18.0,25,25,24.0,21,23,22,20,8,25,2007,26,21,19,20,19,18.0,24,26,18.0
7,Year/Year,,0.9%,5.2%,2.6%,0.011,11.2%,9.3%,0.013,6.9%,4.5%,5.2%,3.9%,-0.5%,6.7%,2007,21.1%,15.5%,4.3%,10.3%,8.9%,0.005,4.2%,1.0%,0.015
0,Team,82.0,19780,3248,6818,0.476,1746,2270,0.769,898,2722,3620,2003,1691,8904,2008,654,438,1156,662,1751,0.378,2586,5067,0.51
1,Team/G,,241.2,39.6,83.1,0.476,21.3,27.7,0.769,11.0,33.2,44.1,24.4,20.6,108.6,2008,8.0,5.3,14.1,8.1,21.4,0.378,31.5,61.8,0.51
2,Lg Rank,,18,5,6,3.0,3,5,10.0,19,1,4,4,15,4,2008,6,5,11,5,6,6.0,9,21,4.0
3,Year/Year,,-1.2%,4.7%,2.3%,0.011,5.2%,2.2%,0.022,1.4%,9.1%,7.1%,8.3%,-10.5%,5.1%,2008,9.0%,4.0%,-9.2%,8.9%,1.6%,0.025,3.6%,2.6%,0.005
4,Opponent,82.0,19780,3127,7022,0.445,1501,1995,0.752,988,2521,3509,1793,1850,8309,2008,634,368,1168,554,1531,0.362,2573,5491,0.469
5,Opponent/G,,241.2,38.1,85.6,0.445,18.3,24.3,0.752,12.0,30.7,42.8,21.9,22.6,101.3,2008,7.7,4.5,14.2,6.8,18.7,0.362,31.4,67.0,0.469
6,Lg Rank,,18,22,26,6.0,13,12,13.0,26,16,21,14,5,19,2008,22,12,10,18,18,15.0,21,27,6.0
7,Year/Year,,-1.2%,1.0%,4.5%,-0.016,-14.9%,-14.0%,-0.008,3.5%,0.5%,1.3%,-0.3%,-3.4%,-2.0%,2008,-2.3%,-10.0%,-3.3%,5.9%,4.7%,0.004,-0.0%,4.5%,-0.021
0,Team,82.0,19780,3307,6981,0.474,1607,2087,0.77,1015,2587,3602,1908,1698,8768,2009,718,420,1103,547,1516,0.361,2760,5465,0.505
1,Team/G,,241.2,40.3,85.1,0.474,19.6,25.5,0.77,12.4,31.5,43.9,23.3,20.7,106.9,2009,8.8,5.1,13.5,6.7,18.5,0.361,33.7,66.6,0.505
2,Lg Rank,,21,2,4,4.0,11,8,14.0,3,6,1,2,17,3,2009,2,10,11,17,15,19.0,2,6,3.0
3,Year/Year,,0.0%,1.8%,2.4%,-0.003,-8.0%,-8.1%,0.001,13.0%,-5.0%,-0.5%,-4.7%,0.4%,-1.5%,2009,9.8%,-4.1%,-4.6%,-17.4%,-13.4%,-0.017,6.7%,7.9%,-0.005
4,Opponent,82.0,19780,3050,6825,0.447,1454,1931,0.753,959,2440,3399,1854,1816,8140,2009,635,392,1275,586,1700,0.345,2464,5125,0.481
5,Opponent/G,,241.2,37.2,83.2,0.447,17.7,23.5,0.753,11.7,29.8,41.5,22.6,22.1,99.3,2009,7.7,4.8,15.5,7.1,20.7,0.345,30.0,62.5,0.481
6,Lg Rank,,21,18,24,6.0,9,13,2.0,24,11,19,26,8,13,2009,21,14,4,24,28,3.0,12,16,10.0
7,Year/Year,,0.0%,-2.5%,-2.8%,0.002,-3.1%,-3.2%,0.001,-2.9%,-3.2%,-3.1%,3.4%,-1.8%,-2.0%,2009,0.2%,6.5%,9.2%,5.8%,11.0%,-0.017,-4.2%,-6.7%,0.012
0,Team,82.0,19830,3144,6875,0.457,1519,1985,0.765,973,2662,3635,1730,1592,8339,2010,612,400,1096,532,1562,0.341,2612,5313,0.492
1,Team/G,,241.8,38.3,83.8,0.457,18.5,24.2,0.765,11.9,32.5,44.3,21.1,19.4,101.7,2010,7.5,4.9,13.4,6.5,19.0,0.341,31.9,64.8,0.492
2,Lg Rank,,12,9,7,18.0,17,17,12.0,4,4,2,15,4,12,2010,11,16,6,13,10,24.0,11,13,14.0
3,Year/Year,,0.3%,-4.9%,-1.5%,-0.016,-5.5%,-4.9%,-0.005,-4.1%,2.9%,0.9%,-9.3%,-6.2%,-4.9%,2010,-14.8%,-4.8%,-0.6%,-2.7%,3.0%,-0.02,-5.4%,-2.8%,-0.013
4,Opponent,82.0,19830,3050,6840,0.446,1332,1776,0.75,914,2546,3460,1792,1737,7952,2010,573,363,1159,520,1585,0.328,2530,5255,0.481
5,Opponent/G,,241.8,37.2,83.4,0.446,16.2,21.7,0.75,11.1,31.0,42.2,21.9,21.2,97.0,2010,7.0,4.4,14.1,6.3,19.3,0.328,30.9,64.1,0.481
6,Lg Rank,,12,14,23,5.0,2,2,7.0,17,20,18,21,12,9,2010,10,9,18,11,25,1.0,13,16,12.0
7,Year/Year,,0.3%,0.0%,0.2%,-0.001,-8.4%,-8.0%,-0.003,-4.7%,4.3%,1.8%,-3.3%,-4.4%,-2.3%,2010,-9.8%,-7.4%,-9.1%,-11.3%,-6.8%,-0.017,2.7%,2.5%,0.001
0,Team,82.0,19830,3128,6757,0.463,1541,1979,0.779,989,2616,3605,1801,1555,8321,2011,602,422,1073,524,1487,0.352,2604,5270,0.494
1,Team/G,,241.8,38.1,82.4,0.463,18.8,24.1,0.779,12.1,31.9,44.0,22.0,19.0,101.5,2011,7.3,5.1,13.1,6.4,18.1,0.352,31.8,64.3,0.494
2,Lg Rank,,12,10,11,11.0,10,17,7.0,5,7,3,13,2,9,2011,14,10,5,12,14,17.0,8,11,11.0
3,Year/Year,,0.0%,-0.5%,-1.7%,0.006,1.4%,-0.3%,0.013,1.6%,-1.7%,-0.8%,4.1%,-2.3%,-0.2%,2011,-1.6%,5.5%,-2.1%,-1.5%,-4.8%,0.012,-0.3%,-0.8%,0.002
4,Opponent,82.0,19830,3008,6888,0.437,1246,1628,0.765,1002,2399,3401,1827,1700,7820,2011,585,372,1116,558,1668,0.335,2450,5220,0.469
5,Opponent/G,,241.8,36.7,84.0,0.437,15.2,19.9,0.765,12.2,29.3,41.5,22.3,20.7,95.4,2011,7.1,4.5,13.6,6.8,20.3,0.335,29.9,63.7,0.469
6,Lg Rank,,12,13,27,5.0,1,1,16.0,29,7,19,22,18,8,2011,12,11,23,20,28,3.0,11,20,5.0
7,Year/Year,,0.0%,-1.4%,0.7%,-0.009,-6.5%,-8.3%,0.015,9.6%,-5.8%,-1.7%,2.0%,-2.1%,-1.7%,2011,2.1%,2.5%,-3.7%,7.3%,5.2%,0.006,-3.2%,-0.7%,-0.012
0,Team,66.0,16065,2429,5319,0.457,1202,1589,0.756,799,2251,3050,1485,1109,6422,2012,390,351,997,362,1112,0.326,2067,4207,0.491
1,Team/G,,243.4,36.8,80.6,0.457,18.2,24.1,0.756,12.1,34.1,46.2,22.5,16.8,97.3,2012,5.9,5.3,15.1,5.5,16.8,0.326,31.3,63.7,0.491
2,Lg Rank,,3,14,22,8.0,8,9,16.0,9,1,2,7,1,15,2012,30,11,20,23,19,26.0,8,13,6.0
3,Year/Year,,0.7%,-3.5%,-2.2%,-0.006,-3.1%,-0.2%,-0.022,0.4%,6.9%,5.1%,2.4%,-11.4%,-4.1%,2012,-19.5%,3.3%,15.4%,-14.2%,-7.1%,-0.027,-1.4%,-0.8%,-0.003
4,Opponent,66.0,16065,2492,5703,0.437,901,1215,0.742,758,1946,2704,1446,1332,6328,2012,556,302,745,443,1274,0.348,2049,4429,0.463
5,Opponent/G,,243.4,37.8,86.4,0.437,13.7,18.4,0.742,11.5,29.5,41.0,21.9,20.2,95.9,2012,8.4,4.6,11.3,6.7,19.3,0.348,31.0,67.1,0.463
6,Lg Rank,,3,22,30,9.0,1,1,6.0,19,7,9,23,10,15,2012,28,8,30,23,25,14.0,22,28,7.0
7,Year/Year,,0.7%,2.9%,2.9%,0.0,-10.2%,-7.3%,-0.024,-6.0%,0.8%,-1.2%,-1.7%,-2.7%,0.5%,2012,18.1%,0.9%,-17.1%,-1.4%,-5.1%,0.013,3.9%,5.4%,-0.007
0,Team,82.0,19755,3041,6640,0.458,1584,2289,0.692,942,2732,3674,1818,1467,8381,2013,576,429,1232,715,2015,0.355,2326,4625,0.503
1,Team/G,,240.9,37.1,81.0,0.458,19.3,27.9,0.692,11.5,33.3,44.8,22.2,17.9,102.2,2013,7.0,5.2,15.0,8.7,24.6,0.355,28.4,56.4,0.503
2,Lg Rank,,24,16,22,10.0,2,1,30.0,14,2,4,17,2,6,2013,25,14,22,4,3,19.0,26,27,7.0
3,Year/Year,,-1.0%,0.8%,0.5%,0.001,6.1%,15.9%,-0.064,-5.1%,-2.3%,-3.0%,-1.5%,6.5%,5.0%,2013,18.9%,-1.6%,-0.5%,59.0%,45.8%,0.029,-9.4%,-11.5%,0.012
4,Opponent,82.0,19755,3253,7180,0.453,1167,1594,0.732,947,2551,3498,1918,1891,8286,2013,696,396,1061,613,1718,0.357,2640,5462,0.483
5,Opponent/G,,240.9,39.7,87.6,0.453,14.2,19.4,0.732,11.5,31.1,42.7,23.4,23.1,101.0,2013,8.5,4.8,12.9,7.5,21.0,0.357,32.2,66.6,0.483
6,Lg Rank,,24,30,30,14.0,2,2,3.0,23,14,19,23,1,22,2013,29,13,29,18,20,14.0,29,29,15.0
7,Year/Year,,-1.0%,5.1%,1.3%,0.016,4.3%,5.6%,-0.009,0.6%,5.5%,4.1%,6.8%,14.3%,5.4%,2013,0.8%,5.5%,14.6%,11.4%,8.5%,0.009,3.7%,-0.7%,0.021
0,Team,82.0,19705,3139,6980,0.45,1390,1835,0.757,745,2620,3365,2006,1627,8442,2014,611,446,1239,774,2032,0.381,2365,4948,0.478
1,Team/G,,240.3,38.3,85.1,0.45,17.0,22.4,0.757,9.1,32.0,41.0,24.5,19.8,103.0,2014,7.5,5.4,15.1,9.4,24.8,0.381,28.8,60.3,0.478
2,Lg Rank,,30,13,7,14.0,19,20,17.0,27,15,25,4,9,11,2014,19,5,21,2,7,3.0,24,21,19.0
3,Year/Year,,-0.3%,3.2%,5.1%,-0.008,-12.2%,-19.8%,0.065,-20.9%,-4.1%,-8.4%,10.3%,10.9%,0.7%,2014,6.1%,4.0%,0.6%,8.3%,0.8%,0.026,1.7%,7.0%,-0.025
4,Opponent,82.0,19705,3440,7350,0.468,1412,1942,0.727,1068,2950,4018,2112,1580,8958,2014,790,387,1164,666,1843,0.361,2774,5507,0.504
5,Opponent/G,,240.3,42.0,89.6,0.468,17.2,23.7,0.727,13.0,36.0,49.0,25.8,19.3,109.2,2014,9.6,4.7,14.2,8.1,22.5,0.361,33.8,67.2,0.504
6,Lg Rank,,30,30,30,26.0,12,14,2.0,30,30,30,29,27,29,2014,30,16,19,20,22,17.0,30,29,25.0
7,Year/Year,,-0.3%,5.7%,2.4%,0.015,21.0%,21.8%,-0.005,12.8%,15.6%,14.9%,10.1%,-16.4%,8.1%,2014,13.5%,-2.3%,9.7%,8.6%,7.3%,0.005,5.1%,0.8%,0.02
0,Team,82.0,19930,3054,7020,0.435,1433,1935,0.741,952,2647,3599,1715,1741,8073,2015,578,366,1086,532,1546,0.344,2522,5474,0.461
1,Team/G,,243.0,37.2,85.6,0.435,17.5,23.6,0.741,11.6,32.3,43.9,20.9,21.2,98.5,2015,7.0,4.5,13.2,6.5,18.9,0.344,30.8,66.8,0.461
2,Lg Rank,,3,19,9,25.0,12,11,23.0,8,13,12,21,21,19,2015,22,22,5,25,25,17.0,12,3,27.0
3,Year/Year,,1.1%,-2.7%,0.6%,-0.015,3.1%,5.4%,-0.017,27.8%,1.0%,7.0%,-14.5%,7.0%,-4.4%,2015,-5.4%,-17.9%,-12.3%,-31.3%,-23.9%,-0.037,6.6%,10.6%,-0.017
4,Opponent,82.0,19930,3180,6817,0.466,1577,2118,0.745,824,2797,3621,1966,1589,8634,2015,611,396,1068,697,1921,0.363,2483,4896,0.507
5,Opponent/G,,243.0,38.8,83.1,0.466,19.2,25.8,0.745,10.0,34.1,44.2,24.0,19.4,105.3,2015,7.5,4.8,13.0,8.5,23.4,0.363,30.3,59.7,0.507
6,Lg Rank,,3,28,13,29.0,29,29,9.0,6,27,22,29,23,29,2015,10,17,24,26,23,26.0,18,8,29.0
7,Year/Year,,1.1%,-7.6%,-7.3%,-0.002,11.7%,9.1%,0.017,-22.8%,-5.2%,-9.9%,-6.9%,0.6%,-3.6%,2015,-22.7%,2.3%,-8.2%,4.7%,4.2%,0.001,-10.5%,-11.1%,0.003
0,Team,82.0,19730,2880,6956,0.414,1583,2028,0.781,878,2645,3523,1478,1662,7982,2016,593,337,1124,639,2016,0.317,2241,4940,0.454
1,Team/G,,240.6,35.1,84.8,0.414,19.3,24.7,0.781,10.7,32.3,43.0,18.0,20.3,97.3,2016,7.2,4.1,13.7,7.8,24.6,0.317,27.3,60.2,0.454
2,Lg Rank,,28,30,14,30.0,6,8,11.0,11,24,21,30,13,30,2016,23,24,11,22,13,30.0,27,17,30.0
3,Year/Year,,-1.0%,-5.7%,-0.9%,-0.021,10.5%,4.8%,0.04,-7.8%,-0.1%,-2.1%,-13.8%,-4.5%,-1.1%,2016,2.6%,-7.9%,3.5%,20.1%,30.4%,-0.027,-11.1%,-9.8%,-0.007
4,Opponent,82.0,19730,3323,7023,0.473,1420,1942,0.731,897,2915,3812,2022,1573,8766,2016,617,458,1037,700,2016,0.347,2623,5007,0.524
5,Opponent/G,,240.6,40.5,85.6,0.473,17.3,23.7,0.731,10.9,35.5,46.5,24.7,19.2,106.9,2016,7.5,5.6,12.6,8.5,24.6,0.347,32.0,61.1,0.524
6,Lg Rank,,28,28,24,29.0,13,16,1.0,20,28,27,30,24,27,2016,11,25,28,15,17,11.0,30,18,29.0
7,Year/Year,,-1.0%,4.5%,3.0%,0.007,-10.0%,-8.3%,-0.013,8.9%,4.2%,5.3%,2.8%,-1.0%,1.5%,2016,1.0%,15.7%,-2.9%,0.4%,4.9%,-0.016,5.6%,2.3%,0.017
0,Team,82.0,19705,3224,7164,0.45,1397,1853,0.754,933,2636,3569,1716,1698,8575,2017,674,320,1243,730,2110,0.346,2494,5054,0.493
1,Team/G,,240.3,39.3,87.4,0.45,17.0,22.6,0.754,11.4,32.1,43.5,20.9,20.7,104.6,2017,8.2,3.9,15.2,8.9,25.7,0.346,30.4,61.6,0.493
2,Lg Rank,,30,13,6,21.0,23,17,21.0,7,26,17,26,22,17,2017,5,28,26,19,19,22.0,11,7,22.0
3,Year/Year,,-0.1%,11.9%,3.0%,0.036,-11.7%,-8.6%,-0.027,6.3%,-0.3%,1.3%,16.1%,2.2%,7.4%,2017,13.7%,-5.0%,10.6%,14.2%,4.7%,0.029,11.3%,2.3%,0.04
4,Opponent,82.0,19705,3405,7053,0.483,1499,1966,0.762,843,2801,3644,2110,1520,9139,2017,698,440,1188,830,2245,0.37,2575,4808,0.536
5,Opponent/G,,240.3,41.5,86.0,0.483,18.3,24.0,0.762,10.3,34.2,44.4,25.7,18.5,111.5,2017,8.5,5.4,14.5,10.1,27.4,0.37,31.4,58.6,0.536
6,Lg Rank,,30,28,17,30.0,18,19,5.0,17,23,23,30,28,28,2017,25,26,11,24,19,26.0,28,12,30.0
7,Year/Year,,-0.1%,2.5%,0.4%,0.01,5.6%,1.2%,0.031,-6.0%,-3.9%,-4.4%,4.4%,-3.4%,4.3%,2017,13.1%,-3.9%,14.6%,18.6%,11.4%,0.022,-1.8%,-4.0%,0.012
0,Team,82.0,19905,3338,7248,0.461,1364,1910,0.714,876,2927,3803,1949,1736,8862,2018,633,388,1295,822,2384,0.345,2516,4864,0.517
1,Team/G,,242.7,40.7,88.4,0.461,16.6,23.3,0.714,10.7,35.7,46.4,23.8,21.2,108.1,2018,7.7,4.7,15.8,10.0,29.1,0.345,30.7,59.3,0.517
2,Lg Rank,,3,7,2,14.0,16,8,30.0,4,2,2,7,24,11,2018,13,17,29,20,15,29.0,8,8,11.0
3,Year/Year,,1.0%,3.5%,1.2%,0.011,-2.4%,3.1%,-0.04,-6.1%,11.0%,6.6%,13.6%,2.2%,3.3%,2018,-6.1%,21.3%,4.2%,12.6%,13.0%,-0.001,0.9%,-3.8%,0.024
4,Opponent,82.0,19905,3366,7374,0.456,1402,1843,0.761,840,2835,3675,1932,1679,8989,2018,682,447,1170,855,2469,0.346,2511,4905,0.512
5,Opponent/G,,242.7,41.0,89.9,0.456,17.1,22.5,0.761,10.2,34.6,44.8,23.6,20.5,109.6,2018,8.3,5.5,14.3,10.4,30.1,0.346,30.6,59.8,0.512
6,Lg Rank,,3,24,28,10.0,20,20,10.0,23,22,24,16,9,25,2018,25,26,16,14,20,3.0,26,25,13.0
7,Year/Year,,1.0%,-1.1%,4.6%,-0.026,-6.5%,-6.3%,-0.002,-0.4%,1.2%,0.9%,-8.4%,10.5%,-1.6%,2018,-2.3%,1.6%,-1.5%,3.0%,10.0%,-0.023,-2.5%,2.0%,-0.024
0,Team,82.0,19780,3491,7425,0.47,1336,1910,0.699,835,2985,3820,2096,1701,9165,2019,618,440,1284,847,2541,0.333,2644,4884,0.541
1,Team/G,,241.2,42.6,90.5,0.47,16.3,23.3,0.699,10.2,36.4,46.6,25.6,20.7,111.8,2019,7.5,5.4,15.7,10.3,31.0,0.333,32.2,59.6,0.541
2,Lg Rank,,18,6,8,9.0,24,14,29.0,15,4,6,11,13,16,2019,16,8,29,20,17,29.0,3,10,5.0
3,Year/Year,,-0.6%,4.6%,2.4%,0.01,-2.1%,0.0%,-0.015,-4.7%,2.0%,0.4%,7.5%,-2.0%,3.4%,2019,-2.4%,13.4%,-0.8%,3.0%,6.6%,-0.011,5.1%,0.4%,0.024
4,Opponent,82.0,19780,3438,7610,0.452,1459,1862,0.784,924,2918,3842,2053,1706,9306,2019,683,421,1167,971,2784,0.349,2467,4826,0.511
5,Opponent/G,,241.2,41.9,92.8,0.452,17.8,22.7,0.784,11.3,35.6,46.9,25.0,20.8,113.5,2019,8.3,5.1,14.2,11.8,34.0,0.349,30.1,58.9,0.511
6,Lg Rank,,18,21,28,9.0,17,14,28.0,27,23,26,21,15,21,2019,26,20,12,20,27,13.0,16,24,10.0
7,Year/Year,,-0.6%,2.1%,3.2%,-0.005,4.1%,1.0%,0.023,10.0%,2.9%,4.5%,6.3%,1.6%,3.5%,2019,0.1%,-5.8%,-0.3%,13.6%,12.8%,0.002,-1.8%,-1.6%,-0.001
0,Team,71.0,17090,3006,6269,0.48,1260,1728,0.729,757,2490,3247,1803,1471,8054,2020,612,468,1077,782,2242,0.349,2224,4027,0.552
1,Team/G,,240.7,42.3,88.3,0.48,17.7,24.3,0.729,10.7,35.1,45.7,25.4,20.7,113.4,2020,8.6,6.6,15.2,11.0,31.6,0.349,31.3,56.7,0.552
2,Lg Rank,,22,4,20,1.0,17,8,28.0,7,13,9,10,14,11,2020,5,1,22,23,23,21.0,4,9,3.0
3,Year/Year,,-0.2%,-0.6%,-2.5%,0.009,8.9%,4.5%,0.03,4.7%,-3.7%,-1.8%,-0.7%,-0.1%,1.5%,2020,14.4%,22.8%,-3.1%,6.6%,1.9%,0.015,-2.9%,-4.8%,0.011
4,Opponent,71.0,17090,2773,6187,0.448,1270,1626,0.781,668,2333,3001,1662,1544,7643,2020,585,263,1130,827,2373,0.349,1946,3814,0.51
5,Opponent/G,,240.7,39.1,87.1,0.448,17.9,22.9,0.781,9.4,32.9,42.3,23.4,21.7,107.6,2020,8.2,3.7,15.9,11.6,33.4,0.349,27.4,53.7,0.51
6,Lg Rank,,22,5,9,8.0,15,14,20.0,7,2,2,7,5,4,2020,26,1,5,9,11,7.0,7,10,8.0
7,Year/Year,,-0.2%,-6.8%,-6.1%,-0.004,0.5%,0.9%,-0.003,-16.5%,-7.7%,-9.8%,-6.5%,4.5%,-5.1%,2020,-1.1%,-27.9%,11.8%,-1.6%,-1.6%,-0.0,-8.9%,-8.7%,-0.001
0,Team,72.0,17455,2925,6197,0.472,1241,1679,0.739,695,2490,3185,1775,1377,7887,2021,562,386,1095,796,2248,0.354,2129,3949,0.539
1,Team/G,,242.4,40.6,86.1,0.472,17.2,23.3,0.739,9.7,34.6,44.2,24.7,19.1,109.5,2021,7.8,5.4,15.2,11.1,31.2,0.354,29.6,54.8,0.539
2,Lg Rank,,4,21,27,12.0,11,6,28.0,17,15,16,15,16,22,2021,11,5,28,25,24,21.0,12,12,13.0
3,Year/Year,,0.7%,-4.0%,-2.5%,-0.007,-2.9%,-4.2%,0.01,-9.5%,-1.4%,-3.3%,-2.9%,-7.7%,-3.4%,2021,-9.4%,-18.7%,0.3%,0.4%,-1.1%,0.005,-5.6%,-3.3%,-0.013
4,Opponent,72.0,17455,2862,6221,0.46,1144,1475,0.776,634,2392,3026,1776,1530,7686,2021,593,327,1095,818,2321,0.352,2044,3900,0.524
5,Opponent/G,,242.4,39.8,86.4,0.46,15.9,20.5,0.776,8.8,33.2,42.0,24.7,21.3,106.8,2021,8.2,4.5,15.2,11.4,32.2,0.352,28.4,54.2,0.524
6,Lg Rank,,4,5,6,8.0,9,8,12.0,2,9,4,13,3,2,2021,26,8,4,3,4,4.0,13,16,9.0
7,Year/Year,,0.7%,1.8%,-0.8%,0.012,-11.2%,-10.5%,-0.005,-6.4%,1.1%,-0.6%,5.4%,-2.3%,-0.8%,2021,-0.0%,22.6%,-4.4%,-2.5%,-3.5%,0.004,3.6%,0.8%,0.014
0,Team,82.0,19980,3415,7279,0.469,1380,1884,0.732,782,2826,3608,1968,1654,9192,2022,626,425,1191,982,2826,0.347,2433,4453,0.546
