,Unnamed: 0,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
161,3,4,Walt Bellamy,31,82,,35.5,5.3,10.7,0.493,,,,5.3,10.7,0.493,0.493,4.1,6.8,0.604,,,12.9,2.8,,,,3.3,14.7,1971
162,4,5,Walt Hazzard,28,82,,35.1,6.3,13.7,0.459,,,,6.3,13.7,0.459,0.459,3.8,5.1,0.759,,,3.7,6.3,,,,3.4,16.5,1971
163,5,6,Jim Davis,29,82,,22.7,2.9,6.1,0.479,,,,2.9,6.1,0.479,0.479,2.4,3.5,0.677,,,6.7,1.3,,,,3.1,8.3,1971
164,6,7,Jerry Chambers,27,65,,18.0,3.6,8.1,0.451,,,,3.6,8.1,0.451,0.451,1.6,2.1,0.791,,,3.8,0.9,,,,1.8,8.9,1971
165,7,8,Len Chappell,30,42,,10.7,1.7,3.8,0.441,,,,1.7,3.8,0.441,0.441,1.4,1.8,0.811,,,3.2,0.4,,,,1.5,4.8,1971
166,8,9,Bob Christian,24,54,,9.7,1.0,2.4,0.433,,,,1.0,2.4,0.433,0.433,0.7,1.2,0.625,,,3.3,0.6,,,,2.2,2.8,1971
167,9,10,John Vallely,22,51,,8.4,1.4,4.0,0.358,,,,1.4,4.0,0.358,0.358,0.9,1.2,0.763,,,0.7,0.9,,,,1.0,3.7,1971
168,10,11,Herb White,22,38,,8.3,0.9,2.2,0.405,,,,0.9,2.2,0.405,0.405,0.6,1.0,0.564,,,1.3,1.2,,,,1.6,2.4,1971
169,11,12,Bob Riley,22,7,,5.6,0.6,1.3,0.444,,,,0.6,1.3,0.444,0.444,0.7,1.3,0.556,,,1.7,0.1,,,,0.7,1.9,1971
170,0,1,Lou Hudson,27,77,,39.5,10.1,20.0,0.503,,,,10.1,20.0,0.503,0.503,4.5,5.6,0.812,,,5.0,4.0,,,,2.9,24.7,1972
171,1,2,Bill Bridges,32,14,,39.0,3.6,9.6,0.381,,,,3.6,9.6,0.381,0.381,2.2,3.1,0.705,,,13.6,2.9,,,,3.6,9.5,1972
172,2,3,Walt Bellamy,32,82,,38.9,7.2,13.3,0.545,,,,7.2,13.3,0.545,0.545,4.1,7.1,0.585,,,12.8,3.2,,,,3.1,18.6,1972
173,3,4,Jim Washington,28,67,,36.1,4.9,10.9,0.446,,,,4.9,10.9,0.446,0.446,3.0,3.8,0.785,,,9.0,1.8,,,,3.2,12.7,1972
174,4,5,Pete Maravich,24,66,,34.9,7.0,16.3,0.427,,,,7.0,16.3,0.427,0.427,5.4,6.6,0.811,,,3.9,6.0,,,,3.1,19.3,1972
175,5,6,Don Adams,24,70,,29.0,4.4,11.1,0.394,,,,4.4,11.1,0.394,0.394,2.9,3.9,0.747,,,7.1,2.0,,,,3.7,11.7,1972
176,6,7,Herm Gilliam,25,82,,28.5,4.2,9.4,0.446,,,,4.2,9.4,0.446,0.446,1.8,2.1,0.838,,,4.1,4.6,,,,2.8,10.2,1972
177,7,8,Don May,26,75,,17.1,3.1,6.3,0.492,,,,3.1,6.3,0.492,0.492,1.7,2.2,0.768,,,2.9,0.7,,,,1.8,7.9,1972
178,8,9,Larry Siegfried,32,21,,16.0,1.2,3.7,0.325,,,,1.2,3.7,0.325,0.325,1.0,1.1,0.87,,,1.5,2.5,,,,1.5,3.3,1972
179,9,10,George Trapp,23,60,,14.8,2.4,6.5,0.371,,,,2.4,6.5,0.371,0.371,1.8,2.3,0.755,,,3.1,0.9,,,,2.4,6.6,1972
180,10,11,Milt Williams,26,10,,12.7,2.3,5.3,0.434,,,,2.3,5.3,0.434,0.434,2.1,2.9,0.724,,,0.4,2.0,,,,1.8,6.7,1972
181,11,12,John Vallely,23,9,,12.2,2.2,4.8,0.465,,,,2.2,4.8,0.465,0.465,1.4,2.2,0.65,,,1.2,1.0,,,,1.4,5.9,1972
182,12,13,Jim Davis,30,11,,10.8,0.7,3.0,0.242,,,,0.7,3.0,0.242,0.242,0.9,1.6,0.556,,,3.3,0.7,,,,1.3,2.4,1972
183,13,14,Bob Christian,25,56,,8.7,1.2,2.5,0.465,,,,1.2,2.5,0.465,0.465,0.8,1.1,0.721,,,3.2,0.5,,,,1.4,3.1,1972
184,14,15,Jeff Halliburton,22,37,,7.8,1.6,3.6,0.459,,,,1.6,3.6,0.459,0.459,0.7,0.8,0.833,,,1.0,0.5,,,,1.4,4.0,1972
185,15,16,Tom Payne,21,29,,7.8,1.6,3.6,0.437,,,,1.6,3.6,0.437,0.437,1.0,1.6,0.63,,,2.4,0.5,,,,1.4,4.1,1972
186,16,17,Shaler Halimon,26,1,,4.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,,,1.0,0.0,1972
187,0,1,Lou Hudson,28,75,,40.4,10.9,22.8,0.477,,,,10.9,22.8,0.477,0.477,5.3,6.4,0.825,,,6.2,3.4,,,,2.6,27.1,1973
188,1,2,Pete Maravich,25,79,,39.1,10.0,22.6,0.441,,,,10.0,22.6,0.441,0.441,6.1,7.7,0.8,,,4.4,6.9,,,,3.1,26.1,1973
189,2,3,Walt Bellamy,33,74,,37.9,6.1,12.2,0.505,,,,6.1,12.2,0.505,0.505,3.8,7.1,0.538,,,13.0,2.4,,,,3.3,16.1,1973
190,3,4,Jim Washington,29,75,,37.8,4.1,9.5,0.432,,,,4.1,9.5,0.432,0.432,2.2,3.0,0.728,,,10.7,2.3,,,,3.4,10.4,1973
191,4,5,Herm Gilliam,26,76,,36.1,6.2,13.3,0.468,,,,6.2,13.3,0.468,0.468,1.6,2.0,0.82,,,5.3,6.3,,,,3.4,14.0,1973
192,5,6,George Trapp,24,77,,24.1,4.7,10.7,0.436,,,,4.7,10.7,0.436,0.436,1.9,2.5,0.773,,,5.9,1.6,,,,3.6,11.3,1973
193,6,7,Don Adams,25,4,,19.0,2.0,9.5,0.211,,,,2.0,9.5,0.211,0.211,1.8,2.0,0.875,,,5.5,1.3,,,,2.8,5.8,1973
194,7,8,John Wetzel,28,28,,18.0,1.5,3.4,0.447,,,,1.5,3.4,0.447,0.447,0.5,0.6,0.824,,,2.1,1.4,,,,1.5,3.5,1973
195,8,9,Steve Bracey,22,70,,15.0,2.7,5.6,0.486,,,,2.7,5.6,0.486,0.486,1.0,1.6,0.664,,,1.5,1.8,,,,1.8,6.5,1973
196,9,10,Bob Christian,26,55,,13.8,1.5,2.8,0.548,,,,1.5,2.8,0.548,0.548,1.1,1.4,0.759,,,5.5,0.9,,,,2.0,4.2,1973
197,10,11,Eddie Mast,24,42,,10.6,1.2,2.8,0.424,,,,1.2,2.8,0.424,0.424,0.5,0.7,0.633,,,3.2,0.9,,,,1.2,2.8,1973
198,11,12,Jeff Halliburton,23,24,,9.9,2.1,4.8,0.431,,,,2.1,4.8,0.431,0.431,0.9,0.9,0.955,,,1.1,1.2,,,,1.2,5.0,1973
199,12,13,Don May,27,32,,9.9,1.9,4.2,0.455,,,,1.9,4.2,0.455,0.455,0.7,1.0,0.71,,,2.1,0.7,,,,1.7,4.5,1973
200,13,14,John Tschogl,22,10,,9.4,1.4,4.0,0.35,,,,1.4,4.0,0.35,0.35,0.2,0.4,0.5,,,2.1,0.6,,,,2.5,3.0,1973
201,0,1,Lou Hudson,29,65,,39.8,10.4,20.9,0.5,,,,10.4,20.9,0.5,0.5,4.5,5.4,0.836,1.9,3.4,5.4,3.3,2.5,0.4,,3.2,25.4,1974
202,1,2,Pete Maravich,26,76,,38.2,10.8,23.6,0.457,,,,10.8,23.6,0.457,0.457,6.2,7.5,0.826,1.3,3.6,4.9,5.2,1.5,0.2,,3.4,27.7,1974
203,2,3,Jim Washington,30,73,,34.5,4.1,8.4,0.485,,,,4.1,8.4,0.485,0.485,1.8,2.7,0.684,2.8,7.2,10.1,2.1,0.7,1.0,,3.4,10.0,1974
204,3,4,Herm Gilliam,27,62,,32.3,6.2,13.6,0.454,,,,6.2,13.6,0.454,0.454,1.7,2.2,0.791,1.0,3.3,4.3,5.7,2.2,0.3,,3.1,14.1,1974
205,4,5,Walt Bellamy,34,77,,31.7,5.1,10.4,0.486,,,,5.1,10.4,0.486,0.486,3.0,5.0,0.608,3.4,6.2,9.6,2.5,0.7,0.6,,3.0,13.1,1974
206,5,6,John Brown,22,77,,22.3,3.6,8.2,0.438,,,,3.6,8.2,0.438,0.438,2.1,2.8,0.751,2.3,3.4,5.7,1.5,0.4,0.2,,3.1,9.3,1974
207,6,7,Dwight Jones,21,74,,19.6,3.2,6.8,0.474,,,,3.2,6.8,0.474,0.474,1.6,2.1,0.744,2.0,4.2,6.1,1.2,0.4,0.9,,2.7,8.0,1974
208,7,8,Steve Bracey,23,75,,19.5,3.2,6.9,0.463,,,,3.2,6.9,0.463,0.463,0.9,1.3,0.719,0.3,1.6,1.9,3.1,0.8,0.1,,2.1,7.3,1974
209,8,9,John Wetzel,29,70,,17.6,1.5,3.6,0.425,,,,1.5,3.6,0.425,0.425,0.6,0.8,0.719,0.6,1.9,2.4,2.0,1.0,0.3,,2.1,3.6,1974
210,9,10,Dale Schlueter,28,57,,9.6,1.1,2.4,0.467,,,,1.1,2.4,0.467,0.467,0.7,0.9,0.76,0.9,1.8,2.7,0.8,0.4,0.4,,1.5,2.9,1974
211,10,11,Tom Ingelsby,22,48,,8.3,1.0,2.7,0.382,,,,1.0,2.7,0.382,0.382,0.6,0.8,0.784,0.2,0.7,0.9,0.8,0.4,0.1,,0.9,2.7,1974
212,11,12,John Tschogl,23,64,,7.8,0.9,2.6,0.355,,,,0.9,2.6,0.355,0.355,0.2,0.3,0.588,0.5,0.7,1.2,0.5,0.3,0.3,,1.1,2.0,1974
213,0,1,Tom Van Arsdale,31,73,,35.2,7.5,17.4,0.429,,,,7.5,17.4,0.429,0.429,4.0,5.2,0.768,1.0,2.5,3.4,2.8,1.1,0.0,,3.2,18.9,1975
214,1,2,Lou Hudson,30,11,,34.5,8.8,20.5,0.431,,,,8.8,20.5,0.431,0.431,4.4,5.2,0.842,1.3,3.0,4.3,3.6,1.2,0.2,,3.0,22.0,1975
215,2,3,John Drew,20,78,,29.3,6.8,15.8,0.428,,,,6.8,15.8,0.428,0.428,5.0,7.0,0.713,4.6,6.1,10.7,1.8,1.5,0.5,,3.5,18.5,1975
216,3,4,Mike Sojourner,21,73,,29.2,5.2,10.6,0.488,,,,5.2,10.6,0.488,0.488,1.3,2.0,0.651,2.7,6.1,8.8,1.3,0.5,0.8,,3.0,11.7,1975
217,4,5,Dwight Jones,22,75,,27.8,4.3,10.0,0.43,,,,4.3,10.0,0.43,0.43,1.8,2.4,0.721,3.1,6.1,9.3,2.0,0.7,0.7,,3.0,10.4,1975
218,5,6,John Brown,23,73,,27.2,4.3,9.4,0.461,,,,4.3,9.4,0.461,0.461,2.5,3.4,0.74,2.5,3.5,5.9,1.8,0.7,0.2,,3.1,11.2,1975
219,6,7,Dean Meminger,26,80,,27.2,2.9,6.3,0.466,,,,2.9,6.3,0.466,0.466,2.1,3.3,0.639,1.1,1.6,2.7,5.0,1.5,0.1,,2.0,7.9,1975
220,7,8,Tom Henderson,23,79,,27.0,4.6,11.3,0.411,,,,4.6,11.3,0.411,0.411,2.1,3.1,0.697,0.6,2.0,2.7,4.0,1.3,0.1,,1.9,11.4,1975
221,8,9,Jim Washington,31,38,,23.8,3.0,6.8,0.44,,,,3.0,6.8,0.44,0.44,1.1,1.4,0.745,1.4,3.7,5.1,1.8,0.6,0.3,,2.3,7.1,1975
222,9,10,Herm Gilliam,28,60,,23.2,5.2,12.3,0.427,,,,5.2,12.3,0.427,0.427,1.6,1.9,0.832,1.3,2.1,3.4,2.8,1.3,0.2,,2.1,12.0,1975
223,10,11,Clyde Lee,30,9,,19.7,1.3,4.0,0.333,,,,1.3,4.0,0.333,0.333,3.6,4.3,0.821,2.7,5.1,7.8,0.9,0.1,0.4,,2.8,6.2,1975
224,11,12,John Wetzel,30,63,,12.5,1.4,3.2,0.426,,,,1.4,3.2,0.426,0.426,1.1,1.2,0.883,0.5,1.3,1.8,1.2,0.8,0.1,,1.7,3.8,1975
225,12,13,Bob Kauffman,28,73,,10.9,1.5,3.6,0.433,,,,1.5,3.6,0.433,0.433,0.8,1.2,0.702,0.9,1.6,2.5,1.1,0.3,0.1,,1.4,3.9,1975
226,0,1,Tom Henderson,24,81,,35.8,5.8,14.0,0.413,,,,5.8,14.0,0.413,0.413,2.7,3.8,0.708,0.7,2.6,3.3,4.6,1.7,0.1,,2.4,14.2,1976
227,1,2,Lou Hudson,31,81,,31.6,7.0,14.9,0.472,,,,7.0,14.9,0.472,0.472,2.9,3.6,0.814,1.3,2.4,3.7,2.6,1.5,0.2,,3.0,17.0,1976
228,2,3,John Drew,21,77,,30.5,7.6,15.2,0.502,,,,7.6,15.2,0.502,0.502,6.3,8.5,0.744,3.7,4.9,8.6,1.9,1.8,0.4,,3.4,21.6,1976
229,3,4,Tom Van Arsdale,32,75,,27.0,4.6,10.5,0.441,,,,4.6,10.5,0.441,0.441,1.7,2.2,0.759,0.5,2.0,2.5,1.9,0.8,0.1,,2.7,10.9,1976
230,4,5,Dwight Jones,23,66,,26.7,3.8,8.2,0.463,,,,3.8,8.2,0.463,0.463,2.5,3.3,0.744,2.6,5.3,7.9,1.3,0.8,0.9,,3.2,10.1,1976
231,5,6,Connie Hawkins,33,74,,25.8,3.2,7.2,0.447,,,,3.2,7.2,0.447,0.447,1.8,2.6,0.712,1.4,4.6,6.0,2.9,1.1,0.6,,2.3,8.2,1976
232,6,7,Mike Sojourner,22,67,,23.9,3.7,7.8,0.473,,,,3.7,7.8,0.473,0.473,1.2,1.8,0.672,1.9,4.8,6.7,0.9,0.6,0.6,,2.6,8.6,1976
233,7,8,John Brown,24,75,,23.4,2.9,6.5,0.442,,,,2.9,6.5,0.442,0.442,2.2,2.8,0.775,1.9,3.4,5.4,1.7,0.6,0.2,,3.1,7.9,1976
234,8,9,Dean Meminger,27,68,,20.9,2.3,5.6,0.409,,,,2.3,5.6,0.409,0.409,1.5,2.2,0.658,1.0,1.3,2.2,3.3,0.8,0.1,,1.7,6.0,1976
235,9,10,Bill Willoughby,18,62,,14.0,1.8,4.6,0.398,,,,1.8,4.6,0.398,0.398,1.1,1.6,0.66,1.7,3.0,4.6,0.5,0.6,0.5,,1.4,4.7,1976
236,10,11,Wilbur Holland,24,33,,10.6,2.6,6.5,0.399,,,,2.6,6.5,0.399,0.399,0.7,1.0,0.647,0.5,0.8,1.2,0.8,0.6,0.1,,1.5,5.8,1976
237,11,12,Dennis DuVal,23,13,,10.0,1.2,3.3,0.349,,,,1.2,3.3,0.349,0.349,0.5,0.7,0.667,0.1,0.5,0.6,1.5,0.5,0.2,,1.2,2.8,1976
238,12,13,Jim Creighton,25,32,,5.4,0.4,1.3,0.279,,,,0.4,1.3,0.279,0.279,0.2,0.5,0.438,0.4,1.0,1.4,0.1,0.1,0.3,,0.7,1.0,1976
239,0,1,Truck Robinson,25,36,,40.3,8.6,18.0,0.478,,,,8.6,18.0,0.478,0.478,5.2,6.7,0.772,3.7,9.1,12.8,2.7,1.1,0.6,,3.6,22.4,1977
240,1,2,John Drew,22,74,,36.3,9.3,19.1,0.487,,,,9.3,19.1,0.487,0.487,5.6,7.8,0.714,3.8,5.3,9.1,1.8,1.4,0.4,,3.7,24.2,1977
241,2,3,Tom Henderson,25,46,,34.1,4.3,9.8,0.433,,,,4.3,9.8,0.433,0.433,2.7,3.7,0.75,0.4,2.3,2.7,8.4,1.7,0.2,,1.6,11.3,1977
242,3,4,Ken Charles,25,82,,30.3,4.3,10.4,0.414,,,,4.3,10.4,0.414,0.414,2.5,3.1,0.801,0.5,1.5,2.0,3.6,1.7,0.5,,2.9,11.1,1977
243,4,5,Lou Hudson,32,58,,30.1,7.1,15.6,0.456,,,,7.1,15.6,0.456,0.456,2.4,2.9,0.84,0.8,1.4,2.2,2.7,1.2,0.3,,2.8,16.7,1977
244,5,6,Joe Meriweather,23,74,,27.9,4.3,8.2,0.526,,,,4.3,8.2,0.526,0.526,2.5,3.4,0.714,2.9,5.1,8.1,1.1,0.6,1.1,,4.4,11.1,1977
245,6,7,Tom Barker,21,59,,22.9,3.1,7.4,0.417,,,,3.1,7.4,0.417,0.417,1.9,2.8,0.683,1.9,4.9,6.8,1.0,0.6,0.7,,3.8,8.1,1977
246,7,8,Armond Hill,23,81,,22.5,2.2,5.4,0.399,,,,2.2,5.4,0.399,0.399,1.7,2.1,0.799,0.5,1.3,1.8,5.0,1.0,0.1,,3.0,6.0,1977
247,8,9,Steve Hawes,26,44,,21.5,3.3,6.9,0.482,,,,3.3,6.9,0.482,0.482,1.5,2.0,0.761,1.8,4.2,5.9,1.4,0.8,0.5,,3.2,8.2,1977
248,9,10,Claude Terry,27,12,,20.1,3.9,7.3,0.54,,,,3.9,7.3,0.54,0.54,1.5,1.8,0.857,0.7,0.8,1.5,2.1,0.8,0.1,,1.8,9.3,1977
249,10,11,John Brown,25,77,,18.2,2.1,4.5,0.457,,,,2.1,4.5,0.457,0.457,1.6,1.9,0.807,1.0,2.1,3.1,1.3,0.6,0.1,,2.8,5.7,1977
250,11,12,Randy Denton,27,45,,15.6,2.3,5.7,0.402,,,,2.3,5.7,0.402,0.402,0.7,1.0,0.702,1.8,3.0,4.8,0.7,0.3,0.4,,2.2,5.3,1977
251,12,13,Bill Willoughby,19,39,,14.1,1.9,4.3,0.444,,,,1.9,4.3,0.444,0.444,1.1,1.6,0.683,1.7,2.7,4.4,0.3,0.5,0.6,,1.6,4.9,1977
252,13,14,Mike Sojourner,23,51,,10.8,1.9,4.0,0.468,,,,1.9,4.0,0.468,0.468,0.8,1.1,0.719,1.0,1.9,2.9,0.4,0.3,0.2,,1.3,4.5,1977
253,14,15,Henry Dickerson,25,6,,10.5,1.0,2.0,0.5,,,,1.0,2.0,0.5,0.5,0.8,1.3,0.625,0.0,0.3,0.3,1.8,0.2,0.0,,2.2,2.8,1977
254,15,16,Ron Davis,22,7,,9.6,1.1,5.0,0.229,,,,1.1,5.0,0.229,0.229,0.6,1.9,0.308,0.3,0.7,1.0,0.3,1.0,0.0,,1.3,2.9,1977
255,0,1,John Drew,23,70,,31.5,8.5,17.7,0.48,,,,8.5,17.7,0.48,0.48,6.2,8.2,0.76,3.0,4.3,7.3,2.0,1.7,0.4,3.0,3.5,23.2,1978
