,Unnamed: 0,G,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,PF,PTS,Year,STL,BLK,TOV,3P,3PA,3P%,2P,2PA,2P%
2,Lg Rank,,6,3,1,17.0,14,18,4.0,1,5,1,5,15,3,1985,12,15,4,19,17,20.0,3,1,18.0
3,Year/Year,,-0.4%,1.1%,1.1%,-0.0,-9.7%,-11.2%,0.013,-1.7%,4.1%,2.0%,2.0%,-4.6%,-1.0%,1985,-0.9%,-4.8%,2.4%,40.6%,41.1%,-0.001,0.8%,0.4%,0.002
4,Opponent,82.0,19830,3700,7457,0.496,1826,2404,0.76,1109,2563,3672,2107,2017,9304,1985,642,508,1486,78,249,0.313,3622,7208,0.502
5,Opponent/G,,241.8,45.1,90.9,0.496,22.3,29.3,0.76,13.5,31.3,44.8,25.7,24.6,113.5,1985,7.8,6.2,18.1,1.0,3.0,0.313,44.2,87.9,0.502
6,Lg Rank,,6,19,17,18.0,11,13,9.0,6,19,18,8,16,18,1985,5,20,12,15,9,21.0,18,18,17.0
7,Year/Year,,-0.4%,1.2%,1.2%,-0.0,-5.9%,-6.7%,0.006,-4.6%,4.3%,1.4%,-3.9%,-7.8%,-0.0%,1985,3.4%,-3.6%,0.4%,47.2%,23.3%,0.051,0.5%,0.6%,-0.0
0,Team,82.0,19780,3754,7750,0.484,1800,2300,0.783,1276,2461,3737,2319,2101,9363,1986,738,340,1343,55,182,0.302,3699,7568,0.489
1,Team/G,,241.2,45.8,94.5,0.484,22.0,28.0,0.783,15.6,30.0,45.6,28.3,25.6,114.2,1986,9.0,4.1,16.4,0.7,2.2,0.302,45.1,92.3,0.489
2,Lg Rank,,15,3,2,14.0,17,19,3.0,4,6,4,3,10,7,1986,11,21,3,15,19,8.0,1,1,16.0
3,Year/Year,,-0.3%,-2.2%,-3.1%,0.004,1.0%,1.7%,-0.006,-9.1%,-2.9%,-5.1%,0.7%,1.2%,-1.5%,1986,6.8%,-14.4%,0.1%,22.2%,-8.5%,0.076,-2.5%,-3.0%,0.002
4,Opponent,82.0,19780,3620,7365,0.492,1956,2589,0.756,1180,2538,3718,2083,1977,9267,1986,662,500,1490,71,258,0.275,3549,7107,0.499
5,Opponent/G,,241.2,44.1,89.8,0.492,23.9,31.6,0.756,14.4,31.0,45.3,25.4,24.1,113.0,1986,8.1,6.1,18.2,0.9,3.1,0.275,43.3,86.7,0.499
6,Lg Rank,,15,16,15,14.0,13,14,11.0,15,20,18,10,18,15,1986,5,23,11,8,7,10.0,17,16,13.0
7,Year/Year,,-0.3%,-2.2%,-1.2%,-0.005,7.1%,7.7%,-0.004,6.4%,-1.0%,1.3%,-1.1%,-2.0%,-0.4%,1986,3.1%,-1.6%,0.3%,-9.0%,3.6%,-0.038,-2.0%,-1.4%,-0.003
0,Team,82.0,19830,3544,7237,0.49,1991,2602,0.765,1245,2649,3894,2021,2078,9118,1987,643,436,1417,39,169,0.231,3505,7068,0.496
1,Team/G,,241.8,43.2,88.3,0.49,24.3,31.7,0.765,15.2,32.3,47.5,24.6,25.3,111.2,1987,7.8,5.3,17.3,0.5,2.1,0.231,42.7,86.2,0.496
2,Lg Rank,,8,9,15,6.0,6,6,12.0,9,1,1,16,15,8,1987,20,11,15,23,23,21.0,5,4,7.0
3,Year/Year,,0.3%,-5.6%,-6.6%,0.005,10.6%,13.1%,-0.017,-2.4%,7.6%,4.2%,-12.9%,-1.1%,-2.6%,1987,-12.9%,28.2%,5.5%,-29.1%,-7.1%,-0.071,-5.2%,-6.6%,0.007
4,Opponent,82.0,19830,3376,7307,0.462,1951,2608,0.748,1143,2339,3482,2029,2067,8836,1987,670,472,1294,133,419,0.317,3243,6888,0.471
5,Opponent/G,,241.8,41.2,89.1,0.462,23.8,31.8,0.748,13.9,28.5,42.5,24.7,25.2,107.8,1987,8.2,5.8,15.8,1.6,5.1,0.317,39.5,84.0,0.471
6,Lg Rank,,8,7,10,3.0,14,18,2.0,5,8,6,8,7,10,1987,7,15,20,21,17,19.0,6,11,3.0
7,Year/Year,,0.3%,-6.7%,-0.8%,-0.029,-0.3%,0.7%,-0.007,-3.1%,-7.8%,-6.3%,-2.6%,4.6%,-4.7%,1987,1.2%,-5.6%,-13.2%,87.3%,62.4%,0.042,-8.6%,-3.1%,-0.029
0,Team,82.0,19780,3461,7018,0.493,1977,2612,0.757,1181,2482,3663,2011,1957,8957,1988,588,394,1348,58,202,0.287,3403,6816,0.499
1,Team/G,,241.2,42.2,85.6,0.493,24.1,31.9,0.757,14.4,30.3,44.7,24.5,23.9,109.2,1988,7.2,4.8,16.4,0.7,2.5,0.287,41.5,83.1,0.499
2,Lg Rank,,9,11,18,3.0,4,3,17.0,12,6,5,15,11,8,1988,22,17,9,21,22,19.0,6,11,6.0
3,Year/Year,,-0.3%,-2.3%,-3.0%,0.003,-0.7%,0.4%,-0.008,-5.1%,-6.3%,-5.9%,-0.5%,-5.8%,-1.8%,1988,-8.6%,-9.6%,-4.9%,48.7%,19.5%,0.056,-2.9%,-3.6%,0.003
4,Opponent,82.0,19780,3334,7134,0.467,1751,2298,0.762,1144,2276,3420,1964,2164,8533,1988,649,406,1328,114,394,0.289,3220,6740,0.478
5,Opponent/G,,241.2,40.7,87.0,0.467,21.4,28.0,0.762,14.0,27.8,41.7,24.0,26.4,104.1,1988,7.9,5.0,16.2,1.4,4.8,0.289,39.3,82.2,0.478
6,Lg Rank,,9,6,10,3.0,8,8,11.0,7,7,5,3,1,3,1988,8,6,14,5,11,2.0,8,10,3.0
7,Year/Year,,-0.3%,-1.2%,-2.4%,0.005,-10.3%,-11.9%,0.014,0.1%,-2.7%,-1.8%,-3.2%,4.7%,-3.4%,1988,-3.1%,-14.0%,2.6%,-14.3%,-6.0%,-0.028,-0.7%,-2.1%,0.007
0,Team,82.0,19830,3395,6879,0.494,1830,2379,0.769,1154,2546,3700,2027,1939,8740,1989,522,406,1336,120,400,0.3,3275,6479,0.505
1,Team/G,,241.8,41.4,83.9,0.494,22.3,29.0,0.769,14.1,31.0,45.1,24.7,23.6,106.6,1989,6.4,5.0,16.3,1.5,4.9,0.3,39.9,79.0,0.505
2,Lg Rank,,8,19,24,5.0,10,11,15.0,14,6,7,17,12,16,1989,25,19,11,18,18,19.0,15,18,6.0
3,Year/Year,,0.3%,-1.9%,-2.0%,0.0,-7.4%,-8.9%,0.012,-2.3%,2.6%,1.0%,0.8%,-0.9%,-2.4%,1989,-11.2%,3.0%,-0.9%,106.9%,98.0%,0.013,-3.8%,-4.9%,0.006
4,Opponent,82.0,19830,3140,7022,0.447,1826,2325,0.785,1131,2188,3319,1855,2088,8264,1989,646,341,1225,158,554,0.285,2982,6468,0.461
5,Opponent/G,,241.8,38.3,85.6,0.447,22.3,28.4,0.785,13.8,26.7,40.5,22.6,25.5,100.8,1989,7.9,4.2,14.9,1.9,6.8,0.285,36.4,78.9,0.461
6,Lg Rank,,8,2,3,2.0,12,10,25.0,5,1,2,2,2,2,1989,3,1,22,8,18,2.0,2,2,2.0
7,Year/Year,,0.3%,-5.8%,-1.6%,-0.02,4.3%,1.2%,0.023,-1.1%,-3.9%,-3.0%,-5.5%,-3.5%,-3.2%,1989,-0.5%,-16.0%,-7.8%,38.6%,40.6%,-0.004,-7.4%,-4.0%,-0.017
0,Team,82.0,19805,3333,6980,0.478,1713,2252,0.761,1185,2458,3643,1996,1961,8556,1990,512,418,1233,177,541,0.327,3156,6439,0.49
1,Team/G,,241.5,40.6,85.1,0.478,20.9,27.5,0.761,14.5,30.0,44.4,24.3,23.9,104.3,1990,6.2,5.1,15.0,2.2,6.6,0.327,38.5,78.5,0.49
2,Lg Rank,,14,19,21,15.0,18,17,13.0,11,10,9,17,18,19,1990,27,13,8,15,16,13.0,18,19,15.0
3,Year/Year,,-0.1%,-1.8%,1.5%,-0.016,-6.4%,-5.3%,-0.009,2.7%,-3.5%,-1.5%,-1.5%,1.1%,-2.1%,1990,-1.9%,3.0%,-7.7%,47.5%,35.2%,0.027,-3.6%,-0.6%,-0.015
4,Opponent,82.0,19805,3043,6809,0.447,1785,2342,0.762,1040,2281,3321,1764,2072,8057,1990,606,304,1248,186,558,0.333,2857,6251,0.457
5,Opponent/G,,241.5,37.1,83.0,0.447,21.8,28.6,0.762,12.7,27.8,40.5,21.5,25.3,98.3,1990,7.4,3.7,15.2,2.3,6.8,0.333,34.8,76.2,0.457
6,Lg Rank,,14,1,3,1.0,13,13,13.0,3,6,3,1,4,1,1990,2,1,18,19,17,16.0,1,4,1.0
7,Year/Year,,-0.1%,-3.1%,-3.0%,-0.0,-2.2%,0.7%,-0.023,-8.0%,4.3%,0.1%,-4.9%,-0.8%,-2.5%,1990,-6.2%,-10.9%,1.9%,17.7%,0.7%,0.048,-4.2%,-3.4%,-0.004
0,Team,82.0,19805,3194,6875,0.465,1686,2211,0.763,1206,2452,3658,1825,1869,8205,1991,487,367,1181,131,440,0.298,3063,6435,0.476
1,Team/G,,241.5,39.0,83.8,0.465,20.6,27.0,0.763,14.7,29.9,44.6,22.3,22.8,100.1,1991,5.9,4.5,14.4,1.6,5.4,0.298,37.4,78.5,0.476
2,Lg Rank,,13,26,23,19.0,14,17,15.0,10,10,10,23,12,24,1991,27,23,2,21,18,21.0,24,16,21.0
3,Year/Year,,0.0%,-4.2%,-1.5%,-0.013,-1.6%,-1.8%,0.002,1.8%,-0.2%,0.4%,-8.6%,-4.7%,-4.1%,1991,-4.9%,-12.2%,-4.2%,-26.0%,-18.7%,-0.029,-2.9%,-0.1%,-0.014
4,Opponent,82.0,19805,3053,6743,0.453,1674,2173,0.77,1002,2274,3276,1736,1987,7937,1991,581,289,1127,157,504,0.312,2896,6239,0.464
5,Opponent/G,,241.5,37.2,82.2,0.453,20.4,26.5,0.77,12.2,27.7,40.0,21.2,24.2,96.8,1991,7.1,3.5,13.7,1.9,6.1,0.312,35.3,76.1,0.464
6,Lg Rank,,13,1,3,3.0,11,10,16.0,1,6,3,1,8,1,1991,2,1,26,3,5,11.0,1,4,2.0
7,Year/Year,,0.0%,0.3%,-1.0%,0.006,-6.2%,-7.2%,0.008,-3.7%,-0.3%,-1.4%,-1.6%,-4.1%,-1.5%,1991,-4.1%,-4.9%,-9.7%,-15.6%,-9.7%,-0.022,1.4%,-0.2%,0.007
0,Team,82.0,19780,3191,6867,0.465,1566,2108,0.743,1210,2421,3631,1899,1646,8113,1992,546,357,1212,165,526,0.314,3026,6341,0.477
1,Team/G,,241.2,38.9,83.7,0.465,19.1,25.7,0.743,14.8,29.5,44.3,23.2,20.1,98.9,1992,6.7,4.4,14.8,2.0,6.4,0.314,36.9,77.3,0.477
2,Lg Rank,,20,24,25,18.0,18,17,19.0,8,13,12,20,4,26,1992,26,23,7,17,18,19.0,21,19,18.0
3,Year/Year,,-0.1%,-0.1%,-0.1%,0.0,-7.1%,-4.7%,-0.02,0.3%,-1.3%,-0.7%,4.1%,-11.9%,-1.1%,1992,12.1%,-2.7%,2.6%,26.0%,19.5%,0.016,-1.2%,-1.5%,0.001
4,Opponent,82.0,19780,3157,6973,0.453,1421,1866,0.762,1115,2255,3370,1894,1916,7946,1992,642,373,1117,211,625,0.338,2946,6348,0.464
5,Opponent/G,,241.2,38.5,85.0,0.453,17.3,22.8,0.762,13.6,27.5,41.1,23.1,23.4,96.9,1992,7.8,4.5,13.6,2.6,7.6,0.338,35.9,77.4,0.464
6,Lg Rank,,20,2,6,2.0,4,4,15.0,7,4,4,8,7,1,1992,4,2,25,16,17,17.0,2,6,2.0
7,Year/Year,,-0.1%,3.4%,3.4%,-0.0,-15.1%,-14.1%,-0.009,11.3%,-0.8%,2.9%,9.1%,-3.6%,0.1%,1992,10.5%,29.1%,-0.9%,34.4%,24.0%,0.026,1.7%,1.7%,-0.0
0,Team,82.0,19780,3267,7211,0.453,1426,1957,0.729,1293,2315,3608,1941,1747,8252,1993,580,249,1152,292,908,0.322,2975,6303,0.472
1,Team/G,,241.2,39.8,87.9,0.453,17.4,23.9,0.729,15.8,28.2,44.0,23.7,21.3,100.6,1993,7.1,3.0,14.0,3.6,11.1,0.322,36.3,76.9,0.472
2,Lg Rank,,16,21,8,26.0,27,25,24.0,1,20,8,22,5,25,1993,26,27,3,9,7,18.0,20,15,24.0
3,Year/Year,,0.0%,2.4%,5.0%,-0.012,-8.9%,-7.2%,-0.014,6.9%,-4.4%,-0.6%,2.2%,6.1%,1.7%,1993,6.2%,-30.3%,-5.0%,77.0%,72.6%,0.008,-1.7%,-0.6%,-0.005
4,Opponent,82.0,19780,3321,6906,0.481,1463,1987,0.736,1099,2442,3541,2048,1804,8366,1993,623,363,1219,261,769,0.339,3060,6137,0.499
5,Opponent/G,,241.2,40.5,84.2,0.481,17.8,24.2,0.736,13.4,29.8,43.2,25.0,22.0,102.0,1993,7.6,4.4,14.9,3.2,9.4,0.339,37.3,74.8,0.499
6,Lg Rank,,16,14,8,18.0,4,4,3.0,10,21,17,14,22,7,1993,4,3,22,17,18,17.0,14,8,18.0
7,Year/Year,,0.0%,5.2%,-1.0%,0.028,3.0%,6.5%,-0.025,-1.4%,8.3%,5.1%,8.1%,-5.8%,5.3%,1993,-3.0%,-2.7%,9.1%,23.7%,23.0%,0.002,3.9%,-3.3%,0.035
0,Team,82.0,19730,3169,7017,0.452,1253,1715,0.731,1027,2320,3347,1767,1935,7949,1994,602,309,1236,358,1041,0.344,2811,5976,0.47
1,Team/G,,240.6,38.6,85.6,0.452,15.3,20.9,0.731,12.5,28.3,40.8,21.5,23.6,96.9,1994,7.3,3.8,15.1,4.4,12.7,0.344,34.3,72.9,0.47
2,Lg Rank,,20,18,12,23.0,27,27,17.0,23,22,24,25,20,24,1994,25,26,7,3,4,10.0,22,19,20.0
3,Year/Year,,-0.3%,-3.0%,-2.7%,-0.001,-12.1%,-12.4%,0.002,-20.6%,0.2%,-7.2%,-9.0%,10.8%,-3.7%,1994,3.8%,24.1%,7.3%,22.6%,14.6%,0.022,-5.5%,-5.2%,-0.002
4,Opponent,82.0,19730,3255,6878,0.473,1805,2451,0.736,1191,2590,3781,2097,1602,8587,1994,721,368,1169,272,814,0.334,2983,6064,0.492
5,Opponent/G,,240.6,39.7,83.9,0.473,22.0,29.9,0.736,14.5,31.6,46.1,25.6,19.5,104.7,1994,8.8,4.5,14.3,3.3,9.9,0.334,36.4,74.0,0.492
6,Lg Rank,,20,14,11,18.0,25,24,14.0,21,26,24,18,27,20,1994,13,5,25,13,13,14.0,15,11,20.0
7,Year/Year,,-0.3%,-2.0%,-0.4%,-0.008,23.4%,23.4%,0.0,8.4%,6.1%,6.8%,2.4%,-11.2%,2.6%,1994,15.7%,1.4%,-4.1%,4.2%,5.9%,-0.005,-2.5%,-1.2%,-0.007
0,Team,82.0,19730,3060,6633,0.461,1439,1941,0.741,958,2204,3162,1872,2151,8053,1995,705,420,1318,494,1396,0.354,2566,5237,0.49
1,Team/G,,240.6,37.3,80.9,0.461,17.5,23.7,0.741,11.7,26.9,38.6,22.8,26.2,98.2,1995,8.6,5.1,16.1,6.0,17.0,0.354,31.3,63.9,0.49
2,Lg Rank,,25,16,16,17.0,26,27,11.0,22,24,25,15,26,21,1995,8,11,17,9,9,18.0,19,20,15.0
3,Year/Year,,0.0%,-3.4%,-5.5%,0.01,14.8%,13.2%,0.011,-6.7%,-5.0%,-5.5%,5.9%,11.2%,1.3%,1995,17.1%,35.9%,6.6%,38.0%,34.1%,0.01,-8.7%,-12.4%,0.02
4,Opponent,82.0,19730,3120,6558,0.476,1963,2720,0.722,1147,2432,3579,2013,1746,8651,1995,693,439,1286,448,1235,0.363,2672,5323,0.502
5,Opponent/G,,240.6,38.0,80.0,0.476,23.9,33.2,0.722,14.0,29.7,43.6,24.5,21.3,105.5,1995,8.5,5.4,15.7,5.5,15.1,0.363,32.6,64.9,0.502
6,Lg Rank,,25,15,11,20.0,27,27,6.0,23,22,23,22,27,22,1995,16,17,16,15,12,15.0,15,12,21.0
7,Year/Year,,0.0%,-4.1%,-4.7%,0.003,8.8%,11.0%,-0.015,-3.7%,-6.1%,-5.3%,-4.0%,9.0%,0.7%,1995,-3.9%,19.3%,10.0%,64.7%,51.7%,0.029,-10.4%,-12.2%,0.01
0,Team,82.0,19830,2810,6122,0.459,1657,2206,0.751,884,2440,3324,1610,1953,7822,1996,506,352,1215,545,1350,0.404,2265,4772,0.475
1,Team/G,,241.8,34.3,74.7,0.459,20.2,26.9,0.751,10.8,29.8,40.5,19.6,23.8,95.4,1996,6.2,4.3,14.8,6.6,16.5,0.404,27.6,58.2,0.475
2,Lg Rank,,10,26,28,17.0,11,14,12.0,27,10,17,28,19,25,1996,29,20,7,9,14,2.0,28,28,22.0
3,Year/Year,,0.5%,-8.2%,-7.7%,-0.002,15.1%,13.7%,0.01,-7.7%,10.7%,5.1%,-14.0%,-9.2%,-2.9%,1996,-28.2%,-16.2%,-7.8%,10.3%,-3.3%,0.05,-11.7%,-8.9%,-0.015
4,Opponent,82.0,19830,2827,6375,0.443,1458,2039,0.715,964,2268,3232,1729,1887,7617,1996,556,385,1153,505,1380,0.366,2322,4995,0.465
5,Opponent/G,,241.8,34.5,77.7,0.443,17.8,24.9,0.715,11.8,27.7,39.4,21.1,23.0,92.9,1996,6.8,4.7,14.1,6.2,16.8,0.366,28.3,60.9,0.465
6,Lg Rank,,10,4,5,6.0,7,11,2.0,6,6,5,8,16,2,1996,3,8,28,19,22,14.0,4,4,3.0
7,Year/Year,,0.5%,-9.4%,-2.8%,-0.032,-25.7%,-25.0%,-0.007,-16.0%,-6.7%,-9.7%,-14.1%,8.1%,-12.0%,1996,-19.8%,-12.3%,-10.3%,12.7%,11.7%,0.003,-13.1%,-6.2%,-0.037
0,Team,82.0,19830,2827,6095,0.464,1487,1995,0.745,858,2292,3150,1554,1652,7723,1997,632,283,1041,582,1499,0.388,2245,4596,0.488
1,Team/G,,241.8,34.5,74.3,0.464,18.1,24.3,0.745,10.5,28.0,38.4,19.0,20.1,94.2,1997,7.7,3.5,12.7,7.1,18.3,0.388,27.4,56.0,0.488
2,Lg Rank,,15,23,28,10.0,20,18,14.0,29,18,28,29,5,24,1997,21,29,1,7,9,3.0,26,27,11.0
3,Year/Year,,0.0%,0.6%,-0.4%,0.005,-10.3%,-9.6%,-0.006,-2.9%,-6.1%,-5.2%,-3.5%,-15.4%,-1.3%,1997,24.9%,-19.6%,-14.3%,6.8%,11.0%,-0.015,-0.9%,-3.7%,0.014
4,Opponent,82.0,19830,2768,6231,0.444,1229,1668,0.737,964,2264,3228,1795,1784,7293,1997,488,282,1195,528,1430,0.369,2240,4801,0.467
5,Opponent/G,,241.8,33.8,76.0,0.444,15.0,20.3,0.737,11.8,27.6,39.4,21.9,21.8,88.9,1997,6.0,3.4,14.6,6.4,17.4,0.369,27.3,58.5,0.467
6,Lg Rank,,15,6,4,12.0,1,1,12.0,5,11,5,16,16,2,1997,1,1,25,23,21,21.0,5,4,10.0
7,Year/Year,,0.0%,-2.1%,-2.3%,0.001,-15.7%,-18.2%,0.022,0.0%,-0.2%,-0.1%,3.8%,-5.5%,-4.3%,1997,-12.2%,-26.8%,3.6%,4.6%,3.6%,0.003,-3.5%,-3.9%,0.002
0,Team,82.0,19955,2862,6373,0.449,1704,2288,0.745,1044,2338,3382,1597,1805,7721,1998,678,344,1198,293,938,0.312,2569,5435,0.473
1,Team/G,,243.4,34.9,77.7,0.449,20.8,27.9,0.745,12.7,28.5,41.2,19.5,22.0,94.2,1998,8.3,4.2,14.6,3.6,11.4,0.312,31.3,66.3,0.473
2,Lg Rank,,1,23,22,18.0,6,6,12.0,15,16,16,25,9,20,1998,14,25,8,22,16,26.0,17,18,14.0
3,Year/Year,,0.6%,1.2%,4.6%,-0.015,14.6%,14.7%,-0.001,21.7%,2.0%,7.4%,2.8%,9.3%,-0.0%,1998,7.3%,21.6%,15.1%,-49.7%,-37.4%,-0.076,14.4%,18.3%,-0.016
4,Opponent,82.0,19955,2840,6377,0.445,1549,2077,0.746,991,2334,3325,1753,1874,7592,1998,648,382,1263,363,1100,0.33,2477,5277,0.469
5,Opponent/G,,243.4,34.6,77.8,0.445,18.9,25.3,0.746,12.1,28.5,40.5,21.4,22.9,92.6,1998,7.9,4.7,15.4,4.4,13.4,0.33,30.2,64.4,0.469
6,Lg Rank,,1,9,7,13.0,11,10,23.0,5,15,11,10,9,9,1998,10,12,12,16,21,9.0,8,7,14.0
7,Year/Year,,0.6%,2.6%,2.3%,0.001,26.0%,24.5%,0.009,2.8%,3.1%,3.0%,-2.3%,5.0%,4.1%,1998,32.8%,35.5%,5.7%,-31.2%,-23.1%,-0.039,10.6%,9.9%,0.003
0,Team,50.0,12050,1660,3716,0.447,950,1283,0.74,605,1412,2017,1009,1139,4518,1999,444,208,790,248,679,0.365,1412,3037,0.465
1,Team/G,,241.0,33.2,74.3,0.447,19.0,25.7,0.74,12.1,28.2,40.3,20.2,22.8,90.4,1999,8.9,4.2,15.8,5.0,13.6,0.365,28.2,60.7,0.465
2,Lg Rank,,19,21,25,10.0,14,14,11.0,18,21,20,20,17,20,1999,6,22,18,10,11,5.0,22,25,13.0
3,Year/Year,,-1.0%,-4.9%,-4.4%,-0.002,-8.6%,-8.0%,-0.004,-5.0%,-1.0%,-2.2%,3.6%,3.5%,-4.0%,1999,7.4%,-0.8%,8.1%,38.8%,18.7%,0.053,-9.9%,-8.4%,-0.008
4,Opponent,50.0,12050,1585,3639,0.436,941,1317,0.715,548,1377,1925,1043,1113,4347,1999,424,225,770,236,682,0.346,1349,2957,0.456
5,Opponent/G,,241.0,31.7,72.8,0.436,18.8,26.3,0.715,11.0,27.5,38.5,20.9,22.3,86.9,1999,8.5,4.5,15.4,4.7,13.6,0.346,27.0,59.1,0.456
6,Lg Rank,,19,3,1,13.0,14,18,6.0,1,4,1,15,12,7,1999,17,9,16,22,22,19.0,3,2,15.0
7,Year/Year,,-1.0%,-8.5%,-6.4%,-0.01,-0.4%,4.0%,-0.031,-9.3%,-3.2%,-5.1%,-2.4%,-2.6%,-6.1%,1999,7.3%,-3.4%,-0.0%,6.6%,1.7%,0.016,-10.7%,-8.1%,-0.013
0,Team,82.0,19830,3044,6635,0.459,1956,2506,0.781,917,2458,3375,1707,2011,8483,2000,665,273,1288,439,1223,0.359,2605,5412,0.481
1,Team/G,,241.8,37.1,80.9,0.459,23.9,30.6,0.781,11.2,30.0,41.2,20.8,24.5,103.5,2000,8.1,3.3,15.7,5.4,14.9,0.359,31.8,66.0,0.481
2,Lg Rank,,7,12,21,9.0,1,1,6.0,26,18,22,23,23,2,2000,12,29,19,10,11,14.0,17,23,5.0
3,Year/Year,,0.3%,11.8%,8.9%,0.012,25.5%,19.1%,0.04,-7.6%,6.1%,2.0%,3.2%,7.7%,14.5%,2000,-8.7%,-20.0%,-0.6%,7.9%,9.8%,-0.006,12.5%,8.7%,0.016
4,Opponent,82.0,19830,3119,6706,0.465,1669,2237,0.746,973,2504,3477,1893,2219,8365,2000,652,396,1400,458,1234,0.371,2661,5472,0.486
5,Opponent/G,,241.8,38.0,81.8,0.465,20.4,27.3,0.746,11.9,30.5,42.4,23.1,27.1,102.0,2000,8.0,4.8,17.1,5.6,15.0,0.371,32.5,66.7,0.486
6,Lg Rank,,7,19,14,25.0,24,24,11.0,9,16,12,17,1,26,2000,18,9,5,28,25,26.0,18,9,25.0
7,Year/Year,,0.3%,20.0%,12.4%,0.03,8.1%,3.6%,0.032,8.3%,10.9%,10.1%,10.7%,21.6%,17.3%,2000,-6.2%,7.3%,10.9%,18.3%,10.3%,0.025,20.3%,12.8%,0.03
0,Team,82.0,19855,2919,6880,0.424,1610,2233,0.721,1108,2626,3734,1629,1955,7837,2001,613,447,1304,389,1112,0.35,2530,5768,0.439
1,Team/G,,242.1,35.6,83.9,0.424,19.6,27.2,0.721,13.5,32.0,45.5,19.9,23.8,95.6,2001,7.5,5.5,15.9,4.7,13.6,0.35,30.9,70.3,0.439
2,Lg Rank,,10,15,4,28.0,7,6,24.0,3,3,1,24,26,13,2001,20,12,26,15,14,15.0,18,5,27.0
3,Year/Year,,0.1%,-4.1%,3.7%,-0.035,-17.7%,-10.9%,-0.06,20.8%,6.8%,10.6%,-4.6%,-2.8%,-7.6%,2001,-7.8%,63.7%,1.2%,-11.4%,-9.1%,-0.009,-2.9%,6.6%,-0.043
4,Opponent,82.0,19855,2976,6850,0.434,1596,2169,0.736,1012,2671,3683,1860,2062,7976,2001,669,397,1274,428,1229,0.348,2548,5621,0.453
5,Opponent/G,,242.1,36.3,83.5,0.434,19.5,26.5,0.736,12.3,32.6,44.9,22.7,25.1,97.3,2001,8.2,4.8,15.5,5.2,15.0,0.348,31.1,68.5,0.453
6,Lg Rank,,10,17,27,8.0,19,22,7.0,18,28,26,20,1,24,2001,20,9,9,22,25,9.0,16,21,11.0
7,Year/Year,,0.1%,-4.6%,2.1%,-0.031,-4.4%,-3.0%,-0.01,4.0%,6.7%,5.9%,-1.7%,-7.1%,-4.7%,2001,2.6%,0.3%,-9.0%,-6.6%,-0.4%,-0.023,-4.2%,2.7%,-0.033
0,Team,82.0,19680,2845,6300,0.452,1478,1954,0.756,810,2366,3176,1765,1695,7735,2002,648,565,1193,567,1509,0.376,2278,4791,0.475
1,Team/G,,240.0,34.7,76.8,0.452,18.0,23.8,0.756,9.9,28.9,38.7,21.5,20.7,94.3,2002,7.9,6.9,14.5,6.9,18.4,0.376,27.8,58.4,0.475
2,Lg Rank,,29,24,29,8.0,14,14,13.0,29,24,29,18,8,18,2002,15,1,17,5,5,6.0,28,28,8.0
3,Year/Year,,-0.9%,-2.5%,-8.4%,0.027,-8.2%,-12.5%,0.035,-26.9%,-9.9%,-14.9%,8.3%,-13.3%,-1.3%,2002,5.7%,26.4%,-8.5%,45.8%,35.7%,0.026,-10.0%,-16.9%,0.037
4,Opponent,82.0,19680,2926,6546,0.447,1349,1787,0.755,991,2511,3502,1638,1874,7560,2002,651,335,1273,359,993,0.362,2567,5553,0.462
5,Opponent/G,,240.0,35.7,79.8,0.447,16.5,21.8,0.755,12.1,30.6,42.7,20.0,22.9,92.2,2002,7.9,4.1,15.5,4.4,12.1,0.362,31.3,67.7,0.462
6,Lg Rank,,29,11,9,16.0,7,6,20.0,12,17,16,6,5,6,2002,18,1,5,1,1,24.0,18,20,13.0
7,Year/Year,,-0.9%,-1.7%,-4.4%,0.013,-15.5%,-17.6%,0.019,-2.1%,-6.0%,-4.9%,-11.9%,-9.1%,-5.2%,2002,-2.7%,-15.6%,-0.1%,-16.1%,-19.2%,0.013,0.7%,-1.2%,0.009
0,Team,82.0,19905,2700,6277,0.43,1559,2021,0.771,883,2445,3328,1620,1748,7492,2003,556,468,1104,533,1488,0.358,2167,4789,0.452
1,Team/G,,242.7,32.9,76.5,0.43,19.0,24.6,0.771,10.8,29.8,40.6,19.8,21.3,91.4,2003,6.8,5.7,13.5,6.5,18.1,0.358,26.4,58.4,0.452
2,Lg Rank,,5,26,28,24.0,13,12,9.0,26,18,25,23,10,26,2003,28,8,5,6,6,8.0,28,28,24.0
3,Year/Year,,1.1%,-5.1%,-0.4%,-0.021,5.5%,3.4%,0.015,9.0%,3.3%,4.8%,-8.2%,3.1%,-3.1%,2003,-14.2%,-17.2%,-7.5%,-6.0%,-1.4%,-0.018,-4.9%,-0.0%,-0.023
4,Opponent,82.0,19905,2744,6269,0.438,1413,1895,0.746,859,2528,3387,1501,1904,7190,2003,568,355,1149,289,839,0.344,2455,5430,0.452
5,Opponent/G,,242.7,33.5,76.5,0.438,17.2,23.1,0.746,10.5,30.8,41.3,18.3,23.2,87.7,2003,6.9,4.3,14.0,3.5,10.2,0.344,29.9,66.2,0.452
