,Unnamed: 0,G,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,PF,PTS,Year,STL,BLK,TOV,3P,3PA,3P%,2P,2PA,2P%
7,Year/Year,,0.3%,4.1%,1.4%,0.012,10.7%,9.5%,0.008,-2.6%,-7.1%,-5.7%,9.4%,3.8%,5.6%,1984,3.9%,-0.5%,0.1%,36.8%,13.9%,0.046,3.7%,1.1%,0.012
0,Team,82.0,19830,3435,7101,0.484,1706,2350,0.726,1116,2102,3218,1999,2398,8627,1985,754,267,1458,51,198,0.258,3384,6903,0.49
1,Team/G,,241.8,41.9,86.6,0.484,20.8,28.7,0.726,13.6,25.6,39.2,24.4,29.2,105.2,1985,9.2,3.3,17.8,0.6,2.4,0.258,41.3,84.2,0.49
2,Lg Rank,,6,22,20,16.0,18,13,22.0,15,23,23,18,23,22,1985,7,23,9,17,18,16.0,18,17,16.0
3,Year/Year,,-0.1%,1.4%,3.9%,-0.012,-12.2%,-6.4%,-0.049,2.6%,-5.7%,-3.0%,-2.1%,5.1%,-1.6%,1985,-6.1%,-25.8%,-8.1%,8.5%,20.0%,-0.027,1.3%,3.5%,-0.01
4,Opponent,82.0,19830,3329,6732,0.495,2282,3006,0.759,1219,2401,3620,2143,2038,9007,1985,667,446,1589,67,229,0.293,3262,6503,0.502
5,Opponent/G,,241.8,40.6,82.1,0.495,27.8,36.7,0.759,14.9,29.3,44.1,26.1,24.9,109.8,1985,8.1,5.4,19.4,0.8,2.8,0.293,39.8,79.3,0.502
6,Lg Rank,,6,2,1,15.0,23,23,8.0,17,12,15,12,13,12,1985,8,14,4,9,5,15.0,2,1,16.0
7,Year/Year,,-0.1%,2.1%,0.7%,0.007,21.6%,21.5%,0.001,16.7%,10.6%,12.6%,4.6%,-7.2%,6.6%,1985,-7.5%,12.3%,-5.6%,28.8%,21.2%,0.017,1.7%,0.1%,0.008
0,Team,82.0,19805,3239,7034,0.46,1534,2237,0.686,1081,2170,3251,1877,2213,8094,1986,714,308,1438,82,239,0.343,3157,6795,0.465
1,Team/G,,241.5,39.5,85.8,0.46,18.7,27.3,0.686,13.2,26.5,39.6,22.9,27.0,98.7,1986,8.7,3.8,17.5,1.0,2.9,0.343,38.5,82.9,0.465
2,Lg Rank,,8,23,21,23.0,23,22,23.0,17,23,23,22,21,23,1986,14,22,12,10,13,2.0,23,21,23.0
3,Year/Year,,-0.1%,-5.7%,-0.9%,-0.023,-10.1%,-4.8%,-0.04,-3.1%,3.2%,1.0%,-6.1%,-7.7%,-6.2%,1986,-5.3%,15.4%,-1.4%,60.8%,20.7%,0.086,-6.7%,-1.6%,-0.026
4,Opponent,82.0,19805,3192,6672,0.478,2102,2744,0.766,1166,2587,3753,2007,2018,8554,1986,701,444,1629,68,274,0.248,3124,6398,0.488
5,Opponent/G,,241.5,38.9,81.4,0.478,25.6,33.5,0.766,14.2,31.5,45.8,24.5,24.6,104.3,1986,8.5,5.4,19.9,0.8,3.3,0.248,38.1,78.0,0.488
6,Lg Rank,,8,1,1,8.0,22,22,19.0,11,21,21,5,13,1,1986,10,12,4,6,12,3.0,1,1,8.0
7,Year/Year,,-0.1%,-4.1%,-0.9%,-0.016,-7.9%,-8.7%,0.007,-4.3%,7.7%,3.7%,-6.3%,-1.0%,-5.0%,1986,5.1%,-0.4%,2.5%,1.5%,19.7%,-0.044,-4.2%,-1.6%,-0.013
0,Team,82.0,19780,3329,7023,0.474,1725,2362,0.73,1108,2162,3270,1941,2028,8508,1987,704,396,1420,125,375,0.333,3204,6648,0.482
1,Team/G,,241.2,40.6,85.6,0.474,21.0,28.8,0.73,13.5,26.4,39.9,23.7,24.7,103.8,1987,8.6,4.8,17.3,1.5,4.6,0.333,39.1,81.1,0.482
2,Lg Rank,,13,22,22,15.0,21,18,21.0,22,22,23,21,12,23,1987,12,18,16,9,11,5.0,23,20,16.0
3,Year/Year,,-0.1%,2.8%,-0.2%,0.014,12.5%,5.6%,0.045,2.5%,-0.4%,0.6%,3.4%,-8.4%,5.1%,1987,-1.4%,28.6%,-1.3%,52.4%,56.9%,-0.01,1.5%,-2.2%,0.017
4,Opponent,82.0,19780,3500,7142,0.49,1928,2534,0.761,1331,2448,3779,2152,1950,9022,1987,761,400,1417,94,358,0.263,3406,6784,0.502
5,Opponent/G,,241.2,42.7,87.1,0.49,23.5,30.9,0.761,16.2,29.9,46.1,26.2,23.8,110.0,1987,9.3,4.9,17.3,1.1,4.4,0.263,41.5,82.7,0.502
6,Lg Rank,,13,10,6,17.0,12,12,12.0,22,15,19,13,17,13,1987,18,4,8,2,7,1.0,11,6,17.0
7,Year/Year,,-0.1%,9.6%,7.0%,0.012,-8.3%,-7.7%,-0.005,14.2%,-5.4%,0.7%,7.2%,-3.4%,5.5%,1987,8.6%,-9.9%,-13.0%,38.2%,30.7%,0.014,9.0%,6.0%,0.014
0,Team,82.0,19805,3363,7232,0.465,1750,2306,0.759,1286,2194,3480,2012,2361,8655,1988,789,445,1518,179,567,0.316,3184,6665,0.478
1,Team/G,,241.5,41.0,88.2,0.465,21.3,28.1,0.759,15.7,26.8,42.4,24.5,28.8,105.5,1988,9.6,5.4,18.5,2.2,6.9,0.316,38.8,81.3,0.478
2,Lg Rank,,5,18,9,22.0,18,16,15.0,3,23,18,14,22,17,1988,2,13,22,4,3,12.0,20,17,20.0
3,Year/Year,,0.1%,1.0%,3.0%,-0.009,1.4%,-2.4%,0.029,16.1%,1.5%,6.4%,3.7%,16.4%,1.7%,1988,12.1%,12.4%,6.9%,43.2%,51.2%,-0.018,-0.6%,0.3%,-0.004
4,Opponent,82.0,19805,3202,6710,0.477,2177,2806,0.776,1155,2284,3439,2005,1969,8695,1988,705,447,1631,114,375,0.304,3088,6335,0.487
5,Opponent/G,,241.5,39.0,81.8,0.477,26.5,34.2,0.776,14.1,27.9,41.9,24.5,24.0,106.0,1988,8.6,5.5,19.9,1.4,4.6,0.304,37.7,77.3,0.487
6,Lg Rank,,5,1,1,12.0,22,22,18.0,10,8,9,9,11,9,1988,13,14,1,5,7,8.0,1,1,14.0
7,Year/Year,,0.1%,-8.5%,-6.0%,-0.013,12.9%,10.7%,0.015,-13.2%,-6.7%,-9.0%,-6.8%,1.0%,-3.6%,1988,-7.4%,11.7%,15.1%,21.3%,4.7%,0.041,-9.3%,-6.6%,-0.015
0,Team,82.0,19805,3701,7611,0.486,1779,2366,0.752,1322,2265,3587,2083,2053,9567,1989,900,446,1572,386,1147,0.337,3315,6464,0.513
1,Team/G,,241.5,45.1,92.8,0.486,21.7,28.9,0.752,16.1,27.6,43.7,25.4,25.0,116.7,1989,11.0,5.4,19.2,4.7,14.0,0.337,40.4,78.8,0.513
2,Lg Rank,,10,4,4,8.0,17,14,18.0,5,21,15,12,19,3,1989,2,9,22,1,1,7.0,10,20,2.0
3,Year/Year,,0.0%,10.1%,5.2%,0.021,1.7%,2.6%,-0.007,2.8%,3.2%,3.1%,3.5%,-13.0%,10.5%,1989,14.1%,0.2%,3.6%,115.6%,102.3%,0.021,4.1%,-3.0%,0.035
4,Opponent,82.0,19805,3636,7358,0.494,1834,2390,0.767,1213,2326,3539,2292,1898,9258,1989,778,433,1688,152,534,0.285,3484,6824,0.511
5,Opponent/G,,241.5,44.3,89.7,0.494,22.4,29.1,0.767,14.8,28.4,43.2,28.0,23.1,112.9,1989,9.5,5.3,20.6,1.9,6.5,0.285,42.5,83.2,0.511
6,Lg Rank,,10,21,18,21.0,14,15,11.0,16,10,10,24,17,20,1989,18,13,2,5,13,1.0,22,17,22.0
7,Year/Year,,0.0%,13.6%,9.7%,0.017,-15.8%,-14.8%,-0.008,5.0%,1.8%,2.9%,14.3%,-3.6%,6.5%,1989,10.4%,-3.1%,3.5%,33.3%,42.4%,-0.019,12.8%,7.7%,0.023
0,Team,82.0,19830,3434,7089,0.484,1775,2349,0.756,1187,2426,3613,2140,1828,8879,1990,714,492,1412,236,710,0.332,3198,6379,0.501
1,Team/G,,241.8,41.9,86.5,0.484,21.6,28.6,0.756,14.5,29.6,44.1,26.1,22.3,108.3,1990,8.7,6.0,17.2,2.9,8.7,0.332,39.0,77.8,0.501
2,Lg Rank,,9,12,15,9.0,13,12,17.0,10,12,11,8,7,12,1990,14,6,23,6,5,12.0,16,22,8.0
3,Year/Year,,0.1%,-7.2%,-6.9%,-0.002,-0.2%,-0.7%,0.004,-10.2%,7.1%,0.7%,2.7%,-11.0%,-7.2%,1990,-20.7%,10.3%,-10.2%,-38.9%,-38.1%,-0.004,-3.5%,-1.3%,-0.012
4,Opponent,82.0,19830,3497,7430,0.471,1598,2100,0.761,1249,2285,3534,2126,1869,8763,1990,719,418,1287,171,543,0.315,3326,6887,0.483
5,Opponent/G,,241.8,42.6,90.6,0.471,19.5,25.6,0.761,15.2,27.9,43.1,25.9,22.8,106.9,1990,8.8,5.1,15.7,2.1,6.6,0.315,40.6,84.0,0.483
6,Lg Rank,,9,22,24,10.0,5,3,12.0,26,7,14,22,17,15,1990,18,15,16,10,14,7.0,22,23,9.0
7,Year/Year,,0.1%,-3.8%,1.0%,-0.023,-12.9%,-12.1%,-0.006,3.0%,-1.8%,-0.1%,-7.2%,-1.5%,-5.3%,1990,-7.6%,-3.5%,-23.8%,12.5%,1.7%,0.03,-4.5%,0.9%,-0.028
0,Team,82.0,19955,3308,6822,0.485,1654,2147,0.77,1053,2436,3489,2172,1764,8455,1991,638,418,1379,185,558,0.332,3123,6264,0.499
1,Team/G,,243.4,40.3,83.2,0.485,20.2,26.2,0.77,12.8,29.7,42.5,26.5,21.5,103.1,1991,7.8,5.1,16.8,2.3,6.8,0.332,38.1,76.4,0.499
2,Lg Rank,,2,17,25,10.0,17,20,10.0,20,12,16,7,6,18,1991,22,13,20,13,14,9.0,16,22,10.0
3,Year/Year,,0.6%,-3.7%,-3.8%,0.0,-6.8%,-8.6%,0.015,-11.3%,0.4%,-3.4%,1.5%,-3.5%,-4.8%,1991,-10.6%,-15.0%,-2.3%,-21.6%,-21.4%,-0.001,-2.3%,-1.8%,-0.003
4,Opponent,82.0,19955,3410,7162,0.476,1471,1903,0.773,1119,2336,3455,1999,1813,8474,1991,724,368,1239,183,545,0.336,3227,6617,0.488
5,Opponent/G,,243.4,41.6,87.3,0.476,17.9,23.2,0.773,13.6,28.5,42.1,24.4,22.1,103.3,1991,8.8,4.5,15.1,2.2,6.6,0.336,39.4,80.7,0.488
6,Lg Rank,,2,18,13,15.0,4,3,23.0,13,11,10,12,22,7,1991,17,8,19,12,9,23.0,15,17,13.0
7,Year/Year,,0.6%,-2.5%,-3.6%,0.005,-7.9%,-9.4%,0.012,-10.4%,2.2%,-2.2%,-6.0%,-3.0%,-3.3%,1991,0.7%,-12.0%,-3.7%,7.0%,0.4%,0.021,-3.0%,-3.9%,0.005
0,Team,82.0,19855,3312,6947,0.477,1503,2049,0.734,1185,2489,3674,2130,1905,8328,1992,634,382,1242,201,618,0.325,3111,6329,0.492
1,Team/G,,242.1,40.4,84.7,0.477,18.3,25.0,0.734,14.5,30.4,44.8,26.0,23.2,101.6,1992,7.7,4.7,15.1,2.5,7.5,0.325,37.9,77.2,0.492
2,Lg Rank,,8,19,23,9.0,23,21,24.0,11,8,7,7,21,22,1992,23,19,9,15,14,14.0,18,20,10.0
3,Year/Year,,-0.5%,0.1%,1.8%,-0.008,-9.1%,-4.6%,-0.037,12.5%,2.2%,5.3%,-1.9%,8.0%,-1.5%,1992,-0.6%,-8.6%,-9.9%,8.6%,10.8%,-0.006,-0.4%,1.0%,-0.007
4,Opponent,82.0,19855,3082,6727,0.458,1666,2172,0.767,1014,2241,3255,1778,1803,8009,1992,669,396,1249,179,606,0.295,2903,6121,0.474
5,Opponent/G,,242.1,37.6,82.0,0.458,20.3,26.5,0.767,12.4,27.3,39.7,21.7,22.0,97.7,1992,8.2,4.8,15.2,2.2,7.4,0.295,35.4,74.6,0.474
6,Lg Rank,,8,1,1,5.0,13,11,19.0,1,3,2,1,15,2,1992,9,7,18,4,11,2.0,1,1,10.0
7,Year/Year,,-0.5%,-9.6%,-6.1%,-0.018,13.3%,14.1%,-0.006,-9.4%,-4.1%,-5.8%,-11.1%,-0.6%,-5.5%,1992,-7.6%,7.6%,0.8%,-2.2%,11.2%,-0.04,-10.0%,-7.5%,-0.013
0,Team,82.0,19930,3209,6898,0.465,1717,2316,0.741,1150,2660,3810,2125,2111,8328,1993,680,372,1296,193,604,0.32,3016,6294,0.479
1,Team/G,,243.0,39.1,84.1,0.465,20.9,28.2,0.741,14.0,32.4,46.5,25.9,25.7,101.6,1993,8.3,4.5,15.8,2.4,7.4,0.32,36.8,76.8,0.479
2,Lg Rank,,2,24,20,19.0,17,12,21.0,12,1,2,7,26,24,1993,14,20,13,18,19,19.0,18,16,19.0
3,Year/Year,,0.4%,-3.1%,-0.7%,-0.012,14.2%,13.0%,0.008,-3.0%,6.9%,3.7%,-0.2%,10.8%,0.0%,1993,7.3%,-2.6%,4.3%,-4.0%,-2.3%,-0.006,-3.1%,-0.6%,-0.012
4,Opponent,82.0,19930,2822,6621,0.426,1949,2582,0.755,1031,2325,3356,1658,2010,7823,1993,657,384,1360,230,753,0.305,2592,5868,0.442
5,Opponent/G,,243.0,34.4,80.7,0.426,23.8,31.5,0.755,12.6,28.4,40.9,20.2,24.5,95.4,1993,8.0,4.7,16.6,2.8,9.2,0.305,31.6,71.6,0.442
6,Lg Rank,,2,1,1,1.0,24,24,14.0,2,7,3,1,4,1,1993,11,7,8,8,15,1.0,1,1,1.0
7,Year/Year,,0.4%,-8.4%,-1.6%,-0.032,17.0%,18.9%,-0.012,1.7%,3.7%,3.1%,-6.7%,11.5%,-2.3%,1993,-1.8%,-3.0%,8.9%,28.5%,24.3%,0.01,-10.7%,-4.1%,-0.033
0,Team,82.0,19755,3098,6735,0.46,1564,2097,0.746,1175,2542,3717,2067,2001,8076,1994,752,385,1360,316,908,0.348,2782,5827,0.477
1,Team/G,,240.9,37.8,82.1,0.46,19.1,25.6,0.746,14.3,31.0,45.3,25.2,24.4,98.5,1994,9.2,4.7,16.6,3.9,11.1,0.348,33.9,71.1,0.477
2,Lg Rank,,13,24,21,18.0,16,20,9.0,11,5,4,11,24,21,1994,7,19,19,9,9,8.0,25,24,18.0
3,Year/Year,,-0.9%,-3.5%,-2.4%,-0.005,-8.9%,-9.5%,0.004,2.2%,-4.4%,-2.4%,-2.7%,-5.2%,-3.0%,1994,10.6%,3.5%,4.9%,63.7%,50.3%,0.028,-7.8%,-7.4%,-0.002
4,Opponent,82.0,19755,2783,6451,0.431,1684,2341,0.719,1016,2245,3261,1677,1897,7503,1994,677,333,1420,253,825,0.307,2530,5626,0.45
5,Opponent/G,,240.9,33.9,78.7,0.431,20.5,28.5,0.719,12.4,27.4,39.8,20.5,23.1,91.5,1994,8.3,4.1,17.3,3.1,10.1,0.307,30.9,68.6,0.45
6,Lg Rank,,13,1,1,1.0,17,17,3.0,2,5,3,1,7,1,1994,8,2,5,9,15,4.0,1,2,1.0
7,Year/Year,,-0.9%,-1.4%,-2.6%,0.005,-13.6%,-9.3%,-0.035,-1.5%,-3.4%,-2.8%,1.1%,-5.6%,-4.1%,1994,3.0%,-13.3%,4.4%,10.0%,9.6%,0.001,-2.4%,-4.1%,0.008
0,Team,82.0,19780,2985,6394,0.467,1552,2114,0.734,929,2473,3402,2055,2102,8054,1995,591,387,1305,532,1446,0.368,2453,4948,0.496
1,Team/G,,241.2,36.4,78.0,0.467,18.9,25.8,0.734,11.3,30.2,41.5,25.1,25.6,98.2,1995,7.2,4.7,15.9,6.5,17.6,0.368,29.9,60.3,0.496
2,Lg Rank,,21,22,23,13.0,19,18,17.0,23,3,12,8,25,20,1995,25,19,15,6,6,12.0,25,26,10.0
3,Year/Year,,0.1%,-3.6%,-5.1%,0.007,-0.8%,0.8%,-0.012,-20.9%,-2.7%,-8.5%,-0.6%,5.0%,-0.3%,1995,-21.4%,0.5%,-4.0%,68.4%,59.3%,0.02,-11.8%,-15.1%,0.018
4,Opponent,82.0,19780,2800,6410,0.437,1802,2449,0.736,1021,2317,3338,1584,1907,7799,1995,639,324,1264,397,1165,0.341,2403,5245,0.458
5,Opponent/G,,241.2,34.1,78.2,0.437,22.0,29.9,0.736,12.5,28.3,40.7,19.3,23.3,95.1,1995,7.8,4.0,15.4,4.8,14.2,0.341,29.3,64.0,0.458
6,Lg Rank,,21,1,5,1.0,21,21,13.0,6,12,9,1,16,2,1995,6,2,19,5,6,5.0,2,6,1.0
7,Year/Year,,0.1%,0.6%,-0.6%,0.005,7.0%,4.6%,0.016,0.5%,3.2%,2.4%,-5.5%,0.5%,3.9%,1995,-5.6%,-2.7%,-11.0%,56.9%,41.2%,0.034,-5.0%,-6.8%,0.008
0,Team,82.0,19830,3003,6382,0.471,1480,1954,0.757,829,2449,3278,1822,1864,7971,1996,645,377,1272,485,1285,0.377,2518,5097,0.494
1,Team/G,,241.8,36.6,77.8,0.471,18.0,23.8,0.757,10.1,29.9,40.0,22.2,22.7,97.2,1996,7.9,4.6,15.5,5.9,15.7,0.377,30.7,62.2,0.494
2,Lg Rank,,10,18,25,11.0,23,26,9.0,29,8,20,17,15,22,1996,14,19,14,16,17,9.0,19,21,13.0
3,Year/Year,,0.3%,0.6%,-0.2%,0.004,-4.6%,-7.6%,0.023,-10.8%,-1.0%,-3.6%,-11.3%,-11.3%,-1.0%,1996,9.1%,-2.6%,-2.5%,-8.8%,-11.1%,0.01,2.6%,3.0%,-0.002
4,Opponent,82.0,19830,2859,6471,0.442,1621,2191,0.74,995,2425,3420,1671,1762,7781,1996,653,281,1293,442,1311,0.337,2417,5160,0.468
5,Opponent/G,,241.8,34.9,78.9,0.442,19.8,26.7,0.74,12.1,29.6,41.7,20.4,21.5,94.9,1996,8.0,3.4,15.8,5.4,16.0,0.337,29.5,62.9,0.468
6,Lg Rank,,10,6,10,4.0,19,18,14.0,9,23,20,5,26,4,1996,13,1,14,5,13,2.0,7,9,7.0
7,Year/Year,,0.3%,2.1%,1.0%,0.005,-10.0%,-10.5%,0.004,-2.5%,4.7%,2.5%,5.5%,-7.6%,-0.2%,1996,2.2%,-13.3%,2.3%,11.3%,12.5%,-0.004,0.6%,-1.6%,0.01
0,Team,82.0,19855,2882,6227,0.463,1585,2119,0.748,973,2516,3489,1809,2033,7819,1997,629,378,1462,470,1294,0.363,2412,4933,0.489
1,Team/G,,242.1,35.1,75.9,0.463,19.3,25.8,0.748,11.9,30.7,42.5,22.1,24.8,95.4,1997,7.7,4.6,17.8,5.7,15.8,0.363,29.4,60.2,0.489
2,Lg Rank,,7,20,26,11.0,11,11,11.0,20,2,7,13,29,19,1997,23,17,29,18,20,13.0,18,22,10.0
3,Year/Year,,0.1%,-4.0%,-2.4%,-0.008,7.1%,8.4%,-0.009,17.4%,2.7%,6.4%,-0.7%,9.1%,-1.9%,1997,-2.5%,0.3%,14.9%,-3.1%,0.7%,-0.014,-4.2%,-3.2%,-0.005
4,Opponent,82.0,19855,2665,6272,0.425,1752,2389,0.733,911,2220,3131,1589,1882,7563,1997,727,295,1333,481,1374,0.35,2184,4898,0.446
5,Opponent/G,,242.1,32.5,76.5,0.425,21.4,29.1,0.733,11.1,27.1,38.2,19.4,23.0,92.2,1997,8.9,3.6,16.3,5.9,16.8,0.35,26.6,59.7,0.446
6,Lg Rank,,7,2,6,1.0,28,28,10.0,2,5,3,2,8,5,1997,25,3,7,11,14,9.0,3,5,1.0
7,Year/Year,,0.1%,-6.8%,-3.1%,-0.017,8.1%,9.0%,-0.006,-8.4%,-8.5%,-8.5%,-4.9%,6.8%,-2.8%,1997,11.3%,5.0%,3.1%,8.8%,4.8%,0.013,-9.6%,-5.1%,-0.023
0,Team,82.0,19830,2864,6413,0.447,1399,1812,0.772,978,2434,3412,1787,1947,7509,1998,634,278,1247,382,1139,0.335,2482,5274,0.471
1,Team/G,,241.8,34.9,78.2,0.447,17.1,22.1,0.772,11.9,29.7,41.6,21.8,23.7,91.6,1998,7.7,3.4,15.2,4.7,13.9,0.335,30.3,64.3,0.471
2,Lg Rank,,10,22,17,19.0,27,28,3.0,25,7,13,16,26,25,1998,23,29,12,10,9,19.0,22,23,16.0
3,Year/Year,,-0.1%,-0.6%,3.0%,-0.016,-11.7%,-14.5%,0.024,0.5%,-3.3%,-2.2%,-1.2%,-4.2%,-4.0%,1998,0.8%,-26.5%,-14.7%,-18.7%,-12.0%,-0.028,2.9%,6.9%,-0.018
4,Opponent,82.0,19830,2624,6130,0.428,1728,2304,0.75,854,2341,3195,1585,1705,7307,1998,653,313,1234,331,1045,0.317,2293,5085,0.451
5,Opponent/G,,241.8,32.0,74.8,0.428,21.1,28.1,0.75,10.4,28.5,39.0,19.3,20.8,89.1,1998,8.0,3.8,15.0,4.0,12.7,0.317,28.0,62.0,0.451
6,Lg Rank,,10,1,2,2.0,25,26,26.0,1,17,3,2,27,2,1998,11,1,19,7,16,2.0,1,2,6.0
7,Year/Year,,-0.1%,-1.5%,-2.3%,0.003,-1.4%,-3.6%,0.017,-6.3%,5.5%,2.0%,-0.3%,-9.4%,-3.4%,1998,-10.2%,6.1%,-7.4%,-31.2%,-23.9%,-0.033,5.0%,3.8%,0.005
0,Team,50.0,12100,1610,3704,0.435,892,1218,0.732,551,1510,2061,963,1140,4320,1999,395,262,804,208,589,0.353,1402,3115,0.45
1,Team/G,,242.0,32.2,74.1,0.435,17.8,24.4,0.732,11.0,30.2,41.2,19.3,22.8,86.4,1999,7.9,5.2,16.1,4.2,11.8,0.353,28.0,62.3,0.45
2,Lg Rank,,10,26,26,17.0,18,20,14.0,25,7,17,24,19,27,1999,20,12,22,18,21,11.0,24,21,17.0
3,Year/Year,,0.1%,-7.8%,-5.3%,-0.012,4.6%,10.2%,-0.04,-7.6%,1.7%,-0.9%,-11.6%,-4.0%,-5.6%,1999,2.2%,54.6%,5.7%,-10.7%,-15.2%,0.018,-7.4%,-3.1%,-0.021
4,Opponent,50.0,12100,1528,3790,0.403,979,1335,0.733,616,1426,2042,923,1035,4269,1999,425,215,766,234,662,0.353,1294,3128,0.414
5,Opponent/G,,242.0,30.6,75.8,0.403,19.6,26.7,0.733,12.3,28.5,40.8,18.5,20.7,85.4,1999,8.5,4.3,15.3,4.7,13.2,0.353,25.9,62.6,0.414
6,Lg Rank,,10,1,6,2.0,19,19,19.0,9,14,11,4,24,4,1999,18,6,17,21,18,24.0,1,5,1.0
7,Year/Year,,0.1%,-4.5%,1.4%,-0.025,-7.1%,-5.0%,-0.017,18.3%,-0.1%,4.8%,-4.5%,-0.4%,-4.2%,1999,6.7%,12.7%,1.8%,15.9%,3.9%,0.037,-7.5%,0.9%,-0.037
0,Team,82.0,19830,2897,6374,0.455,1410,1805,0.781,802,2521,3323,1588,1983,7555,2000,515,349,1201,351,937,0.375,2546,5437,0.468
1,Team/G,,241.8,35.3,77.7,0.455,17.2,22.0,0.781,9.8,30.7,40.5,19.4,24.2,92.1,2000,6.3,4.3,14.6,4.3,11.4,0.375,31.0,66.3,0.468
2,Lg Rank,,7,26,28,11.0,24,27,5.0,29,13,29,27,21,27,2000,28,25,8,16,20,5.0,23,22,17.0
3,Year/Year,,-0.1%,9.7%,4.9%,0.02,-3.6%,-9.6%,0.049,-11.2%,1.8%,-1.7%,0.5%,6.1%,6.6%,2000,-20.5%,-18.8%,-8.9%,2.9%,-3.0%,0.021,10.7%,6.4%,0.018
4,Opponent,82.0,19830,2711,6398,0.424,1609,2153,0.747,927,2441,3368,1609,1799,7435,2000,603,354,1161,404,1197,0.338,2307,5201,0.444
5,Opponent/G,,241.8,33.1,78.0,0.424,19.6,26.3,0.747,11.3,29.8,41.1,19.6,21.9,90.7,2000,7.4,4.3,14.2,4.9,14.6,0.338,28.1,63.4,0.444
6,Lg Rank,,7,1,4,3.0,19,20,14.0,4,10,6,3,25,2,2000,6,6,25,18,23,6.0,1,2,5.0
7,Year/Year,,-0.1%,8.2%,2.9%,0.021,0.2%,-1.7%,0.014,-8.2%,4.4%,0.6%,6.3%,6.0%,6.2%,2000,-13.5%,0.4%,-7.6%,5.3%,10.3%,-0.016,8.7%,1.4%,0.03
0,Team,82.0,19905,2755,6198,0.444,1374,1727,0.796,773,2524,3297,1520,1863,7275,2001,545,346,1189,391,1115,0.351,2364,5083,0.465
1,Team/G,,242.7,33.6,75.6,0.444,16.8,21.1,0.796,9.4,30.8,40.2,18.5,22.7,88.7,2001,6.6,4.2,14.5,4.8,13.6,0.351,28.8,62.0,0.465
2,Lg Rank,,6,27,29,13.0,27,29,1.0,29,13,25,29,14,28,2001,28,27,10,14,13,14.0,27,26,12.0
3,Year/Year,,0.4%,-4.9%,-2.8%,-0.01,-2.6%,-4.3%,0.014,-3.6%,0.1%,-0.8%,-4.3%,-6.1%,-3.7%,2001,5.8%,-0.9%,-1.0%,11.4%,19.0%,-0.024,-7.1%,-6.5%,-0.003
4,Opponent,82.0,19905,2568,6159,0.417,1478,2015,0.733,872,2418,3290,1573,1754,7059,2001,596,338,1216,445,1266,0.352,2123,4893,0.434
5,Opponent/G,,242.7,31.3,75.1,0.417,18.0,24.6,0.733,10.6,29.5,40.1,19.2,21.4,86.1,2001,7.3,4.1,14.8,5.4,15.4,0.352,25.9,59.7,0.434
6,Lg Rank,,6,1,2,1.0,12,13,5.0,1,7,3,3,25,1,2001,6,3,19,28,28,13.0,1,2,1.0
7,Year/Year,,0.4%,-5.3%,-3.7%,-0.007,-8.1%,-6.4%,-0.014,-5.9%,-0.9%,-2.3%,-2.2%,-2.5%,-5.1%,2001,-1.2%,-4.5%,4.7%,10.1%,5.8%,0.014,-8.0%,-5.9%,-0.01
0,Team,82.0,19805,2817,6520,0.432,1406,1786,0.787,876,2458,3334,1720,1800,7514,2002,558,288,1192,474,1344,0.353,2343,5176,0.453
1,Team/G,,241.5,34.4,79.5,0.432,17.1,21.8,0.787,10.7,30.0,40.7,21.0,22.0,91.6,2002,6.8,3.5,14.5,5.8,16.4,0.353,28.6,63.1,0.453
2,Lg Rank,,15,26,23,25.0,19,22,3.0,27,16,26,21,21,24,2002,25,29,16,9,8,16.0,26,24,23.0
3,Year/Year,,-0.5%,2.3%,5.2%,-0.012,2.3%,3.4%,-0.008,13.3%,-2.6%,1.1%,13.2%,-3.4%,3.3%,2002,2.4%,-16.8%,0.3%,21.2%,20.5%,0.002,-0.9%,1.8%,-0.012
4,Opponent,82.0,19805,2924,6570,0.445,1550,2047,0.757,959,2540,3499,1762,1670,7841,2002,686,385,1103,443,1256,0.353,2481,5314,0.467
5,Opponent/G,,241.5,35.7,80.1,0.445,18.9,25.0,0.757,11.7,31.0,42.7,21.5,20.4,95.6,2002,8.4,4.7,13.5,5.4,15.3,0.353,30.3,64.8,0.467
6,Lg Rank,,15,10,10,13.0,21,20,23.0,8,23,15,9,19,14,2002,25,7,23,20,20,14.0,10,8,17.0
7,Year/Year,,-0.5%,13.9%,6.7%,0.028,4.9%,1.6%,0.024,10.0%,5.0%,6.4%,12.0%,-4.8%,11.1%,2002,15.1%,13.9%,-9.3%,-0.4%,-0.8%,0.001,16.9%,8.6%,0.033
0,Team,82.0,19855,2967,6725,0.441,1320,1620,0.815,842,2376,3218,1800,1888,7860,2003,579,255,1149,606,1582,0.383,2361,5143,0.459
1,Team/G,,242.1,36.2,82.0,0.441,16.1,19.8,0.815,10.3,29.0,39.2,22.0,23.0,95.9,2003,7.1,3.1,14.0,7.4,19.3,0.383,28.8,62.7,0.459
2,Lg Rank,,10,12,10,15.0,27,29,2.0,29,26,29,12,26,11,2003,26,29,8,3,4,2.0,26,26,21.0
