,Unnamed: 0,G,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,PF,PTS,Year,STL,BLK,TOV,3P,3PA,3P%,2P,2PA,2P%
3,Year/Year,,0.3%,5.3%,3.1%,0.009,-6.1%,-9.3%,0.028,-3.9%,-3.3%,-3.5%,4.7%,4.9%,4.6%,2003,3.8%,-11.5%,-3.6%,27.8%,17.7%,0.03,0.8%,-0.6%,0.006
4,Opponent,82.0,19855,2961,6478,0.457,1691,2193,0.771,935,2613,3548,1732,1631,7971,2003,627,308,1179,358,1053,0.34,2603,5425,0.48
5,Opponent/G,,242.1,36.1,79.0,0.457,20.6,26.7,0.771,11.4,31.9,43.3,21.1,19.9,97.2,2003,7.6,3.8,14.4,4.4,12.8,0.34,31.7,66.2,0.48
6,Lg Rank,,10,17,9,26.0,26,26,25.0,9,26,20,11,29,20,2003,11,1,19,4,5,8.0,24,14,27.0
7,Year/Year,,0.3%,1.3%,-1.4%,0.012,9.1%,7.1%,0.014,-2.5%,2.9%,1.4%,-1.7%,-2.3%,1.7%,2003,-8.6%,-20.0%,6.9%,-19.2%,-16.2%,-0.013,4.9%,2.1%,0.013
0,Team,82.0,19880,2881,6513,0.442,1374,1732,0.793,950,2543,3493,1695,1897,7542,2004,608,391,1289,406,1115,0.364,2475,5398,0.459
1,Team/G,,242.4,35.1,79.4,0.442,16.8,21.1,0.793,11.6,31.0,42.6,20.7,23.1,92.0,2004,7.4,4.8,15.7,5.0,13.6,0.364,30.2,65.8,0.459
2,Lg Rank,,5,13,17,12.0,23,27,3.0,19,5,14,16,26,16,2004,19,16,21,18,20,4.0,12,11,16.0
3,Year/Year,,0.1%,-2.9%,-3.2%,0.001,4.1%,6.9%,-0.022,12.8%,7.0%,8.5%,-5.8%,0.5%,-4.0%,2004,5.0%,53.3%,12.2%,-33.0%,-29.5%,-0.019,4.8%,5.0%,-0.001
4,Opponent,82.0,19880,2785,6491,0.429,1678,2198,0.763,950,2444,3394,1676,1600,7663,2004,675,383,1132,415,1228,0.338,2370,5263,0.45
5,Opponent/G,,242.4,34.0,79.2,0.429,20.5,26.8,0.763,11.6,29.8,41.4,20.4,19.5,93.5,2004,8.2,4.7,13.8,5.1,15.0,0.338,28.9,64.2,0.45
6,Lg Rank,,5,11,11,8.0,28,27,23.0,8,10,10,9,27,13,2004,22,8,23,10,15,8.0,11,11,8.0
7,Year/Year,,0.1%,-5.9%,0.2%,-0.028,-0.8%,0.2%,-0.008,1.6%,-6.5%,-4.3%,-3.2%,-1.9%,-3.9%,2004,7.7%,24.4%,-4.0%,15.9%,16.6%,-0.002,-9.0%,-3.0%,-0.03
0,Team,82.0,19880,2978,6599,0.451,1580,2060,0.767,965,2393,3358,1665,1942,7977,2005,629,260,1204,441,1240,0.356,2537,5359,0.473
1,Team/G,,242.4,36.3,80.5,0.451,19.3,25.1,0.767,11.8,29.2,41.0,20.3,23.7,97.3,2005,7.7,3.2,14.7,5.4,15.1,0.356,30.9,65.4,0.473
2,Lg Rank,,8,11,15,11.0,17,20,12.0,21,21,22,24,24,14,2005,13,30,20,16,18,14.0,15,13,11.0
3,Year/Year,,0.0%,3.4%,1.3%,0.009,15.0%,18.9%,-0.026,1.6%,-5.9%,-3.9%,-1.8%,2.4%,5.8%,2005,3.5%,-33.5%,-6.6%,8.6%,11.2%,-0.008,2.5%,-0.7%,0.015
4,Opponent,82.0,19880,3001,6454,0.465,1711,2264,0.756,969,2448,3417,1697,1736,8177,2005,602,389,1195,464,1276,0.364,2537,5178,0.49
5,Opponent/G,,242.4,36.6,78.7,0.465,20.9,27.6,0.756,11.8,29.9,41.7,20.7,21.2,99.7,2005,7.3,4.7,14.6,5.7,15.6,0.364,30.9,63.1,0.49
6,Lg Rank,,8,19,11,28.0,22,22,18.0,14,17,16,9,27,18,2005,11,11,15,17,12,21.0,19,9,27.0
7,Year/Year,,0.0%,7.8%,-0.6%,0.036,2.0%,3.0%,-0.008,2.0%,0.2%,0.7%,1.3%,8.5%,6.7%,2005,-10.8%,1.6%,5.6%,11.8%,3.9%,0.026,7.0%,-1.6%,0.04
0,Team,82.0,19930,2822,6206,0.455,1878,2587,0.726,1034,2360,3394,1468,2157,7842,2006,555,271,1449,320,884,0.362,2502,5322,0.47
1,Team/G,,243.0,34.4,75.7,0.455,22.9,31.5,0.726,12.6,28.8,41.4,17.9,26.3,95.6,2006,6.8,3.3,17.7,3.9,10.8,0.362,30.5,64.9,0.47
2,Lg Rank,,3,24,28,13.0,2,1,24.0,4,23,13,30,30,20,2006,21,29,30,25,28,14.0,12,9,23.0
3,Year/Year,,0.3%,-5.2%,-6.0%,0.003,18.9%,25.6%,-0.041,7.2%,-1.4%,1.1%,-11.8%,11.1%,-1.7%,2006,-11.8%,4.2%,20.3%,-27.4%,-28.7%,0.006,-1.4%,-0.7%,-0.003
4,Opponent,82.0,19930,2967,6359,0.467,1868,2480,0.753,883,2280,3163,1744,2079,8367,2006,674,437,1154,565,1495,0.378,2402,4864,0.494
5,Opponent/G,,243.0,36.2,77.5,0.467,22.8,30.2,0.753,10.8,27.8,38.6,21.3,25.4,102.0,2006,8.2,5.3,14.1,6.9,18.2,0.378,29.3,59.3,0.494
6,Lg Rank,,3,18,8,25.0,29,30,24.0,11,4,4,20,2,27,2006,29,27,19,30,30,29.0,9,4,25.0
7,Year/Year,,0.3%,-1.1%,-1.5%,0.002,9.2%,9.5%,-0.003,-8.9%,-6.9%,-7.4%,2.8%,19.8%,2.3%,2006,12.0%,12.3%,-3.4%,21.8%,17.2%,0.014,-5.3%,-6.1%,0.004
0,Team,82.0,20005,2903,6356,0.457,1714,2396,0.715,1032,2516,3548,1532,1932,7994,2007,543,260,1405,474,1370,0.346,2429,4986,0.487
1,Team/G,,244.0,35.4,77.5,0.457,20.9,29.2,0.715,12.6,30.7,43.3,18.7,23.6,97.5,2007,6.6,3.2,17.1,5.8,16.7,0.346,29.6,60.8,0.487
2,Lg Rank,,2,24,26,17.0,7,6,27.0,2,9,5,28,25,16,2007,27,29,30,19,17,23.0,23,24,14.0
3,Year/Year,,0.4%,2.9%,2.4%,0.002,-8.7%,-7.4%,-0.011,-0.2%,6.6%,4.5%,4.4%,-10.4%,1.9%,2007,-2.2%,-4.1%,-3.0%,48.1%,55.0%,-0.016,-2.9%,-6.3%,0.017
4,Opponent,82.0,20005,3021,6566,0.46,1613,2135,0.756,885,2297,3182,1748,1875,8228,2007,616,406,1122,573,1523,0.376,2448,5043,0.485
5,Opponent/G,,244.0,36.8,80.1,0.46,19.7,26.0,0.756,10.8,28.0,38.8,21.3,22.9,100.3,2007,7.5,5.0,13.7,7.0,18.6,0.376,29.9,61.5,0.485
6,Lg Rank,,2,18,17,17.0,17,16,19.0,13,4,4,18,11,20,2007,23,20,29,27,24,28.0,11,8,14.0
7,Year/Year,,0.4%,1.8%,3.3%,-0.006,-13.7%,-13.9%,0.002,0.2%,0.7%,0.6%,0.2%,-9.8%,-1.7%,2007,-8.6%,-7.1%,-2.8%,1.4%,1.9%,-0.002,1.9%,3.7%,-0.008
0,Team,82.0,19880,2967,6757,0.439,1524,2095,0.727,1029,2457,3486,1530,1761,7948,2008,521,213,1187,490,1454,0.337,2477,5303,0.467
1,Team/G,,242.4,36.2,82.4,0.439,18.6,25.5,0.727,12.5,30.0,42.5,18.7,21.5,96.9,2008,6.4,2.6,14.5,6.0,17.7,0.337,30.2,64.7,0.467
2,Lg Rank,,3,23,10,27.0,16,13,23.0,6,19,10,30,20,21,2008,24,30,16,21,15,27.0,17,10,25.0
3,Year/Year,,-0.6%,2.2%,6.3%,-0.018,-11.1%,-12.6%,0.012,-0.3%,-2.3%,-1.7%,-0.1%,-8.9%,-0.6%,2008,-4.1%,-18.1%,-15.5%,3.4%,6.1%,-0.009,2.0%,6.4%,-0.02
4,Opponent,82.0,19880,3184,6711,0.474,1535,2078,0.739,924,2573,3497,1773,1665,8490,2008,621,429,1046,587,1592,0.369,2597,5119,0.507
5,Opponent/G,,242.4,38.8,81.8,0.474,18.7,25.3,0.739,11.3,31.4,42.6,21.6,20.3,103.5,2008,7.6,5.2,12.8,7.2,19.4,0.369,31.7,62.4,0.507
6,Lg Rank,,3,25,20,28.0,16,17,3.0,19,20,20,11,20,22,2008,18,25,28,22,25,22.0,22,15,28.0
7,Year/Year,,-0.6%,5.4%,2.2%,0.014,-4.8%,-2.7%,-0.017,4.4%,12.0%,9.9%,1.4%,-11.2%,3.2%,2008,0.8%,5.7%,-6.8%,2.4%,4.5%,-0.008,6.1%,1.5%,0.022
0,Team,82.0,19805,3157,7091,0.445,1490,1900,0.784,911,2545,3456,1738,1672,8627,2009,610,204,1174,823,2284,0.36,2334,4807,0.486
1,Team/G,,241.5,38.5,86.5,0.445,18.2,23.2,0.784,11.1,31.0,42.1,21.2,20.4,105.2,2009,7.4,2.5,14.3,10.0,27.9,0.36,28.5,58.6,0.486
2,Lg Rank,,14,5,1,28.0,24,22,10.0,13,9,8,11,13,4,2009,11,30,18,1,1,20.0,28,27,15.0
3,Year/Year,,-0.4%,6.4%,4.9%,0.006,-2.2%,-9.3%,0.057,-11.5%,3.6%,-0.9%,13.6%,-5.1%,8.5%,2009,17.1%,-4.2%,-1.1%,68.0%,57.1%,0.023,-5.8%,-9.4%,0.018
4,Opponent,82.0,19805,3378,7041,0.48,1514,1998,0.758,954,2826,3780,1774,1592,8841,2009,654,437,1188,571,1625,0.351,2807,5416,0.518
5,Opponent/G,,241.5,41.2,85.9,0.48,18.5,24.4,0.758,11.6,34.5,46.1,21.6,19.4,107.8,2009,8.0,5.3,14.5,7.0,19.8,0.351,34.2,66.0,0.518
6,Lg Rank,,14,29,29,28.0,14,15,6.0,22,30,29,22,29,28,2009,26,24,11,19,24,6.0,29,26,30.0
7,Year/Year,,-0.4%,6.1%,4.9%,0.005,-1.4%,-3.8%,0.019,3.2%,9.8%,8.1%,0.1%,-4.4%,4.1%,2009,5.3%,1.9%,13.6%,-2.7%,2.1%,-0.017,8.1%,5.8%,0.011
0,Team,82.0,19880,3127,6876,0.455,1376,1759,0.782,836,2477,3313,1772,1638,8373,2010,586,305,1148,743,2145,0.346,2384,4731,0.504
1,Team/G,,242.4,38.1,83.9,0.455,16.8,21.5,0.782,10.2,30.2,40.4,21.6,20.0,102.1,2010,7.1,3.7,14.0,9.1,26.2,0.346,29.1,57.7,0.504
2,Lg Rank,,5,12,6,21.0,26,28,4.0,23,20,23,13,9,9,2010,16,29,13,2,2,20.0,28,29,8.0
3,Year/Year,,0.4%,-1.0%,-3.0%,0.01,-7.7%,-7.4%,-0.002,-8.2%,-2.7%,-4.1%,2.0%,-2.0%,-2.9%,2010,-3.9%,49.5%,-2.2%,-9.7%,-6.1%,-0.014,2.1%,-1.6%,0.018
4,Opponent,82.0,19880,3352,6902,0.486,1429,1896,0.754,959,2724,3683,1723,1576,8686,2010,585,368,1182,553,1571,0.352,2799,5331,0.525
5,Opponent/G,,242.4,40.9,84.2,0.486,17.4,23.1,0.754,11.7,33.2,44.9,21.0,19.2,105.9,2010,7.1,4.5,14.4,6.7,19.2,0.352,34.1,65.0,0.525
6,Lg Rank,,5,29,27,30.0,9,9,9.0,27,28,28,18,29,28,2010,17,13,13,21,23,14.0,29,23,30.0
7,Year/Year,,0.4%,-0.8%,-2.0%,0.006,-5.6%,-5.1%,-0.004,0.5%,-3.6%,-2.6%,-2.9%,-1.0%,-1.8%,2010,-10.6%,-15.8%,-0.5%,-3.2%,-3.3%,0.001,-0.3%,-1.6%,0.007
0,Team,82.0,19780,3140,6867,0.457,1689,2087,0.809,847,2470,3317,1757,1743,8734,2011,625,475,1123,765,2081,0.368,2375,4786,0.496
1,Team/G,,241.2,38.3,83.7,0.457,20.6,25.5,0.809,10.3,30.1,40.5,21.4,21.3,106.5,2011,7.6,5.8,13.7,9.3,25.4,0.368,29.0,58.4,0.496
2,Lg Rank,,20,8,6,19.0,4,6,2.0,22,18,20,15,21,2,2011,8,4,10,2,2,8.0,28,28,8.0
3,Year/Year,,-0.5%,0.4%,-0.1%,0.002,22.7%,18.6%,0.027,1.3%,-0.3%,0.1%,-0.8%,6.4%,4.3%,2011,6.7%,55.7%,-2.2%,3.0%,-3.0%,0.021,-0.4%,1.2%,-0.008
4,Opponent,82.0,19780,3242,6870,0.472,1650,2165,0.762,964,2646,3610,1682,1703,8670,2011,586,360,1250,536,1442,0.372,2706,5428,0.499
5,Opponent/G,,241.2,39.5,83.8,0.472,20.1,26.4,0.762,11.8,32.3,44.0,20.5,20.8,105.7,2011,7.1,4.4,15.2,6.5,17.6,0.372,33.0,66.2,0.499
6,Lg Rank,,20,27,25,26.0,24,24,14.0,26,28,28,8,16,28,2011,13,9,6,16,14,25.0,27,26,23.0
7,Year/Year,,-0.5%,-3.3%,-0.5%,-0.014,15.5%,14.2%,0.008,0.5%,-2.9%,-2.0%,-2.4%,8.1%,-0.2%,2011,0.2%,-2.2%,5.8%,-3.1%,-8.2%,0.02,-3.3%,1.8%,-0.027
0,Team,66.0,15940,2365,5335,0.443,1211,1634,0.741,743,2012,2755,1328,1391,6458,2012,622,276,1056,517,1538,0.336,1848,3797,0.487
1,Team/G,,241.5,35.8,80.8,0.443,18.3,24.8,0.741,11.3,30.5,41.7,20.1,21.1,97.8,2012,9.4,4.2,16.0,7.8,23.3,0.336,28.0,57.5,0.487
2,Lg Rank,,16,20,20,18.0,7,7,22.0,15,18,18,18,24,11,2012,2,27,29,4,2,21.0,27,29,8.0
3,Year/Year,,0.1%,-6.4%,-3.5%,-0.014,-10.9%,-2.7%,-0.068,9.0%,1.2%,3.2%,-6.1%,-0.8%,-8.1%,2012,23.6%,-27.8%,16.8%,-16.0%,-8.2%,-0.031,-3.3%,-1.4%,-0.01
4,Opponent,66.0,15940,2316,5238,0.442,1171,1590,0.736,717,2045,2762,1248,1437,6247,2012,536,334,1125,444,1238,0.359,1872,4000,0.468
5,Opponent/G,,241.5,35.1,79.4,0.442,17.7,24.1,0.736,10.9,31.0,41.8,18.9,21.8,94.7,2012,8.1,5.1,17.0,6.7,18.8,0.359,28.4,60.6,0.468
6,Lg Rank,,16,10,6,10.0,23,24,3.0,8,16,15,3,2,11,2012,24,18,2,24,20,23.0,7,6,9.0
7,Year/Year,,0.1%,-11.2%,-5.3%,-0.03,-11.8%,-8.8%,-0.026,-7.6%,-4.0%,-4.9%,-7.8%,4.8%,-10.5%,2012,13.6%,15.3%,11.8%,2.9%,6.7%,-0.013,-14.0%,-8.4%,-0.031
0,Team,82.0,19730,2996,6689,0.448,1313,1729,0.759,890,2436,3326,1579,1650,8196,2013,672,294,988,891,2371,0.376,2105,4318,0.487
1,Team/G,,240.6,36.5,81.6,0.448,16.0,21.1,0.759,10.9,29.7,40.6,19.3,20.1,100.0,2013,8.2,3.6,12.0,10.9,28.9,0.376,25.7,52.7,0.487
2,Lg Rank,,26,19,16,18.0,21,20,13.0,19,25,26,30,15,11,2013,12,30,1,1,1,5.0,30,30,11.0
3,Year/Year,,-0.4%,2.0%,0.9%,0.005,-12.7%,-14.8%,0.018,-3.6%,-2.6%,-2.8%,-4.3%,-4.5%,2.1%,2013,-13.0%,-14.3%,-24.7%,38.7%,24.1%,0.04,-8.3%,-8.5%,0.001
4,Opponent,82.0,19730,2916,6365,0.458,1378,1821,0.757,824,2591,3415,1580,1576,7849,2013,523,327,1242,639,1789,0.357,2277,4576,0.498
5,Opponent/G,,240.6,35.6,77.6,0.458,16.8,22.2,0.757,10.0,31.6,41.6,19.3,19.2,95.7,2013,6.4,4.0,15.1,7.8,21.8,0.357,27.8,55.8,0.498
6,Lg Rank,,26,5,2,19.0,18,16,16.0,1,19,11,3,19,7,2013,1,3,11,25,25,15.0,3,1,23.0
7,Year/Year,,-0.4%,1.3%,-2.2%,0.016,-5.3%,-7.8%,0.02,-7.5%,2.0%,-0.5%,1.9%,-11.7%,1.1%,2013,-21.5%,-21.2%,-11.1%,15.8%,16.3%,-0.001,-2.1%,-7.9%,0.03
0,Team,82.0,19855,3027,6739,0.449,1271,1670,0.761,870,2437,3307,1641,1815,8084,2014,631,367,1063,759,2038,0.372,2268,4701,0.482
1,Team/G,,242.1,36.9,82.2,0.449,15.5,20.4,0.761,10.6,29.7,40.3,20.0,22.1,98.6,2014,7.7,4.5,13.0,9.3,24.9,0.372,27.7,57.3,0.482
2,Lg Rank,,10,20,19,16.0,28,28,13.0,20,27,27,28,24,20,2014,14,18,2,7,5,7.0,29,26,14.0
3,Year/Year,,0.6%,1.0%,0.7%,0.001,-3.2%,-3.4%,0.002,-2.2%,0.0%,-0.6%,3.9%,10.0%,-1.4%,2014,-6.1%,24.8%,7.6%,-14.8%,-14.0%,-0.003,7.7%,8.9%,-0.005
4,Opponent,82.0,19855,2934,6401,0.458,1568,2050,0.765,843,2600,3443,1618,1611,8149,2014,513,277,1193,713,1921,0.371,2221,4480,0.496
5,Opponent/G,,242.1,35.8,78.1,0.458,19.1,25.0,0.765,10.3,31.7,42.0,19.7,19.6,99.4,2014,6.3,3.4,14.5,8.7,23.4,0.371,27.1,54.6,0.496
6,Lg Rank,,10,4,1,19.0,25,23,24.0,6,15,10,3,22,8,2014,1,2,14,28,27,27.0,1,1,18.0
7,Year/Year,,0.6%,0.6%,0.6%,0.0,13.8%,12.6%,0.008,2.3%,0.3%,0.8%,2.4%,2.2%,3.8%,2014,-1.9%,-15.3%,-3.9%,11.6%,7.4%,0.014,-2.5%,-2.1%,-0.002
0,Team,82.0,19855,2882,6726,0.428,1211,1575,0.769,867,2443,3310,1746,1768,7535,2015,575,382,1206,560,1614,0.347,2322,5112,0.454
1,Team/G,,242.1,35.1,82.0,0.428,14.8,19.2,0.769,10.6,29.8,40.4,21.3,21.6,91.9,2015,7.0,4.7,14.7,6.8,19.7,0.347,28.3,62.3,0.454
2,Lg Rank,,13,29,25,28.0,29,29,8.0,18,29,29,19,25,30,2015,24,14,20,20,21,15.0,25,14,28.0
3,Year/Year,,0.0%,-4.8%,-0.2%,-0.021,-4.7%,-5.7%,0.008,-0.3%,0.2%,0.1%,6.4%,-2.6%,-6.8%,2015,-8.9%,4.1%,13.5%,-26.2%,-20.8%,-0.025,2.4%,8.7%,-0.028
4,Opponent,82.0,19855,3031,6592,0.46,1543,2032,0.759,898,2669,3567,1783,1564,8299,2015,659,353,1153,694,1825,0.38,2337,4767,0.49
5,Opponent/G,,242.1,37.0,80.4,0.46,18.8,24.8,0.759,11.0,32.5,43.5,21.7,19.1,101.2,2015,8.0,4.3,14.1,8.5,22.3,0.38,28.5,58.1,0.49
6,Lg Rank,,13,10,3,27.0,27,27,25.0,15,17,16,13,25,21,2015,23,7,17,24,13,30.0,8,4,19.0
7,Year/Year,,0.0%,3.3%,3.0%,0.001,-1.6%,-0.9%,-0.006,6.5%,2.7%,3.6%,10.2%,-2.9%,1.8%,2015,28.5%,27.4%,-3.4%,-2.7%,-5.0%,0.009,5.2%,6.4%,-0.006
0,Team,82.0,19805,3022,6886,0.439,1411,1753,0.805,850,2788,3638,1682,1616,8065,2016,467,466,1099,610,1762,0.346,2412,5124,0.471
1,Team/G,,241.5,36.9,84.0,0.439,17.2,21.4,0.805,10.4,34.0,44.4,20.5,19.7,98.4,2016,5.7,5.7,13.4,7.4,21.5,0.346,29.4,62.5,0.471
2,Lg Rank,,19,25,21,26.0,17,25,1.0,16,7,10,26,10,27,2016,30,9,7,24,23,20.0,16,12,28.0
3,Year/Year,,-0.3%,4.9%,2.4%,0.01,16.5%,11.3%,0.036,-2.0%,14.1%,9.9%,-3.7%,-8.6%,7.0%,2016,-18.8%,22.0%,-8.9%,8.9%,9.2%,-0.001,3.9%,0.2%,0.017
4,Opponent,82.0,19805,3114,7035,0.443,1435,1904,0.754,890,2733,3623,1703,1520,8289,2016,589,343,927,626,1838,0.341,2488,5197,0.479
5,Opponent/G,,241.5,38.0,85.8,0.443,17.5,23.2,0.754,10.9,33.3,44.2,20.8,18.5,101.1,2016,7.2,4.2,11.3,7.6,22.4,0.341,30.3,63.4,0.479
6,Lg Rank,,19,13,25,10.0,15,15,12.0,19,15,16,3,27,10,2016,6,5,30,4,6,7.0,22,25,9.0
7,Year/Year,,-0.3%,2.7%,6.7%,-0.017,-7.0%,-6.3%,-0.006,-0.9%,2.4%,1.6%,-4.5%,-2.8%,-0.1%,2016,-10.6%,-2.8%,-19.6%,-9.8%,0.7%,-0.04,6.5%,9.0%,-0.012
0,Team,82.0,19855,3244,7256,0.447,1364,1731,0.788,983,2723,3706,1786,1668,8556,2017,581,455,1139,704,2022,0.348,2540,5234,0.485
1,Team/G,,242.1,39.6,88.5,0.447,16.6,21.1,0.788,12.0,33.2,45.2,21.8,20.3,104.3,2017,7.1,5.5,13.9,8.6,24.7,0.348,31.0,63.8,0.485
2,Lg Rank,,7,8,3,23.0,26,28,10.0,3,17,5,19,19,18,2017,23,4,17,24,21,21.0,8,4,28.0
3,Year/Year,,0.3%,7.3%,5.4%,0.008,-3.3%,-1.3%,-0.017,15.6%,-2.3%,1.9%,6.2%,3.2%,6.1%,2017,24.4%,-2.4%,3.6%,15.4%,14.8%,0.002,5.3%,2.1%,0.015
4,Opponent,82.0,19855,3259,7163,0.455,1533,1988,0.771,953,2715,3668,1786,1516,8857,2017,615,377,1060,806,2313,0.348,2453,4850,0.506
5,Opponent/G,,242.1,39.7,87.4,0.455,18.7,24.2,0.771,11.6,33.1,44.7,21.8,18.5,108.0,2017,7.5,4.6,12.9,9.8,28.2,0.348,29.9,59.1,0.506
6,Lg Rank,,7,22,24,13.0,22,22,13.0,29,14,26,8,29,23,2017,15,10,25,15,23,7.0,19,16,20.0
7,Year/Year,,0.3%,4.7%,1.8%,0.012,6.8%,4.4%,0.017,7.1%,-0.7%,1.2%,4.9%,-0.3%,6.9%,2017,4.4%,9.9%,14.3%,28.8%,25.8%,0.008,-1.4%,-6.7%,0.027
0,Team,82.0,19830,3334,7193,0.464,1225,1557,0.787,859,2752,3611,1912,1682,8566,2018,552,421,1207,673,1914,0.352,2661,5279,0.504
1,Team/G,,241.8,40.7,87.7,0.464,14.9,19.0,0.787,10.5,33.6,44.0,23.3,20.5,104.5,2018,6.7,5.1,14.7,8.2,23.3,0.352,32.5,64.4,0.504
2,Lg Rank,,8,9,5,12.0,24,28,5.0,5,19,13,13,22,18,2018,29,8,21,29,29,27.0,3,1,18.0
3,Year/Year,,-0.1%,2.8%,-0.9%,0.016,-10.2%,-10.1%,-0.001,-12.6%,1.1%,-2.6%,7.1%,0.8%,0.1%,2018,-5.0%,-7.5%,6.0%,-4.4%,-5.3%,0.003,4.8%,0.9%,0.019
4,Opponent,82.0,19830,3233,7078,0.457,1475,1906,0.774,838,2702,3540,1965,1509,8858,2018,670,389,1096,917,2494,0.368,2316,4584,0.505
5,Opponent/G,,241.8,39.4,86.3,0.457,18.0,23.2,0.774,10.2,33.0,43.2,24.0,18.4,108.0,2018,8.2,4.7,13.4,11.2,30.4,0.368,28.2,55.9,0.505
6,Lg Rank,,8,16,17,11.0,24,23,22.0,21,10,16,22,28,20,2018,22,14,28,24,22,20.0,9,10,11.0
7,Year/Year,,-0.1%,-0.8%,-1.2%,0.002,-3.8%,-4.1%,0.003,-12.1%,-0.5%,-3.5%,10.0%,-0.5%,0.0%,2018,8.9%,3.2%,3.4%,13.8%,7.8%,0.019,-5.6%,-5.5%,-0.001
0,Team,82.0,19780,3134,7241,0.433,1484,1956,0.759,857,2811,3668,1646,1713,8575,2019,557,422,1151,823,2421,0.34,2311,4820,0.479
1,Team/G,,241.2,38.2,88.3,0.433,18.1,23.9,0.759,10.5,34.3,44.7,20.1,20.9,104.6,2019,6.8,5.1,14.0,10.0,29.5,0.34,28.2,58.8,0.479
2,Lg Rank,,18,29,18,30.0,11,10,19.0,13,20,20,30,16,28,2019,24,13,17,24,22,28.0,25,11,30.0
3,Year/Year,,-0.3%,-6.0%,0.7%,-0.031,21.1%,25.6%,-0.028,-0.2%,2.1%,1.6%,-13.9%,1.8%,0.1%,2019,0.9%,0.2%,-4.6%,22.3%,26.5%,-0.012,-13.2%,-8.7%,-0.025
4,Opponent,82.0,19780,3434,7352,0.467,1493,1948,0.766,881,3016,3897,2098,1708,9330,2019,607,458,1084,969,2673,0.363,2465,4679,0.527
5,Opponent/G,,241.2,41.9,89.7,0.467,18.2,23.8,0.766,10.7,36.8,47.5,25.6,20.8,113.8,2019,7.4,5.6,13.2,11.8,32.6,0.363,30.1,57.1,0.527
6,Lg Rank,,18,19,16,22.0,21,22,14.0,20,30,29,23,14,22,2019,11,26,23,19,17,24.0,15,15,20.0
7,Year/Year,,-0.3%,6.2%,3.9%,0.01,1.2%,2.2%,-0.007,5.1%,11.6%,10.1%,6.8%,13.2%,5.3%,2019,-9.4%,17.7%,-1.1%,5.7%,7.2%,-0.005,6.4%,2.1%,0.022
0,Team,66.0,15965,2638,5896,0.447,1076,1550,0.694,795,2274,3069,1456,1464,6983,2020,504,313,946,631,1872,0.337,2007,4024,0.499
1,Team/G,,241.9,40.0,89.3,0.447,16.3,23.5,0.694,12.0,34.5,46.5,22.1,22.2,105.8,2020,7.6,4.7,14.3,9.6,28.4,0.337,30.4,61.0,0.499
2,Lg Rank,,24,24,13,25.0,24,12,30.0,1,17,6,27,28,29,2020,17,17,11,30,29,27.0,6,2,28.0
3,Year/Year,,0.3%,4.6%,1.2%,0.015,-9.9%,-1.5%,-0.064,15.3%,0.5%,4.0%,9.9%,6.2%,1.2%,2020,12.4%,-7.8%,2.1%,-4.7%,-3.9%,-0.003,7.9%,3.7%,0.019
4,Opponent,66.0,15965,2631,5678,0.463,1270,1696,0.749,632,2284,2916,1605,1305,7409,2020,474,333,907,877,2303,0.381,1754,3375,0.52
5,Opponent/G,,241.9,39.9,86.0,0.463,19.2,25.7,0.749,9.6,34.6,44.2,24.3,19.8,112.3,2020,7.2,5.0,13.7,13.3,34.9,0.381,26.6,51.1,0.52
6,Lg Rank,,24,10,4,17.0,23,27,1.0,10,14,10,12,25,18,2020,9,19,24,27,21,28.0,5,5,11.0
7,Year/Year,,0.3%,-4.8%,-4.0%,-0.004,5.7%,8.2%,-0.018,-10.9%,-5.9%,-7.0%,-5.0%,-5.1%,-1.3%,2020,-3.0%,-9.7%,4.0%,12.4%,7.0%,0.018,-11.6%,-10.4%,-0.007
0,Team,72.0,17430,2839,6225,0.456,1181,1506,0.784,696,2554,3250,1541,1473,7706,2021,507,365,932,847,2163,0.392,1992,4062,0.49
1,Team/G,,242.1,39.4,86.5,0.456,16.4,20.9,0.784,9.7,35.5,45.1,21.4,20.5,107.0,2021,7.0,5.1,12.9,11.8,30.0,0.392,27.7,56.4,0.49
2,Lg Rank,,6,24,26,21.0,21,23,14.0,16,7,9,29,25,26,2021,21,11,6,21,27,3.0,17,8,29.0
3,Year/Year,,0.1%,-1.3%,-3.2%,0.009,0.6%,-10.9%,0.09,-19.7%,3.0%,-2.9%,-3.0%,-7.8%,1.2%,2021,-7.8%,6.9%,-9.7%,23.0%,5.9%,0.055,-9.0%,-7.5%,-0.008
4,Opponent,72.0,17430,2730,6209,0.44,1216,1598,0.761,695,2478,3173,1696,1286,7540,2021,472,391,918,864,2565,0.337,1866,3644,0.512
5,Opponent/G,,242.1,37.9,86.2,0.44,16.9,22.2,0.761,9.7,34.4,44.1,23.6,17.9,104.7,2021,6.6,5.4,12.8,12.0,35.6,0.337,25.9,50.6,0.512
6,Lg Rank,,6,1,5,1.0,13,17,4.0,10,17,16,6,29,1,2021,3,25,23,10,21,1.0,3,5,5.0
