,Unnamed: 0,G,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,PF,PTS,Year,STL,BLK,TOV,3P,3PA,3P%,2P,2PA,2P%
3,Year/Year,,0.0%,-3.0%,0.5%,-0.016,3.3%,3.2%,0.001,12.1%,4.0%,6.4%,-0.6%,-4.0%,-2.6%,2008,-7.3%,61.2%,-2.4%,-13.7%,-10.8%,-0.012,-0.9%,3.6%,-0.022
4,Opponent,82.0,19855,3147,6562,0.48,1639,2141,0.766,872,2464,3336,1913,1727,8521,2008,647,404,1125,588,1530,0.384,2559,5032,0.509
5,Opponent/G,,242.1,38.4,80.0,0.48,20.0,26.1,0.766,10.6,30.0,40.7,23.3,21.1,103.9,2008,7.9,4.9,13.7,7.2,18.7,0.384,31.2,61.4,0.509
6,Lg Rank,,5,24,12,29.0,22,21,22.0,8,8,9,25,16,23,2008,24,19,15,23,17,27.0,20,9,29.0
7,Year/Year,,0.0%,-1.7%,-1.7%,-0.0,4.8%,1.5%,0.024,-17.9%,-0.2%,-5.5%,-7.9%,0.5%,-0.1%,2008,5.2%,-6.7%,-12.4%,4.1%,-0.5%,0.017,-2.9%,-2.0%,-0.005
0,Team,82.0,19780,3009,6755,0.445,1613,2067,0.78,973,2367,3340,1802,1986,8142,2009,609,308,1154,511,1408,0.363,2498,5347,0.467
1,Team/G,,241.2,36.7,82.4,0.445,19.7,25.2,0.78,11.9,28.9,40.7,22.0,24.2,99.3,2009,7.4,3.8,14.1,6.2,17.2,0.363,30.5,65.2,0.467
2,Lg Rank,,21,16,8,27.0,9,13,11.0,6,24,20,7,30,15,2009,12,29,14,21,20,18.0,15,11,28.0
3,Year/Year,,-0.4%,-0.6%,0.1%,-0.003,11.1%,4.4%,0.047,-7.8%,0.2%,-2.3%,2.4%,13.6%,2.3%,2009,11.9%,-14.7%,-4.6%,13.1%,7.2%,0.019,-3.0%,-1.6%,-0.007
4,Opponent,82.0,19780,2854,6233,0.458,1961,2480,0.791,831,2527,3358,1730,1842,8231,2009,616,376,1350,562,1486,0.378,2292,4747,0.483
5,Opponent/G,,241.2,34.8,76.0,0.458,23.9,30.2,0.791,10.1,30.8,41.0,21.1,22.5,100.4,2009,7.5,4.6,16.5,6.9,18.1,0.378,28.0,57.9,0.483
6,Lg Rank,,21,4,1,16.0,30,30,28.0,5,20,14,15,5,16,2009,17,11,1,17,15,23.0,3,2,14.0
7,Year/Year,,-0.4%,-9.3%,-5.0%,-0.022,19.6%,15.8%,0.025,-4.7%,2.6%,0.7%,-9.6%,6.7%,-3.4%,2009,-4.8%,-6.9%,20.0%,-4.4%,-2.9%,-0.006,-10.4%,-5.7%,-0.026
0,Team,82.0,19980,3050,6998,0.436,1264,1675,0.755,965,2560,3525,1740,1823,8009,2010,580,385,1085,645,1813,0.356,2405,5185,0.464
1,Team/G,,243.7,37.2,85.3,0.436,15.4,20.4,0.755,11.8,31.2,43.0,21.2,22.2,97.7,2010,7.1,4.7,13.2,7.9,22.1,0.356,29.3,63.2,0.464
2,Lg Rank,,1,20,2,29.0,30,29,17.0,8,11,7,14,25,23,2010,19,20,5,6,5,12.0,26,17,29.0
3,Year/Year,,1.0%,1.4%,3.6%,-0.01,-21.6%,-19.0%,-0.026,-0.8%,8.2%,5.5%,-3.4%,-8.2%,-1.6%,2010,-4.8%,25.0%,-6.0%,26.2%,28.8%,-0.007,-3.7%,-3.0%,-0.003
4,Opponent,82.0,19980,2870,6361,0.451,1692,2211,0.765,790,2722,3512,1581,1664,7870,2010,573,421,1254,438,1276,0.343,2432,5085,0.478
5,Opponent/G,,243.7,35.0,77.6,0.451,20.6,27.0,0.765,9.6,33.2,42.8,19.3,20.3,96.0,2010,7.0,5.1,15.3,5.3,15.6,0.343,29.7,62.0,0.478
6,Lg Rank,,1,2,3,10.0,26,27,23.0,1,27,24,4,20,7,2010,10,21,4,2,2,7.0,7,8,8.0
7,Year/Year,,1.0%,0.6%,2.1%,-0.007,-13.7%,-10.8%,-0.025,-4.9%,7.7%,4.6%,-8.6%,-9.7%,-4.4%,2010,-7.0%,12.0%,-7.1%,-22.1%,-14.1%,-0.035,6.1%,7.1%,-0.005
0,Team,82.0,19830,2814,6544,0.43,1423,1881,0.757,862,2480,3342,1545,1682,7534,2011,617,399,1103,483,1414,0.342,2331,5130,0.454
1,Team/G,,241.8,34.3,79.8,0.43,17.4,22.9,0.757,10.5,30.2,40.8,18.8,20.5,91.9,2011,7.5,4.9,13.5,5.9,17.2,0.342,28.4,62.6,0.454
2,Lg Rank,,12,30,23,30.0,27,23,20.0,18,16,18,30,16,30,2011,11,14,7,19,18,24.0,29,19,30.0
3,Year/Year,,-0.8%,-7.7%,-6.5%,-0.006,12.6%,12.3%,0.002,-10.7%,-3.1%,-5.2%,-11.2%,-7.7%,-5.9%,2011,6.4%,3.6%,1.7%,-25.1%,-22.0%,-0.014,-3.1%,-1.1%,-0.009
4,Opponent,82.0,19830,2834,6342,0.447,1498,1946,0.77,836,2629,3465,1657,1694,7603,2011,507,392,1245,437,1309,0.334,2397,5033,0.476
5,Opponent/G,,241.8,34.6,77.3,0.447,18.3,23.7,0.77,10.2,32.1,42.3,20.2,20.7,92.7,2011,6.2,4.8,15.2,5.3,16.0,0.334,29.2,61.4,0.476
6,Lg Rank,,12,3,3,6.0,15,11,21.0,5,27,21,6,19,3,2011,2,16,7,2,5,2.0,10,8,7.0
7,Year/Year,,-0.8%,-1.3%,-0.3%,-0.004,-11.5%,-12.0%,0.005,5.8%,-3.4%,-1.3%,4.8%,1.8%,-3.4%,2011,-11.5%,-6.9%,-0.7%,-0.2%,2.6%,-0.009,-1.4%,-1.0%,-0.002
0,Team,66.0,15865,2502,5652,0.443,1095,1415,0.774,820,1983,2803,1550,1273,6535,2012,548,335,929,436,1265,0.345,2066,4387,0.471
1,Team/G,,240.4,37.9,85.6,0.443,16.6,21.4,0.774,12.4,30.0,42.5,23.5,19.3,99.0,2012,8.3,5.1,14.1,6.6,19.2,0.345,31.3,66.5,0.471
2,Lg Rank,,28,4,2,20.0,15,19,8.0,7,20,12,3,13,5,2012,7,15,10,15,17,16.0,9,7,20.0
3,Year/Year,,-0.6%,10.5%,7.3%,0.013,-4.4%,-6.5%,0.017,18.2%,-0.7%,4.2%,24.6%,-6.0%,7.8%,2012,10.3%,4.3%,4.6%,12.2%,11.2%,0.003,10.1%,6.2%,0.017
4,Opponent,66.0,15865,2449,5453,0.449,1181,1535,0.769,813,2138,2951,1433,1278,6517,2012,499,297,1049,438,1247,0.351,2011,4206,0.478
5,Opponent/G,,240.4,37.1,82.6,0.449,17.9,23.3,0.769,12.3,32.4,44.7,21.7,19.4,98.7,2012,7.6,4.5,15.9,6.6,18.9,0.351,30.5,63.7,0.478
6,Lg Rank,,28,18,23,16.0,25,23,29.0,27,25,27,22,17,22,2012,11,6,4,19,21,17.0,20,19,15.0
7,Year/Year,,-0.6%,7.4%,6.8%,0.002,-2.0%,-2.0%,-0.0,20.8%,1.0%,5.8%,7.4%,-6.3%,6.5%,2012,22.3%,-5.9%,4.7%,24.5%,18.4%,0.017,4.2%,3.8%,0.002
0,Team,82.0,19830,3128,7197,0.435,1251,1700,0.736,1068,2537,3605,1876,1554,8108,2013,685,550,1156,601,1670,0.36,2527,5527,0.457
1,Team/G,,241.8,38.1,87.8,0.435,15.3,20.7,0.736,13.0,30.9,44.0,22.9,19.0,98.9,2013,8.4,6.7,14.1,7.3,20.4,0.36,30.8,67.4,0.457
2,Lg Rank,,12,7,1,28.0,26,23,22.0,2,13,5,9,9,12,2013,8,2,9,13,11,14.0,12,2,27.0
3,Year/Year,,0.6%,0.6%,2.5%,-0.008,-8.0%,-3.3%,-0.038,4.8%,3.0%,3.5%,-2.6%,-1.7%,-0.1%,2013,0.6%,32.1%,0.2%,10.9%,6.3%,0.015,-1.6%,1.4%,-0.014
4,Opponent,82.0,19830,3152,6946,0.454,1398,1841,0.759,1019,2757,3776,1893,1567,8231,2013,658,362,1310,529,1519,0.348,2623,5427,0.483
5,Opponent/G,,241.8,38.4,84.7,0.454,17.0,22.5,0.759,12.4,33.6,46.0,23.1,19.1,100.4,2013,8.0,4.4,16.0,6.5,18.5,0.348,32.0,66.2,0.483
6,Lg Rank,,12,23,24,15.0,21,19,20.0,29,30,30,21,22,20,2013,18,9,2,7,9,8.0,28,28,14.0
7,Year/Year,,0.6%,3.6%,2.5%,0.005,-4.7%,-3.5%,-0.01,0.9%,3.8%,3.0%,6.3%,-1.3%,1.7%,2013,6.1%,-1.9%,0.5%,-2.8%,-2.0%,-0.003,5.0%,3.9%,0.005
0,Team,82.0,19880,2952,6737,0.438,1377,1843,0.747,971,2399,3370,1760,1713,7829,2014,541,403,1238,548,1553,0.353,2404,5184,0.464
1,Team/G,,242.4,36.0,82.2,0.438,16.8,22.5,0.747,11.8,29.3,41.1,21.5,20.9,95.5,2014,6.6,4.9,15.1,6.7,18.9,0.353,29.3,63.2,0.464
2,Lg Rank,,7,26,20,26.0,21,19,21.0,8,29,24,17,18,28,2014,28,11,20,23,24,20.0,22,11,28.0
3,Year/Year,,0.3%,-5.6%,-6.4%,0.004,10.1%,8.4%,0.011,-9.1%,-5.4%,-6.5%,-6.2%,10.2%,-3.4%,2014,-21.0%,-26.7%,7.1%,-8.8%,-7.0%,-0.007,-4.9%,-6.2%,0.007
4,Opponent,82.0,19880,3146,6722,0.468,1511,2011,0.751,961,2608,3569,1870,1690,8500,2014,640,413,1158,697,1826,0.382,2449,4896,0.5
5,Opponent/G,,242.4,38.4,82.0,0.468,18.4,24.5,0.751,11.7,31.8,43.5,22.8,20.6,103.7,2014,7.8,5.0,14.1,8.5,22.3,0.382,29.9,59.7,0.5
6,Lg Rank,,7,22,12,25.0,17,18,6.0,26,17,23,22,14,25,2014,20,20,21,26,19,30.0,15,10,23.0
7,Year/Year,,0.3%,-0.2%,-3.2%,0.014,8.1%,9.2%,-0.008,-5.7%,-5.4%,-5.5%,-1.2%,7.8%,3.3%,2014,-2.7%,14.1%,-11.6%,31.8%,20.2%,0.033,-6.6%,-9.8%,0.017
0,Team,82.0,19930,3083,6722,0.459,1312,1734,0.757,876,2574,3450,1932,1814,8023,2015,789,403,1373,545,1500,0.363,2538,5222,0.486
1,Team/G,,243.0,37.6,82.0,0.459,16.0,21.1,0.757,10.7,31.4,42.1,23.6,22.1,97.8,2015,9.6,4.9,16.7,6.6,18.3,0.363,31.0,63.7,0.486
2,Lg Rank,,3,16,26,7.0,24,25,12.0,17,25,24,7,28,22,2015,1,11,29,23,26,7.0,6,8,16.0
3,Year/Year,,0.3%,4.4%,-0.2%,0.02,-4.7%,-5.9%,0.009,-9.8%,7.3%,2.4%,9.8%,5.9%,2.5%,2015,45.8%,0.0%,10.9%,-0.5%,-3.4%,0.01,5.6%,0.7%,0.022
4,Opponent,82.0,19930,2917,6681,0.437,1478,1993,0.742,938,2576,3514,1831,1649,7988,2015,708,392,1425,676,1974,0.342,2241,4707,0.476
5,Opponent/G,,243.0,35.6,81.5,0.437,18.0,24.3,0.742,11.4,31.4,42.9,22.3,20.1,97.4,2015,8.6,4.8,17.4,8.2,24.1,0.342,27.3,57.4,0.476
6,Lg Rank,,3,1,4,5.0,22,22,6.0,22,7,12,18,17,8,2015,27,16,1,20,26,8.0,1,3,9.0
7,Year/Year,,0.3%,-7.3%,-0.6%,-0.031,-2.2%,-0.9%,-0.01,-2.4%,-1.2%,-1.5%,-2.1%,-2.4%,-6.0%,2015,10.6%,-5.1%,23.1%,-3.0%,8.1%,-0.039,-8.5%,-3.9%,-0.024
0,Team,82.0,19830,3145,6740,0.467,1392,1863,0.747,858,2559,3417,1895,1695,8122,2016,672,475,1247,440,1277,0.345,2705,5463,0.495
1,Team/G,,241.8,38.4,82.2,0.467,17.0,22.7,0.747,10.5,31.2,41.7,23.1,20.7,99.0,2016,8.2,5.8,15.2,5.4,15.6,0.345,33.0,66.6,0.495
2,Lg Rank,,11,14,26,5.0,21,18,22.0,15,29,27,9,17,25,2016,13,7,25,30,30,21.0,2,1,13.0
3,Year/Year,,-0.5%,2.0%,0.3%,0.008,6.1%,7.4%,-0.009,-2.1%,-0.6%,-1.0%,-1.9%,-6.6%,1.2%,2016,-14.8%,17.9%,-9.2%,-19.3%,-14.9%,-0.019,6.6%,4.6%,0.009
4,Opponent,82.0,19830,3097,6817,0.454,1506,1961,0.768,942,2583,3525,2013,1600,8465,2016,679,462,1269,765,2171,0.352,2332,4646,0.502
5,Opponent/G,,241.8,37.8,83.1,0.454,18.4,23.9,0.768,11.5,31.5,43.0,24.5,19.5,103.2,2016,8.3,5.6,15.5,9.3,26.5,0.352,28.4,56.7,0.502
6,Lg Rank,,11,11,6,17.0,21,20,23.0,26,7,10,28,21,17,2016,22,26,8,25,27,15.0,4,2,21.0
7,Year/Year,,-0.5%,6.2%,2.0%,0.018,1.9%,-1.6%,0.026,0.4%,0.3%,0.3%,9.9%,-3.0%,6.0%,2016,-4.1%,17.9%,-10.9%,13.2%,10.0%,0.01,4.1%,-1.3%,0.026
0,Team,82.0,19780,3182,6715,0.474,1413,1839,0.768,723,2589,3312,1984,1660,8497,2017,666,436,1145,720,1946,0.37,2462,4769,0.516
1,Team/G,,241.2,38.8,81.9,0.474,17.2,22.4,0.768,8.8,31.6,40.4,24.2,20.2,103.6,2017,8.1,5.3,14.0,8.8,23.7,0.37,30.0,58.2,0.516
2,Lg Rank,,18,19,29,4.0,21,20,19.0,25,28,29,5,17,20,2017,10,6,18,22,24,10.0,14,19,6.0
3,Year/Year,,-0.3%,1.2%,-0.4%,0.007,1.5%,-1.3%,0.021,-15.7%,1.2%,-3.1%,4.7%,-2.1%,4.6%,2017,-0.9%,-8.2%,-8.2%,63.6%,52.4%,0.025,-9.0%,-12.7%,0.021
4,Opponent,82.0,19780,3116,6802,0.458,1464,1900,0.771,845,2636,3481,1974,1579,8512,2017,609,375,1205,816,2312,0.353,2300,4490,0.512
5,Opponent/G,,241.2,38.0,83.0,0.458,17.9,23.2,0.771,10.3,32.1,42.5,24.1,19.3,103.8,2017,7.4,4.6,14.7,10.0,28.2,0.353,28.0,54.8,0.512
6,Lg Rank,,18,8,5,17.0,15,14,12.0,19,8,8,26,24,9,2017,13,9,9,20,22,9.0,8,4,24.0
7,Year/Year,,-0.3%,0.6%,-0.2%,0.004,-2.8%,-3.1%,0.003,-10.3%,2.1%,-1.2%,-1.9%,-1.3%,0.6%,2017,-10.3%,-18.8%,-5.0%,6.7%,6.5%,0.001,-1.4%,-3.4%,0.01
0,Team,82.0,19830,3257,6807,0.478,1499,1915,0.783,688,2579,3267,1905,1752,8731,2018,722,443,1134,718,2024,0.355,2539,4783,0.531
1,Team/G,,241.8,39.7,83.0,0.478,18.3,23.4,0.783,8.4,31.5,39.8,23.2,21.4,106.5,2018,8.8,5.4,13.8,8.8,24.7,0.355,31.0,58.3,0.531
2,Lg Rank,,8,14,28,3.0,5,7,8.0,29,28,30,14,26,15,2018,2,5,11,27,25,22.0,6,13,6.0
3,Year/Year,,0.3%,2.4%,1.4%,0.005,6.1%,4.1%,0.014,-4.8%,-0.4%,-1.4%,-4.0%,5.5%,2.8%,2018,8.4%,1.6%,-1.0%,-0.3%,4.0%,-0.015,3.1%,0.3%,0.015
4,Opponent,82.0,19830,3209,6864,0.468,1509,1926,0.783,817,2686,3503,1939,1633,8756,2018,585,366,1279,829,2226,0.372,2380,4638,0.513
5,Opponent/G,,241.8,39.1,83.7,0.468,18.4,23.5,0.783,10.0,32.8,42.7,23.6,19.9,106.8,2018,7.1,4.5,15.6,10.1,27.1,0.372,29.0,56.6,0.513
6,Lg Rank,,8,13,4,20.0,27,25,27.0,19,8,12,18,16,16,2018,4,7,2,9,7,25.0,15,12,15.0
7,Year/Year,,0.3%,3.0%,0.9%,0.009,3.1%,1.4%,0.013,-3.3%,1.9%,0.6%,-1.8%,3.4%,2.9%,2018,-3.9%,-2.4%,6.1%,1.6%,-3.7%,0.019,3.5%,3.3%,0.001
0,Team,82.0,19780,3555,7471,0.476,1471,1904,0.773,762,3316,4078,2136,1608,9686,2019,615,486,1137,1105,3134,0.353,2450,4337,0.565
1,Team/G,,241.2,43.4,91.1,0.476,17.9,23.2,0.773,9.3,40.4,49.7,26.0,19.6,118.1,2019,7.5,5.9,13.9,13.5,38.2,0.353,29.9,52.9,0.565
2,Lg Rank,,18,3,6,3.0,12,15,14.0,25,1,1,7,5,1,2019,17,2,13,2,2,15.0,16,27,1.0
3,Year/Year,,-0.3%,9.1%,9.8%,-0.003,-1.9%,-0.6%,-0.01,10.8%,28.6%,24.8%,12.1%,-8.2%,10.9%,2019,-14.8%,9.7%,0.3%,53.9%,54.8%,-0.002,-3.5%,-9.3%,0.034
4,Opponent,82.0,19780,3322,7669,0.433,1242,1694,0.733,813,2902,3715,2031,1653,8959,2019,557,395,1096,1073,2976,0.361,2249,4693,0.479
5,Opponent/G,,241.2,40.5,93.5,0.433,15.1,20.7,0.733,9.9,35.4,45.3,24.8,20.2,109.3,2019,6.8,4.8,13.4,13.1,36.3,0.361,27.4,57.2,0.479
6,Lg Rank,,18,12,30,1.0,1,4,1.0,9,20,15,19,21,11,2019,3,12,21,30,30,22.0,4,18,1.0
7,Year/Year,,-0.3%,3.5%,11.7%,-0.034,-17.7%,-12.0%,-0.05,-0.5%,8.0%,6.1%,4.7%,1.2%,2.3%,2019,-4.8%,7.9%,-14.3%,29.4%,33.7%,-0.012,-5.5%,1.2%,-0.034
0,Team,73.0,17595,3160,6638,0.476,1336,1800,0.742,691,3083,3774,1889,1431,8663,2020,526,429,1102,1007,2840,0.355,2153,3798,0.567
1,Team/G,,241.0,43.3,90.9,0.476,18.3,24.7,0.742,9.5,42.2,51.7,25.9,19.6,118.7,2020,7.2,5.9,15.1,13.8,38.9,0.355,29.5,52.0,0.567
2,Lg Rank,,6,1,4,3.0,14,6,27.0,25,1,1,6,7,1,2020,23,3,20,4,4,18.0,9,23,1.0
3,Year/Year,,-0.1%,-0.2%,-0.2%,0.0,2.0%,6.2%,-0.03,1.9%,4.4%,4.0%,-0.7%,-0.0%,0.5%,2020,-3.9%,-0.8%,8.9%,2.4%,1.8%,0.002,-1.3%,-1.6%,0.002
4,Opponent,73.0,17595,2843,6862,0.414,1221,1551,0.787,693,2651,3344,1764,1586,7927,2020,538,326,1030,1020,2871,0.355,1823,3991,0.457
5,Opponent/G,,241.0,38.9,94.0,0.414,16.7,21.2,0.787,9.5,36.3,45.8,24.2,21.7,108.6,2020,7.4,4.5,14.1,14.0,39.3,0.355,25.0,54.7,0.457
6,Lg Rank,,6,4,30,1.0,8,7,25.0,8,28,21,11,6,8,2020,12,9,19,30,30,15.0,2,13,1.0
7,Year/Year,,-0.1%,-3.9%,0.5%,-0.019,10.4%,2.8%,0.054,-4.3%,2.6%,1.1%,-2.4%,7.8%,-0.6%,2020,8.5%,-7.3%,5.6%,6.8%,8.4%,-0.005,-8.9%,-4.5%,-0.022
0,Team,72.0,17330,3221,6610,0.487,1169,1539,0.76,741,2724,3465,1834,1244,8649,2021,585,334,995,1038,2669,0.389,2183,3941,0.554
1,Team/G,,240.7,44.7,91.8,0.487,16.2,21.4,0.76,10.3,37.8,48.1,25.5,17.3,120.1,2021,8.1,4.6,13.8,14.4,37.1,0.389,30.3,54.7,0.554
2,Lg Rank,,22,1,1,3.0,23,16,23.0,12,1,2,14,2,1,2021,7,19,15,5,8,5.0,8,13,4.0
3,Year/Year,,-0.1%,3.3%,1.0%,0.011,-11.3%,-13.3%,0.017,8.7%,-10.4%,-6.9%,-1.6%,-11.9%,1.2%,2021,12.8%,-21.1%,-8.5%,4.5%,-4.7%,0.034,2.8%,5.2%,-0.013
4,Opponent,72.0,17330,3052,6688,0.456,1053,1350,0.78,693,2435,3128,1804,1320,8225,2021,507,348,947,1068,2778,0.384,1984,3910,0.507
5,Opponent/G,,240.7,42.4,92.9,0.456,14.6,18.8,0.78,9.6,33.8,43.4,25.1,18.3,114.2,2021,7.0,4.8,13.2,14.8,38.6,0.384,27.6,54.3,0.507
6,Lg Rank,,22,23,30,5.0,3,1,17.0,9,13,13,17,24,22,2021,6,15,20,30,28,29.0,10,17,2.0
7,Year/Year,,-0.1%,8.8%,-1.2%,0.042,-12.6%,-11.8%,-0.007,1.4%,-6.9%,-5.2%,3.7%,-15.6%,5.2%,2021,-4.5%,8.2%,-6.8%,6.2%,-1.9%,0.029,10.3%,-0.7%,0.051
0,Team,82.0,19755,3429,7331,0.468,1459,1881,0.776,840,2990,3830,1960,1494,9470,2022,623,326,1100,1153,3151,0.366,2276,4180,0.544
1,Team/G,,240.9,41.8,89.4,0.468,17.8,22.9,0.776,10.2,36.5,46.7,23.9,18.2,115.5,2022,7.6,4.0,13.4,14.1,38.4,0.366,27.8,51.0,0.544
2,Lg Rank,,19,6,8,12.0,8,10,15.0,15,1,2,18,3,3,2022,13,27,12,4,5,5.0,17,20,8.0
3,Year/Year,,0.1%,-6.5%,-2.6%,-0.02,9.6%,7.3%,0.016,-0.5%,-3.6%,-2.9%,-6.2%,5.5%,-3.9%,2022,-6.5%,-14.3%,-2.9%,-2.5%,3.7%,-0.023,-8.5%,-6.9%,-0.009
4,Opponent,82.0,19755,3391,7431,0.456,1227,1634,0.751,812,2805,3617,2122,1612,9195,2022,606,357,1070,1186,3328,0.356,2205,4103,0.537
5,Opponent/G,,240.9,41.4,90.6,0.456,15.0,19.9,0.751,9.9,34.2,44.1,25.9,19.7,112.1,2022,7.4,4.4,13.0,14.5,40.6,0.356,26.9,50.0,0.537
6,Lg Rank,,19,21,28,11.0,2,5,2.0,10,18,16,25,17,19,2022,12,9,25,30,30,19.0,6,7,18.0
7,Year/Year,,0.1%,-2.4%,-2.4%,-0.0,2.3%,6.3%,-0.029,2.9%,1.1%,1.5%,3.3%,7.2%,-1.8%,2022,5.0%,-9.9%,-0.8%,-2.5%,5.2%,-0.028,-2.4%,-7.9%,0.03
0,Team,82.0,19830,3504,7411,0.473,1364,1837,0.743,914,3074,3988,2115,1481,9589,2023,521,403,1199,1217,3306,0.368,2287,4105,0.557
1,Team/G,,241.8,42.7,90.4,0.473,16.6,22.4,0.743,11.1,37.5,48.6,25.8,18.1,116.9,2023,6.4,4.9,14.6,14.8,40.3,0.368,27.9,50.1,0.557
2,Lg Rank,,12,10,7,19.0,28,23,29.0,11,1,1,12,2,8,2023,27,11,22,4,4,10.0,25,27,11.0
3,Year/Year,,0.4%,2.2%,1.1%,0.005,-6.5%,-2.3%,-0.033,8.8%,2.8%,4.1%,7.9%,-0.9%,1.3%,2023,-16.4%,23.6%,9.0%,5.6%,4.9%,0.002,0.5%,-1.8%,0.013
4,Opponent,82.0,19830,3483,7644,0.456,1334,1719,0.776,879,2744,3623,1963,1557,9291,2023,578,323,970,991,2799,0.354,2492,4845,0.514
5,Opponent/G,,241.8,42.5,93.2,0.456,16.3,21.0,0.776,10.7,33.5,44.2,23.9,19.0,113.3,2023,7.0,3.9,11.8,12.1,34.1,0.354,30.4,59.1,0.514
6,Lg Rank,,12,21,29,2.0,3,2,10.0,19,20,20,5,26,14,2023,13,5,30,11,18,8.0,19,30,1.0
7,Year/Year,,0.4%,2.7%,2.9%,-0.001,8.7%,5.2%,0.025,8.3%,-2.2%,0.2%,-7.5%,-3.4%,1.0%,2023,-4.6%,-9.5%,-9.3%,-16.4%,-15.9%,-0.002,13.0%,18.1%,-0.023
