,Unnamed: 0,G,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,PF,PTS,Year,STL,BLK,TOV,3P,3PA,3P%,2P,2PA,2P%
7,Year/Year,,-0.1%,-1.3%,-2.3%,0.005,0.3%,-1.7%,0.016,-6.7%,-2.7%,-4.0%,-1.2%,-0.9%,-0.2%,1989,13.8%,-5.3%,13.1%,47.4%,20.6%,0.067,-3.3%,-3.8%,0.003
0,Team,82.0,19830,3380,7146,0.473,1722,2273,0.758,1108,2246,3354,2046,2086,8691,1990,826,326,1315,209,670,0.312,3171,6476,0.49
1,Team/G,,241.8,41.2,87.1,0.473,21.0,27.7,0.758,13.5,27.4,40.9,25.0,25.4,106.0,1990,10.1,4.0,16.0,2.5,8.2,0.312,38.7,79.0,0.49
2,Lg Rank,,9,18,12,19.0,17,14,14.0,16,24,21,14,26,18,1990,1,25,15,11,7,17.0,17,17,16.0
3,Year/Year,,0.4%,-0.6%,-0.3%,-0.001,-11.9%,-4.6%,-0.063,-2.2%,-1.1%,-1.5%,-1.2%,6.8%,-2.7%,1990,0.6%,0.9%,0.8%,16.8%,18.2%,-0.004,-1.5%,-1.9%,0.002
4,Opponent,82.0,19830,3292,6871,0.479,1990,2570,0.774,1158,2405,3563,2023,1879,8755,1990,685,444,1506,181,564,0.321,3111,6307,0.493
5,Opponent/G,,241.8,40.1,83.8,0.479,24.3,31.3,0.774,14.1,29.3,43.5,24.7,22.9,106.8,1990,8.4,5.4,18.4,2.2,6.9,0.321,37.9,76.9,0.493
6,Lg Rank,,9,7,5,16.0,24,25,23.0,20,17,17,13,16,13,1990,15,21,2,17,20,12.0,6,5,18.0
7,Year/Year,,0.4%,-0.3%,-0.4%,0.001,8.3%,8.5%,-0.002,5.9%,3.0%,3.9%,-4.1%,-2.9%,1.4%,1990,-3.1%,4.5%,-1.1%,-7.7%,5.8%,-0.047,0.2%,-1.0%,0.006
0,Team,82.0,19855,3337,6948,0.48,1796,2241,0.801,1079,2162,3241,2075,2033,8727,1991,894,330,1321,257,753,0.341,3080,6195,0.497
1,Team/G,,242.1,40.7,84.7,0.48,21.9,27.3,0.801,13.2,26.4,39.5,25.3,24.8,106.4,1991,10.9,4.0,16.1,3.1,9.2,0.341,37.6,75.5,0.497
2,Lg Rank,,6,15,19,12.0,11,15,3.0,18,26,26,13,21,12,1991,1,25,15,7,7,5.0,21,25,12.0
3,Year/Year,,0.1%,-1.3%,-2.8%,0.007,4.3%,-1.4%,0.044,-2.6%,-3.7%,-3.4%,1.4%,-2.5%,0.4%,1991,8.2%,1.2%,0.5%,23.0%,12.4%,0.029,-2.9%,-4.3%,0.008
4,Opponent,82.0,19855,3290,6775,0.486,1755,2312,0.759,1108,2315,3423,2023,1912,8524,1991,704,461,1531,189,574,0.329,3101,6201,0.5
5,Opponent/G,,242.1,40.1,82.6,0.486,21.4,28.2,0.759,13.5,28.2,41.7,24.7,23.3,104.0,1991,8.6,5.6,18.7,2.3,7.0,0.329,37.8,75.6,0.5
6,Lg Rank,,6,7,4,20.0,15,16,8.0,10,10,8,15,11,10,1991,13,18,2,15,12,20.0,8,3,21.0
7,Year/Year,,0.1%,-0.1%,-1.4%,0.006,-11.8%,-10.0%,-0.015,-4.3%,-3.7%,-3.9%,0.0%,1.8%,-2.6%,1991,2.8%,3.8%,1.7%,4.4%,1.8%,0.008,-0.3%,-1.7%,0.007
0,Team,82.0,19880,3321,7216,0.46,1596,2104,0.759,1297,2172,3469,2018,1904,8609,1992,863,317,1350,371,1005,0.369,2950,6211,0.475
1,Team/G,,242.4,40.5,88.0,0.46,19.5,25.7,0.759,15.8,26.5,42.3,24.6,23.2,105.0,1992,10.5,3.9,16.5,4.5,12.3,0.369,36.0,75.7,0.475
2,Lg Rank,,3,18,10,21.0,16,18,11.0,3,26,22,15,20,13,1992,1,26,19,1,1,2.0,25,24,21.0
3,Year/Year,,0.1%,-0.5%,3.9%,-0.02,-11.1%,-6.1%,-0.043,20.2%,0.5%,7.0%,-2.7%,-6.3%,-1.4%,1992,-3.5%,-3.9%,2.2%,44.4%,33.5%,0.028,-4.2%,0.3%,-0.022
4,Opponent,82.0,19880,3445,6911,0.498,1638,2195,0.746,1170,2319,3489,2118,1780,8749,1992,730,473,1420,221,603,0.367,3224,6308,0.511
5,Opponent/G,,242.4,42.0,84.3,0.498,20.0,26.8,0.746,14.3,28.3,42.5,25.8,21.7,106.7,1992,8.9,5.8,17.3,2.7,7.4,0.367,39.3,76.9,0.511
6,Lg Rank,,3,19,3,27.0,11,12,3.0,14,6,8,18,18,16,1992,18,19,2,21,10,27.0,16,3,26.0
7,Year/Year,,0.1%,4.7%,2.0%,0.013,-6.7%,-5.1%,-0.013,5.6%,0.2%,1.9%,4.7%,-6.9%,2.6%,1992,3.7%,2.6%,-7.3%,16.9%,5.1%,0.037,4.0%,1.7%,0.011
0,Team,82.0,19730,3268,6924,0.472,1544,2081,0.742,1050,2113,3163,2084,1978,8392,1993,863,393,1363,312,936,0.333,2956,5988,0.494
1,Team/G,,240.6,39.9,84.4,0.472,18.8,25.4,0.742,12.8,25.8,38.6,25.4,24.1,102.3,1993,10.5,4.8,16.6,3.8,11.4,0.333,36.0,73.0,0.494
2,Lg Rank,,25,20,19,15.0,23,24,20.0,19,27,26,11,19,22,1993,2,18,21,7,6,13.0,21,23,14.0
3,Year/Year,,-0.8%,-1.6%,-4.0%,0.012,-3.3%,-1.1%,-0.017,-19.0%,-2.7%,-8.8%,3.3%,3.9%,-2.5%,1993,0.0%,24.0%,1.0%,-15.9%,-6.9%,-0.036,0.2%,-3.6%,0.019
4,Opponent,82.0,19730,3303,6843,0.483,1823,2437,0.748,1269,2398,3667,2087,1810,8698,1993,773,456,1476,269,783,0.344,3034,6060,0.501
5,Opponent/G,,240.6,40.3,83.5,0.483,22.2,29.7,0.748,15.5,29.2,44.7,25.5,22.1,106.1,1993,9.4,5.6,18.0,3.3,9.5,0.344,37.0,73.9,0.501
6,Lg Rank,,25,11,7,20.0,18,21,9.0,26,15,22,18,21,17,1993,23,19,2,19,21,21.0,10,5,23.0
7,Year/Year,,-0.8%,-4.1%,-1.0%,-0.016,11.3%,11.0%,0.002,8.5%,3.4%,5.1%,-1.5%,1.7%,-0.6%,1993,5.9%,-3.6%,3.9%,21.7%,29.9%,-0.023,-5.9%,-3.9%,-0.01
0,Team,82.0,19705,3044,6807,0.447,1530,2181,0.702,1126,2154,3280,1946,1821,7949,1994,800,407,1343,331,1019,0.325,2713,5788,0.469
1,Team/G,,240.3,37.1,83.0,0.447,18.7,26.6,0.702,13.7,26.3,40.0,23.7,22.2,96.9,1994,9.8,5.0,16.4,4.0,12.4,0.325,33.1,70.6,0.469
2,Lg Rank,,25,26,19,25.0,18,14,25.0,15,26,26,18,14,24,1994,5,17,18,7,5,19.0,27,25,21.0
3,Year/Year,,-0.1%,-6.9%,-1.7%,-0.025,-0.9%,4.8%,-0.04,7.2%,1.9%,3.7%,-6.6%,-7.9%,-5.3%,1994,-7.3%,3.6%,-1.5%,6.1%,8.9%,-0.009,-8.2%,-3.3%,-0.025
4,Opponent,82.0,19705,3255,6625,0.491,1684,2284,0.737,1086,2495,3581,2092,1777,8480,1994,768,420,1416,286,789,0.362,2969,5836,0.509
5,Opponent/G,,240.3,39.7,80.8,0.491,20.5,27.9,0.737,13.2,30.4,43.7,25.5,21.7,103.4,1994,9.4,5.1,17.3,3.5,9.6,0.362,36.2,71.2,0.509
6,Lg Rank,,25,14,6,25.0,17,16,16.0,7,19,17,16,18,15,1994,20,12,6,18,11,27.0,14,8,25.0
7,Year/Year,,-0.1%,-1.5%,-3.2%,0.009,-7.6%,-6.3%,-0.011,-14.4%,4.0%,-2.3%,0.2%,-1.8%,-2.5%,1994,-0.6%,-7.9%,-4.1%,6.3%,0.8%,0.019,-2.1%,-3.7%,0.008
0,Team,82.0,19855,3022,6586,0.459,1608,2259,0.712,1063,2187,3250,1737,1858,8146,1995,674,359,1393,494,1349,0.366,2528,5237,0.483
1,Team/G,,242.1,36.9,80.3,0.459,19.6,27.5,0.712,13.0,26.7,39.6,21.2,22.7,99.3,1995,8.2,4.4,17.0,6.0,16.5,0.366,30.8,63.9,0.483
2,Lg Rank,,9,20,17,19.0,14,13,22.0,15,25,23,25,11,17,1995,11,22,24,9,10,15.0,20,20,18.0
3,Year/Year,,0.8%,-0.7%,-3.2%,0.012,5.1%,3.6%,0.01,-5.6%,1.5%,-0.9%,-10.7%,2.0%,2.5%,1995,-15.8%,-11.8%,3.7%,49.2%,32.4%,0.041,-6.8%,-9.5%,0.014
4,Opponent,82.0,19855,3248,6589,0.493,1517,2081,0.729,1014,2337,3351,2103,1973,8504,1995,770,407,1359,491,1242,0.395,2757,5347,0.516
5,Opponent/G,,242.1,39.6,80.4,0.493,18.5,25.4,0.729,12.4,28.5,40.9,25.6,24.1,103.7,1995,9.4,5.0,16.6,6.0,15.1,0.395,33.6,65.2,0.516
6,Lg Rank,,9,22,13,26.0,9,8,9.0,4,15,10,24,9,18,1995,26,10,6,21,15,27.0,19,13,24.0
7,Year/Year,,0.8%,-0.2%,-0.5%,0.002,-9.9%,-8.9%,-0.008,-6.6%,-6.3%,-6.4%,0.5%,11.0%,0.3%,1995,0.3%,-3.1%,-4.0%,71.7%,57.4%,0.033,-7.1%,-8.4%,0.007
0,Team,82.0,19730,3034,6490,0.467,1412,1914,0.738,973,2164,3137,1755,1943,7837,1996,582,307,1295,357,1056,0.338,2677,5434,0.493
1,Team/G,,240.6,37.0,79.1,0.467,17.2,23.3,0.738,11.9,26.4,38.3,21.4,23.7,95.6,1996,7.1,3.7,15.8,4.4,12.9,0.338,32.6,66.3,0.493
2,Lg Rank,,24,17,19,13.0,26,28,17.0,20,26,27,22,18,24,1996,24,28,15,26,24,25.0,7,8,14.0
3,Year/Year,,-0.6%,0.4%,-1.5%,0.009,-12.2%,-15.3%,0.026,-8.5%,-1.1%,-3.5%,1.0%,4.6%,-3.8%,1996,-13.6%,-14.5%,-7.0%,-27.7%,-21.7%,-0.028,5.9%,3.8%,0.01
4,Opponent,82.0,19730,3084,6421,0.48,1590,2193,0.725,998,2305,3303,1940,1752,8272,1996,648,373,1212,514,1296,0.397,2570,5125,0.501
5,Opponent/G,,240.6,37.6,78.3,0.48,19.4,26.7,0.725,12.2,28.1,40.3,23.7,21.4,100.9,1996,7.9,4.5,14.8,6.3,15.8,0.397,31.3,62.5,0.501
6,Lg Rank,,24,17,7,25.0,17,19,5.0,10,10,8,19,27,18,1996,12,7,25,21,11,29.0,15,8,22.0
7,Year/Year,,-0.6%,-5.0%,-2.5%,-0.013,4.8%,5.4%,-0.004,-1.6%,-1.4%,-1.4%,-7.8%,-11.2%,-2.7%,1996,-15.8%,-8.4%,-10.8%,4.7%,4.3%,0.001,-6.8%,-4.2%,-0.014
0,Team,82.0,19730,2967,6303,0.471,1560,2104,0.741,955,2263,3218,1610,1892,7818,1997,632,348,1285,324,920,0.352,2643,5383,0.491
1,Team/G,,240.6,36.2,76.9,0.471,19.0,25.7,0.741,11.6,27.6,39.2,19.6,23.1,95.3,1997,7.7,4.2,15.7,4.0,11.2,0.352,32.2,65.6,0.491
2,Lg Rank,,27,16,23,5.0,12,12,15.0,23,20,25,27,21,21,1997,21,23,13,29,28,21.0,4,7,8.0
3,Year/Year,,0.0%,-2.2%,-2.9%,0.003,10.5%,9.9%,0.004,-1.8%,4.6%,2.6%,-8.3%,-2.6%,-0.2%,1997,8.6%,13.4%,-0.8%,-9.2%,-12.9%,0.014,-1.3%,-0.9%,-0.002
4,Opponent,82.0,19730,2999,6355,0.472,1606,2197,0.731,975,2257,3232,1820,1777,7973,1997,688,392,1201,369,1080,0.342,2630,5275,0.499
5,Opponent/G,,240.6,36.6,77.5,0.472,19.6,26.8,0.731,11.9,27.5,39.4,22.2,21.7,97.2,1997,8.4,4.8,14.6,4.5,13.2,0.342,32.1,64.3,0.499
6,Lg Rank,,27,17,7,27.0,19,22,7.0,6,9,6,18,19,16,1997,18,12,24,1,1,3.0,25,21,25.0
7,Year/Year,,0.0%,-2.8%,-1.0%,-0.008,1.0%,0.2%,0.006,-2.3%,-2.1%,-2.1%,-6.2%,1.4%,-3.6%,1997,6.2%,5.1%,-0.9%,-28.2%,-16.7%,-0.055,2.3%,2.9%,-0.003
0,Team,82.0,19930,2918,6399,0.456,1663,2167,0.767,1035,2236,3271,1649,1915,7748,1998,733,357,1383,249,703,0.354,2669,5696,0.469
1,Team/G,,243.0,35.6,78.0,0.456,20.3,26.4,0.767,12.6,27.3,39.9,20.1,23.4,94.5,1998,8.9,4.4,16.9,3.0,8.6,0.354,32.5,69.5,0.469
2,Lg Rank,,3,17,20,10.0,8,11,5.0,18,23,25,24,22,18,1998,8,22,26,26,27,11.0,9,8,18.0
3,Year/Year,,1.0%,-1.7%,1.5%,-0.015,6.6%,3.0%,0.026,8.4%,-1.2%,1.6%,2.4%,1.2%,-0.9%,1998,16.0%,2.6%,7.6%,-23.1%,-23.6%,0.002,1.0%,5.8%,-0.022
4,Opponent,82.0,19930,2911,6319,0.461,1779,2393,0.743,1001,2260,3261,1746,1808,7905,1998,765,398,1348,304,929,0.327,2607,5390,0.484
5,Opponent/G,,243.0,35.5,77.1,0.461,21.7,29.2,0.743,12.2,27.6,39.8,21.3,22.0,96.4,1998,9.3,4.9,16.4,3.7,11.3,0.327,31.8,65.7,0.484
6,Lg Rank,,3,13,4,21.0,27,27,19.0,6,10,9,9,18,16,1998,26,14,7,3,4,7.0,16,11,20.0
7,Year/Year,,1.0%,-2.9%,-0.6%,-0.011,10.8%,8.9%,0.012,2.7%,0.1%,0.9%,-4.1%,1.7%,-0.9%,1998,11.2%,1.5%,12.2%,-17.6%,-14.0%,-0.014,-0.9%,2.2%,-0.015
0,Team,50.0,12050,1753,3818,0.459,847,1155,0.733,570,1369,1939,1030,1142,4584,1999,442,202,719,231,619,0.373,1522,3199,0.476
1,Team/G,,241.0,35.1,76.4,0.459,16.9,23.1,0.733,11.4,27.4,38.8,20.6,22.8,91.7,1999,8.8,4.0,14.4,4.6,12.4,0.373,30.4,64.0,0.476
2,Lg Rank,,19,9,20,4.0,25,27,13.0,23,26,28,17,20,14,1999,10,24,5,13,18,1.0,12,19,7.0
3,Year/Year,,-0.8%,-1.5%,-2.1%,0.003,-16.5%,-12.6%,-0.034,-9.7%,0.4%,-2.8%,2.4%,-2.2%,-3.0%,1999,-1.1%,-7.2%,-14.7%,52.1%,44.4%,0.019,-6.5%,-7.9%,0.007
4,Opponent,50.0,12050,1600,3746,0.427,1029,1369,0.752,657,1398,2055,1018,1020,4501,1999,399,194,830,272,814,0.334,1328,2932,0.453
5,Opponent/G,,241.0,32.0,74.9,0.427,20.6,27.4,0.752,13.1,28.0,41.1,20.4,20.4,90.0,1999,8.0,3.9,16.6,5.4,16.3,0.334,26.6,58.6,0.453
6,Lg Rank,,19,8,3,9.0,23,22,28.0,24,8,13,10,27,11,1999,9,2,5,28,29,11.0,2,1,10.0
7,Year/Year,,-0.8%,-9.9%,-2.8%,-0.034,-5.1%,-6.2%,0.008,7.6%,1.4%,3.3%,-4.4%,-7.5%,-6.6%,1999,-14.5%,-20.1%,1.0%,46.7%,43.7%,0.007,-16.5%,-10.8%,-0.031
0,Team,82.0,19855,3174,6827,0.465,1558,1982,0.786,1016,2373,3389,1852,2020,8300,2000,671,381,1230,394,1069,0.369,2780,5758,0.483
1,Team/G,,242.1,38.7,83.3,0.465,19.0,24.2,0.786,12.4,28.9,41.3,22.6,24.6,101.2,2000,8.2,4.6,15.0,4.8,13.0,0.369,33.9,70.2,0.483
2,Lg Rank,,2,4,12,3.0,16,22,3.0,15,26,21,14,25,5,2000,10,21,11,15,15,9.0,5,9,3.0
3,Year/Year,,0.5%,10.4%,9.0%,0.006,12.2%,4.6%,0.053,8.7%,5.7%,6.6%,9.6%,7.9%,10.4%,2000,-7.4%,15.0%,4.3%,4.0%,5.3%,-0.005,11.4%,9.8%,0.007
4,Opponent,82.0,19855,3033,6644,0.457,1685,2241,0.752,1037,2368,3405,1987,1870,8282,2000,637,340,1303,531,1357,0.391,2502,5287,0.473
5,Opponent/G,,242.1,37.0,81.0,0.457,20.5,27.3,0.752,12.6,28.9,41.5,24.2,22.8,101.0,2000,7.8,4.1,15.9,6.5,16.5,0.391,30.5,64.5,0.473
6,Lg Rank,,2,15,12,21.0,25,25,19.0,18,5,10,26,19,23,2000,15,2,11,29,29,29.0,8,3,18.0
7,Year/Year,,0.5%,15.6%,8.1%,0.029,-0.2%,-0.2%,0.0,-3.8%,3.3%,1.0%,19.0%,11.8%,12.2%,2000,-2.7%,6.9%,-4.3%,19.0%,1.7%,0.057,14.9%,10.0%,0.02
0,Team,82.0,19780,3112,6798,0.458,1474,1874,0.787,975,2500,3475,1844,1928,8260,2001,672,386,1123,562,1481,0.379,2550,5317,0.48
1,Team/G,,241.2,38.0,82.9,0.458,18.0,22.9,0.787,11.9,30.5,42.4,22.5,23.5,100.7,2001,8.2,4.7,13.7,6.9,18.1,0.379,31.1,64.8,0.48
2,Lg Rank,,21,3,8,7.0,18,25,3.0,15,15,15,11,24,2,2001,9,22,3,2,2,5.0,14,23,5.0
3,Year/Year,,-0.4%,-2.0%,-0.4%,-0.007,-5.4%,-5.4%,0.0,-4.0%,5.4%,2.5%,-0.4%,-4.6%,-0.5%,2001,0.1%,1.3%,-8.7%,42.6%,38.5%,0.011,-8.3%,-7.7%,-0.003
4,Opponent,82.0,19780,2912,6626,0.439,1679,2186,0.768,1014,2490,3504,1883,1778,7942,2001,592,350,1273,439,1246,0.352,2473,5380,0.46
5,Opponent/G,,241.2,35.5,80.8,0.439,20.5,26.7,0.768,12.4,30.4,42.7,23.0,21.7,96.9,2001,7.2,4.3,15.5,5.4,15.2,0.352,30.2,65.6,0.46
6,Lg Rank,,21,11,15,15.0,27,24,28.0,20,13,17,22,18,21,2001,5,4,10,26,26,14.0,10,8,14.0
7,Year/Year,,-0.4%,-4.0%,-0.3%,-0.017,-0.4%,-2.5%,0.016,-2.2%,5.2%,2.9%,-5.2%,-4.9%,-4.1%,2001,-7.1%,2.9%,-2.3%,-17.3%,-8.2%,-0.039,-1.2%,1.8%,-0.014
0,Team,82.0,19905,3041,6577,0.462,1321,1767,0.748,841,2557,3398,1847,1788,7996,2002,596,388,1157,593,1583,0.375,2448,4994,0.49
1,Team/G,,242.7,37.1,80.2,0.462,16.1,21.5,0.748,10.3,31.2,41.4,22.5,21.8,97.5,2002,7.3,4.7,14.1,7.2,19.3,0.375,29.9,60.9,0.49
2,Lg Rank,,3,9,21,3.0,24,23,17.0,28,8,23,10,20,8,2002,21,19,11,4,4,7.0,25,27,2.0
3,Year/Year,,0.6%,-2.3%,-3.3%,0.005,-10.4%,-5.7%,-0.039,-13.7%,2.3%,-2.2%,0.2%,-7.3%,-3.2%,2002,-11.3%,0.5%,3.0%,5.5%,6.9%,-0.005,-4.0%,-6.1%,0.011
4,Opponent,82.0,19905,3016,6846,0.441,1489,1967,0.757,1050,2438,3488,1883,1642,8014,2002,599,361,1054,493,1377,0.358,2523,5469,0.461
5,Opponent/G,,242.7,36.8,83.5,0.441,18.2,24.0,0.757,12.8,29.7,42.5,23.0,20.0,97.7,2002,7.3,4.4,12.9,6.0,16.8,0.358,30.8,66.7,0.461
6,Lg Rank,,3,19,24,10.0,16,15,22.0,22,12,13,22,25,22,2002,7,4,28,28,28,20.0,14,16,11.0
7,Year/Year,,0.6%,3.6%,3.3%,0.001,-11.3%,-10.0%,-0.011,3.6%,-2.1%,-0.5%,0.0%,-7.6%,0.9%,2002,1.2%,3.1%,-17.2%,12.3%,10.5%,0.006,2.0%,1.7%,0.002
0,Team,82.0,19905,3045,6670,0.457,1483,1911,0.776,876,2367,3243,1823,1820,8158,2003,622,344,1044,585,1526,0.383,2460,5144,0.478
1,Team/G,,242.7,37.1,81.3,0.457,18.1,23.3,0.776,10.7,28.9,39.5,22.2,22.2,99.5,2003,7.6,4.2,12.7,7.1,18.6,0.383,30.0,62.7,0.478
2,Lg Rank,,5,7,13,6.0,16,20,7.0,27,27,28,10,21,5,2003,18,22,2,4,5,1.0,17,25,6.0
3,Year/Year,,0.0%,0.1%,1.4%,-0.006,12.3%,8.1%,0.028,4.2%,-7.4%,-4.6%,-1.3%,1.8%,2.0%,2003,4.4%,-11.3%,-9.8%,-1.3%,-3.6%,0.009,0.5%,3.0%,-0.012
4,Opponent,82.0,19905,3043,6642,0.458,1574,2114,0.745,1021,2541,3562,1892,1685,8139,2003,543,333,1182,479,1278,0.375,2564,5364,0.478
5,Opponent/G,,242.7,37.1,81.0,0.458,19.2,25.8,0.745,12.5,31.0,43.4,23.1,20.5,99.3,2003,6.6,4.1,14.4,5.8,15.6,0.375,31.3,65.4,0.478
6,Lg Rank,,5,26,15,27.0,20,21,4.0,20,20,21,25,23,25,2003,2,4,18,29,21,27.0,20,12,26.0
7,Year/Year,,0.0%,0.9%,-3.0%,0.018,5.7%,7.5%,-0.012,-2.8%,4.2%,2.1%,0.5%,2.6%,1.6%,2003,-9.3%,-7.8%,12.1%,-2.8%,-7.2%,0.017,1.6%,-1.9%,0.017
0,Team,82.0,19780,2970,6650,0.447,1698,2192,0.775,960,2502,3462,1872,1668,8039,2004,554,383,1110,401,1145,0.35,2569,5505,0.467
1,Team/G,,241.2,36.2,81.1,0.447,20.7,26.7,0.775,11.7,30.5,42.2,22.8,20.3,98.0,2004,6.8,4.7,13.5,4.9,14.0,0.35,31.3,67.1,0.467
2,Lg Rank,,19,6,10,6.0,2,5,7.0,18,11,16,7,6,4,2004,28,19,3,19,17,10.0,6,8,10.0
3,Year/Year,,-0.6%,-2.5%,-0.3%,-0.01,14.5%,14.7%,-0.001,9.6%,5.7%,6.8%,2.7%,-8.4%,-1.5%,2004,-10.9%,11.3%,6.3%,-31.5%,-25.0%,-0.033,4.4%,7.0%,-0.012
4,Opponent,82.0,19780,3034,6719,0.452,1428,1932,0.739,983,2521,3504,1870,1878,7952,2004,615,406,1164,456,1296,0.352,2578,5423,0.475
5,Opponent/G,,241.2,37.0,81.9,0.452,17.4,23.6,0.739,12.0,30.7,42.7,22.8,22.9,97.0,2004,7.5,5.0,14.2,5.6,15.8,0.352,31.4,66.1,0.475
6,Lg Rank,,19,24,23,23.0,10,11,4.0,13,20,17,21,5,21,2004,7,11,20,22,21,19.0,23,18,23.0
7,Year/Year,,-0.6%,-0.3%,1.2%,-0.007,-9.3%,-8.6%,-0.005,-3.7%,-0.8%,-1.6%,-1.2%,11.5%,-2.3%,2004,13.3%,21.9%,-1.5%,-4.8%,1.4%,-0.023,0.5%,1.1%,-0.003
0,Team,82.0,19780,2964,6580,0.45,1720,2229,0.772,985,2405,3390,1720,1797,7973,2005,529,289,1132,325,925,0.351,2639,5655,0.467
1,Team/G,,241.2,36.1,80.2,0.45,21.0,27.2,0.772,12.0,29.3,41.3,21.0,21.9,97.2,2005,6.5,3.5,13.8,4.0,11.3,0.351,32.2,69.0,0.467
2,Lg Rank,,19,13,17,13.0,9,9,11.0,16,19,20,19,8,15,2005,27,29,10,23,25,17.0,8,7,17.0
3,Year/Year,,0.0%,-0.2%,-1.1%,0.004,1.3%,1.7%,-0.003,2.6%,-3.9%,-2.1%,-8.1%,7.7%,-0.8%,2005,-4.5%,-24.5%,2.0%,-19.0%,-19.2%,0.001,2.7%,2.7%,0.0
4,Opponent,82.0,19780,3098,6678,0.464,1559,2022,0.771,935,2413,3348,1953,1953,8218,2005,611,370,1067,463,1349,0.343,2635,5329,0.494
5,Opponent/G,,241.2,37.8,81.4,0.464,19.0,24.7,0.771,11.4,29.4,40.8,23.8,23.8,100.2,2005,7.5,4.5,13.0,5.6,16.5,0.343,32.1,65.0,0.494
6,Lg Rank,,19,24,19,27.0,11,8,28.0,9,11,9,29,5,20,2005,14,9,28,15,24,8.0,25,19,29.0
7,Year/Year,,0.0%,2.1%,-0.6%,0.012,9.2%,4.7%,0.032,-4.9%,-4.3%,-4.5%,4.4%,4.0%,3.3%,2005,-0.7%,-8.9%,-8.3%,1.5%,4.1%,-0.009,2.2%,-1.7%,0.019
0,Team,82.0,19855,2976,6566,0.453,1561,2115,0.738,929,2448,3377,1769,1902,8020,2006,597,270,1197,507,1335,0.38,2469,5231,0.472
1,Team/G,,242.1,36.3,80.1,0.453,19.0,25.8,0.738,11.3,29.9,41.2,21.6,23.2,97.8,2006,7.3,3.3,14.6,6.2,16.3,0.38,30.1,63.8,0.472
2,Lg Rank,,13,12,10,18.0,22,20,18.0,12,14,16,8,19,13,2006,12,30,19,11,17,4.0,16,14,21.0
3,Year/Year,,0.4%,0.4%,-0.2%,0.003,-9.2%,-5.1%,-0.034,-5.7%,1.8%,-0.4%,2.8%,5.8%,0.6%,2006,12.9%,-6.6%,5.7%,56.0%,44.3%,0.028,-6.4%,-7.5%,0.005
4,Opponent,82.0,19855,2972,6383,0.466,1671,2237,0.747,832,2475,3307,1847,1937,8105,2006,606,414,1182,490,1385,0.354,2482,4998,0.497
5,Opponent/G,,242.1,36.2,77.8,0.466,20.4,27.3,0.747,10.1,30.2,40.3,22.5,23.6,98.8,2006,7.4,5.0,14.4,6.0,16.9,0.354,30.3,61.0,0.497
6,Lg Rank,,13,19,9,24.0,21,21,21.0,4,19,11,25,6,19,2006,22,22,14,17,22,13.0,15,7,26.0
7,Year/Year,,0.4%,-4.1%,-4.4%,0.002,7.2%,10.6%,-0.024,-11.0%,2.6%,-1.2%,-5.4%,-0.8%,-1.4%,2006,-0.8%,11.9%,10.8%,5.8%,2.7%,0.011,-5.8%,-6.2%,0.002
0,Team,82.0,19855,3121,6714,0.465,1406,1919,0.733,941,2272,3213,1771,1821,8172,2007,587,224,1240,524,1472,0.356,2597,5242,0.495
1,Team/G,,242.1,38.1,81.9,0.465,17.1,23.4,0.733,11.5,27.7,39.2,21.6,22.2,99.7,2007,7.2,2.7,15.1,6.4,18.0,0.356,31.7,63.9,0.495
2,Lg Rank,,14,4,5,9.0,29,26,24.0,11,30,29,12,14,10,2007,15,30,16,13,10,13.0,6,11,8.0
3,Year/Year,,0.0%,4.9%,2.3%,0.012,-9.9%,-9.3%,-0.005,1.3%,-7.2%,-4.9%,0.1%,-4.3%,1.9%,2007,-1.7%,-17.0%,3.6%,3.4%,10.3%,-0.024,5.2%,0.2%,0.023
4,Opponent,82.0,19855,3201,6673,0.48,1564,2109,0.742,1062,2468,3530,2077,1718,8531,2007,615,433,1284,565,1537,0.368,2636,5136,0.513
5,Opponent/G,,242.1,39.0,81.4,0.48,19.1,25.7,0.742,13.0,30.1,43.0,25.3,21.0,104.0,2007,7.5,5.3,15.7,6.9,18.7,0.368,32.1,62.6,0.513
6,Lg Rank,,14,27,23,29.0,12,12,7.0,29,17,28,30,26,27,2007,22,25,8,26,26,25.0,27,17,29.0
7,Year/Year,,0.0%,7.7%,4.5%,0.014,-6.4%,-5.7%,-0.005,27.6%,-0.3%,6.7%,12.5%,-11.3%,5.3%,2007,1.5%,4.6%,8.6%,15.3%,11.0%,0.014,6.2%,2.8%,0.017
0,Team,82.0,19855,3026,6745,0.449,1452,1980,0.733,1055,2363,3418,1760,1748,7956,2008,544,361,1210,452,1313,0.344,2574,5432,0.474
1,Team/G,,242.1,36.9,82.3,0.449,17.7,24.1,0.733,12.9,28.8,41.7,21.5,21.3,97.0,2008,6.6,4.4,14.8,5.5,16.0,0.344,31.4,66.2,0.474
2,Lg Rank,,5,15,11,19.0,22,20,22.0,3,29,17,14,19,20,2008,21,20,23,24,23,25.0,11,8,20.0
