,Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
7,Year/Year,,-0.6%,-12.8%,-6.5%,-0.033,14.5%,21.0%,-0.021,-17.2%,-12.3%,-0.029,-3.5%,-5.9%,0.019,1.0%,-10.9%,-7.5%,-9.3%,-2.1%,-18.5%,-4.7%,-6.6%,-9.7%,1997
0,Team,82.0,19905,2882,6754,0.427,422,1183,0.357,2460,5571,0.442,1308,1738,0.753,1008,2280,3288,1535,646,466,1182,1643,7494,1998
1,Team/G,,242.7,35.1,82.4,0.427,5.1,14.4,0.357,30.0,67.9,0.442,16.0,21.2,0.753,12.3,27.8,40.1,18.7,7.9,5.7,14.4,20.0,91.4,1998
2,Lg Rank,,6,21,8,27.0,7,8,8.0,24,12,27.0,29,29,9.0,20,21,23,28,20,6,7,2,26,1998
3,Year/Year,,0.5%,2.5%,4.7%,-0.009,-1.9%,-10.1%,0.03,3.2%,8.5%,-0.022,-4.9%,-9.4%,0.036,-3.1%,0.8%,-0.4%,-7.7%,-1.2%,32.8%,-10.7%,-8.6%,0.8%,1998
4,Opponent,82.0,19905,3138,6819,0.46,386,1130,0.342,2752,5689,0.484,1333,1868,0.714,1223,2644,3867,1882,658,374,1240,1608,7995,1998
5,Opponent/G,,242.7,38.3,83.2,0.46,4.7,13.8,0.342,33.6,69.4,0.484,16.3,22.8,0.714,14.9,32.2,47.2,23.0,8.0,4.6,15.1,19.6,97.5,1998
6,Lg Rank,,6,25,26,20.0,21,27,11.0,25,24,21.0,3,3,2.0,28,29,29,22,13,10,16,29,19,1998
7,Year/Year,,0.5%,5.8%,5.4%,0.002,-28.3%,-21.7%,-0.031,13.3%,13.2%,0.001,-10.1%,-5.4%,-0.037,11.4%,8.9%,9.7%,4.9%,-4.2%,-13.6%,-3.4%,-6.5%,0.5%,1998
0,Team,50.0,12075,1749,4033,0.434,202,595,0.339,1547,3438,0.45,881,1210,0.728,645,1478,2123,921,352,292,692,1065,4581,1999
1,Team/G,,241.5,35.0,80.7,0.434,4.0,11.9,0.339,30.9,68.8,0.45,17.6,24.2,0.728,12.9,29.6,42.5,18.4,7.0,5.8,13.8,21.3,91.6,1999
2,Lg Rank,,13,10,6,18.0,19,20,16.0,8,5,18.0,21,22,17.0,15,12,12,27,26,4,4,9,15,1999
3,Year/Year,,-0.5%,-0.5%,-2.1%,0.007,-21.5%,-17.5%,-0.017,3.1%,1.2%,0.008,10.5%,14.2%,-0.024,4.9%,6.3%,5.9%,-1.6%,-10.6%,2.8%,-4.0%,6.3%,0.3%,1999
4,Opponent,50.0,12075,1815,4037,0.45,216,686,0.315,1599,3351,0.477,855,1193,0.717,660,1519,2179,1073,361,244,699,1042,4701,1999
5,Opponent/G,,241.5,36.3,80.7,0.45,4.3,13.7,0.315,32.0,67.0,0.477,17.1,23.9,0.717,13.2,30.4,43.6,21.5,7.2,4.9,14.0,20.8,94.0,1999
6,Lg Rank,,13,25,26,22.0,11,23,4.0,26,24,24.0,7,8,7.0,25,24,26,19,2,15,25,22,21,1999
7,Year/Year,,-0.5%,-5.1%,-2.9%,-0.011,-8.2%,-0.4%,-0.027,-4.7%,-3.4%,-0.007,5.2%,4.7%,0.003,-11.5%,-5.8%,-7.6%,-6.5%,-10.0%,7.0%,-7.6%,6.3%,-3.6%,1999
0,Team,82.0,19730,3195,7047,0.453,519,1326,0.391,2676,5721,0.468,1407,1751,0.804,931,2444,3375,1810,592,416,1124,1770,8316,2000
1,Team/G,,240.6,39.0,85.9,0.453,6.3,16.2,0.391,32.6,69.8,0.468,17.2,21.4,0.804,11.4,29.8,41.2,22.1,7.2,5.1,13.7,21.6,101.4,2000
2,Lg Rank,,26,3,3,12.0,5,7,2.0,8,10,19.0,25,29,2.0,23,20,22,18,23,15,2,6,3,2000
3,Year/Year,,-0.4%,11.4%,6.5%,0.02,56.7%,35.9%,0.052,5.5%,1.5%,0.018,-2.6%,-11.8%,0.075,-12.0%,0.8%,-3.1%,19.8%,2.5%,-13.1%,-1.0%,1.3%,10.7%,2000
4,Opponent,82.0,19730,3225,7053,0.457,429,1244,0.345,2796,5809,0.481,1484,2005,0.74,1251,2719,3970,1901,604,416,1318,1814,8363,2000
5,Opponent/G,,240.6,39.3,86.0,0.457,5.2,15.2,0.345,34.1,70.8,0.481,18.1,24.5,0.74,15.3,33.2,48.4,23.2,7.4,5.1,16.1,22.1,102.0,2000
6,Lg Rank,,26,26,26,22.0,25,26,12.0,25,24,24.0,9,11,4.0,29,28,29,18,7,13,10,24,25,2000
7,Year/Year,,-0.4%,8.3%,6.5%,0.008,21.1%,10.6%,0.03,6.6%,5.7%,0.004,5.8%,2.5%,0.023,15.6%,9.1%,11.1%,8.0%,2.0%,4.0%,15.0%,6.2%,8.5%,2000
0,Team,82.0,19805,3085,6716,0.459,517,1357,0.381,2568,5359,0.479,1552,1954,0.794,831,2571,3402,1740,618,492,1141,1907,8239,2001
1,Team/G,,241.5,37.6,81.9,0.459,6.3,16.5,0.381,31.3,65.4,0.479,18.9,23.8,0.794,10.1,31.4,41.5,21.2,7.5,6.0,13.9,23.3,100.5,2001
2,Lg Rank,,18,5,10,5.0,3,6,4.0,11,22,6.0,13,21,2.0,27,9,21,18,19,5,6,21,4,2001
3,Year/Year,,0.4%,-3.4%,-4.7%,0.006,-0.4%,2.3%,-0.01,-4.0%,-6.3%,0.011,10.3%,11.6%,-0.009,-10.7%,5.2%,0.8%,-3.9%,4.4%,18.3%,1.5%,7.7%,-0.9%,2001
4,Opponent,82.0,19805,2938,6693,0.439,381,1140,0.334,2557,5553,0.46,1631,2231,0.731,1068,2623,3691,1778,622,379,1273,1848,7888,2001
5,Opponent/G,,241.5,35.8,81.6,0.439,4.6,13.9,0.334,31.2,67.7,0.46,19.9,27.2,0.731,13.0,32.0,45.0,21.7,7.6,4.6,15.5,22.5,96.2,2001
6,Lg Rank,,18,16,17,14.0,11,17,4.0,17,17,15.0,22,26,3.0,28,24,27,14,13,7,10,10,16,2001
7,Year/Year,,0.4%,-8.9%,-5.1%,-0.018,-11.2%,-8.4%,-0.011,-8.5%,-4.4%,-0.021,9.9%,11.3%,-0.009,-14.6%,-3.5%,-7.0%,-6.5%,3.0%,-8.9%,-3.4%,1.9%,-5.7%,2001
0,Team,82.0,19880,3200,6930,0.462,621,1645,0.378,2579,5285,0.488,1608,1994,0.806,918,2568,3486,1811,581,392,992,1842,8629,2002
1,Team/G,,242.4,39.0,84.5,0.462,7.6,20.1,0.378,31.5,64.5,0.488,19.6,24.3,0.806,11.2,31.3,42.5,22.1,7.1,4.8,12.1,22.5,105.2,2002
2,Lg Rank,,5,2,4,4.0,2,3,4.0,11,22,4.0,7,10,1.0,23,4,12,14,22,18,1,24,1,2002
3,Year/Year,,0.4%,3.7%,3.2%,0.002,20.1%,21.2%,-0.003,0.4%,-1.4%,0.009,3.6%,2.0%,0.012,10.5%,-0.1%,2.5%,4.1%,-6.0%,-20.3%,-13.1%,-3.4%,4.7%,2002
4,Opponent,82.0,19880,3094,6851,0.452,452,1293,0.35,2642,5558,0.475,1640,2184,0.751,1065,2600,3665,1865,589,377,1155,1788,8280,2002
5,Opponent/G,,242.4,37.7,83.5,0.452,5.5,15.8,0.35,32.2,67.8,0.475,20.0,26.6,0.751,13.0,31.7,44.7,22.7,7.2,4.6,14.1,21.8,101.0,2002
6,Lg Rank,,5,24,25,19.0,21,23,12.0,23,21,20.0,28,28,15.0,24,26,25,21,6,5,19,9,28,2002
7,Year/Year,,0.4%,5.3%,2.4%,0.013,18.6%,13.4%,0.015,3.3%,0.1%,0.015,0.6%,-2.1%,0.02,-0.3%,-0.9%,-0.7%,4.9%,-5.3%,-0.5%,-9.3%,-3.2%,5.0%,2002
0,Team,82.0,19780,3161,6982,0.453,636,1668,0.381,2525,5314,0.475,1486,1793,0.829,912,2544,3456,1837,665,449,949,1730,8444,2003
1,Team/G,,241.2,38.5,85.1,0.453,7.8,20.3,0.381,30.8,64.8,0.475,18.1,21.9,0.829,11.1,31.0,42.1,22.4,8.1,5.5,11.6,21.1,103.0,2003
2,Lg Rank,,24,3,2,7.0,2,2,3.0,15,19,7.0,15,26,1.0,24,9,17,9,11,13,1,9,1,2003
3,Year/Year,,-0.5%,-1.2%,0.8%,-0.009,2.4%,1.4%,0.004,-2.1%,0.5%,-0.013,-7.6%,-10.1%,0.022,-0.7%,-0.9%,-0.9%,1.4%,14.5%,14.5%,-4.3%,-6.1%,-2.1%,2003
4,Opponent,82.0,19780,2926,6687,0.438,477,1401,0.34,2449,5286,0.463,1477,2032,0.727,1045,2682,3727,1781,547,322,1316,1746,7806,2003
5,Opponent/G,,241.2,35.7,81.5,0.438,5.8,17.1,0.34,29.9,64.5,0.463,18.0,24.8,0.727,12.7,32.7,45.5,21.7,6.7,3.9,16.0,21.3,95.2,2003
6,Lg Rank,,24,15,18,12.0,28,29,10.0,9,10,15.0,12,17,1.0,23,28,28,17,3,3,5,19,16,2003
7,Year/Year,,-0.5%,-5.4%,-2.4%,-0.014,5.5%,8.4%,-0.009,-7.3%,-4.9%,-0.012,-9.9%,-7.0%,-0.024,-1.9%,3.2%,1.7%,-4.5%,-7.1%,-14.6%,13.9%,-2.3%,-5.7%,2003
0,Team,82.0,19805,3322,7230,0.459,507,1456,0.348,2815,5774,0.488,1475,1854,0.796,1174,2538,3712,1963,656,437,1000,1609,8626,2004
1,Team/G,,241.5,40.5,88.2,0.459,6.2,17.8,0.348,34.3,70.4,0.488,18.0,22.6,0.796,14.3,31.0,45.3,23.9,8.0,5.3,12.2,19.6,105.2,2004
2,Lg Rank,,15,1,1,3.0,6,5,11.0,1,3,1.0,15,22,1.0,1,6,2,3,15,10,1,3,1,2004
3,Year/Year,,0.1%,5.1%,3.6%,0.007,-20.3%,-12.7%,-0.033,11.5%,8.7%,0.012,-0.7%,3.4%,-0.033,28.7%,-0.2%,7.4%,6.9%,-1.4%,-2.7%,5.4%,-7.0%,2.2%,2004
4,Opponent,82.0,19805,3133,6824,0.459,534,1471,0.363,2599,5353,0.486,1462,1960,0.746,1009,2562,3571,1937,582,382,1242,1690,8262,2004
5,Opponent/G,,241.5,38.2,83.2,0.459,6.5,17.9,0.363,31.7,65.3,0.486,17.8,23.9,0.746,12.3,31.2,43.5,23.6,7.1,4.7,15.1,20.6,100.8,2004
6,Lg Rank,,15,27,28,27.0,28,28,25.0,24,14,28.0,13,12,10.0,16,26,22,27,3,7,15,21,28,2004
7,Year/Year,,0.1%,7.1%,2.0%,0.022,11.9%,5.0%,0.023,6.1%,1.3%,0.022,-1.0%,-3.5%,0.019,-3.4%,-4.5%,-4.2%,8.8%,6.4%,18.6%,-5.6%,-3.2%,5.8%,2004
0,Team,82.0,19730,3058,6691,0.457,463,1273,0.364,2595,5418,0.479,1826,2314,0.789,990,2530,3520,1610,708,461,1102,1827,8405,2005
1,Team/G,,240.6,37.3,81.6,0.457,5.6,15.5,0.364,31.6,66.1,0.479,22.3,28.2,0.789,12.1,30.9,42.9,19.6,8.6,5.6,13.4,22.3,102.5,2005
2,Lg Rank,,27,4,7,8.0,15,15,6.0,12,11,6.0,1,5,4.0,14,8,8,26,4,7,4,13,3,2005
3,Year/Year,,-0.4%,-7.9%,-7.5%,-0.002,-8.7%,-12.6%,0.015,-7.8%,-6.2%,-0.009,23.8%,24.8%,-0.006,-15.7%,-0.3%,-5.2%,-18.0%,7.9%,5.5%,10.2%,13.5%,-2.6%,2005
4,Opponent,82.0,19730,2941,6712,0.438,451,1366,0.33,2490,5346,0.466,1601,2123,0.754,1072,2467,3539,1714,584,399,1278,1899,7934,2005
5,Opponent/G,,240.6,35.9,81.9,0.438,5.5,16.7,0.33,30.4,65.2,0.466,19.5,25.9,0.754,13.1,30.1,43.2,20.9,7.1,4.9,15.6,23.2,96.8,2005
6,Lg Rank,,27,15,22,8.0,13,25,1.0,16,20,11.0,14,14,16.0,27,19,24,11,7,15,7,12,14,2005
7,Year/Year,,-0.4%,-6.1%,-1.6%,-0.021,-15.5%,-7.1%,-0.033,-4.2%,-0.1%,-0.02,9.5%,8.3%,0.008,6.2%,-3.7%,-0.9%,-11.5%,0.3%,4.5%,2.9%,12.4%,-4.0%,2005
0,Team,82.0,19880,2948,6375,0.462,416,1113,0.374,2532,5262,0.481,1818,2322,0.783,1030,2431,3461,1473,593,488,1112,1834,8130,2006
1,Team/G,,242.4,36.0,77.7,0.462,5.1,13.6,0.374,30.9,64.2,0.481,22.2,28.3,0.783,12.6,29.6,42.2,18.0,7.2,6.0,13.6,22.4,99.1,2006
2,Lg Rank,,9,17,18,7.0,21,21,9.0,9,11,12.0,3,5,6.0,5,16,6,29,13,4,5,11,9,2006
3,Year/Year,,0.8%,-3.6%,-4.7%,0.005,-10.2%,-12.6%,0.01,-2.4%,-2.9%,0.002,-0.4%,0.3%,-0.006,4.0%,-3.9%,-1.7%,-8.5%,-16.2%,5.9%,0.9%,0.4%,-3.3%,2006
4,Opponent,82.0,19880,2801,6319,0.443,404,1120,0.361,2397,5199,0.461,1626,2163,0.752,935,2209,3144,1433,536,400,1151,1958,7632,2006
5,Opponent/G,,242.4,34.2,77.1,0.443,4.9,13.7,0.361,29.2,63.4,0.461,19.8,26.4,0.752,11.4,26.9,38.3,17.5,6.5,4.9,14.0,23.9,93.1,2006
6,Lg Rank,,9,7,6,10.0,4,4,19.0,8,18,8.0,17,15,23.0,17,1,2,2,4,17,20,4,7,2006
7,Year/Year,,0.8%,-4.8%,-5.9%,0.005,-10.4%,-18.0%,0.031,-3.7%,-2.7%,-0.005,1.6%,1.9%,-0.002,-12.8%,-10.5%,-11.2%,-16.4%,-8.2%,0.3%,-9.9%,3.1%,-3.8%,2006
0,Team,82.0,19755,3010,6442,0.467,535,1404,0.381,2475,5038,0.491,1646,2045,0.805,920,2515,3435,1632,560,408,1140,1837,8201,2007
1,Team/G,,240.9,36.7,78.6,0.467,6.5,17.1,0.381,30.2,61.4,0.491,20.1,24.9,0.805,11.2,30.7,41.9,19.9,6.8,5.0,13.9,22.4,100.0,2007
2,Lg Rank,,27,11,21,5.0,8,14,4.0,21,22,11.0,12,19,2.0,15,10,8,24,24,12,5,17,9,2007
3,Year/Year,,-0.6%,2.1%,1.1%,0.005,28.6%,26.1%,0.007,-2.3%,-4.3%,0.01,-9.5%,-11.9%,0.022,-10.7%,3.5%,-0.8%,10.8%,-5.6%,-16.4%,2.5%,0.2%,0.9%,2007
4,Opponent,82.0,19755,2790,6241,0.447,375,1074,0.349,2415,5167,0.467,1654,2216,0.746,839,2286,3125,1471,565,312,1190,1811,7609,2007
5,Opponent/G,,240.9,34.0,76.1,0.447,4.6,13.1,0.349,29.5,63.0,0.467,20.2,27.0,0.746,10.2,27.9,38.1,17.9,6.9,3.8,14.5,22.1,92.8,2007
6,Lg Rank,,27,2,3,7.0,2,1,7.0,8,21,5.0,19,20,9.0,5,3,3,2,8,3,21,15,4,2007
7,Year/Year,,-0.6%,-0.4%,-1.2%,0.004,-7.2%,-4.1%,-0.012,0.8%,-0.6%,0.006,1.7%,2.5%,-0.005,-10.3%,3.5%,-0.6%,2.7%,5.4%,-22.0%,3.4%,-7.5%,-0.3%,2007
0,Team,82.0,19730,3025,6515,0.464,494,1403,0.352,2531,5112,0.495,1690,2075,0.814,883,2643,3526,1720,490,402,1037,1786,8234,2008
1,Team/G,,240.6,36.9,79.5,0.464,6.0,17.1,0.352,30.9,62.3,0.495,20.6,25.3,0.814,10.8,32.2,43.0,21.0,6.0,4.9,12.6,21.8,100.4,2008
2,Lg Rank,,25,16,24,9.0,19,19,20.0,14,18,8.0,7,14,1.0,21,7,9,20,29,10,5,23,12,2008
3,Year/Year,,-0.1%,0.5%,1.1%,-0.003,-7.7%,-0.1%,-0.029,2.3%,1.5%,0.004,2.7%,1.5%,0.01,-4.0%,5.1%,2.6%,5.4%,-12.5%,-1.5%,-9.0%,-2.8%,0.4%,2008
4,Opponent,82.0,19730,2903,6551,0.443,408,1168,0.349,2495,5383,0.463,1648,2168,0.76,882,2419,3301,1547,536,357,999,1739,7862,2008
5,Opponent/G,,240.6,35.4,79.9,0.443,5.0,14.2,0.349,30.4,65.6,0.463,20.1,26.4,0.76,10.8,29.5,40.3,18.9,6.5,4.4,12.2,21.2,95.9,2008
6,Lg Rank,,25,6,11,4.0,1,1,5.0,16,22,4.0,23,23,21.0,9,6,5,3,6,8,30,13,6,2008
7,Year/Year,,-0.1%,4.1%,5.0%,-0.004,8.8%,8.8%,0.0,3.3%,4.2%,-0.004,-0.4%,-2.2%,0.014,5.1%,5.8%,5.6%,5.2%,-5.1%,14.4%,-16.1%,-4.0%,3.3%,2008
0,Team,82.0,19805,3128,6770,0.462,571,1632,0.35,2557,5138,0.498,1516,1852,0.819,909,2595,3504,1779,591,429,1043,1600,8343,2009
1,Team/G,,241.5,38.1,82.6,0.462,7.0,19.9,0.35,31.2,62.7,0.498,18.5,22.6,0.819,11.1,31.6,42.7,21.7,7.2,5.2,12.7,19.5,101.7,2009
2,Lg Rank,,14,7,6,9.0,12,8,25.0,12,16,6.0,21,26,2.0,14,5,5,8,17,9,5,4,9,2009
3,Year/Year,,0.4%,3.4%,3.9%,-0.002,15.6%,16.3%,-0.002,1.0%,0.5%,0.003,-10.3%,-10.7%,0.004,2.9%,-1.8%,-0.6%,3.4%,20.6%,6.7%,0.6%,-10.4%,1.3%,2009
4,Opponent,82.0,19805,3071,6752,0.455,517,1379,0.375,2554,5373,0.475,1522,1907,0.798,884,2509,3393,1611,589,334,1064,1645,8181,2009
5,Opponent/G,,241.5,37.5,82.3,0.455,6.3,16.8,0.375,31.1,65.5,0.475,18.6,23.3,0.798,10.8,30.6,41.4,19.6,7.2,4.1,13.0,20.1,99.8,2009
6,Lg Rank,,14,19,19,12.0,9,6,21.0,21,22,8.0,15,10,29.0,14,18,17,7,14,4,26,22,15,2009
7,Year/Year,,0.4%,5.8%,3.1%,0.012,26.7%,18.1%,0.026,2.4%,-0.2%,0.012,-7.6%,-12.0%,0.038,0.2%,3.7%,2.8%,4.1%,9.9%,-6.4%,6.5%,-5.4%,4.1%,2009
0,Team,82.0,19880,3140,6760,0.464,558,1498,0.372,2582,5262,0.491,1526,1870,0.816,834,2586,3420,1917,624,449,1059,1563,8364,2010
1,Team/G,,242.4,38.3,82.4,0.464,6.8,18.3,0.372,31.5,64.2,0.491,18.6,22.8,0.816,10.2,31.5,41.7,23.4,7.6,5.5,12.9,19.1,102.0,2010
2,Lg Rank,,5,11,14,12.0,10,13,5.0,15,15,16.0,16,25,1.0,24,10,17,3,10,6,3,1,11,2010
3,Year/Year,,0.4%,0.4%,-0.1%,0.002,-2.3%,-8.2%,0.023,1.0%,2.4%,-0.007,0.7%,1.0%,-0.003,-8.3%,-0.3%,-2.4%,7.8%,5.6%,4.7%,1.5%,-2.3%,0.3%,2010
4,Opponent,82.0,19880,3107,6805,0.457,525,1515,0.347,2582,5290,0.488,1402,1849,0.758,922,2592,3514,1659,563,337,1195,1652,8141,2010
5,Opponent/G,,242.4,37.9,83.0,0.457,6.4,18.5,0.347,31.5,64.5,0.488,17.1,22.5,0.758,11.2,31.6,42.9,20.2,6.9,4.1,14.6,20.1,99.3,2010
6,Lg Rank,,5,18,19,15.0,16,18,10.0,17,19,15.0,7,5,16.0,20,23,25,9,7,5,10,21,15,2010
7,Year/Year,,0.4%,1.2%,0.8%,0.002,1.5%,9.9%,-0.028,1.1%,-1.5%,0.013,-7.9%,-3.0%,-0.04,4.3%,3.3%,3.6%,3.0%,-4.4%,0.9%,12.3%,0.4%,-0.5%,2010
0,Team,82.0,19705,3069,6463,0.475,645,1768,0.365,2424,4695,0.516,1437,1850,0.777,780,2618,3398,1954,557,352,1145,1575,8220,2011
1,Team/G,,240.3,37.4,78.8,0.475,7.9,21.6,0.365,29.6,57.3,0.516,17.5,22.6,0.777,9.5,31.9,41.4,23.8,6.8,4.3,14.0,19.2,100.2,2011
2,Lg Rank,,29,13,24,5.0,8,5,11.0,25,29,1.0,24,27,8.0,28,6,14,2,23,24,12,4,11,2011
3,Year/Year,,-0.9%,-2.3%,-4.4%,0.01,15.6%,18.0%,-0.008,-6.1%,-10.8%,0.026,-5.8%,-1.1%,-0.039,-6.5%,1.2%,-0.6%,1.9%,-10.7%,-21.6%,8.1%,0.8%,-1.7%,2011
4,Opponent,82.0,19705,2996,6656,0.45,508,1480,0.343,2488,5176,0.481,1373,1830,0.75,880,2459,3339,1689,623,303,1114,1650,7873,2011
5,Opponent/G,,240.3,36.5,81.2,0.45,6.2,18.0,0.343,30.3,63.1,0.481,16.7,22.3,0.75,10.7,30.0,40.7,20.6,7.6,3.7,13.6,20.1,96.0,2011
6,Lg Rank,,29,11,15,8.0,11,17,7.0,13,12,10.0,3,5,5.0,14,14,13,10,23,2,24,23,10,2011
7,Year/Year,,-0.9%,-3.6%,-2.2%,-0.006,-3.2%,-2.3%,-0.003,-3.6%,-2.2%,-0.007,-2.1%,-1.0%,-0.008,-4.6%,-5.1%,-5.0%,1.8%,10.7%,-10.1%,-6.8%,-0.1%,-3.3%,2011
0,Team,66.0,16065,2398,5412,0.443,497,1464,0.339,1901,3948,0.482,1029,1334,0.771,665,2157,2822,1380,565,337,926,1226,6322,2012
1,Team/G,,243.4,36.3,82.0,0.443,7.5,22.2,0.339,28.8,59.8,0.482,15.6,20.2,0.771,10.1,32.7,42.8,20.9,8.6,5.1,14.0,18.6,95.8,2012
2,Lg Rank,,3,19,14,19.0,7,4,20.0,25,25,11.0,22,26,9.0,27,3,11,15,4,14,8,8,19,2012
3,Year/Year,,1.3%,-2.9%,4.0%,-0.032,-4.3%,2.9%,-0.025,-2.6%,4.5%,-0.035,-11.0%,-10.4%,-0.005,5.9%,2.4%,3.2%,-12.3%,26.0%,18.9%,0.5%,-3.3%,-4.4%,2012
4,Opponent,66.0,16065,2347,5390,0.435,473,1368,0.346,1874,4022,0.466,1092,1456,0.75,725,2173,2898,1351,561,265,971,1213,6259,2012
5,Opponent/G,,243.4,35.6,81.7,0.435,7.2,20.7,0.346,28.4,60.9,0.466,16.5,22.1,0.75,11.0,32.9,43.9,20.5,8.5,4.0,14.7,18.4,94.8,2012
6,Lg Rank,,3,11,17,7.0,28,29,12.0,8,7,8.0,11,11,12.0,9,28,26,13,29,1,14,27,12,2012
7,Year/Year,,1.3%,-2.7%,0.6%,-0.015,15.7%,14.8%,0.003,-6.4%,-3.5%,-0.015,-1.2%,-1.1%,-0.0,2.4%,9.8%,7.8%,-0.6%,11.9%,8.7%,8.3%,-8.7%,-1.2%,2012
0,Team,82.0,19980,3182,6892,0.462,606,1628,0.372,2576,5264,0.489,1323,1669,0.793,767,2670,3437,1906,648,454,1144,1698,8293,2013
1,Team/G,,243.7,38.8,84.0,0.462,7.4,19.9,0.372,31.4,64.2,0.489,16.1,20.4,0.793,9.4,32.6,41.9,23.2,7.9,5.5,14.0,20.7,101.1,2013
2,Lg Rank,,1,3,8,8.0,12,14,6.0,5,10,10.0,20,25,2.0,26,6,16,5,16,8,5,23,8,2013
3,Year/Year,,0.1%,6.8%,2.5%,0.019,-1.9%,-10.5%,0.033,9.1%,7.3%,0.008,3.5%,0.7%,0.021,-7.2%,-0.4%,-2.0%,11.2%,-7.7%,8.4%,-0.6%,11.5%,5.6%,2013
4,Opponent,82.0,19980,3067,6890,0.445,642,1789,0.359,2425,5101,0.475,1566,2079,0.753,985,2752,3737,1805,698,340,1202,1547,8342,2013
5,Opponent/G,,243.7,37.4,84.0,0.445,7.8,21.8,0.359,29.6,62.2,0.475,19.1,25.4,0.753,12.0,33.6,45.6,22.0,8.5,4.1,14.7,18.9,101.7,2013
6,Lg Rank,,1,17,23,12.0,26,25,17.0,11,17,13.0,29,29,15.0,27,29,29,13,30,5,17,24,27,2013
7,Year/Year,,0.1%,5.2%,2.9%,0.01,9.2%,5.3%,0.013,4.2%,2.1%,0.009,15.4%,14.9%,0.003,9.4%,1.9%,3.8%,7.5%,0.1%,3.3%,-0.4%,2.7%,7.3%,2013
0,Team,82.0,19830,3249,6858,0.474,721,1877,0.384,2528,4981,0.508,1378,1733,0.795,840,2514,3354,1935,704,356,1110,1636,8597,2014
1,Team/G,,241.8,39.6,83.6,0.474,8.8,22.9,0.384,30.8,60.7,0.508,16.8,21.1,0.795,10.2,30.7,40.9,23.6,8.6,4.3,13.5,20.0,104.8,2014
2,Lg Rank,,15,2,11,4.0,8,12,2.0,10,19,6.0,20,23,3.0,22,23,26,6,5,21,3,10,8,2014
3,Year/Year,,-0.8%,2.1%,-0.5%,0.012,19.0%,15.3%,0.012,-1.9%,-5.4%,0.018,4.2%,3.8%,0.002,9.5%,-5.8%,-2.4%,1.5%,8.6%,-21.6%,-3.0%,-3.7%,3.7%,2014
4,Opponent,82.0,19830,3096,6673,0.464,678,1888,0.359,2418,4785,0.505,1530,2019,0.758,943,2569,3512,1808,635,288,1312,1633,8400,2014
5,Opponent/G,,241.8,37.8,81.4,0.464,8.3,23.0,0.359,29.5,58.4,0.505,18.7,24.6,0.758,11.5,31.3,42.8,22.0,7.7,3.5,16.0,19.9,102.4,2014
6,Lg Rank,,15,14,10,22.0,22,24,15.0,13,7,26.0,20,19,17.0,24,10,16,15,17,4,5,21,20,2014
7,Year/Year,,-0.8%,0.9%,-3.1%,0.019,5.6%,5.5%,0.0,-0.3%,-6.2%,0.03,-2.3%,-2.9%,0.005,-4.3%,-6.6%,-6.0%,0.2%,-9.0%,-15.3%,9.2%,5.6%,0.7%,2014
0,Team,82.0,19880,3255,7036,0.463,732,2082,0.352,2523,4954,0.509,1386,1843,0.752,858,2608,3466,1846,663,371,1062,1644,8628,2015
1,Team/G,,242.4,39.7,85.8,0.463,8.9,25.4,0.352,30.8,60.4,0.509,16.9,22.5,0.752,10.5,31.8,42.3,22.5,8.1,4.5,13.0,20.0,105.2,2015
2,Lg Rank,,8,2,8,5.0,7,8,13.0,11,20,3.0,15,16,16.0,20,23,23,8,10,20,4,15,3,2015
3,Year/Year,,0.3%,0.2%,2.6%,-0.011,1.5%,10.9%,-0.033,-0.2%,-0.5%,0.002,0.6%,6.3%,-0.043,2.1%,3.7%,3.3%,-4.6%,-5.8%,4.2%,-4.3%,0.5%,0.4%,2015
4,Opponent,82.0,19880,3117,6930,0.45,741,2034,0.364,2376,4896,0.485,1415,1879,0.753,1006,2778,3784,1830,602,314,1339,1816,8390,2015
5,Opponent/G,,242.4,38.0,84.5,0.45,9.0,24.8,0.364,29.0,59.7,0.485,17.3,22.9,0.753,12.3,33.9,46.1,22.3,7.3,3.8,16.3,22.1,102.3,2015
6,Lg Rank,,8,21,21,16.0,30,28,27.0,11,8,14.0,16,14,19.0,30,26,29,17,7,4,4,2,25,2015
7,Year/Year,,0.3%,0.7%,3.9%,-0.014,9.3%,7.7%,0.005,-1.7%,2.3%,-0.02,-7.5%,-6.9%,-0.005,6.7%,8.1%,7.7%,1.2%,-5.2%,9.0%,2.1%,11.2%,-0.1%,2015
0,Team,82.0,20005,3064,6900,0.444,806,2342,0.344,2258,4558,0.495,1454,1831,0.794,751,2781,3532,1813,560,306,1047,1595,8388,2016
1,Team/G,,244.0,37.4,84.1,0.444,9.8,28.6,0.344,27.5,55.6,0.495,17.7,22.3,0.794,9.2,33.9,43.1,22.1,6.8,3.7,12.8,19.5,102.3,2016
2,Lg Rank,,1,22,18,20.0,7,5,23.0,26,27,12.0,12,21,3.0,26,9,19,18,26,29,2,8,16,2016
